new,host,a,soa,status_code,cname,ns,mx,txt,caa,aaaa,cdn,cdn-name,has_internal_ips,internal_ips
[x],otel.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],ott.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],oud.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],overdrive.amocrm.com,"169.150.216.107, 169.150.216.178","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],oyli2.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],oyli2.z1.amocrm.ru,178.248.235.194,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,z1.amocrm.ru,,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,
[x],pact.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],pajasu.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],pak.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],pall.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],panorama360.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],paritetk.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],passbook.amocrm.com,173.233.147.78,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"k8s.amocrm.com, lucile.k8s.amocrm.com",,,,,,,,,
[x],pasto.amocrm.com,"169.150.216.178, 169.150.216.107","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],patron.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],pavlov.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pay.amocrm.com,169.150.216.171,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"invoices.amocrm.com, martin.k8s.amocrm.com, martin-ext.k8s.amocrm.com",,,,,,,,,
[x],pay.amocrm.ru,188.124.43.169,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"invoices.amocrm.ru, amber.k8s.amocrm.ru",,,,,,,,,
[x],pbxus.amocrm.com,142.0.201.233,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],pegasexpressru.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pentorg.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pep4ak.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],peresleni.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],perfectbody.amocrm.com,,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],personakursk.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pfs.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pilotgroup.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],pintosevich1.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],piper.amocrm.com,64.58.114.230,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,piper.serverscom.amocrm.com,,,,,,,,,
[x],piper.amocrm.ru,88.212.249.21,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,piper.serversru.prods.amocrm.ru,,,,,,,,,
[x],piper.selectel.prods.amocrm.ru,31.184.208.19,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],piper.serverscom.amocrm.com,64.58.114.230,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],piper.serversru.prods.amocrm.ru,88.212.249.21,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],piper.z1.amocrm.ru,178.248.235.194,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,z1.amocrm.ru,,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,
[x],pitaya.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],pixelagency.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pkey.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],placestart.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],podgorica.amocrm.com,"169.150.216.107, 169.150.216.178","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],podruzhki.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],poker.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],polandplatform.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],ppmint.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],praktikdental.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pravokonstonline.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],preactor.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],privatico.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],prn.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],prodexua.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],proektorlamp.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],project292318tildaws.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],projector.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],promo-front.serversru.prods.amocrm.ru,23.111.99.17,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],promowp.amocrm.ru,23.111.99.17,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],prospecto.amocrm.com,"169.150.216.107, 169.150.216.178","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],prostoopt.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],proxy.trunk.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,amsterdam-proxy.trunk.amocrm.ru,,,,,,,,,
[x],prozashita.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pryanikyapi.amocrm.com,"64.58.114.237, 142.0.201.228","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],pschool.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],ptf.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],puppet.amocrm.com,89.108.120.213,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],puppet.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],puppet4.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pvh.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],pvstroy.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],pzkrasnodar2.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],r7group.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rabotaling.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],racktables.amocrm.ru,88.212.249.7,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,,
[x],radexteam.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],radugauss.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ramblerds.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ranbiz.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],raskatof2.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],ratatui3.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rcrealtyru.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],reabilitatsionniy.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],realbroker.amocrm.com,"169.150.216.107, 169.150.216.178","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],realweb.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],redwall.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],referr.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],registry.amocrm.ru,10.13.3.20,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,git.amocrm.ru,,,,,,,,True,10.13.3.20
[x],reho24.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],reliz29175883.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],remontsoyuz.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],respekt86.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],restatorg2015.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rocketcrm.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],romanua.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],roowright.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],rrakhimzhanov.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rrg1.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rte.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],rtpa.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rtravel.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rtsh.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],runtelwidgets.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rushagency.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rushanalytics.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],russmold.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],rwspb.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],s1.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],s3.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sa38.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sakhunix.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],salesboft.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],salescosmotrade.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sbcompany.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],sberfond1.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],scgsro.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sedlovskij.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],selinaanna88.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],selm.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],semempire.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],seoenergy.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],seomasters.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],seotemple2.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sergiypaypal.amocrm.com,"142.0.201.228, 64.58.114.237","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],serpstat.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],servicegroup.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],serviciosdigitales.amocrm.com,"169.150.216.178, 169.150.216.107","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],shturman.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sigmaseo.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],sip.amocrm.com,88.212.249.28,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],siteimage.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],skillboxstudents.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],skillburg.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],skillfactory.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],slack.amocrm.com,173.233.147.78,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,,
[x],slidevision.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],smart1.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],smartecommerce.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],smartglassmiami.amocrm.com,"169.150.216.107, 169.150.216.178","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,cfg.trunk.amocrm.com,,,,,,,,,
[x],smartgroupp.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],smartif.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],smartlb.amocrm.ru,,,NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],smartled.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],smartmetalgroup.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],smartmoldova.amocrm.ru,,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],smartschool.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],snowmedia.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],soar.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],sobakapavlova.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],softmediagroups.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sokoldigital.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],somunair18.amocrm.com,"64.58.114.237, 142.0.201.228","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
[x],spaceschool.amocrm.ru,"95.213.201.60, 95.213.161.42","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],sparklingspring.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],spbrooftop.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],speccontrol.amocrm.ru,23.111.85.36,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,"proxy.trunk.amocrm.ru, amsterdam-proxy.trunk.amocrm.ru",,,,,,,,,
[x],speedwash.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],speedy.amocrm.ru,"95.213.161.42, 95.213.201.60","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfa.trunk.amocrm.ru,,,,,,,,,
[x],spiritualmarketing.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],splento.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],spp.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sredadigital.amocrm.ru,"88.212.249.37, 88.212.250.100","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],sredafinansov.amocrm.ru,"88.212.250.100, 88.212.249.37","ns3-l2.nic.ru, dns.nic.ru",NOERROR,cfb.trunk.amocrm.ru,,,,,,,,,
[x],st.amocrm.com,"64.58.114.237, 142.0.201.228","ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"fs.all.geo.prods.amocrm.com, cfc.trunk.amocrm.com",,,,,,,,,
