new,host,a,soa,status_code,aaaa,ns,cname,cdn,cdn-name,mx,txt,caa
[x],host-213-248-206-6.nominet.org.uk,213.248.206.6,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-60.nominet.org.uk,213.248.206.60,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-63.nominet.org.uk,213.248.206.63,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-66.nominet.org.uk,213.248.206.66,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-67.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-71.nominet.org.uk,213.248.206.71,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-72.nominet.org.uk,213.248.206.72,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-73.nominet.org.uk,213.248.206.73,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-75.nominet.org.uk,213.248.206.75,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-76.nominet.org.uk,213.248.206.76,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-78.nominet.org.uk,213.248.206.78,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-79.nominet.org.uk,213.248.206.79,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-81.nominet.org.uk,213.248.206.81,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-83.nominet.org.uk,213.248.206.83,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-84.nominet.org.uk,213.248.206.84,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-85.nominet.org.uk,213.248.206.85,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-87.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-88.nominet.org.uk,213.248.206.88,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-89.nominet.org.uk,213.248.206.89,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-91.nominet.org.uk,213.248.206.91,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-92.nominet.org.uk,213.248.206.92,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-93.nominet.org.uk,213.248.206.93,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-95.nominet.org.uk,213.248.206.95,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-96.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-97.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-206-98.nominet.org.uk,213.248.206.98,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-10.nominet.org.uk,213.248.207.10,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-100.nominet.org.uk,213.248.207.100,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-101.nominet.org.uk,213.248.207.101,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-102.nominet.org.uk,213.248.207.102,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-103.nominet.org.uk,213.248.207.103,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-104.nominet.org.uk,213.248.207.104,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-105.nominet.org.uk,213.248.207.105,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-106.nominet.org.uk,213.248.207.106,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-108.nominet.org.uk,213.248.207.108,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-11.nominet.org.uk,213.248.207.11,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-110.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-111.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-113.nominet.org.uk,213.248.207.113,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-115.nominet.org.uk,213.248.207.115,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-117.nominet.org.uk,213.248.207.117,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-12.nominet.org.uk,213.248.207.12,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-122.nominet.org.uk,213.248.207.122,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-124.nominet.org.uk,213.248.207.124,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-125.nominet.org.uk,213.248.207.125,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-127.nominet.org.uk,213.248.207.127,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-129.nominet.org.uk,213.248.207.129,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-13.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-131.nominet.org.uk,213.248.207.131,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-133.nominet.org.uk,213.248.207.133,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-134.nominet.org.uk,213.248.207.134,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-135.nominet.org.uk,213.248.207.135,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-136.nominet.org.uk,213.248.207.136,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-137.nominet.org.uk,213.248.207.137,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-138.nominet.org.uk,213.248.207.138,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-139.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-14.nominet.org.uk,213.248.207.14,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-140.nominet.org.uk,213.248.207.140,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-141.nominet.org.uk,213.248.207.141,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-144.nominet.org.uk,213.248.207.144,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-147.nominet.org.uk,213.248.207.147,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-148.nominet.org.uk,213.248.207.148,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-15.nominet.org.uk,213.248.207.15,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-151.nominet.org.uk,213.248.207.151,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-152.nominet.org.uk,213.248.207.152,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-156.nominet.org.uk,213.248.207.156,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-157.nominet.org.uk,213.248.207.157,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-16.nominet.org.uk,213.248.207.16,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-160.nominet.org.uk,213.248.207.160,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-207-162.nominet.org.uk,213.248.207.162,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-166.nominet.org.uk,213.248.207.166,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-168.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-169.nominet.org.uk,213.248.207.169,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-170.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-174.nominet.org.uk,213.248.207.174,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-175.nominet.org.uk,213.248.207.175,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-176.nominet.org.uk,213.248.207.176,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-178.nominet.org.uk,213.248.207.178,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-182.nominet.org.uk,213.248.207.182,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-183.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-184.nominet.org.uk,213.248.207.184,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-185.nominet.org.uk,213.248.207.185,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-186.nominet.org.uk,213.248.207.186,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-188.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-19.nominet.org.uk,213.248.207.19,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-190.nominet.org.uk,213.248.207.190,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-207-194.nominet.org.uk,213.248.207.194,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-195.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-196.nominet.org.uk,213.248.207.196,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-197.nominet.org.uk,213.248.207.197,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-198.nominet.org.uk,213.248.207.198,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-20.nominet.org.uk,213.248.207.20,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-200.nominet.org.uk,213.248.207.200,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-201.nominet.org.uk,213.248.207.201,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-203.nominet.org.uk,213.248.207.203,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-205.nominet.org.uk,213.248.207.205,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-207-207.nominet.org.uk,213.248.207.207,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-208.nominet.org.uk,213.248.207.208,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-209.nominet.org.uk,213.248.207.209,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-21.nominet.org.uk,213.248.207.21,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-210.nominet.org.uk,213.248.207.210,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-211.nominet.org.uk,213.248.207.211,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-212.nominet.org.uk,213.248.207.212,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-213.nominet.org.uk,213.248.207.213,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-207-214.nominet.org.uk,213.248.207.214,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-215.nominet.org.uk,213.248.207.215,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-216.nominet.org.uk,213.248.207.216,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-217.nominet.org.uk,213.248.207.217,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-218.nominet.org.uk,213.248.207.218,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-22.nominet.org.uk,213.248.207.22,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-222.nominet.org.uk,213.248.207.222,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-224.nominet.org.uk,213.248.207.224,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-226.nominet.org.uk,213.248.207.226,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-228.nominet.org.uk,213.248.207.228,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-229.nominet.org.uk,213.248.207.229,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-23.nominet.org.uk,213.248.207.23,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-230.nominet.org.uk,213.248.207.230,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-231.nominet.org.uk,213.248.207.231,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-232.nominet.org.uk,213.248.207.232,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-233.nominet.org.uk,213.248.207.233,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-234.nominet.org.uk,213.248.207.234,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-237.nominet.org.uk,213.248.207.237,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-238.nominet.org.uk,213.248.207.238,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-239.nominet.org.uk,213.248.207.239,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-241.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-242.nominet.org.uk,213.248.207.242,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-244.nominet.org.uk,213.248.207.244,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-245.nominet.org.uk,213.248.207.245,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-246.nominet.org.uk,213.248.207.246,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-247.nominet.org.uk,213.248.207.247,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-250.nominet.org.uk,213.248.207.250,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-251.nominet.org.uk,213.248.207.251,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-252.nominet.org.uk,213.248.207.252,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-253.nominet.org.uk,213.248.207.253,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-255.nominet.org.uk,213.248.207.255,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-27.nominet.org.uk,213.248.207.27,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-28.nominet.org.uk,213.248.207.28,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-29.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-3.nominet.org.uk,213.248.207.3,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-30.nominet.org.uk,213.248.207.30,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-31.nominet.org.uk,213.248.207.31,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-32.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-33.nominet.org.uk,213.248.207.33,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-34.nominet.org.uk,213.248.207.34,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-35.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-38.nominet.org.uk,213.248.207.38,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-40.nominet.org.uk,213.248.207.40,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-44.nominet.org.uk,213.248.207.44,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-46.nominet.org.uk,213.248.207.46,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-48.nominet.org.uk,213.248.207.48,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-49.nominet.org.uk,213.248.207.49,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-5.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-50.nominet.org.uk,213.248.207.50,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-207-52.nominet.org.uk,213.248.207.52,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-207-53.nominet.org.uk,213.248.207.53,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-54.nominet.org.uk,213.248.207.54,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-55.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-57.nominet.org.uk,213.248.207.57,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-58.nominet.org.uk,213.248.207.58,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-59.nominet.org.uk,213.248.207.59,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-63.nominet.org.uk,213.248.207.63,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-64.nominet.org.uk,213.248.207.64,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-65.nominet.org.uk,213.248.207.65,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-66.nominet.org.uk,213.248.207.66,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-67.nominet.org.uk,213.248.207.67,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-69.nominet.org.uk,213.248.207.69,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-7.nominet.org.uk,213.248.207.7,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-70.nominet.org.uk,213.248.207.70,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-71.nominet.org.uk,213.248.207.71,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-74.nominet.org.uk,213.248.207.74,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-75.nominet.org.uk,,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-76.nominet.org.uk,213.248.207.76,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-77.nominet.org.uk,213.248.207.77,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-78.nominet.org.uk,213.248.207.78,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-8.nominet.org.uk,213.248.207.8,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-80.nominet.org.uk,213.248.207.80,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-81.nominet.org.uk,213.248.207.81,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-82.nominet.org.uk,213.248.207.82,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
[x],host-213-248-207-83.nominet.org.uk,213.248.207.83,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-207-84.nominet.org.uk,213.248.207.84,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,"dns1.nominetdns.uk, dns2.nominetdns.uk, dns3.nominetdns.uk, dns4.nominetdns.uk, dnsa.nominetdns.uk, dnsb.nominetdns.uk, dnsc.nominetdns.uk, dnsd.nominetdns.uk",,,,,,
[x],host-213-248-207-85.nominet.org.uk,213.248.207.85,"dns1.nominetdns.uk, hostmaster.nominet.org.uk",NOERROR,,,,,,,,
