input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_subject_org_,final_url,tls_expired,tls_self_signed
backup-useralphalog-docs.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,backup-useralphalog-docs.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,backup-useralphalog-docs.ecomm-test-aks.alaskaair.com,,443,https://backup-useralphalog-docs.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.162,/,586998417,2620:1ec:29:1::45,HSTS,14,False,,,,,,
benning-150-226-96-58.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,benning-150-226-96-58.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,benning-150-226-96-58.ecomm-test-aks.alaskaair.com,,443,https://benning-150-226-96-58.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.253.45,/,586998417,13.107.226.45,HSTS,14,False,,,,,,
beyondflights-loungecheckin.w2.ecomm-prod-aks.alaskaair.com,404 Not Found,404,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,beyondflights-loungecheckin.w2.ecomm-prod-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-03T14:04:28Z,2023-07-02T14:04:27Z,CN=beyondflights-loungecheckin.w2.ecomm-prod-aks.alaskaair.com,beyondflights-loungecheckin.w2.ecomm-prod-aks.alaskaair.com,beyondflights-loungecheckin.w2.ecomm-prod-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8642804f3bbdfe2f27ace814ee9b7615,1ec5ef90deec7fd64cf043d12a95cc0cdd2a75954831f7dc6853378464100715,,ctls,beyondflights-loungecheckin.w2.ecomm-prod-aks.alaskaair.com,,443,https://beyondflights-loungecheckin.w2.ecomm-prod-aks.alaskaair.com:443,https,,text/html,GET,20.69.115.140,/,1494302000,20.69.115.140,HSTS,8,False,,,,,,
blog.alaskaair.com,Home - Alaska Airlines News,200,105844,AS2635,AUTOMATTIC,US,192.0.64.0/18,news.alaskaair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-23T04:27:43Z,2023-06-21T04:27:42Z,CN=news.alaskaair.com,news.alaskaair.com,news.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8eda56764ae4c935c09e18d1d7051374,06e3113b315c5e19494dce748bec1055f620eb1363abdb83d4c997dbe3a4daa3,,ctls,news.alaskaair.com,,80,http://blog.alaskaair.com:80,http,nginx,text/html,GET,192.0.66.18,/,1274734426,2a04:fa87:fffd::c000:4212,Yoast SEO:19.14,1161,False,,,,https://news.alaskaair.com/,,
booking-site-243.w2.ecomm-test-aks.alaskaair.com,Shiny New Booking Site,200,22157,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-243.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-31T15:44:52Z,2023-06-29T15:44:51Z,CN=booking-site-243.ecomm-test-aks.alaskaair.com,booking-site-243.ecomm-test-aks.alaskaair.com,booking-site-243.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74ebf0fa8cee5a93d88227546a96135a,ada4c591b0f7f3671dc897100035e8294920a4acd3580316d0d1ca8e88226dcd,,ctls,booking-site-243.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-243.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,1115653873,40.64.90.136,webpack,1,False,True,,,,,
booking-site-251.w2.ecomm-test-aks.alaskaair.com,404: This page could not be found,404,6842,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-251.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-11T21:29:19Z,2023-07-10T21:29:18Z,CN=booking-site-251.ecomm-test-aks.alaskaair.com,booking-site-251.ecomm-test-aks.alaskaair.com,booking-site-251.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,12052dd57134f145742e0fb9e8b596dd,d6fb7707454f0a584c780b9a1bdd70044d638003e635fbfcada465c0bdfb2e63,,ctls,booking-site-251.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-251.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-373034409,40.64.90.136,webpack,12,False,True,,,,,
booking-site-252.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,,,,,,,,,,,,,,,,,,,,,80,http://booking-site-252.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,13.107.238.45,/,586998417,2620:1ec:27::cafe:1993,HSTS,14,False,,,,,,
booking-site-253.w2.ecomm-test-aks.alaskaair.com,404: This page could not be found,404,6842,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-253.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-11T23:12:18Z,2023-07-10T23:12:17Z,CN=booking-site-253.ecomm-test-aks.alaskaair.com,booking-site-253.ecomm-test-aks.alaskaair.com,booking-site-253.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5294e3c09696770ba23fd8820cae811e,69589f0c68e8bd90fa31efb909c15d8139da07a3bcee0d50068b09996f34141a,,ctls,booking-site-253.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-253.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1457253366,40.64.90.136,webpack,12,False,True,,,,,
booking-site-256.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-256.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-28T21:39:18Z,2023-03-28T21:39:17Z,CN=booking-site-256.w2.ecomm-test-aks.alaskaair.com,booking-site-256.w2.ecomm-test-aks.alaskaair.com,booking-site-256.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4c00b8dc7b7140fcdabde5785de5c48c,0737586b8b38591c5f973d7155fb8a1901a3f4cd2d19fd8fab02d9ab82f5e6fb,,ctls,booking-site-256.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-256.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,,True,
booking-site-257.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,booking-site-257.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,booking-site-257.ecomm-test-aks.alaskaair.com,,443,https://booking-site-257.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,-1561873722,2620:1ec:4f:1::45,HSTS,8,False,,,,,,
booking-site-257.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-257.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-29T23:27:09Z,2023-03-29T23:27:08Z,CN=booking-site-257.w2.ecomm-test-aks.alaskaair.com,booking-site-257.w2.ecomm-test-aks.alaskaair.com,booking-site-257.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a748cdc72035bc6e9ae589576122aa9e,e20caf086ceb8c544beab887769b25a3ef094cb70becf2d0f65fd15a90213507,,ctls,booking-site-257.w2.ecomm-test-aks.alaskaair.com,azure,80,http://booking-site-257.w2.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,https://booking-site-257.w2.ecomm-test-aks.alaskaair.com,True,
booking-site-258.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-258.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-30T16:38:43Z,2023-03-30T16:38:42Z,CN=booking-site-258.w2.ecomm-test-aks.alaskaair.com,booking-site-258.w2.ecomm-test-aks.alaskaair.com,booking-site-258.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7bd01152b6f7a30bfb1071a0ca930bdf,b407bd7ee1636feebc274705f5a1acb530f83415240e6ca592a60f294bd8d1f8,,ctls,booking-site-258.w2.ecomm-test-aks.alaskaair.com,azure,80,http://booking-site-258.w2.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,https://booking-site-258.w2.ecomm-test-aks.alaskaair.com,True,
booking-site-261.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,booking-site-261.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,booking-site-261.ecomm-test-aks.alaskaair.com,,443,https://booking-site-261.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.162,/,-1561873722,2620:1ec:27::cafe:1774,HSTS,8,False,,,,,,
booking-site-261.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-261.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-05T18:51:24Z,2023-04-05T18:51:23Z,CN=booking-site-261.w2.ecomm-test-aks.alaskaair.com,booking-site-261.w2.ecomm-test-aks.alaskaair.com,booking-site-261.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,55ff4f10ac350ea2d43b7f4d63347545,c46aa2b2e64de350abbd48e9e1deda894d47b7940c79212919875847ff87dbd6,,ctls,booking-site-261.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-261.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,True,
booking-site-263.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,booking-site-263.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,booking-site-263.ecomm-test-aks.alaskaair.com,,443,https://booking-site-263.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.253.45,/,586998417,2620:1ec:27::cafe:2193,HSTS,14,False,,,,,,
booking-site-267.w2.ecomm-test-aks.alaskaair.com,404: This page could not be found,404,6842,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-267.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-25T17:30:10Z,2023-06-23T17:30:09Z,CN=booking-site-267.ecomm-test-aks.alaskaair.com,booking-site-267.ecomm-test-aks.alaskaair.com,booking-site-267.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d64059b6e575a51fdc0f1a65d46213b5,5f828007479d0376489be7dce2b225cfa5037cb09502ec1de0681559f1ea9c0f,,ctls,booking-site-267.w2.ecomm-test-aks.alaskaair.com,azure,80,http://booking-site-267.w2.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,40.64.90.136,/,-1961716241,40.64.90.136,webpack,12,False,True,,,https://booking-site-267.w2.ecomm-test-aks.alaskaair.com,,
booking-site-268.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://booking-site-268.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,104.212.67.223,/,-1561873722,2620:1ec:27::cafe:1993,HSTS,8,False,,,,,,
booking-site-268.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-268.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-30T23:16:11Z,2023-04-30T23:16:10Z,CN=booking-site-268.w2.ecomm-test-aks.alaskaair.com,booking-site-268.w2.ecomm-test-aks.alaskaair.com,booking-site-268.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,412ea13420e3fc281030d9dacdcdd76f,2c4c4f0e668d69ba706397026fd3f30de688a1a1244c61690f09d4734d77d1ed,,ctls,booking-site-268.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-268.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,True,
booking-site-270.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,booking-site-270.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,booking-site-270.ecomm-test-aks.alaskaair.com,,443,https://booking-site-270.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,586998417,2620:1ec:4f:1::45,HSTS,14,False,,,,,,
booking-site-270.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-270.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-02T23:10:24Z,2023-05-03T23:10:23Z,CN=booking-site-270.w2.ecomm-test-aks.alaskaair.com,booking-site-270.w2.ecomm-test-aks.alaskaair.com,booking-site-270.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a63f41ae0b557b68c97f687423e17347,63e37b9bbd7041e399c91ad0dcc2f92845924715c65fd587d6bd5d6823fbe493,,ctls,booking-site-270.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-270.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,,True,
booking-site-271.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-271.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-07T22:59:32Z,2023-05-08T22:59:31Z,CN=booking-site-271.w2.ecomm-test-aks.alaskaair.com,booking-site-271.w2.ecomm-test-aks.alaskaair.com,booking-site-271.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0f4133489c3f49872d32ce3a798bf4ad,00e22a63f553c733c7d6afcaa15f3a5bbfea4b8d3628756b37c38b09bb07ae92,,ctls,booking-site-271.w2.ecomm-test-aks.alaskaair.com,azure,80,http://booking-site-271.w2.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,https://booking-site-271.w2.ecomm-test-aks.alaskaair.com,True,
booking-site-272.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,booking-site-272.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,booking-site-272.ecomm-test-aks.alaskaair.com,,443,https://booking-site-272.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,586998417,2620:1ec:27::cafe:1774,HSTS,14,False,,,,,,
booking-site-272.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-272.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-08T21:53:24Z,2023-05-09T21:53:23Z,CN=booking-site-272.w2.ecomm-test-aks.alaskaair.com,booking-site-272.w2.ecomm-test-aks.alaskaair.com,booking-site-272.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ad29710628276d78669b0f18f0e34218,e439a22a4e24a74e7e9f3dfa73c25d482fc963e0b96e9b8d8483d389383bf341,,ctls,booking-site-272.w2.ecomm-test-aks.alaskaair.com,azure,80,http://booking-site-272.w2.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,https://booking-site-272.w2.ecomm-test-aks.alaskaair.com,True,
booking-site-277.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,booking-site-277.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,booking-site-277.ecomm-test-aks.alaskaair.com,,443,https://booking-site-277.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,586998417,2620:1ec:27::cafe:1806,HSTS,14,False,,,,,,
booking-site-277.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-277.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-15T16:30:30Z,2023-05-16T16:30:29Z,CN=booking-site-277.w2.ecomm-test-aks.alaskaair.com,booking-site-277.w2.ecomm-test-aks.alaskaair.com,booking-site-277.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6978d5b2b731d8715a8a2926b0787dc7,0ffd30872dc059a7e30a6e93cf9fe5b97fb890206d9b547196cdfb0277426c2c,,ctls,booking-site-277.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-277.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,,,
booking-site-278.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,booking-site-278.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,booking-site-278.ecomm-test-aks.alaskaair.com,,443,https://booking-site-278.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,104.212.67.144,/,586998417,2620:1ec:4f:1::45,HSTS,14,False,,,,,,
booking-site-285.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-285.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-13T13:48:40Z,2023-06-11T13:48:39Z,CN=booking-site-285.w2.ecomm-test-aks.alaskaair.com,booking-site-285.w2.ecomm-test-aks.alaskaair.com,booking-site-285.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ae54d54e8ee78082da58ca461130c4ff,5dc45a58556ef874bfbf516238981f3882c5d838ff891f40ef730ea9e10365d3,,ctls,booking-site-285.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-285.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,586998417,40.64.90.136,HSTS,14,False,True,,,,,
booking-site-287.w2.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.66.0.0/17,booking-site-287.w2.ecomm-test-aks.alaskaair.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-17T17:15:42Z,2023-06-15T17:15:41Z,CN=booking-site-287.w2.ecomm-test-aks.alaskaair.com,booking-site-287.w2.ecomm-test-aks.alaskaair.com,booking-site-287.w2.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0b81c6749422f4b49564e754ba6d1212,7e6e17e44ae8477df439205898f245062c8b7b133e8617444b5bf459ca23f534,,ctls,booking-site-287.w2.ecomm-test-aks.alaskaair.com,azure,443,https://booking-site-287.w2.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,40.64.90.136,/,-1561873722,40.64.90.136,HSTS,8,False,True,,,,,
booking-site-289.ecomm-test-aks.alaskaair.com,403 Forbidden,403,548,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,13.107.252.0/23,booking-site-289.ecomm-test-aks.alaskaair.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-08T15:32:24Z,2023-08-06T15:32:23Z,CN=*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,*.ecomm-test-aks.alaskaair.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e404dbe6ee918f9a15ee4a830eb5c60,63f2682f0bc41b26cd3db7e69362ebed4af715d78f5d8603916c6b93208821bb,True,ctls,booking-site-289.ecomm-test-aks.alaskaair.com,,443,https://booking-site-289.ecomm-test-aks.alaskaair.com:443,https,,text/html,GET,13.107.237.45,/,586998417,2620:1ec:27::cafe:2193,HSTS,14,False,,,,,,
booking-site-296.ecomm-test-aks.alaskaair.com,403 Forbidden,403,146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,,,80,http://booking-site-296.ecomm-test-aks.alaskaair.com:80,http,,text/html,GET,104.212.67.144,/,-1561873722,2620:1ec:27::cafe:1993,HSTS,8,False,,,,,,
