input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,tls_expired,csp_domains_,tls_subject_org_,final_url
affiliates.fanduel.com,affiliate Program,200,10533,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,20.64.0.0/10,affiliates.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-22T16:09:06Z,2023-06-25T17:35:04Z,CN=affiliates.fanduel.com,affiliates.fanduel.com,www.affiliates.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",be1f486a1bb91cfd8fc358d3b59081bc,9a7b2a0a61d8d2799730b49ac5a01bfdea262efb9bf76fa8297b3262db874a73,ctls,affiliates.fanduel.com,,80,http://affiliates.fanduel.com:80,http,Microsoft-IIS/10.0,text/html,GET,20.67.211.142,/,1631801191,20.67.211.142,Windows Server,222,False,,,,,,,https://affiliates.fanduel.com/Default.asp
affiliates.sportsbook.fanduel.com,Service not Found,404,313,AS14618,AMAZON-AES,US,54.224.0.0/14,affiliates.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,69f0cd6e31d828765c02760bd579abc3,dd330b509118f385aba927c0314f7e6bff39dfcf9765ae2409350c2620c49fe8,ctls,affiliates.sportsbook.fanduel.com,,80,http://affiliates.sportsbook.fanduel.com:80,http,Cougar - 4.11.2 (Cougar 2 mode),,GET,54.225.111.29,/,-356219960,54.225.111.29,,9,False,,True,,,,,https://affiliates.sportsbook.fanduel.com:443/
android-update.casino.fanduel.com,Fanduel casino,200,2517,AS0,Not routed,None,13.227.224.0/22,android-update.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-15T23:59:59Z,CN=android-update.casino.fanduel.com,android-update.casino.fanduel.com,android-update.casino.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,16f753fed0a9e3e01c6cf6b48c867efc,40f0589017b7268fb3244e01c52fe040a8cd1c8e56a8745a3afea40a7508086d,ctls,android-update.casino.fanduel.com,cloudfront,443,https://android-update.casino.fanduel.com:443,https,AmazonS3,text/html,GET,13.227.219.47,/,291213218,13.227.219.123,HTTP/3,97,False,True,,,,,,
api.fanduel.com,Access to this page has been denied.,403,4650,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,api.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-08T23:59:59Z,CN=*.fanduel.com,*.fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f0b3eef2414500e62184b529e7d5a57f,d1aa3a89c57e1f57861f1e5aff07f53e36df9172893764c6a8ff06daf983c176,ctls,api.fanduel.com,cloudfront,80,http://api.fanduel.com:80,http,CloudFront,text/html,GET,108.138.7.120,/,-1548575855,108.138.7.38,Amazon Web Services,172,False,True,True,,,,,https://api.fanduel.com/
api.use1.perftest.fdbox.net,,401,109,AS0,Not routed,None,13.32.100.0/23,api.use1.perftest.fdbox.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-15T23:59:59Z,CN=use1.perftest.fdbox.net,use1.perftest.fdbox.net,*.use1.perftest.fdbox.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bf6a2d7f61510e4ae56d93394b24e116,6f115620aa0b21be634eb537fd52080e2e278c0f8b16ed6f7777f2c5bdcc8774,ctls,api.use1.perftest.fdbox.net,cloudfront,443,https://api.use1.perftest.fdbox.net:443,https,nginx,application/json,GET,13.32.99.75,/,-1548575855,13.32.99.33,Nginx,1,False,True,True,,,,,
assets.sportsbook.fanduel.com,,200,230696,AS0,Not routed,None,13.32.100.0/23,assets.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-30T23:59:59Z,CN=*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6c4bdf843eb5ee9d2d97ef739e1977ab,6f15e3c24df6ec9925b3917a55c563c9046118d08a0b2134aa73bbac2bc86832,ctls,assets.sportsbook.fanduel.com,cloudfront,443,https://assets.sportsbook.fanduel.com:443,https,AmazonS3,application/xml,GET,13.32.99.9,/,1822336913,13.32.99.53,Amazon Web Services,2,False,True,True,,,,,
atr.fanduel.com,,404,21,AS16509,AMAZON-02,US,18.66.102.0/24,atr.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-12-15T23:59:59Z,CN=atr.fanduel.com,atr.fanduel.com,atr.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09d6b7bbd29f3a6773278216ff16da76,b3c9576b5b685dc40cab942481439716ad2167346675c0d1c446bb62a6911f5e,ctls,atr.fanduel.com,cloudfront,443,https://atr.fanduel.com:443,https,,text/plain,GET,18.66.97.77,/,-1669793162,2600:9000:223c:8000:5:9ede:d2c0:93a1,HSTS,1,False,True,,,,,,
authentication.ss.fdbox.net,,503,,AS16509,AS16509,Unknown,52.88.0.0/15,authentication.ss.fdbox.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2015-12-09T15:53:38Z,2017-12-09T15:53:38Z,"CN=*.ss.fdbox.net, OU=Domain Control Validated",*.ss.fdbox.net,ss.fdbox.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",b4ecd5f3f0bdc025dee73cae3d43b143,55a57dcf366fa86c131286b847a212a404b7737a45bbfed78d6dac82474e41b4,ctls,authentication.ss.fdbox.net,,443,https://authentication.ss.fdbox.net:443,https,,,GET,52.89.73.16,/,-1840324437,52.89.73.16,,1,False,,True,,True,,,
autodiscover.fanduel.com,FanDuel - Sign In,200,19469,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.104.0.0/15,okta.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T15:03:08Z,2024-01-14T09:25:06Z,CN=okta.fanduel.com,okta.fanduel.com,www.okta.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a4bf91529fb315d914cadc583c94cce7,437a6db16ea4e440a25a95c2f8715facf8ff741f8a5e800b3ed2438a142ce3b9,ctls,okta.fanduel.com,,80,http://autodiscover.fanduel.com:80,http,nginx,text/html,GET,40.99.149.104,/,-1249852061,2603:1026:c0d:2a::8,Nginx,490,False,,,,,,,https://okta.fanduel.com/login/login.htm?fromURI=%2Fapp%2Foffice365%2Fexk2uj8t0ud7Nwvny5d6%2Fsso%2Fwsfed%2Fpassive%3Fclient-request-id%3D6d7845fc-0e65-8dda-9cb3-6d78025e49a7%26username%3D%26wa%3Dwsignin1.0%26wtrealm%3Durn%253afederation%253aMicrosoftOnline%26wctx%3Destsredirect%253d2%2526estsrequest%253drQQIARAAjVE7bNNQAMzLx_RHW3ViRIapwomfP89xpA5JnaSJkjafpm2CIIpf7DaN7Zf6k19VCcHCAnSumBio1BGWqhMDU1k6MHViQaoqISEWOjCQiIWxN5xOOp1OulsMwDCMPWT_gWPGzLC6DhmsjdV_sBem5v8k-6Y2e_nq7Uez73-aOT4C03rDanqaEcbEPAH0jut2nFgkQjzXIKQdJrrewhqPxLEfIb1G5BSACwCuADjxS4iPQplneRmJUQkhJPBhiFFD5aIyA7kGywi6BhlZ51WG41SR15HMsip76Z9bi3vuDjcmYreG2i__pE5ss94hjnsUeA0U7OYUku8pcaXUybG5reImTicH0WJ2mGIq5gbJprfZNYcfRSW2step1VfJaq5MzGZCLbWXzQGWk6vpbDfDGj2LQBg3qw5XIl460x9WcXZZSSTibh1DmI3mkZgyOBG3LH7dsKsylBjEDgqbLtri05qn7yq9k8CtBv4QoEYjmcQ6D1Cko1mt5kUQfAuC6-AMC2ITE2A-dM9333cTBO9Coy--pN78ftB8ljh-PizjhZDvPBTJ7ilWMoPsXc6qCF1Zlra3nEJCrApWrwo3CpqaGeRSQq2k9CpLYgweUuCQos6oyYnAvI8OLBfgFQV-UuDlHd_Z5C2uvJgGlzPCFIWNRst0Fhb36Vaz7pK2ZtGxfbpvOnWMx6rbMDzNoWOP6VEF_eTg4ODTXd_N7Ofvp0cv3n_9sXI99wi1SdEulGv2YEWTVNg187bglcQyL6FoNZ3MC4P1pgxTglQrLv0F0
az.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS16509,AS16509,Unknown,18.66.192.0/24,az.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,az.sportsbook.fanduel.com,cloudfront,80,http://az.sportsbook.fanduel.com:80,http,CloudFront,text/html,GET,18.66.192.111,/,222092053,18.66.192.23,Amazon Web Services,172,False,True,True,,,,,https://az.sportsbook.fanduel.com/
boapi.canada.sportsbook.fanduel.com,,403,16,AS13335,CLOUDFLARENET,US,172.64.192.0/20,boapi.canada.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T17:09:56Z,2024-01-11T16:17:23Z,CN=sportsbook.fanduel.com,sportsbook.fanduel.com,notifications.on.sportsbook.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a17160c2ac1ffe9529e342c6f9a85165,26665e6ebbcb45b847cb8630478382c5e8263fafabbd847f409798408f1e3012,ctls,boapi.canada.sportsbook.fanduel.com,cloudflare,443,https://boapi.canada.sportsbook.fanduel.com:443,https,cloudflare,text/plain,GET,172.64.146.82,/,1253481126,104.18.41.174,Cloudflare,1,False,True,,,,,,
boxscore.fanduel.com,500 Page,200,51157,AS16509,AS16509,Unknown,52.16.0.0/14,boxscore.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-04-07T23:59:59Z,CN=*.interactgo.com,*.interactgo.com,*.interactgo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fea4e26f3565e178165a84c5515a3b91,01f929352be798c2cbd3b54e2c46d4d7cc1d44c5e61a33c2624b2d6424aa90e2,ctls,boxscore.fanduel.com,,443,https://boxscore.fanduel.com:443,https,Interact,text/html,GET,52.19.73.228,/,-888347931,34.249.25.194,HSTS,162,False,,True,True,,,,https://boxscore.fanduel.com/Error/500.htm?aspxerrorpath=/
canada.casino.fanduel.com,,403,16,AS13335,CLOUDFLARENET,US,172.64.192.0/20,canada.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-17T18:06:37Z,2024-02-18T18:06:37Z,CN=casino.fanduel.com,casino.fanduel.com,canada.casino.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5a14c605da8ddb356b83dc3baabd7fda,72991abbb0d0e6031e6745d0f650e9295c82dbd1f5bae2696934f215c4cf455d,ctls,canada.casino.fanduel.com,cloudflare,443,https://canada.casino.fanduel.com:443,https,cloudflare,text/plain,GET,172.64.148.144,/,1253481126,104.18.39.112,Cloudflare Bot Management,1,False,True,,,,,,
canada.sportsbook.fanduel.com,Sports betting,200,1566,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,canada.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-17T17:56:50Z,2024-02-18T17:56:50Z,CN=on.sportsbook.fanduel.com,on.sportsbook.fanduel.com,notifications.canada.sportsbook.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",90a53ffa6bc0e20724f86c21987ce11d,a6fd23b66f1d22c917602b221b08319265501e78697283dfbfe0757b0774766d,ctls,canada.sportsbook.fanduel.com,cloudflare,443,https://canada.sportsbook.fanduel.com:443,https,cloudflare,text/html,GET,104.16.182.39,/,-862476073,104.16.224.38,PerimeterX,1,False,True,,,,,,
canada.support.fanduel.com,FanDuel Support Canada,200,220407,AS14340,SALESFORCE,US,85.222.140.0/24,canada.support.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-18T07:46:13Z,2024-03-16T19:33:44Z,CN=canada.support.fanduel.com,canada.support.fanduel.com,www.canada.support.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",612d7ab420caaef2e0701541ff59a335,48cb0ce4561284b90d55c0a2c225e1b2206b31282acc90f84ba761d4661643ae,ctls,canada.support.fanduel.com,,443,https://canada.support.fanduel.com:443,https,sfdcedge,text/html,GET,85.222.140.10,/,1433417005,85.222.140.13,HSTS,590,False,,,,,https://cdn.embedly.com,,https://canada.support.fanduel.com/s/
casino.fanduel.com,"Play Online Casino Games for Real Money in NJ, PA, MI, WV | FanDuel Casino",200,1434048,AS16509,AMAZON-02,US,52.222.220.0/23,casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-03T23:59:59Z,CN=casino.fanduel.com,casino.fanduel.com,casino.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e3a72c1b917eec552ceff8d3bd9fc799,33d03c058c180e2f99471894725f04a403e149e4db077f092844dc8242cdb81e,ctls,casino.fanduel.com,cloudfront,80,http://casino.fanduel.com:80,http,CloudFront,text/html,GET,52.222.214.41,/,-1840324437,52.222.214.126,HTTP/3,70,False,True,,,,,,https://casino.fanduel.com/
cbbbracket.fanduel.com,ERROR: The request could not be satisfied,502,507,AS16509,AMAZON-02,US,52.222.220.0/23,cbbbracket.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,905671e207121ba2c536ba9f6992c4ca,be5793b54a8694862acaed6953194c8ce7eb87597b7c3f18708306d12009fc9b,ctls,cbbbracket.fanduel.com,cloudfront,80,http://cbbbracket.fanduel.com:80,http,CloudFront,text/html,GET,52.222.214.117,/,-205663846,52.222.214.117,Amazon Web Services,16,False,True,True,,,,,https://cbbbracket.fanduel.com/
cms.use1.perftest.fdbox.net,,403,243,AS16509,AMAZON-02,US,52.222.128.0/20,cms.use1.perftest.fdbox.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-15T23:59:59Z,CN=use1.perftest.fdbox.net,use1.perftest.fdbox.net,*.use1.perftest.fdbox.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bf6a2d7f61510e4ae56d93394b24e116,6f115620aa0b21be634eb537fd52080e2e278c0f8b16ed6f7777f2c5bdcc8774,ctls,cms.use1.perftest.fdbox.net,cloudfront,443,https://cms.use1.perftest.fdbox.net:443,https,AmazonS3,application/xml,GET,52.222.139.24,/,142142184,52.222.139.22,Amazon Web Services,2,False,True,True,,,,,
companion.fanduel.com,Error,404,139,AS14618,AMAZON-AES,US,54.88.0.0/14,companion.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-10-20T23:59:59Z,CN=fanduel.com,fanduel.com,*.pa.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8b2be7d51144c5654d6de3084aa67353,f00a23269c6aa40e3e1c620ec69dc1437091da2869f6f9025cfd92682c86d525,ctls,companion.fanduel.com,,80,http://companion.fanduel.com:80,http,nginx,text/html,GET,54.81.89.67,/,1593207841,54.84.98.194,Node.js,11,False,,True,,,,,https://companion.fanduel.com:443/
connect.fanduel.com,FanDuel - Sign In,200,19069,AS16509,AMAZON-02,US,99.83.128.0/17,okta.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-09T15:03:08Z,2024-01-14T09:25:06Z,CN=okta.fanduel.com,okta.fanduel.com,www.okta.fanduel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a4bf91529fb315d914cadc583c94cce7,437a6db16ea4e440a25a95c2f8715facf8ff741f8a5e800b3ed2438a142ce3b9,ctls,okta.fanduel.com,,443,https://connect.fanduel.com:443,https,nginx,text/html,GET,99.83.239.7,/,-2126082228,75.2.120.178,Nginx,490,False,,,,,,,https://okta.fanduel.com/login/login.htm?fromURI=%2Fapp%2Ffanduel_pulsesecurevpnroot_1%2Fexk3zj3o9rwUfpkNn5d7%2Fsso%2Fsaml%3FSAMLRequest%3DpZNPc9owEMW%252Fikd3I%252F8BkmowHQqTKTNtyiSkh14YIa8TBXmlauWE9tPXNqSl%250AMy2H5Cjt0%252Br99kkTkrVxYtaEB7yB7w1QiPa1QRJ9oWCNR2ElaRIoayARlLid%250Aff4kskEinLfBKmtYtGjPaZRBWyzYQwiOBOd2F%252BSgklg2YAbK1lw6x4%252FrjWsM%250AAYFqPDw59NaGTcphv8t%252FPub2nX%252B%252Bq9zuGkflBSeyvDPDoivrFfRWC5awaLko%250A2GYM2YXMq7Qa5lk2HlYqS0cwgm0OSsntZd7KiBpYIgWJoWBZkuVxMorTZJ1c%250Aimwskuwbi1ZHkg8aS43357G3BxGJj%252Bv1Kl59uV33DZ50Cf66Vf%252BZgLKIoMJf%250AQyglyhglly1HzxUDls5qDAN1r9%252B7gtyQRV%252FBUz%252FM9kI2nXQ60YP4k3jO25RE%250A4LtE2PStfib8xMDBjRMd6nKxskarH9HMGPs89yBDi58y%252FiI6viko%252B9jmFgPs%250AQzS3tZNeUwcIe6nCC%252BKpam5aghuoXgN8VqaE6lq323dIDpSuNJRHxH8ZmB5q%250A%252F4H5XT39Q9Nf%250A%26RelayState%3Dhttps%253A%252F%252Fconnect.fanduel.com
ct.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS0,Not routed,None,13.224.192.0/21,ct.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-18T23:59:59Z,CN=fanduel.com,fanduel.com,*.nc.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eebe5aaf08ef9d6a957930935c0a14f4,c9139a42a9cef927f9168a798a1bc41f30cf27e61aed731493c9db05f8a9e50e,ctls,ct.sportsbook.fanduel.com,cloudfront,443,https://ct.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.224.189.104,/,222092053,13.224.189.17,Amazon Web Services,172,False,True,True,,,,,
ct.xsell.sportsbook.fanduel.com,Access to this page has been denied.,403,4650,AS16509,AMAZON-02,US,52.222.220.0/23,ct.xsell.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-03T23:59:59Z,CN=ct.xsell.sportsbook.fanduel.com,ct.xsell.sportsbook.fanduel.com,ct.xsell.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3f3763c4be8751cc75c2fbd119729bb2,5aa9f4b8ffe63d7c2a5847f8e28ea24d836b9b0cd202dbb7aa98e91e8fc694bd,ctls,ct.xsell.sportsbook.fanduel.com,cloudfront,80,http://ct.xsell.sportsbook.fanduel.com:80,http,CloudFront,text/html,GET,52.222.214.122,/,-1840324437,52.222.214.73,HTTP/3,172,False,True,,,,,,https://ct.xsell.sportsbook.fanduel.com/
dark.casino.fanduel.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,13.32.16.0/20,dark.casino.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,CN=dark.casino.fanduel.com,dark.casino.fanduel.com,dark.casino.fanduel.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e0aa64b2e53b118c3b784185f722dd55,f25245549fc35ef247cdaf0cf55c4a576ae2a1ea09e60574ba22b942a8b65118,ctls,dark.casino.fanduel.com,cloudfront,80,http://dark.casino.fanduel.com:80,http,CloudFront,text/html,GET,13.32.27.72,/,-1455326322,13.32.27.62,HTTP/3,20,False,True,,,,,,https://dark.casino.fanduel.com/
dark.ct.xsell.sportsbook.fanduel.com,ERROR: The request could not be satisfied,403,919,AS16509,AMAZON-02,US,13.32.132.0/24,dark.ct.xsell.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,CN=dark.ct.xsell.sportsbook.fanduel.com,dark.ct.xsell.sportsbook.fanduel.com,dark.ct.xsell.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7501640413d30425d16f98bc52ff4094,f3cfb44f5e74bb78c94154a42be5b61a0e2d4e2b59a89f6ea246ebcaca2e97cf,ctls,dark.ct.xsell.sportsbook.fanduel.com,cloudfront,443,https://dark.ct.xsell.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.32.121.25,/,155967367,13.32.121.64,HTTP/3,20,False,True,,,,,,
dark.sportsbook.fanduel.com,401 Authorization Required,401,574,AS14618,AMAZON-AES,US,35.168.0.0/13,dark.sportsbook.fanduel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-03-30T23:59:59Z,CN=*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,*.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6c4bdf843eb5ee9d2d97ef739e1977ab,6f15e3c24df6ec9925b3917a55c563c9046118d08a0b2134aa73bbac2bc86832,ctls,dark.sportsbook.fanduel.com,,443,https://dark.sportsbook.fanduel.com:443,https,nginx,text/html,GET,35.174.36.75,/,1335698669,3.212.76.188,Nginx,14,False,,True,,,,,
dark.xsell.sportsbook.fanduel.com,ERROR: The request could not be satisfied,403,919,AS0,Not routed,None,13.32.100.0/23,dark.xsell.sportsbook.fanduel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,CN=dark.xsell.sportsbook.fanduel.com,dark.xsell.sportsbook.fanduel.com,dark.xsell.sportsbook.fanduel.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,598d284462164514c4e12995b6c3a6db,4ecdd8dbb9ef5eaf274adfa47047215bfcb37cc81895221c4abc772334279b91,ctls,dark.xsell.sportsbook.fanduel.com,cloudfront,443,https://dark.xsell.sportsbook.fanduel.com:443,https,CloudFront,text/html,GET,13.32.99.115,/,1211452024,13.32.99.58,HTTP/3,20,False,True,,,,,,
devstack-igtcert1-web.use1.dev.us.fdbox.net,"FanDuel: Daily Fantasy Football, MLB, NBA, NHL Leagues for Cash",200,58253,AS14618,AMAZON-AES,US,54.88.0.0/14,devstack-igtcert1-web.use1.dev.us.fdbox.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-20T23:59:59Z,CN=*.use1.dev.us.fdbox.net,*.use1.dev.us.fdbox.net,*.use1.dev.us.fdbox.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a95320068fe46fbb4bb789ec178d8de8,68af6ca27d25626d3bac0f65ec9dd1fff7ed7ae689c516409548146a09e66c32,ctls,devstack-igtcert1-web.use1.dev.us.fdbox.net,,443,https://devstack-igtcert1-web.use1.dev.us.fdbox.net:443,https,nginx,text/html,GET,54.83.156.119,/,-1965133222,54.208.129.46,Nginx,1432,False,,True,,,,,
devstack-igtqa8-api.use1.dev.us.fdbox.net,,401,109,AS14618,AMAZON-AES,US,52.0.0.0/13,devstack-igtqa8-api.use1.dev.us.fdbox.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-20T23:59:59Z,CN=*.use1.dev.us.fdbox.net,*.use1.dev.us.fdbox.net,*.use1.dev.us.fdbox.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a95320068fe46fbb4bb789ec178d8de8,68af6ca27d25626d3bac0f65ec9dd1fff7ed7ae689c516409548146a09e66c32,ctls,devstack-igtqa8-api.use1.dev.us.fdbox.net,,443,https://devstack-igtqa8-api.use1.dev.us.fdbox.net:443,https,nginx,application/json,GET,52.2.58.81,/,-1548575855,18.210.134.92,Nginx,1,False,,True,,,,,
