new,host,a,aaaa,cname,soa,status_code,mx,ns,txt,cdn,cdn-name
[x],doesdefinatelynotexist.ebscohost.com.bdigitaluss.kinepolis.fr,"2.16.186.9, 2.16.186.17, 2.16.186.42","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.ebscohost.com.divit.library.kinepolis.fr,"2.16.241.5, 2.16.241.19","2a02:26f0:3100::1735:2950, 2a02:26f0:3100::1735:296a",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,,,,
[x],doesdefinatelynotexist.ebscohost.com.lib1000.kinepolis.fr,"88.221.132.193, 88.221.132.82","2a02:26f0:4600::213:cc23, 2a02:26f0:4600::210:670a",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a13-66.akam.net, a1-67.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.ebscohost.com.libcat.kinepolis.fr,"95.101.74.200, 95.101.74.196","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a4-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
[x],doesdefinatelynotexist.ebscohost.com.oak.kinepolis.fr,"184.24.77.31, 184.24.77.27","2a02:26f0:6c00::210:ba09, 2a02:26f0:6c00::210:ba11",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a5-66.akam.net, a13-66.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all",,
[x],doesdefinatelynotexist.ebscohost.com.wam.kinepolis.fr,"184.25.50.176, 184.25.50.136","2a02:26f0:64::210:6a9b, 2a02:26f0:64::210:6a98",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a1-67.akam.net, a5-66.akam.net, a6-66.akam.net, a24-67.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],doesdefinatelynotexist.elecom.co.jp.e.gj.hp.kinepolis.fr,"95.101.54.211, 95.101.54.114","2a02:26f0:780::5f65:36d3, 2a02:26f0:780::5f65:3672",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],doesdefinatelynotexist.eventd.wild941.cbslocal.com.kinepolis.fr,"2.16.186.9, 2.16.186.17","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.fotor.com.s3-website-us-west-2.kinepolis.fr,"184.25.50.176, 184.25.50.136","2a02:26f0:64::210:6a98, 2a02:26f0:64::210:6a9b",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a1-67.akam.net, a13-66.akam.net, a4-67.akam.net, a6-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all",,
[x],doesdefinatelynotexist.ieee.org.egateway.kinepolis.fr,"104.85.249.120, 104.85.249.96",,kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],doesdefinatelynotexist.iimcal.ac.in.iimcal.kinepolis.fr,"95.101.74.196, 95.101.74.200","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a6-66.akam.net, a4-67.akam.net, a1-67.akam.net, a13-66.akam.net","MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],doesdefinatelynotexist.jstor.org.oca.rizal.library.kinepolis.fr,"184.25.50.136, 184.25.50.176","2a02:26f0:64::210:6a9b, 2a02:26f0:64::210:6a98",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a4-67.akam.net, a1-67.akam.net, a24-67.akam.net, a6-66.akam.net, a13-66.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.jstor.org.rgnul.kinepolis.fr,"184.24.77.207, 184.24.77.189","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a5-66.akam.net, a6-66.akam.net, a4-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805",,
[x],doesdefinatelynotexist.listas.postgresql.org.kinepolis.fr,"104.85.249.96, 104.85.249.120",,kinepolis.fr,,NOERROR,,,,,
[x],doesdefinatelynotexist.maharashtra.gov.in.kinepolis.fr,"104.97.85.12, 104.97.85.27, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67","2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a5-66.akam.net, a4-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.orisaifa.blogspot.com.kinepolis.fr,"185.225.250.74, 185.225.250.26, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66","2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a, 2600:1401:2::43, 2600:1401:1::42",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a13-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.qingcaodizhi.at.gmail.com.kinepolis.fr,"2.19.198.178, 2.19.198.170","2a02:26f0:64::210:6b89, 2a02:26f0:64::210:6bc2",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805",,
[x],doesdefinatelynotexist.rajasthan.gov.in.kinepolis.fr,"184.25.50.136, 184.25.50.176","2a02:26f0:64::210:6a98, 2a02:26f0:64::210:6a9b",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a4-67.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805",,
[x],doesdefinatelynotexist.sagepub.com.oca.rizal.library.kinepolis.fr,"2.19.204.233, 2.19.205.26","2a02:26f0:4600::210:670a, 2a02:26f0:4600::213:cc23",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a4-67.akam.net, a24-67.akam.net, a1-67.akam.net, a6-66.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],doesdefinatelynotexist.sciencedirect.com.ditlib.kinepolis.fr,"2.19.198.178, 2.19.198.170","2a02:26f0:64::210:6b89, 2a02:26f0:64::210:6bc2",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a13-66.akam.net, a4-67.akam.net, a5-66.akam.net, a24-67.akam.net, a6-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.sciencedirect.com.egateway.kinepolis.fr,"2.16.238.24, 2.16.238.23","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,,"MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.scopus.com.millenium.kinepolis.fr,"88.221.132.193, 88.221.132.82","2a02:26f0:4600::213:cc23, 2a02:26f0:4600::210:670a",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a1-67.akam.net, a5-66.akam.net, a6-66.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.search.serialssolutions.com.iimb.kinepolis.fr,"23.76.204.145, 23.76.204.149","2a02:26f0:b200::1748:fcab, 2a02:26f0:b200::1748:fc98",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a13-66.akam.net, a24-67.akam.net, a6-66.akam.net, a4-67.akam.net, a1-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.search.serialssolutions.com.uma.kinepolis.fr,"23.55.163.5, 23.55.163.8","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a4-67.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a1-67.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],doesdefinatelynotexist.summon.serialssolutions.com.millenium.kinepolis.fr,"184.24.77.207, 184.24.77.189","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,"v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805",,
[x],doesdefinatelynotexist.techtudo.com.br.kinepolis.fr,,,kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,"a24-67.akam.net, a1-67.akam.net, a4-67.akam.net, a13-66.akam.net, a5-66.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805",,
[x],doesdefinatelynotexist.teletalk.com.bd.kinepolis.fr,"104.126.119.91, 104.126.119.106, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67","2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net, a1-67.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all",,
[x],doesdefinatelynotexist.tepco.co.jp.cache.kinepolis.fr,"2.19.205.26, 2.19.204.233","2a02:26f0:4600::213:cd1a, 2a02:26f0:4600::213:cce9",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],doesdefinatelynotexist.tescobank.com.s3-website-eu-west-1.kinepolis.fr,"2.16.186.17, 2.16.186.9","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a4-67.akam.net, a6-66.akam.net, a1-67.akam.net, a5-66.akam.net, a13-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all",,
[x],doesdefinatelynotexist.v2dizhi.at.gmail.com.kinepolis.fr,"2.19.198.178, 2.19.198.170","2a02:26f0:64::210:6b89, 2a02:26f0:64::210:6bc2",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805",,
[x],doesdefinatelynotexist.webofknowledge.com.acces.bibl.kinepolis.fr,"104.97.85.27, 104.97.85.12, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67","2600:1408:7400::17c7:4733, 2600:1408:7400::17c7:4758, 2600:1401:2::43, 2600:1401:1::42",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net, a6-66.akam.net, a24-67.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
[x],doesdefinatelynotexist.www.google.com.kinepolis.fr,"2.16.238.23, 2.16.238.24","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,,"facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all",,
[x],doesdefinatelynotexist.www.seahawks.com.s3.kinepolis.fr,"23.76.204.145, 23.76.204.149","2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a24-67.akam.net, a6-66.akam.net, a1-67.akam.net, a5-66.akam.net","v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
[x],domains.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],dominio.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],downloads.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],drupal.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],dseries.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],du.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],dwww.kinepolis.be,"188.93.155.238, 188.93.155.241",,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,
[x],dynamic.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],dynip.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],dz.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],e-commerce.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],e.kinepolis.ch,"95.101.54.232, 2.16.202.59","2a02:26f0:780::5f65:3672, 2a02:26f0:780::5f65:36d3",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-ch.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net","MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all",,
[x],e.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],e.kinepolis.lu,"23.77.197.40, 23.77.197.10","2a02:26f0:9100:15::6010:7a98, 2a02:26f0:9100:15::6010:7a91",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,"H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
[x],eagle.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],east.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ec.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],echo.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ecommerce.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],edi.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],edu.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],edward.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],ee.kinepolis.com,"188.93.155.241, 188.93.155.238",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],email.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],email.mjrtheatres.com,,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,
[x],email1-quarantine.kinepolis.fr,"23.55.163.8, 23.55.163.5","2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a6-66.akam.net, a4-67.akam.net, a13-66.akam.net, a1-67.akam.net, a5-66.akam.net","google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all",,
[x],emeaquarantine.kinepolis.lu,"23.55.163.5, 23.55.163.8","2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a1-67.akam.net, a5-66.akam.net, a24-67.akam.net, a4-67.akam.net, a13-66.akam.net","google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, v=spf1 include:spf.kinepolis.com -all",,
[x],employees.kinepolis.com,"188.93.155.238, 188.93.155.241",,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,
[x],en.kinepolis.ch,"2.16.238.23, 2.16.238.24","2a02:26f0:480:3::210:ee8d, 2a02:26f0:480:3::210:ee94",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,"v=spf1 include:spf.kinepolis.com -all, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, MS=ms57753331",,
