input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,tls_subject_org_,csp_domains_
sihw.faq-www.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,35.168.0.0/13,sihw.faq-www.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,sihw.faq-www.builds.wealthsimple.com,,443,https://sihw.faq-www.builds.wealthsimple.com:443,https,nginx,application/json,GET,35.169.89.129,/,-871527737,54.164.107.211,Nginx,1,False,,True,,,
simpletax.ca,Wealthsimple Tax | Free Online Tax Filing Software 2022 | CRA Netfile Certified,200,130690,AS16509,AS16509,Unknown,3.96.0.0/14,www.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,www.wealthsimple.com,,443,https://simpletax.ca:443,https,cloudflare,text/html,GET,3.97.155.19,/,633091339,3.97.154.204,webpack,18,False,,,https://www.wealthsimple.com/en-ca/tax,,https://my.wealthsimple.com
spend.wealthsimple.com,A Chequing Account With Extra Interest | Wealthsimple,200,107066,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,www.wealthsimple.com,cloudflare,443,https://spend.wealthsimple.com:443,https,cloudflare,text/html,GET,104.18.18.16,/,-1840324437,104.18.19.16,webpack,13,False,True,,https://www.wealthsimple.com/en-ca/spend,,https://my.wealthsimple.com
staging.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,54.167.0.0/17,staging.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,staging.builds.wealthsimple.com,,443,https://staging.builds.wealthsimple.com:443,https,nginx,application/json,GET,54.164.107.211,/,-871527737,35.169.89.129,Nginx,1,False,,,,,
staging.wealthsimple.com,,520,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,staging.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,staging.wealthsimple.com,cloudflare,443,https://staging.wealthsimple.com:443,https,cloudflare,,GET,104.18.18.16,/,-1840324437,104.18.19.16,Cloudflare,1,False,True,,https://staging.wealthsimple.com/app/,,
start.wealthsimple.com,,403,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,start.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,start.wealthsimple.com,cloudflare,443,https://start.wealthsimple.com:443,https,cloudflare,text/plain,GET,104.18.19.16,/,,104.18.18.16,Cloudflare,1,False,True,,,,
status.wealthsimple.com,Wealthsimple Status,200,629851,AS16509,AS16509,Unknown,52.216.72.0/24,status.wealthsimple.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-28T03:56:38Z,2023-07-27T03:56:37Z,CN=firestatus.link,firestatus.link,www.sitehost-status.net,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1c8c4ca76956bae9e2f10aabddec0f38,eb54026ef948408b3d3137cd68cb4356eb69fe4cfb86755c4b1012d00dbc40dc,,ctls,status.wealthsimple.com,,443,https://status.wealthsimple.com:443,https,,text/html,GET,52.215.192.132,/,-1840324437,52.215.192.132,HSTS,5896,False,,,,,
support.wealthsimple.com,Security check,403,7745,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,help.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T20:13:45Z,2023-07-18T20:13:44Z,CN=help.wealthsimple.com,help.wealthsimple.com,work.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,42a45bf011fa2c1523097b410090671c,afcdb1a0fe2650d312d8b024aca40d12ea895adc2130c3cf092cccbecff6ddb7,,ctls,help.wealthsimple.com,cloudflare,443,https://support.wealthsimple.com:443,https,cloudflare,text/html,GET,104.18.18.16,/,-1279294674,104.18.19.16,Cloudflare,103,False,True,,https://help.wealthsimple.com/hc/en-ca,,
tell-us.wealthsimple.com,403 Forbidden,403,548,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,tell-us.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,tell-us.wealthsimple.com,cloudflare,443,https://tell-us.wealthsimple.com:443,https,cloudflare,text/html,GET,104.18.18.16,/,586998417,104.18.19.16,Cloudflare,14,False,True,,,,
test.cdn.wealthsimple.com,,403,243,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,test.cdn.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T00:00:00Z,2024-05-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d3606a67f66daaa3e2de15f289e89a88,66f519874e0f65daffd87aa3b49384bcee29a72bd8521429861cb4cba08ac1bb,,ctls,test.cdn.wealthsimple.com,cloudflare,443,https://test.cdn.wealthsimple.com:443,https,cloudflare,application/xml,GET,104.18.18.100,/,-318595507,104.18.19.100,Cloudflare,2,False,True,,,"Cloudflare, Inc.",
tldr-archive.wealthsimple.com,💉 The Ozempic economy,200,174259,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.120.0.0/14,tldr-archive.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2023-07-19T23:59:59Z,CN=tldr-archive.wealthsimple.com,tldr-archive.wealthsimple.com,tldr-archive.wealthsimple.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,2278ff3214dc26ac12a0a215ab2944b2,411ea31fd9b1f8682e2460d1900f8911d0282e4dc822ee52f1a9abf8dcbafea4,,ctls,tldr-archive.wealthsimple.com,google,443,https://tldr-archive.wealthsimple.com:443,https,Caddy Qloaked,text/html,GET,34.120.230.5,/,221582970,34.120.230.5,Livewire,1246,False,True,,https://tldr-archive.wealthsimple.com/archive/33-%F0%9F%92%89-the-ozempic-economy-2,,
trade-service-staging.wealthsimple.com,Wealthsimple,403,398092,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,trade-service-staging.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,trade-service-staging.wealthsimple.com,cloudflare,443,https://trade-service-staging.wealthsimple.com:443,https,cloudflare,text/html,GET,104.18.19.16,/,1263013098,104.18.18.16,Cloudflare,19,False,True,,,,
trade-service.wealthsimple.com,,200,9,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,trade-service.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,trade-service.wealthsimple.com,cloudflare,443,https://trade-service.wealthsimple.com:443,https,cloudflare,text/plain,GET,104.18.18.16,/,-1474466212,104.18.19.16,HSTS,1,False,True,,,,
trade.wealthsimple.com,Wealthsimple: Commission-free stock trading,200,82535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,www.wealthsimple.com,cloudflare,443,https://trade.wealthsimple.com:443,https,cloudflare,text/html,GET,104.18.18.16,/,-1840324437,104.18.19.16,webpack,13,False,True,,https://www.wealthsimple.com/en-ca/invest/stocks-and-etfs,,https://my.wealthsimple.com
us-east-2.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,35.168.0.0/13,us-east-2.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,us-east-2.builds.wealthsimple.com,,443,https://us-east-2.builds.wealthsimple.com:443,https,nginx,application/json,GET,35.169.89.129,/,-871527737,54.164.107.211,Nginx,1,False,,,,,
view.email.wealthsimple.com,Error,200,932,AS22606,EXACT-7,US,13.111.0.0/16,view.email.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-17T00:00:00Z,2023-12-18T23:59:59Z,"CN=view.email.wealthsimple.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.email.wealthsimple.com,view.email.wealthsimple.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,07cf3d8a4296a5172e5e1b02e34d6cda,fd8c0fba9fe8f8ca5e8a0c8684e04b61399dcd1a10416ecd925bc290da6f9478,,ctls,view.email.wealthsimple.com,,443,https://view.email.wealthsimple.com:443,https,,text/html,GET,13.111.46.115,/,1631801191,13.111.46.115,HSTS,28,False,,,https://view.email.wealthsimple.com/Error.aspx,"SALESFORCE.COM, INC.",
w4a.wealthsimple.com,Security check,403,7697,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,work.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T20:13:45Z,2023-07-18T20:13:44Z,CN=help.wealthsimple.com,help.wealthsimple.com,work.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,42a45bf011fa2c1523097b410090671c,afcdb1a0fe2650d312d8b024aca40d12ea895adc2130c3cf092cccbecff6ddb7,,ctls,work.wealthsimple.com,cloudflare,443,https://w4a.wealthsimple.com:443,https,cloudflare,text/html,GET,104.18.18.16,/,-1840324437,104.18.19.16,Cloudflare,103,False,True,,https://work.wealthsimple.com/hc/en-ca,,
wealthsimple.com,"Wealthsimple: Investing, Regulated Crypto, Stocks & ETFs",200,101438,AS14618,AMAZON-AES,US,34.232.160.0/23,www.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,www.wealthsimple.com,,443,https://wealthsimple.com:443,https,cloudflare,text/html,GET,34.231.224.226,/,633091339,34.196.91.245,webpack,46,False,,,https://www.wealthsimple.com/en-ca/,,https://my.wealthsimple.com
work-staging.wealthsimple.com,"Wealthsimple: Investing, Regulated Crypto, Stocks & ETFs",200,101438,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,www.wealthsimple.com,cloudflare,443,https://work-staging.wealthsimple.com:443,https,cloudflare,text/html,GET,104.18.18.16,/,-1840324437,104.18.19.16,webpack,46,False,True,,https://www.wealthsimple.com/en-ca/,,https://my.wealthsimple.com
work.wealthsimple.com,Security check,403,7794,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,work.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T20:13:45Z,2023-07-18T20:13:44Z,CN=help.wealthsimple.com,help.wealthsimple.com,work.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,42a45bf011fa2c1523097b410090671c,afcdb1a0fe2650d312d8b024aca40d12ea895adc2130c3cf092cccbecff6ddb7,,ctls,work.wealthsimple.com,cloudflare,443,https://work.wealthsimple.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,103,False,True,,https://work.wealthsimple.com/hc/en-ca,,
wp.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,35.168.0.0/13,wp.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,wp.builds.wealthsimple.com,,443,https://wp.builds.wealthsimple.com:443,https,nginx,application/json,GET,35.169.89.129,/,-871527737,54.164.107.211,Nginx,1,False,,,,,
www-netlify-staging.wealthsimple.com,The page you’re looking for does not exist (404) | Wealthsimple,404,37440,AS396982,GOOGLE-CLOUD-PLATFORM,US,35.235.128.0/19,www-netlify-staging.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T15:50:07Z,2023-07-03T15:50:06Z,CN=www-netlify-staging.wealthsimple.com,www-netlify-staging.wealthsimple.com,www-netlify-staging.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6a8b6599088be98f67777442d4cb2aaf,a216e21463222f74b6969bd6c8390694dd63576353bb7dfd72992f2b45de390b,,ctls,www-netlify-staging.wealthsimple.com,google,443,https://www-netlify-staging.wealthsimple.com:443,https,Netlify,text/html,GET,35.234.85.218,/,-1070640247,2a05:d014:275:cb00:3b24:5db8:a252:8f42,webpack,12,False,True,,,,
www-netlify.wealthsimple.com,The page you’re looking for does not exist (404) | Wealthsimple,404,37560,AS16509,AMAZON-02,US,18.160.192.0/24,www-netlify.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T13:50:07Z,2023-07-04T13:50:06Z,CN=www-netlify.wealthsimple.com,www-netlify.wealthsimple.com,www-netlify.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ca36f3250b75c62308e7ce6c62e8f466,a45d6be34e14062f96bd67d1e6e574637d14a790805c6d14b41a5c9527c54c09,,ctls,www-netlify.wealthsimple.com,,443,https://www-netlify.wealthsimple.com:443,https,Netlify,text/html,GET,18.157.114.243,/,-1070640247,2a05:d014:275:cb02:fcf7:d8a3:22ad:7a4,webpack,13,False,,,,,
www.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,54.167.0.0/17,www.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,www.builds.wealthsimple.com,,443,https://www.builds.wealthsimple.com:443,https,nginx,application/json,GET,54.164.107.211,/,-871527737,35.169.89.129,Nginx,1,False,,,,,
www.faq.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,54.167.0.0/17,www.faq.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,www.faq.builds.wealthsimple.com,,443,https://www.faq.builds.wealthsimple.com:443,https,nginx,application/json,GET,54.164.107.211,/,-871527737,35.169.89.129,Nginx,1,False,,True,,,
www.faq.www.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,35.168.0.0/13,www.faq.www.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,www.faq.www.builds.wealthsimple.com,,443,https://www.faq.www.builds.wealthsimple.com:443,https,nginx,application/json,GET,35.169.89.129,/,-871527737,54.164.107.211,Nginx,1,False,,True,,,
www.faqwww.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,35.168.0.0/13,www.faqwww.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,www.faqwww.builds.wealthsimple.com,,443,https://www.faqwww.builds.wealthsimple.com:443,https,nginx,application/json,GET,35.169.89.129,/,-871527737,54.164.107.211,Nginx,1,False,,True,,,
www.sihw.faq-www.builds.wealthsimple.com,,404,63,AS14618,AMAZON-AES,US,54.167.0.0/17,www.sihw.faq-www.builds.wealthsimple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T10:06:15Z,2023-06-18T10:06:14Z,CN=*.builds.wealthsimple.com,*.builds.wealthsimple.com,builds.wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5831d7c40c1158783c15b41da4721292,ef191f1d9b9cae555cf1bddb1769cf61b10ad53e2cc15b82d3f7777453ce4c11,True,ctls,www.sihw.faq-www.builds.wealthsimple.com,,443,https://www.sihw.faq-www.builds.wealthsimple.com:443,https,nginx,application/json,GET,54.164.107.211,/,-871527737,35.169.89.129,Nginx,1,False,,True,,,
www.simpletax.ca,Wealthsimple Tax | Free Online Tax Filing Software 2022 | CRA Netfile Certified,200,130690,AS16509,AS16509,Unknown,3.96.0.0/14,www.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,www.wealthsimple.com,,443,https://www.simpletax.ca:443,https,cloudflare,text/html,GET,3.97.154.204,/,633091339,3.97.155.19,webpack,18,False,,,https://www.wealthsimple.com/en-ca/tax,,https://my.wealthsimple.com
www.wealthsimple.com,"Wealthsimple: Investing, Regulated Crypto, Stocks & ETFs",200,101438,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,www.wealthsimple.com,cloudflare,443,https://www.wealthsimple.com:443,https,cloudflare,text/html,GET,104.18.18.16,/,-1070640247,104.18.19.16,webpack,46,False,True,,https://www.wealthsimple.com/en-ca/,,https://my.wealthsimple.com
www2-staging.wealthsimple.com,,520,,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www2-staging.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,www2-staging.wealthsimple.com,cloudflare,443,https://www2-staging.wealthsimple.com:443,https,cloudflare,,GET,104.18.18.16,/,-1840324437,104.18.19.16,Cloudflare,1,False,True,,,,
zendesk1.wealthsimple.com,Wealthsimple,530,399169,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk1.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,zendesk1.wealthsimple.com,cloudflare,443,https://zendesk1.wealthsimple.com:443,https,cloudflare,text/html,GET,162.159.138.6,/,-210956297,162.159.128.7,Cloudflare,40,False,True,,,,
zendesk3.wealthsimple.com,Wealthsimple,530,399168,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk3.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,zendesk3.wealthsimple.com,cloudflare,443,https://zendesk3.wealthsimple.com:443,https,cloudflare,text/html,GET,162.159.128.7,/,-1937078285,162.159.138.6,Cloudflare,40,False,True,,,,
zendesk4.wealthsimple.com,Wealthsimple,530,399167,AS13335,CLOUDFLARENET,US,162.159.160.0/24,zendesk4.wealthsimple.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T10:08:33Z,2023-07-03T10:08:32Z,CN=wealthsimple.com,wealthsimple.com,wealthsimple.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e8583ef2ee55597d8b4b9849c4465803,687f77150542fe424e2ca90695b3fd3da1cfbe4257f83f50cbda39248125b4f7,True,ctls,zendesk4.wealthsimple.com,cloudflare,443,https://zendesk4.wealthsimple.com:443,https,cloudflare,text/html,GET,162.159.128.7,/,-892580555,162.159.138.6,Cloudflare,40,False,True,,,,
