new,host,a,soa,status_code,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,mx,txt,caa
[x],fb.si.samsung.com,211.45.27.231,"auth01.sam.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic, dns02.cst.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],fb.sk.samsung.com,211.45.27.231,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],fb.th.samsung.com,211.45.27.231,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],fb.ua.samsung.com,211.45.27.231,"auth01.sam.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],fb.uk.samsung.com,211.45.27.231,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, auth01.nhn.ic, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],fb.za.samsung.com,211.45.27.231,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],fbcapig.mkt.samsung.com,"13.56.30.122, 52.52.15.150","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,"Meta-Appli-RM9B1ZYY0YKC-1183972365.us-west-1.elb.amazonaws.com, meta-appli-rm9b1zyy0ykc-1183972365.us-west-1.elb.amazonaws.com","2600:1f1c:8ab:1e01:e222:b9f9:c016:29ec, 2600:1f1c:8ab:1e00:ba79:d882:5c13:dfb8",,,,,,,,
[x],fed.ssi.samsung.com,207.140.43.222,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],fedv.ssi.samsung.com,207.140.43.221,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],fes.sec.samsung.com,105.1.22.82,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],fesqa.sec.samsung.com,105.1.22.85,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],fest.sec.samsung.com,105.80.11.11,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],festqa.sec.samsung.com,105.80.11.15,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],finance.samsung.com,211.45.30.71,"dns02.cst.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],findmymobile.samsung.com,69.28.157.193,"dns11.llnwd.net, hostmaster.llnwd.net",NOERROR,"findmm.samsfmm.cust.lldns.net, samsfmm.hs.llnwd.net",,,,,,,,,
[x],findmymobile2.samsung.com,213.71.30.186,"dns02.cst.ic, ssdomain.samsung.com, auth01.awskr.ic, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],findyourcolor.mkt.samsung.com,,"ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,cyc-prd.ss.rgadev.com,,,,,,,,,
[x],forum.developer.samsung.com,184.105.99.43,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,samsung.hosted-by-discourse.com,2602:fd3f:3:ff01::2b,,,,,,mx-corp1.discoursemail.com,,letsencrypt.org
[x],ftp.samsung.com,211.45.27.156,"auth01.nhn.ic, ssdomain.samsung.com, gm.sam.ic, dns02.cst.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],gate.sea.samsung.com,206.67.236.2,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],gearapps.samsung.com,163.171.139.179,"dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,"gearapps.gw.samsungapps.com, gearapps.samsung.com.gslb.cdnetworks.net, gearapps.samsung.com.wtxcdn.com",,,,,,,,,
[x],gems.samsung.com,112.106.156.7,"auth01.awskr.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],gerppm.sec.samsung.com,10.34.15.15,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,True,10.34.15.15,,,
[x],glonets.samsung.com,2.18.232.8,"n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,"glonets.samsung.georedirector.akadns.net, glonets.samsung.com.edgekey.net, e19.g.akamaiedge.net",,,,,,,,,
[x],golf.samsung.com,206.67.236.9,"gm.sam.ic, ssdomain.samsung.com, auth01.awskr.ic, dns02.cst.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],gp.sea.samsung.com,65.169.250.30,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],gpp.ssi.samsung.com,207.140.43.219,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],gpr.ssi.samsung.com,207.140.43.197,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],gps.ssi.samsung.com,207.140.43.218,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],gpsync.ssi.samsung.com,207.140.43.203,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],gscs.samsung.com,112.106.187.60,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],gsg.samsung.com,203.254.192.99,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, auth01.nhn.ic, dns02.slg.ic",NOERROR,,,,,,,,,,
[x],hdeu.sec.samsung.com,203.254.253.140,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,"dns121.netops.sspdata.net, gate.samsung.com, ns.sdsamerica.net",,,,,,,
[x],health.apps.samsung.com,"52.222.214.16, 52.222.214.30, 52.222.214.50, 52.222.214.45","ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",NOERROR,d15bby5x0ba45v.cloudfront.net,"2600:9000:223d:be00:1e:ddb:a4c0:93a1, 2600:9000:223d:3c00:1e:ddb:a4c0:93a1, 2600:9000:223d:7c00:1e:ddb:a4c0:93a1, 2600:9000:223d:de00:1e:ddb:a4c0:93a1, 2600:9000:223d:5400:1e:ddb:a4c0:93a1, 2600:9000:223d:1e00:1e:ddb:a4c0:93a1, 2600:9000:223d:6000:1e:ddb:a4c0:93a1, 2600:9000:223d:600:1e:ddb:a4c0:93a1","ns-1521.awsdns-62.org, ns-1998.awsdns-57.co.uk, ns-426.awsdns-53.com, ns-604.awsdns-11.net",True,cloudfront,,,,,
[x],hk.mkt.samsung.com,47.104.86.66,"auth01.awskr.ic, ssdomain.samsung.com, auth01.nhn.ic, auth01.sam.ic",NOERROR,,,,,,,,samsung.junkboxmonitor.com,"v=spf1 ip4:141.94.203.183 -all, google-site-verification=wA0dvEu5GzqAnO0boAc7WBZ37mFeCsdBhMJvSDYfolA, google-site-verification=aFoO-JaTGZwBuBiYi0szNkIhK9tV5x81HEFGW5eaZes",
[x],hkclubs.samsung.com,"18.166.80.51, 43.198.3.82, 16.162.60.122","ns-827.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,HKclubs-98966872.ap-east-1.elb.amazonaws.com,,,,,,,,,
[x],hposmsl.ssi.samsung.com,3.101.5.66,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],hrd.samsung.com,112.106.137.171,"auth01.sam.ic, ssdomain.samsung.com, gm.sam.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],hub.samsung.com,211.45.27.198,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],hub.ssi.samsung.com,211.36.81.199,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,ssiwgate1.ssi.samsung.com,,,,,,,,,
[x],humantech.samsung.com,112.106.189.63,"gm.sam.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],id.ecom.samsung.com,"52.66.111.221, 13.232.176.14","ns-1316.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,ecom-in-samsung-com-7f878cb33177c93e.elb.ap-south-1.amazonaws.com,,,,,,,,,
[x],id10100.samsung.com,112.106.21.20,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],igate-w.ssi.samsung.com,211.36.81.229,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],image-mgr.us.samsung.com,,"n0f.akamaiedge.net, hostmaster.akamai.com",NOERROR,"image-mgr.us.samsung.com.edgekey.net, e8496.f.akamaiedge.net",,,,,,,,,
[x],image-us.samsung.com,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"image-us.samsung.com.edgekey.net, e6576.b.akamaiedge.net",,,,,,,,,
[x],image.samsung.com,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"image.samsung.com.edgekey.net, image.samsung.com.akadns.net, image.samsung.com.edgekey.net.globalredir.akadns.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],image.semiconductor.samsung.com,2.22.40.49,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"image.semiconductor.samsung.com.edgekey.net, e1722.dscb.akamaiedge.net","2001:2030:15:1a4::6ba, 2001:2030:15:180::6ba, 2001:2030:15:19a::6ba, 2001:2030:15:18a::6ba, 2001:2030:15:1a1::6ba",,,,,,,,
[x],images-us.samsung.com,23.218.208.73,"n0dscg.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s7d2.scene7.com, wildcard.scene7.com.edgekey.net, e2486.dscg.akamaiedge.net","2a02:26f0:ab00:4bd::9b6, 2a02:26f0:ab00:48b::9b6",,,,,,,,
[x],images.europe.business.samsung.com,"23.11.206.89, 23.11.206.75","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"s1734025471.sc.en25.com, s1734025471.sc.en25.com.edgekey.net, e97676.x.akamaiedge.net",,,,,,,,,
[x],images.samsung.com,23.52.120.67,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"images.samsung.com.edgekey.net, image.samsung.com.akadns.net, image.samsung.com.edgekey.net.globalredir.akadns.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],imap.samsung.com,112.107.220.150,"dns02.slg.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic, auth01.sam.ic",NOERROR,,,,,,,,,,
[x],imap.w1.samsung.com,203.254.199.219,"gm.sam.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.awskr.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],imap.w2.samsung.com,203.254.195.87,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],img.content.samsung.com,,"gm.sam.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],img.global.news.samsung.com,"13.225.78.83, 13.225.78.22, 13.225.78.70, 13.225.78.33","ns-1409.awsdns-48.org, awsdns-hostmaster.amazon.com",NOERROR,d16imfjfwqea1u.cloudfront.net,,"ns-1879.awsdns-42.co.uk, ns-57.awsdns-07.com, ns-720.awsdns-26.net, ns-1409.awsdns-48.org",True,cloudfront,,,,,
[x],img.kr.news.samsung.com,"18.67.76.121, 18.67.76.55, 18.67.76.49, 18.67.76.52, 205.251.192.165, 205.251.195.115, 205.251.197.49, 205.251.198.254","ns-1329.awsdns-38.org, awsdns-hostmaster.amazon.com",NOERROR,d39hv2i5eqavk1.cloudfront.net,,"ns-165.awsdns-20.com, ns-883.awsdns-46.net, ns-1329.awsdns-38.org, ns-1790.awsdns-31.co.uk",True,cloudfront,,,,,
[x],imwebext02.samsung.com,,,NOERROR,,,,,,,,,,
[x],in.ecom-stg.samsung.com,"18.214.201.81, 18.211.169.16","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,swa-stg-797e230ed57dcc60.elb.us-east-1.amazonaws.com,,,,,,,,,
[x],inapi.samsung.com,23.212.206.96,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"inapi.samsung.com.edgekey.net, aem.samsung.com.akadns.net, e6576.x.akamaiedge.net",,,,,,,,,
[x],insights.samsung.com,52.71.164.181,"ns-728.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,samsung.pagelyhosting.com,,,,,,,,,
[x],internal-sdk.pushmessage.samsung.com,"54.73.70.248, 54.247.150.153, 63.32.223.126, 54.171.59.85, 52.19.173.113, 52.208.192.133, 54.171.148.15, 52.215.243.170","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,smp-prd-elb-dc-510187303.eu-west-1.elb.amazonaws.com,,,,,,,,,
[x],internet.apps.samsung.com,,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1354.awsdns-41.org, ns-1577.awsdns-05.co.uk, ns-54.awsdns-06.com, ns-756.awsdns-30.net",,,,,,google-site-verification=pbAIxvKiUdXhpnw2Lgm08D8OHywrmuqp6O6BScac24c,
[x],ipaas.samsung.com,112.106.189.159,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],iron3.ssi.samsung.com,207.140.43.201,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],iron4.ssi.samsung.com,207.140.43.211,"gate.samsung.com, hostmaster.ssinoc.samsung.com",NOERROR,,,,,,,,,,
[x],japan.samsung.com,"23.76.204.163, 23.76.204.132","n0b.akamai.net, hostmaster.akamai.com",NOERROR,"japan.samsung.com.edgesuite.net, a38.b.akamai.net",,,,,,,,,
[x],jira.shop.samsung.com,"54.255.161.228, 54.169.112.187","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,sgprdjiralb-1565302157.ap-southeast-1.elb.amazonaws.com,,,,,,,,,
[x],keystore.blockchain.samsung.com,,"dns02.cst.ic, ssdomain.samsung.com, gm.sam.ic, auth01.nhn.ic, auth01.sam.ic",NOERROR,,,,,,,,,,
[x],kidsmode.samsung.com,52.8.13.72,"dns02.slg.ic, ssdomain.samsung.com, gm.sam.ic",NOERROR,,,,,,,,,,
[x],kr-cdn-gpp.mcsvc.samsung.com,108.157.226.26,"ns-1611.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],kr.news.samsung.com,,"auth01.nhn.ic, ssdomain.samsung.com, gm.sam.ic, auth01.awskr.ic, dns02.cst.ic",NOERROR,,,,,,,,,,
[x],led.samsung.com,173.223.112.47,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,"led.samsung.com.edgekey.net, e1722.x.akamaiedge.net",,,,,,,,,
[x],lndhub.samsung.com,10.199.15.231,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,True,10.199.15.231,,,
[x],lndhubdev.samsung.com,10.199.31.102,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,True,10.199.31.102,,,
[x],localhost.sarc.samsung.com,127.0.0.1,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,True,127.0.0.1,,,
[x],lt.ecom.samsung.com,"52.19.176.222, 52.48.32.85","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,prod-ngw-lb-66ec94fb599410ae.elb.eu-west-1.amazonaws.com,,,,,,,,,
[x],lv.ecom-qa.samsung.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],lv.ecom.samsung.com,"52.48.32.85, 52.19.176.222","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,prod-ngw-lb-66ec94fb599410ae.elb.eu-west-1.amazonaws.com,,"ns-1243.awsdns-27.org, ns-1566.awsdns-03.co.uk, ns-272.awsdns-34.com, ns-638.awsdns-15.net",,,,,,,
[x],lyncdiscover.ssi.samsung.com,52.112.64.14,"admin.nsatc.net, dns.level3.net",NOERROR,webdir.online.lync.com,"2603:1037::e, 2603:1037:0:15::d, 2603:1037:0:5::e, 2603:1037:0:6::e, 2603:1037:0:7::e, 2603:1037:0:a::e, 2603:1037:0:c::12, 2603:1037:0:2::e",,,,,,,,
[x],m.samsung.com,23.222.41.49,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"m.samsung.com.edgekey.net, m.samsung.com.edgekey.net.globalredir.akadns.net, e6576.b.akamaiedge.net",,,,,,,,,
[x],m.sea.samsung.com,206.67.236.125,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],m.sfmmc.samsung.com,211.189.102.132,"gm.sam.ic, ssdomain.samsung.com, dns02.cst.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],m1.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-261.awsdns-32.com, ns-1856.awsdns-40.co.uk, ns-653.awsdns-17.net, ns-1527.awsdns-62.org",,,,,inbound.campaign.adobe.com,"google-site-verification=4302RHCkQhkD9bP83kPCBPAVAOOKOqhIzpgRqb78TWY, mailru-verification: cc8582e1c7fa2f3c, v=spf1 ip4:172.82.227.0/24 ip4:172.82.230.0/24 -all, yandex-verification: e9e772cb61684f36",
[x],m1.m31.email.samsung.com,"52.69.30.130, 3.115.132.95","ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,samsungjapan-mkt-prod1-qqlx9-1290604237.ap-northeast-1.elb.amazonaws.com,,,,,,,,,
[x],m11.email.samsung.com,192.243.228.1,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-653.awsdns-17.net, ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com",,,,,inbound.campaign.adobe.com,"google-site-verification=plPET5hwevaDmB-BuyqGyH9xvpM1Wwc74f0i9g5rqa0, mailru-verification: 4bf408ac40e27204, v=spf1 ip4:172.82.230.79 ip4:172.82.230.80 ip4:172.82.230.81 ip4:172.82.230.82 ip4:172.82.230.83 ip4:172.82.230.84 ip4:172.82.232.53 ip4:172.82.232.54 -all, yandex-verification: 9055983b08f26b83",
[x],m12.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-1527.awsdns-62.org, ns-653.awsdns-17.net",,,,,inbound.campaign.adobe.com,"yandex-verification: 8b5cd2062fad16bb, mailru-verification: 328634b731fa1163, v=spf1 ip4:172.82.232.61 ip4:172.82.232.62 -all, google-site-verification=gCBhGwF9a8H7TMafrnv3yuXds_YFteKVLT71juIOgi4 ",
[x],m2.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,inbound.campaign.adobe.com,"google-site-verification=mt_rktqW8NrYBbQ8dF_N-uonAu3CNGtIyI-1huMdedg, mailru-verification: c59ac3433b76dc1d, v=spf1 ip4:172.82.227.247 ip4:172.82.227.248 -all, yandex-verification: 0c72aeb2bfcdb6b8",
[x],m21.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,inbound.campaign.adobe.com,"google-site-verification=Axsg7nVJ7t28bSQTbznbIT67yRKVEcu_SVZzux9TS-E, google-site-verification=OqqWV_B_rjOnvBOkajZQT01IPM041RBFoeAzuZwu0I4, v=spf1 redirect=__spf.campaign.adobe.com",
[x],m22.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,inbound.campaign.adobe.com,"google-site-verification=KhN3reTXg1e2qLUDKEs5c5KJti0gRPiAfk5gN5jneOY, v=spf1 redirect=__spf.campaign.adobe.com",
[x],m32.email.samsung.com,192.243.228.1,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,inbound.campaign.adobe.com,"google-site-verification=IVwnknPhf9ZIVA161-C5RVRLTAsDzxoqQrZ3uob06gU, v=spf1 ip4:130.248.139.0/24 -all",
[x],m5.email.samsung.com,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net",,,,,inbound.campaign.adobe.com,v=spf1 redirect=__spf.campaign.adobe.com,
[x],mail.kmobile.samsung.com,182.193.11.78,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],mail.store.samsung.com,63.137.180.170,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,"v=spf1 ip4:63.137.180.112 ip4:63.137.180.184 ip4:63.137.180.211 ip4:63.137.180.145 ip4:63.137.180.185 ip4:63.137.180.212 ip4:63.137.180.170 ip4:63.137.180.186 ~all, spf2.0/pra mx ip4:63.137.180.112 ip4:63.137.180.184 ip4:63.137.180.211 ip4:63.137.180.145 ip4:63.137.180.185 ip4:63.137.180.212 ip4:63.137.180.170 ip4:63.137.180.186 ~all",
[x],mail01.b2bindia.samsung.com,142.0.163.192,"auth01.nhn.ic, ssdomain.samsung.com, gm.sam.ic, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],mail01.sarc.samsung.com,65.36.7.155,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],mail02.sarc.samsung.com,65.36.7.156,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],mailin.samsung.com,203.254.224.12,"gm.sam.ic, ssdomain.samsung.com, auth01.sam.ic",NOERROR,,,,,,,,,,
[x],mailin.stage.samsung.com,112.107.219.21,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],mailout.samsung.com,203.254.224.14,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],mailout1.samsung.com,203.254.224.24,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,v=spf1 ip4:203.254.224.24 ~all,
[x],mailout1.w1.samsung.com,210.118.77.11,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,v=spf1 ip4:210.118.77.11 ~all,
[x],mailout1.w2.samsung.com,211.189.100.11,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,v=spf1 ip4:211.189.100.11 ~all,
[x],mailout2.samsung.com,203.254.224.25,"auth01.awskr.ic, ssdomain.samsung.com, gm.sam.ic",NOERROR,,,,,,,,,v=spf1 ip4:203.254.224.25 ~all,
[x],mailout2.w2.samsung.com,211.189.100.12,"auth01.awskr.ic, ssdomain.samsung.com, auth01.sam.ic, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,v=spf1 ip4:211.189.100.12 ~all,
[x],mailout3.samsung.com,203.254.224.33,"auth01.nhn.ic, ssdomain.samsung.com, auth01.awskr.ic",NOERROR,,,,,,,,,v=spf1 ip4:203.254.224.33 ~all,
[x],mailout3.w1.samsung.com,,"auth01.sam.ic, ssdomain.samsung.com, auth01.nhn.ic, gm.sam.ic",NOERROR,,,,,,,,,v=spf1 ip4:210.118.77.13 ~all,
[x],mailout4.w1.samsung.com,,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],mcsvc.samsung.com,,"ns-1611.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-335.awsdns-41.com, ns-517.awsdns-00.net, ns-1346.awsdns-40.org, ns-1611.awsdns-09.co.uk",,,,,,,
[x],mdmcore.sarc.samsung.com,8.40.240.143,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],mdmsen2.sarc.samsung.com,8.40.240.145,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],mdmsen3.sarc.samsung.com,8.40.240.166,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],membership.samsung.com,112.106.188.216,"auth01.sam.ic, ssdomain.samsung.com, auth01.awskr.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],mena-images.shop.samsung.com,95.101.148.44,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,"mena-images.shop.samsung.com.edgekey.net, e1722.b.akamaiedge.net",,,,,,,,,
[x],mena.samsung.com,52.178.75.200,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"mena-dwf-prd.azurewebsites.net, waws-prod-am2-161.vip.azurewebsites.windows.net, waws-prod-am2-161.westeurope.cloudapp.azure.com",,,True,azure,,,,,
[x],mi.us.samsung.com,105.1.11.84,"dns02.cst.ic, ssdomain.samsung.com, gm.sam.ic, auth01.awskr.ic, auth01.nhn.ic",NOERROR,,,,,,,,,,
[x],milk.samsung.com,156.237.158.197,"jm1.dns.com, admin.dns.com",NOERROR,play.s-gin.com,,,,,,,,,
[x],mkt.samsung.com,112.106.156.10,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,,,smtp6-gems.samsung.com,v=spf1 ip4:112.106.156.0/24 -all,
[x],mlflow-dev.di.atlas.samsung.com,35.241.38.249,"ns-1822.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,True,google,,,,,
[x],mnet.samsung.com,112.106.187.177,"auth01.nhn.ic, ssdomain.samsung.com, auth01.awskr.ic",NOERROR,,,,,,,,,,
[x],mobilecare.svc.samsung.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-896.awsdns-48.net, ns-1455.awsdns-53.org, ns-1849.awsdns-39.co.uk, ns-51.awsdns-06.com",,,,,,,
[x],mobileway.samsung.com,,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],mpay.samsung.com,,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],mpay.ssp.samsung.com,35.227.202.9,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,True,google,,,,,
[x],mpos-eu.samsung.com,"52.213.247.194, 52.50.249.213","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,IRELAND-PRD-MPOS-WEB-475317723.eu-west-1.elb.amazonaws.com,,,,,,,,,
[x],mql-wa.sea.samsung.com,65.169.250.90,"ns.sdsamerica.net, postmaster.sea.samsung.com",NOERROR,,,,,,,,,,
[x],music.samsung.com,121.189.23.219,"dns02.cst.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],mx1.sarc.samsung.com,8.40.240.146,"ns5.dnsmadeeasy.com, sarcit.samsung.com",NOERROR,,,,,,,,,,
[x],my.eu.samsung.com,203.254.254.33,"auth01.sam.ic, ssdomain.samsung.com, auth01.awskr.ic, dns02.cst.ic, gm.sam.ic",NOERROR,,,,,,,,,,
[x],mysamsungexperience-test.samsung.com,194.133.18.134,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],mysamsungexperience.samsung.com,194.133.18.184,"dns02.slg.ic, ssdomain.samsung.com",NOERROR,,,,,,,,,,
[x],na.yourservice.samsung.com,,"gm.sam.ic, ssdomain.samsung.com, auth01.awskr.ic",NOERROR,,,,,,,,,,
