new,host,a,soa,ns,status_code,aaaa,cname,caa,txt,cdn,cdn-name,has_internal_ips,internal_ips,mx
,mx.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,mx1.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,mx2.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,mysql.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,,,,,,,,,
,new.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,news.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,nill.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,norwich.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,nouongroup.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,ns.curitiba.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,ns.fortaleza.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,ns.maceio.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,ns.porkbun.com,"162.159.0.229, 162.159.1.248","alagoas.ns.porkbun.com, dns.cloudflare.com","alagoas.ns.porkbun.com, sergipe.ns.porkbun.com",NOERROR,"2400:cb00:2049:1::a29f:e5, 2400:cb00:2049:1::a29f:1f8",,,,,,,,
,ns.salvador.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,ns2.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,ns3.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,,,,,,,,,
,nullmx.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,office.porkbun.com,,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,okta.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,old.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,orders.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,outlook.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,owa.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,patience.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,pecunia.porkbun.com,"35.85.23.98, 54.191.45.22","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,,,,,,,,,
,pixe.porkbun.com,,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,pixie-ftp.porkbun.com,34.210.156.164,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,pixie-parking.porkbun.com,"172.31.34.190, 172.31.6.39","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,"172.31.34.190, 172.31.6.39",
,pixie-sh.porkbun.com,"172.31.5.231, 172.31.25.94","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,"172.31.5.231, 172.31.25.94",
,pixie-urlf.porkbun.com,"172.31.34.190, 172.31.6.39","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,"172.31.34.190, 172.31.6.39",
,poblenou.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,pop.fortaleza.fortaleza.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,pop.ftp.imap4.fwd1.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,pop.pop.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,pop.porkbun.com,52.10.174.57,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,pop.salvador.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,pop3.curitiba.curitiba.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,pop3.curitiba.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,pop3.pop.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,pop3.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,pop3.whois.whois.whois.whois.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,"amazon.com, godaddy.com, letsencrypt.org, wordpress.com","apple-domain-verification=xW8ncgJ4AyHd96Ep, atlassian-domain-verification=ntJ6Jrqs6xHkUbiSPaaEzUeCP7X8AZgn45xBPSiAbacAqfbFvpXzRSih4OpOMq4w, facebook-domain-verification=zy1wk21guxucybn846q1gxcvf57ad9, google-site-verification=GB-QBJyZ8RHI-yyeJDmKfF3wBbElGUcRt9mVMDG30KM, shj2l7q7agnbde9uf4u36p90q4, v=spf1 a:smtp.porkbun.com include:servers.mcsv.net include:spf.mandrillapp.com include:_spf.google.com include:helpscoutemail.com -all",,,,,"aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com"
,porkbun.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,preview.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,proxy.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,pwd1.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,realty.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,,,,,,,,,
,restecp.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,retail.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,root.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,salador.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,salvador.ns.porkbun.com,162.159.10.150,"alagoas.ns.porkbun.com, dns.cloudflare.com",,NOERROR,2400:cb00:2049:1::a29f:a96,,,,True,cloudflare,,,
,salvador.porkbun.com,162.159.10.150,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,True,cloudflare,,,
,sambros.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,sassywiseblog.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,secure.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,serecthunderson.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,server.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,server1.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,shop.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,signin.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,singapore.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,sip.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,sixie.porkbun.com,35.155.7.183,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,smtp.fortaleza.fortaleza.fortaleza.fortaleza.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,smtp.fortaleza.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,smtp.fwd1.fwd1.fwd1.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,smtp.whois.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,smtp2.porkbun.com,,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,ssl.porkbun.com,"44.241.243.71, 44.237.228.127, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,sslvpn.porkbun.com,,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,sso.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,stage.porkbun.com,,"ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,,
,static.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,stats.porkbun.com,"44.241.243.71, 54.200.31.216, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,store.porkbun.com,"54.200.31.216, 44.241.243.71, 44.237.228.127","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,support.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,test.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,tokyo.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67",,,,,,,,
,uixie.porkbun.com,"44.230.85.241, 52.33.207.7","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,,,,,,,,,
,unauthorized.porkbun.com,"44.237.228.127, 54.200.31.216, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com","ns-1328.awsdns-38.org, ns-1982.awsdns-55.co.uk, ns-199.awsdns-24.com, ns-586.awsdns-09.net",NOERROR,"2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
,vandegraaff.porkbun.com,"54.200.31.216, 44.237.228.127, 44.241.243.71","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3000:9a14:716d:3bb7:ba2f, 2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588",,,,,,,,
,vandegraaff1.porkbun.com,"44.237.228.127, 44.241.243.71, 54.200.31.216","ns-199.awsdns-24.com, awsdns-hostmaster.amazon.com",,NOERROR,"2600:1f14:35:3001:4811:d651:f18:5a67, 2600:1f14:35:3002:e1c1:dff1:fdd6:9588, 2600:1f14:35:3000:9a14:716d:3bb7:ba2f",,,,,,,,
