new,host,a,soa,status_code,cname,ns,cdn,cdn-name,txt,has_internal_ips,internal_ips,mx,aaaa,ptr,caa
[x],wp.developer.sony.com,"52.18.9.215, 18.200.95.158, 54.76.83.96","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,sonydw-prod-1354939315.eu-west-1.elb.amazonaws.com,,,,,,,,,,
[x],wpfqc.spe.sony.com,"44.229.26.70, 52.26.184.66, 35.164.52.148","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nlb-speqc-prod-137904ae876ee124.elb.us-west-2.amazonaws.com,,,,,,,,,,
[x],wpp-dev.developer.sony.com,"54.72.165.212, 52.51.212.27, 52.210.134.240","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,sonydw-dev-1949985887.eu-west-1.elb.amazonaws.com,,,,,,,,,,
[x],wpp.developer.sony.com,"54.76.83.96, 52.18.9.215, 18.200.95.158","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,sonydw-prod-1354939315.eu-west-1.elb.amazonaws.com,,,,,,,,,,
[x],wpts-dev.spe.sony.com,208.84.224.228,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],wpts-qa.spe.sony.com,208.84.224.229,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],wpts-stg.spe.sony.com,208.84.224.230,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],wpts.spe.sony.com,208.84.225.188,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],ws.sel.sony.com,160.33.177.148,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],wsqa.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
[x],wt01-gpn.vpn.sie.sony.com,69.36.134.66,"ns-1609.awsdns-09.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],wwp-qa.spe.sony.com,208.84.224.206,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],wwsqatestrail.wws.sony.com,172.25.35.176,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,,,,,,True,172.25.35.176,,,,
[x],www-east.fw-bc.sony.com,160.33.98.102,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],www-out.fw-bc.sony.com,160.33.108.80,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],www-out.fw-sj.sony.com,160.33.92.80,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,v=spf1 -all,,,,,,
[x],www-west.fw-sj.sony.com,,"ns23.sony.com, hostmaster.sony.com",NOERROR,,,,,,,,,,,
[x],www.cs3.sony.com,160.33.106.64,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],www.dealersalescentral.sony.com,207.159.86.170,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],www.docbox.spe.sony.com,208.84.224.120,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],www.ebookstore.sony.com,173.230.217.88,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,ebookstore.sony.com,"pdns1.cscdns.net, pdns2.cscdns.net",,,,,,,,,
[x],www.electronics.sony.com,23.197.154.219,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.gwt-dv.edgekey.net, e14388.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:c900:28a::3834, 2a02:26f0:c900:290::3834",,
[x],www.link.account.sony.com,,,NOERROR,,,,,,,,,,,
[x],www.resource.cim.account.sony.com,,,NOERROR,,,,,,,,,,,
[x],www.rewards.sony.com,,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,rewards.sony.com.cdn.cloudflare.net,,True,cloudflare,,,,,,,
[x],www.scea.sony.com,64.157.7.8,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],www.sdm.sony.com,141.255.168.8,"dns2.a1.net, domainadmin.a1.net",NOERROR,www.sonydadc.com,,,,,,,,,,
[x],www.secure.sony.com,64.37.182.63,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],www.servicesplus-qa.sel.sony.com,"18.214.116.95, 52.44.154.109","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"services-2019-usa.servicesplus.nonprod.use1.asgardmap.net, servi-rload-vios9zq5jsc9-1610584437.us-east-1.elb.amazonaws.com",,,,,,,,,,
[x],www.servicesplus.sel.sony.com,"184.72.250.112, 54.174.196.140","ns-859.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,services-2019-usa.servicesplus.prod.use1.asgardmap.net,"ns-1484.awsdns-57.org, ns-1874.awsdns-42.co.uk, ns-84.awsdns-10.com, ns-859.awsdns-43.net",,,,,,,,,
[x],www.smap.ap.sony.com,13.76.246.159,"ns1-01.azure-dns.com, msnhst.microsoft.com",NOERROR,seab2cappprod.southeastasia.cloudapp.azure.com,,True,azure,,,,,,,
[x],www.sony.com,23.212.217.250,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.gwt-usca.edgekey.net, e12827.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:1700:19f::321b, 2a02:26f0:1700:1aa::321b",,
[x],www.stage.electronics.sony.com,23.212.220.124,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"www.gwt-dv.edgekey.net, e14388.dscb.akamaiedge.net",,,,,,,,"2a02:26f0:6c00:1ab::3834, 2a02:26f0:6c00:183::3834",,
[x],www.store.sony.com,184.51.239.113,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,"store.sony.com, store.sony.edgekey.net, e12827.dscb.akamaiedge.net",,,,,,,,"2001:2030:4e:b4::321b, 2001:2030:4e:97::321b",,
[x],www.surveys.sony.com,160.33.196.45,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],www2.sdp.sel.sony.com,160.33.68.228,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],www3.sdp.sel.sony.com,160.33.68.237,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],www4-test.sdp.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],www5.sdp.sel.sony.com,160.33.68.222,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],wwwftp.spe.sony.com,66.77.63.114,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],xd.spe.sony.com,208.84.225.169,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],xmatters.spe.sony.com,173.251.241.56,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,ssoext.spe.sony.com,,,,,,,,,,
[x],xmsharefile.spe.sony.com,208.84.225.46,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],xplabstream.wws.sony.com,172.25.5.93,"swlext-ibsn-c01n01.infra.sie.sony.com, root.scea.com",NOERROR,,,,,,True,172.25.5.93,,,,
[x],xpressconnect.spe.sony.com,,"udns1.ultradns.net, gns.spe.sony.com",NOERROR,,,,,,,,,,,
[x],xross-stage.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],xross-staging.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,,,
[x],xross.sel.sony.com,,"pdns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,sel-sony-com.mail.protection.outlook.com,,,
