new,host,a,cname,soa,status_code,aaaa,txt,has_internal_ips,internal_ips,cdn,cdn-name,ns,caa,mx
[x],lastengineering.api-product.pes-prod.nike.com,23.2.210.12,"lastengineering.api-product.pes-prod.nike.com-v1.edgekey.net, e5264.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],launch.converse.com,"52.36.110.134, 35.166.156.42, 52.32.186.222",converseusa.queue-it.net,"ns-793.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,,region:us-west-2,,,,,,,
[x],launches.nike.com,"65.9.55.26, 65.9.55.8, 65.9.55.14, 65.9.55.13",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],lead.nike.com,"99.86.4.121, 99.86.4.52, 99.86.4.120, 99.86.4.102",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],learn-author-stg.nike.net,184.25.217.63,"learn-author-stg.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],learn-author.nike.net,184.25.217.63,"learn-author.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],learn-stg.nike.net,184.25.217.63,"learn-stg.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],learn.nike.net,,learn.nike.net.edgekey.net,,NOERROR,,,,,,,,,
[x],lenses-gcl.qa.nsp.nike.com,"10.234.248.91, 10.234.249.102, 10.234.250.57",,"ns-195.awsdns-24.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=nsp-qa-eks-gcl,external-dns/resource=service/default/lenses",True,"10.234.248.91, 10.234.249.102, 10.234.250.57",,,,,
[x],lenses-log.qa.nsp.nike.com,,,,NOERROR,,,,,,,,,
[x],lightningx.nike.com,2.18.160.79,"lightningx.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],limapsd2.nike.com,146.197.27.26,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],linemanagement-internal.api-product.pes-preprod.nike.com,"108.157.229.69, 108.157.229.121, 108.157.229.126, 108.157.229.53",,"ns-1905.awsdns-46.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],linemanagement.api-product.pes-preprod.nike.com,23.212.203.172,"linemanagement.api-product.pes-preprod.nike.com-v1.edgekey.net, e5264.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],linemanagement.api-product.pes-prod.nike.com,"95.101.74.154, 95.101.74.148","linemanagement.api-product.pes-prod.nike.com.edgekey.net, e31097.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],link.dst-os-kafka.mstachow2.euc1.nmk-test.platforms.nike.com,"10.37.36.139, 10.37.38.135, 10.37.37.188",,"ns-1722.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=euc1-nmk-test-mstachow2,external-dns/resource=gateway/mkc-dst-os-kafka-22223739/linking-22223739",True,"10.37.36.139, 10.37.38.135, 10.37.37.188",,,,,
[x],link.edna1.e1.nmk-prod.platforms.nike.com,"10.235.165.131, 10.235.166.39, 10.235.164.90",,"ns-1446.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=e1-nmk-prod,external-dns/resource=gateway/mkc-edna1-e6d8c480/linking-e6d8c480",True,"10.235.165.131, 10.235.166.39, 10.235.164.90",,,,,
[x],link.nmk-ops.e2e-pr.w2.nmk-test.platforms.nike.com,"10.239.189.200, 10.239.190.153, 10.239.188.68",,"ns-669.awsdns-19.net, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=w2-nmk-test-e2e-pr,external-dns/resource=gateway/mkc-nmk-ops-fc437088/linking-fc437088",True,"10.239.189.200, 10.239.190.153, 10.239.188.68",,,,,
[x],link.nmk-ops.psikor.euc1.nmk-test.platforms.nike.com,"10.37.36.107, 10.37.37.29, 10.37.38.246",,"ns-734.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=euc1-nmk-test-psikor,external-dns/resource=gateway/mkc-nmk-ops-d943ba36/linking-d943ba36",True,"10.37.36.107, 10.37.37.29, 10.37.38.246",,,,,
[x],link.src-os-kafka.mstachow2.euc1.nmk-test.platforms.nike.com,"10.37.38.135, 10.37.37.188, 10.37.36.139",,"ns-1722.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=euc1-nmk-test-mstachow2,external-dns/resource=gateway/mkc-src-os-kafka-e8ce438e/linking-e8ce438e",True,"10.37.38.135, 10.37.37.188, 10.37.36.139",,,,,
[x],lmtrain.nike.com,"18.66.122.91, 18.66.122.31, 18.66.122.28, 18.66.122.125",mmx-trn.create-lm-mmx-test.nikecloud.com,"ns-1278.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],locker-qa.nike.com,146.197.64.209,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],locker.nike.net,"10.239.80.76, 10.239.80.121",,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.239.80.76, 10.239.80.121",,,"ns-1527.awsdns-62.org, ns-1851.awsdns-39.co.uk, ns-793.awsdns-35.net, ns-84.awsdns-10.com",,
[x],login.converse.com,"18.209.204.66, 54.88.149.194, 18.211.61.121, 18.210.153.8, 18.206.141.83, 107.23.218.60, 52.2.141.183, 18.205.77.36, 107.23.67.121, 18.210.235.241","converse.sslproxy.gigya.com, sslproxy.us1.gigya.com, farm5.us1.gigya.com, lb-d.us1.gigya.com","ns-1877.awsdns-42.co.uk, awsdns-hostmaster.amazon.com, dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],logistics-inbnd-perf-registery.registry.us-west-2.nifi.nike.com,"10.239.161.90, 10.239.162.246, 10.239.160.169",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/logistics-inbnd-perf-registery/registry-ingress",True,"10.239.161.90, 10.239.162.246, 10.239.160.169",,,,,
[x],logistics-inbound-registery.registry.us-west-2.nifi.nike.com,"10.239.161.90, 10.239.162.246, 10.239.160.169",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/logistics-inbound-registery/registry-ingress",True,"10.239.161.90, 10.239.162.246, 10.239.160.169",,,,,
[x],logistics-nodemgmt-registry.registry.us-west-2.nifi.nike.com,"10.239.161.90, 10.239.162.246, 10.239.160.169",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/logistics-nodemgmt-registry/registry-ingress",True,"10.239.161.90, 10.239.162.246, 10.239.160.169",,,,,
[x],logistics-ship-registry-prd.registry.us-west-2.nifi.nike.com,,,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],logistics-stockmgmnt-prod.registry.us-west-2.nifi.nike.com,"10.239.160.169, 10.239.161.90, 10.239.162.246",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/logistics-stockmgmnt-prod/registry-ingress",True,"10.239.160.169, 10.239.161.90, 10.239.162.246",,,,,
[x],logistics-stockmgmnt-registry.registry.us-west-2.nifi.nike.com,"10.239.162.246, 10.239.161.90, 10.239.160.169",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/logistics-stockmgmnt-registry/registry-ingress",True,"10.239.162.246, 10.239.161.90, 10.239.160.169",,,,,
[x],longnsp1aexprep1.nike.com,156.37.224.73,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],longnsp1aexpres1.nike.com,156.37.224.74,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],looks-dev.sandbox.dbt.svs.nike.com,"2.20.132.134, 2.20.132.150","looks-dev.sandbox.dbt.svs.nike.com.edgekey.net, e40642.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:1b::1724:a389, 2a02:26f0:3500:1b::1724:a39b",,,,,,,,
[x],looks.dbt.svs.nike.com,"62.115.252.72, 62.115.252.75","looks.dbt.svs.nike.com.edgekey.net, e40830.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2001:2030:21::3e73:fc4b, 2001:2030:21::3e73:fc48",,,,,,,,
[x],love.nike.com,"18.160.10.47, 18.160.10.62, 18.160.10.32, 18.160.10.37",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],lpm-nikebyyou-server.pes-preprod.nike.com,"35.160.31.200, 35.155.141.198",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],lyncdiscover.converse.com,52.112.65.206,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1037::e,,,,,,,,
[x],lyncdiscover.nike.com,52.112.196.45,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::21,,,,,,,,
[x],m.nike.com,96.17.5.148,"ev-cn.nike.com.edgekey.net, ev-cn.nike.com.edgekey.net.globalredir.akadns.net, e2785.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],maint.nike.net,66.54.18.57,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],makethecut.nike.com,"3.67.141.185, 18.193.36.153, 3.127.73.216","s.multiscreensite.com, global.multiscreensite.com, d1-hitch-eu-nlb-e064e2845fd0c838.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],managed-nifi-registry-poc.registry.us-west-2.nifi.nike.com,,,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=service/mnp-nginx-ingress-controller/mnp-nginx-ingress-controller",,,,,,,
[x],map.nike.com,"13.32.121.32, 13.32.121.94, 13.32.121.48, 13.32.121.76",,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1053.awsdns-03.org, ns-1567.awsdns-03.co.uk, ns-484.awsdns-60.com, ns-585.awsdns-09.net",,
[x],marketing-dev.nike.com,"35.82.24.255, 35.164.76.123, 44.226.103.152",marketing-dev.gbmp.nike.com,"ns-1035.awsdns-01.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],marketing-science-qa.nike.com,23.74.172.76,"marketing-science-qa.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],marketing.nike.com,"10.240.121.154, 10.240.122.221, 10.240.120.237",,"ns-1738.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.240.121.154, 10.240.122.221, 10.240.120.237",,,"ns-257.awsdns-32.com, ns-811.awsdns-37.net, ns-1225.awsdns-25.org, ns-1738.awsdns-25.co.uk",,
[x],material-nifi-registry.registry.us-west-2.nifi.nike.com,"10.239.160.223, 10.239.161.36, 10.239.162.71",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=service/mnp-nginx-ingress-controller/mnp-nginx-ingress-controller",True,"10.239.160.223, 10.239.161.36, 10.239.162.71",,,,,
[x],materialdevelopment-internal.api-product.pes-prod.nike.com,"13.227.219.18, 13.227.219.88, 13.227.219.55, 13.227.219.16",,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],materialdevelopment.api-product.pes-preprod.nike.com,23.212.203.172,"materialdevelopment.api-product.pes-preprod.nike.com-v1.edgekey.net, e5264.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],materialdevelopment.api-product.pes-prod.nike.com,"2.20.132.125, 2.20.132.154","materialdevelopment.api-product.pes-prod.nike.com.edgekey.net, e31097.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],materialmanagement.api-product.pes-prod.nike.com,"2.20.132.125, 2.20.132.154","materialmanagement.api-product.pes-prod.nike.com.edgekey.net, e31097.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],materialtesting-internal.api-product.pes-prod.nike.com,,,"ns-715.awsdns-25.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],materialtesting.api-product.pes-preprod.nike.com,23.212.203.172,"materialtesting.api-product.pes-preprod.nike.com-v1.edgekey.net, e5264.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],materialtesting.api-product.pes-prod.nike.com,"2.23.209.168, 2.23.209.172","materialtesting.api-product.pes-prod.nike.com.edgekey.net, e31097.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],maximsqa.nike.com,23.101.207.250,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,nikemaximswpqa.azurewebsites.net,,,True,azure,,,
[x],med-test-reg.registry.us-west-2.nifi.nike.com,"10.239.162.71, 10.239.160.223, 10.239.161.36",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=service/mnp-nginx-ingress-controller/mnp-nginx-ingress-controller",True,"10.239.162.71, 10.239.160.223, 10.239.161.36",,,"ns-1131.awsdns-13.org, ns-1873.awsdns-42.co.uk, ns-373.awsdns-46.com, ns-922.awsdns-51.net",,
[x],media.nikecourtsm.nike.com,"52.222.236.13, 52.222.236.79, 52.222.236.11, 52.222.236.99","media-prod-1.scout.aws.aldygo.com, dr12x7tiobtq7.cloudfront.net","ns-721.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:223e:ac00:16:6026:cfc0:93a1, 2600:9000:223e:da00:16:6026:cfc0:93a1, 2600:9000:223e:c200:16:6026:cfc0:93a1, 2600:9000:223e:7800:16:6026:cfc0:93a1, 2600:9000:223e:d200:16:6026:cfc0:93a1, 2600:9000:223e:8600:16:6026:cfc0:93a1, 2600:9000:223e:ca00:16:6026:cfc0:93a1, 2600:9000:223e:f600:16:6026:cfc0:93a1",,,,True,cloudfront,"ns-1326.awsdns-37.org, ns-1669.awsdns-16.co.uk, ns-177.awsdns-22.com, ns-721.awsdns-26.net",,
[x],membership.nike.com,40.80.155.102,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,ltc-ent-tenants-westus.azurewebsites.net,,,True,azure,,,
[x],merch.nike.com,104.111.216.70,"merch.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],metrics.nike.com,23.74.172.76,"metrics.nike.com.edgekey.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mfa.nike.com,"13.225.78.80, 13.225.78.62, 13.225.78.89, 13.225.78.95","mfa.sec.nikecloud.com, d1el87w797o29a.cloudfront.net","ns-1171.awsdns-18.org, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:21f3:1c00:1e:fb2f:1b80:93a1, 2600:9000:21f3:9200:1e:fb2f:1b80:93a1, 2600:9000:21f3:1600:1e:fb2f:1b80:93a1, 2600:9000:21f3:5e00:1e:fb2f:1b80:93a1, 2600:9000:21f3:8c00:1e:fb2f:1b80:93a1, 2600:9000:21f3:c000:1e:fb2f:1b80:93a1, 2600:9000:21f3:a200:1e:fb2f:1b80:93a1, 2600:9000:21f3:8400:1e:fb2f:1b80:93a1",,,,True,cloudfront,"ns-1171.awsdns-18.org, ns-1711.awsdns-21.co.uk, ns-489.awsdns-61.com, ns-638.awsdns-15.net",,
[x],mft-api-nonprod.mftaws.nike.com,"52.222.139.35, 52.222.139.34, 52.222.139.12, 52.222.139.51",d3awtxkyw3t8q9.cloudfront.net,"ns-1699.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1165.awsdns-17.org, ns-1699.awsdns-20.co.uk, ns-362.awsdns-45.com, ns-727.awsdns-26.net",,
[x],mft-qa.nike.com,146.197.27.192,,,NOERROR,,,,,,,,,
[x],mft.nike.com,146.197.27.193,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mftextqa2-as2.mftaws.nike.com,"44.235.69.152, 44.236.158.66, 34.211.245.89",mft-qa2-ste-alb-ext-as2-798375493.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mftextqa2-web.mftaws.nike.com,,mft-qa2-ste-alb-ext-web-1917000557.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mftextqa2.mftaws.nike.com,"52.26.244.96, 44.228.239.102, 35.82.158.220",mft-qa2-ste-elb-ext-sftp-595172831.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mgiftcards.nike.com,"13.32.121.120, 13.32.121.84, 13.32.121.47, 13.32.121.23",mnikegifts.jifiti.com,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],mi.preprod.nike.com,"108.157.229.29, 108.157.229.121, 108.157.229.85, 108.157.229.46",do26068mrarr4.cloudfront.net,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2395:5600:0:aef:8000:93a1, 2600:9000:2395:ac00:0:aef:8000:93a1, 2600:9000:2395:d800:0:aef:8000:93a1, 2600:9000:2395:7c00:0:aef:8000:93a1, 2600:9000:2395:800:0:aef:8000:93a1, 2600:9000:2395:5200:0:aef:8000:93a1, 2600:9000:2395:6e00:0:aef:8000:93a1, 2600:9000:2395:d600:0:aef:8000:93a1",,,,True,cloudfront,"ns-1656.awsdns-15.co.uk, ns-287.awsdns-35.com, ns-609.awsdns-12.net, ns-1315.awsdns-36.org",,
[x],migrate-nifi-vm-prod-16.registry.us-west-2.nifi.nike.com,"10.239.160.223, 10.239.161.36, 10.239.162.71",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=service/mnp-nginx-ingress-controller/mnp-nginx-ingress-controller",True,"10.239.160.223, 10.239.161.36, 10.239.162.71",,,,,
[x],mims.nike.net,146.197.27.73,nfusesecure.nike.net,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mmontm.registry.us-west-2.nifi.nike.com,"10.239.160.223, 10.239.162.71, 10.239.161.36",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=service/mnp-nginx-ingress-controller/mnp-nginx-ingress-controller",True,"10.239.160.223, 10.239.162.71, 10.239.161.36",,,,,
[x],mmxdv-b.nike.com,"143.204.215.9, 143.204.215.121, 143.204.215.125, 143.204.215.99",mmx-dvb.create-lm-mmx-test.nikecloud.com,"ns-1278.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1278.awsdns-31.org, ns-1868.awsdns-41.co.uk, ns-386.awsdns-48.com, ns-757.awsdns-30.net",,
[x],mmxprf.nike.com,"108.138.217.93, 108.138.217.102, 108.138.217.75, 108.138.217.114",mmx-perf.create-lm-mmx-test.nikecloud.com,"ns-1278.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1278.awsdns-31.org, ns-1868.awsdns-41.co.uk, ns-386.awsdns-48.com, ns-757.awsdns-30.net",,
[x],mmxqa-b.nike.com,"18.66.112.25, 18.66.112.106, 18.66.112.50, 18.66.112.46",mmx-qab.create-lm-mmx-test.nikecloud.com,"ns-1278.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1278.awsdns-31.org, ns-1868.awsdns-41.co.uk, ns-386.awsdns-48.com, ns-757.awsdns-30.net",,
[x],mmxstg.nike.com,,mmx-stg.create-lm-mmx-test.nikecloud.com,"ns-1278.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],mnp-harbor-szebro.us-west-2.test.nifi.nike.com,,,"ns-681.awsdns-21.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mnp-harbornotary.us-west-2.nifi.nike.com,,,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mobility.nike.com,23.101.207.250,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,nikewebsiteredirector.azurewebsites.net,,,True,azure,,,
[x],movableink.nike.com,34.236.234.215,ink1001.com,"ns-933.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1401.awsdns-47.org, ns-1725.awsdns-23.co.uk, ns-93.awsdns-11.com, ns-933.awsdns-52.net","amazon.com, amazonaws.com, amazontrust.com, awstrust.com, digicert.com, entrust.net, letsencrypt.org, sectigo.com",
[x],mow-accounts.nike.com,156.37.192.17,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mow-api.nike.com,156.37.192.14,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mow-elite.nike.com,156.37.192.16,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mow-m.nike.com,156.37.192.3,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mow-nikeelite.nike.com,156.37.192.4,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mow-secure-nikeelite.nike.com,"156.37.192.4, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,"ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",,
[x],mow-secure-nikeid.nike.com,156.37.192.5,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mow-secure-store.nike.com,156.37.192.11,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mow-store.nike.com,156.37.192.11,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mow-www.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],mowsecure-nikeid.nike.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],mowstore.nike.com,54.144.128.85,,,NOERROR,,,,,,,,,
[x],mta.e.converse.com,13.111.64.80,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta1.official.nike.com,66.231.95.29,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta10.official.nike.com,136.147.137.12,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1355.awsdns-41.org, ns-1655.awsdns-14.co.uk, ns-68.awsdns-08.com, ns-787.awsdns-34.net",,
[x],mta11.official.nike.com,136.147.137.13,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1355.awsdns-41.org, ns-1655.awsdns-14.co.uk, ns-68.awsdns-08.com, ns-787.awsdns-34.net",,
[x],mta12.official.nike.com,136.147.137.14,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta13.official.nike.com,136.147.137.15,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta16.official.nike.com,136.147.137.18,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta18.official.nike.com,136.147.137.20,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta19.official.nike.com,136.147.137.21,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta2.official.converse.com,198.245.80.122,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta20.official.nike.com,136.147.137.22,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta23.official.nike.com,136.147.137.27,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta25.official.nike.com,136.147.137.29,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta26.official.nike.com,136.147.137.30,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta28.official.nike.com,136.147.137.32,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta29.official.nike.com,136.147.137.33,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta3.official.converse.com,13.111.123.74,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,,,,,,,,
[x],mta3.official.nike.com,66.231.95.31,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta30.official.nike.com,136.147.137.34,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta31.official.nike.com,136.147.137.35,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta33.official.nike.com,13.111.102.1,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta34.official.nike.com,13.111.102.2,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta35.official.nike.com,13.111.102.3,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mta36.official.nike.com,13.111.102.4,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
