new,host,a,cname,soa,status_code,aaaa,txt,has_internal_ips,internal_ips,cdn,cdn-name,ns,caa,mx
[x],api.protopay0x420e58.sbx.thecommons.nike.com,"18.64.141.56, 18.64.141.50, 18.64.141.78, 18.64.141.91",d2jhoznd9tbvw2.cloudfront.net,"ns-1088.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1088.awsdns-08.org, ns-2009.awsdns-59.co.uk, ns-224.awsdns-28.com, ns-742.awsdns-28.net",,
[x],api.qr.converse.com,"52.211.144.76, 34.241.133.80",,"ns-766.awsdns-31.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.rfid.nodemgmt0x54c52c.non.thecommons.nike.com,"10.34.120.171, 10.34.123.175, 10.34.125.1",internal-nodemgmt0x54c52c-rfid-alb-18278786.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.34.120.171, 10.34.123.175, 10.34.125.1",,,,,
[x],api.rfid.nodemgmt0x54c52c.prd.thecommons.nike.com,"10.34.154.167, 10.34.152.18, 10.34.153.82",internal-nodemgmt0x54c52c-rfid-alb-94844903.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.34.154.167, 10.34.152.18, 10.34.153.82",,,,,
[x],api.ship.non.thecommons.nike.com,"184.86.251.9, 184.86.251.10","api.ship.non.thecommons.nike.com.edgekey.net, e31097.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api.ship.prd.thecommons.nike.com,"2.23.209.172, 2.23.209.168","api.ship.prd.thecommons.nike.com-v1.edgekey.net, e31097.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:480:22::1726:62d1, 2a02:26f0:480:22::1726:62e0",,,,,,,,
[x],api.ship.sbx.thecommons.nike.com,"3.224.186.102, 52.73.61.179, 107.20.241.84",d-gg820ox8ml.execute-api.us-east-1.amazonaws.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.sl-tms.gblcgw0xb7f3e4.sbx.thecommons.nike.com,23.37.49.73,"api.sl-tms.gblcgw0xb7f3e4.sbx.thecommons.nike.com.edgekey.net, e5264.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],api.systemtesting.carrierint.non.thecommons.nike.com,"34.255.212.63, 34.248.169.140, 63.34.124.39",,"ns-175.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.systemtesting.impexp.non.thecommons.nike.com,"99.84.9.100, 99.84.9.22, 99.84.9.44, 99.84.9.37",,"ns-743.awsdns-28.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1376.awsdns-44.org, ns-1933.awsdns-49.co.uk, ns-399.awsdns-49.com, ns-743.awsdns-28.net",,
[x],api.systemtesting.inblog.non.thecommons.nike.com,"143.204.89.99, 143.204.89.4, 143.204.89.44, 143.204.89.73",,"ns-30.awsdns-03.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],api.systemtesting.lblprnt80ddbe82.non.thecommons.nike.com,"18.173.233.5, 18.173.233.29, 18.173.233.120, 18.173.233.7",,"ns-1151.awsdns-15.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],api.topdooruat.nike.com,"52.80.65.2, 140.179.128.187",unix-topdoor-2131734134.cn-north-1.elb.amazonaws.com.cn,"ns-895.awsdns-cn-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.tracer.edf.nike.net,"35.165.253.64, 44.233.149.78, 54.69.224.196",,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.umd.edf.nike.net,,,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],api.us-east-1.nifi.nike.com,"10.235.144.126, 10.235.146.12, 10.235.145.208",,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=external-dns-prod-us-east-1,external-dns/resource=ingress/nifi-api/api-ingress",True,"10.235.144.126, 10.235.146.12, 10.235.145.208",,,,,
[x],api.us-west-2.staging.nifi.nike.com,"10.9.78.186, 10.9.76.111, 10.9.77.154",,"ns-1124.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-staging-us-west-2,external-dns/resource=ingress/nifi-api/api-ingress",True,"10.9.78.186, 10.9.76.111, 10.9.77.154",,,,,
[x],api.vanloewe.ship.sbx.thecommons.nike.com,"108.128.240.89, 63.33.143.52, 54.194.174.205, 52.16.62.123, 54.194.84.174, 34.243.78.255",,"ns-86.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1184.awsdns-20.org, ns-1706.awsdns-21.co.uk, ns-515.awsdns-00.net, ns-86.awsdns-10.com",,
[x],api.vmari2.ship.sbx.thecommons.nike.com,"18.154.63.115, 18.154.63.109, 18.154.63.53, 18.154.63.20",,"ns-86.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],api.wi-dev.digitalassets.nike.net,"13.32.99.115, 13.32.99.71, 13.32.99.18, 13.32.99.76",,"ns-407.awsdns-50.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],api.wi-prod.digitalassets.nike.net,"18.66.147.35, 18.66.147.59, 18.66.147.86, 18.66.147.34",,"ns-643.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],api.wi-prod.imageapi.nike.net,,,"ns-1625.awsdns-11.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1234.awsdns-26.org, ns-1625.awsdns-11.co.uk, ns-391.awsdns-48.com, ns-555.awsdns-05.net",,
[x],api.wi-qa.digitalassets.nike.net,"13.225.63.12, 13.225.63.96, 13.225.63.107, 13.225.63.13",,"ns-703.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],api.wi-stage.digitalassets.nike.net,"18.66.147.108, 18.66.147.10, 18.66.147.92, 18.66.147.54",,"ns-499.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],api.ymspinc.nodemgmt0x54c52c.sbx.thecommons.nike.com,"108.138.17.27, 108.138.17.105, 108.138.17.118, 108.138.17.14",d1wgat45fec118.cloudfront.net,"ns-984.awsdns-59.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-343.awsdns-42.com, ns-984.awsdns-59.net, ns-1295.awsdns-33.org, ns-2037.awsdns-62.co.uk",,
[x],api1.nike.com,173.223.112.68,"api1.nike.com.edgekey.net, e2698.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],apiprod.cpaw.nike.com,54.223.159.90,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],apiwest-origin.gflstnc.non.thecommons.nike.com,"13.224.189.56, 13.224.189.129, 13.224.189.109, 13.224.189.8",,"ns-140.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],apiwest-origin.gflstnc.sbx.thecommons.nike.com,"108.138.7.99, 108.138.7.125, 108.138.7.92, 108.138.7.115",,"ns-1069.awsdns-05.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],apiwest.gflstnc.non.thecommons.nike.com,95.100.71.180,"apiwest.gflstnc.non.thecommons.nike.com.edgekey.net, e16954.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],apiwest.gflstnc.sbx.thecommons.nike.com,104.81.112.224,"apiwest.gflstnc.sbx.thecommons.nike.com.edgekey.net, e16954.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],appconnectionsgateway.svs.nike.com,"108.138.17.77, 108.138.17.33, 108.138.17.46, 108.138.17.68",dbg7eyaex01se.cloudfront.net,"ns-1646.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-316.awsdns-39.com, ns-966.awsdns-56.net, ns-1427.awsdns-50.org, ns-1646.awsdns-13.co.uk",,
[x],applesetup.nike.com,"18.206.101.99, 52.6.229.13","nike.jamfcloud.com, nike-alb-640851814.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],apps.current.qa.nike.net,10.7.25.64,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.7.25.64,,,"ns-1205.awsdns-22.org, ns-1656.awsdns-15.co.uk, ns-417.awsdns-52.com, ns-797.awsdns-35.net",,
[x],ar.nike.com,"18.66.248.39, 18.66.248.43, 18.66.248.116, 18.66.248.49",,"ns-1048.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-914.awsdns-50.net, ns-1048.awsdns-03.org, ns-1809.awsdns-34.co.uk, ns-400.awsdns-50.com",,
[x],artemis.nike.com,"10.235.23.117, 10.235.23.13, 10.235.23.142",artemis.product-data-prod.nikecloud.com,"ns-1092.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.235.23.117, 10.235.23.13, 10.235.23.142",,,,,
[x],as2.converse.com,146.197.27.180,,"ns-c1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],asiaas.nike.com,202.130.133.146,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],asiamail.nike.com,202.130.133.134,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],aspera.gbm.nike.com,35.161.246.60,ec2-35-161-246-60.us-west-2.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,"pdns6.ultradns.co.uk, ns2.p31.dynect.net, u1.amazonaws.com, u5.amazonaws.com, u2.amazonaws.com, pdns5.ultradns.info, u4.amazonaws.com, pdns4.ultradns.org, u3.amazonaws.com, ns3.p31.dynect.net, ns1.p31.dynect.net, pdns3.ultradns.org, ns4.p31.dynect.net, pdns1.ultradns.net, pdns2.ultradns.net, u6.amazonaws.com",,
[x],assetmanagement.nike.com,40.73.106.252,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],assets.converse.com,95.100.70.215,"assets.converse.com.edgekey.net, e16626.dscx.akamaiedge.net","n0dscx.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:596::40f2, 2a02:26f0:3500:595::40f2",,,,,,,,
[x],atc.nike.com,"3.67.141.185, 3.127.73.216, 18.193.36.153","s.multiscreensite.com, global.multiscreensite.com, d1-hitch-eu-nlb-e064e2845fd0c838.elb.eu-central-1.amazonaws.com",,NOERROR,,,,,,,,,
[x],atonce-nifi-registry.registry.us-west-2.nifi.nike.com,"10.239.162.246, 10.239.160.169, 10.239.161.90",,"ns-373.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=mnp-external-dns-prod-us-west-2,external-dns/resource=ingress/atonce-nifi-registry/registry-ingress",True,"10.239.162.246, 10.239.160.169, 10.239.161.90",,,,,
[x],atonce-sec.nike.net,23.0.212.220,"atonce-sec.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],atonce-sec2.nike.net,184.25.217.63,"atonce-sec2.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ats.nike.com,146.197.27.100,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],atwork.nike.com,13.95.4.22,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,azure,,,
[x],audiencemanager-dev.nike.com,"52.72.159.58, 54.86.188.59, 3.212.195.40",,"ns-2027.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1169.awsdns-18.org, ns-2027.awsdns-61.co.uk, ns-442.awsdns-55.com, ns-969.awsdns-57.net",,
[x],audiencemanager.ngap.nike.com,"54.226.239.83, 34.201.177.155, 3.211.23.161",offer-manager-alb-1254625062.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],audiencemanager.nike.com,"18.235.114.213, 3.208.195.63",,"ns-1738.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1738.awsdns-25.co.uk, ns-489.awsdns-61.com, ns-970.awsdns-57.net, ns-1342.awsdns-39.org",,
[x],audit.nike.net,"10.241.65.97, 10.241.64.162, 10.241.64.61","prd-internal.portal-prd.nike.net, internal-admin-portal-internal-prd-733804253.us-west-2.elb.amazonaws.com","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.241.65.97, 10.241.64.162, 10.241.64.61",,,,,
[x],auditserver-privacera.adapt.nike.com,"10.238.229.130, 10.238.230.135, 10.238.228.114",adec449c18a7f488380a3e885fdf0c1f-b716d5b55aabff02.elb.us-west-2.amazonaws.com,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.238.229.130, 10.238.230.135, 10.238.228.114",,,,,
[x],auditserver-privacera.test.adapt.nike.com,"10.238.225.184, 10.238.224.120, 10.238.226.235",a2a72169260414c7da23a3b433794528-d892834c4ac828d9.elb.us-west-2.amazonaws.com,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.238.225.184, 10.238.224.120, 10.238.226.235",,,,,
[x],aunikestoreprod.nike.com,146.197.27.218,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],auth-dr.nike.net,184.25.217.63,"auth-dr.nike.net-v1.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],auth-stg.nike.net,23.0.212.220,"auth-stg.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],auth.nike.net,92.123.235.37,"auth.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],authentise.pes-preprod.nike.com,10.178.146.246,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.178.146.246,,,,,
[x],authoring.converse.com,,,"ns-c1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],authoring.staging.converse.com,164.109.176.56,,"ns-c1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],autodiscover.converse.com,"52.98.228.56, 40.99.150.72, 52.97.135.104, 40.99.150.56","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,"2603:1026:c0d:c07::8, 2603:1026:c0d:c31::8, 2603:1026:c0d:828::8, 2603:1026:c0d:82c::8, 2603:1026:c0d:807::8, 2603:1026:c0d:829::8, 2603:1026:c0d:82e::8, 2603:1026:c0d:c29::8",,,,,,,,
[x],autodiscover.nike.com,"52.97.189.104, 40.99.149.104, 40.99.157.8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"2603:1026:c0d:76::8, 2603:1026:c0d:2a::8, 2603:1026:c0d:20::8",,,,,,,,
[x],automatedtest.4d463a56fb3e3bddc218079438108a.nike.com,,,,NOERROR,,,,,,,,,
[x],av-services.pes-prod.nike.com,"10.178.229.87, 10.178.230.200, 10.178.227.250",,"ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=airforce,external-dns/resource=ingress/create-av/av-workspace-service-prd-ingress",True,"10.178.229.87, 10.178.230.200, 10.178.227.250",,,,,
[x],av.nike.net,"10.178.227.250, 10.178.230.200, 10.178.229.87",av-services.pes-prod.nike.com,"ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=airforce,external-dns/resource=ingress/create-av/av-workspace-service-prd-ingress",True,"10.178.227.250, 10.178.230.200, 10.178.229.87",,,"ns-1425.awsdns-50.org, ns-1638.awsdns-12.co.uk, ns-477.awsdns-59.com, ns-831.awsdns-39.net",,
[x],awards.converse.com,"52.222.236.71, 52.222.236.102, 52.222.236.120, 52.222.236.115",,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,"ns-1541.awsdns-00.co.uk, ns-699.awsdns-23.net, ns-1341.awsdns-39.org, ns-56.awsdns-07.com",,
[x],awinternal.nike.com,146.197.27.237,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],awr.svs.nike.com,95.100.53.97,"wildcard.svs.nike.com.edgekey.net, e11548.g.akamaiedge.net","n0g.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],awrelay.nike.com,146.197.61.52,awrelay.emm.prod.stratus.nike.com,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],awrelayuat-rt-na.nike.com,146.197.61.92,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],awrelayuat.nike.com,156.37.224.130,awrelayuat.emm.non.stratus.nike.com,"ns-1197.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],awv.nike.com,146.197.27.233,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],ballersfb.nike.com,206.188.27.82,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],barb.nike.com,"146.197.27.17, 205.251.197.8, 205.251.198.251, 205.251.192.219, 205.251.195.67",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,"ns-n1.nike.com, ns-n2.nike.com, ns-n3.nike.com, ns-n4.nike.com",,
[x],barrier241.nike.com,146.197.27.10,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],barriera241.nike.com,146.197.246.30,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],barrierb241.nike.com,146.197.27.90,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],barriere241.nike.com,146.197.27.91,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],barrierm241.nike.com,146.197.27.91,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],barriern241.nike.com,146.197.27.91,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],basketball.nike.com,207.87.4.128,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],bb-ext.b2c.nike.com,146.197.186.242,,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bb-ext.nike.com,,,,NOERROR,,,,,,,,,
[x],bdam-dev.gbm.nike.com,"35.82.138.108, 34.212.154.125",,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bdam-lab.gbm.nike.com,"54.184.12.64, 54.69.43.134",,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bdam-prod.gbm.nike.com,"52.34.146.190, 35.155.131.8",,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bdam-qa.gbm.nike.com,,,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bdam-uat.gbm.nike.com,"35.163.137.41, 44.232.219.158",,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bdam-viewer-lab.gbm.nike.com,"10.238.2.136, 10.238.3.250",,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,"10.238.2.136, 10.238.3.250",,,,,
[x],beekeeper.dev.nsp.nike.com,,,"ns-1590.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bing.ndi.svs.nike.com,"99.86.4.38, 99.86.4.61, 99.86.4.83, 99.86.4.36",,"ns-426.awsdns-53.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,
[x],bitbucket.b2c.nike.com,10.11.55.227,,"ns-1851.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,10.11.55.227,,,,,
[x],biz.converse.com,208.255.90.180,,"ns-c1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],bizsim-parc-cbd-ui.pes-preprod.nike.com,"44.228.162.255, 52.13.48.137, 35.166.161.11",,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"heritage=external-dns,external-dns/owner=wildhorse,external-dns/resource=ingress/create-parc/bizsim-parc-cbd-ui",,,,,,,
[x],blueprint.nike.com,,blueprint.nike.com.herokudns.com,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],bnx-qa-current.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],bnx-qa-next.nike.com,146.197.179.234,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],bnx.gbm.nike.com,"52.218.236.194, 52.92.211.27, 52.218.252.2, 52.218.224.43, 52.92.132.27, 52.92.249.243, 52.218.220.106, 52.92.179.155",,"ns-98.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bnx.nike.com,146.197.184.254,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],bnxdr.nike.com,,,,NOERROR,,,,,,,,,
[x],bnxsend-dev.nike.com,146.197.179.233,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],bnxsend-qa.nike.com,,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],boe-redirect-qa.nike.com,146.197.179.235,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],boe-redirect.nike.com,146.197.184.250,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],boe.nike.com,146.197.184.249,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],boeqa.nike.com,,,,NOERROR,,,,,,,,,
[x],bomgar.nike.com,146.197.27.157,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],bomgartest.nike.com,146.197.27.158,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],boxadminapp.nike.com,104.40.3.53,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,azure,,,
[x],boxlegalapps.nike.com,104.40.3.53,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,nikeboxlegalapps.azurewebsites.net,,,True,azure,,,
[x],boxselfservice.nike.com,13.66.244.249,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,boxselfserviceweb.azurewebsites.net,,,True,azure,,,
[x],bpr-1.nike.net,66.54.3.178,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bpr.nike.net,66.54.18.173,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bpr.qa.nike.net,66.54.18.206,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bpr.stg.nike.net,66.54.3.199,,"ns-1656.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],brand.nike.com,"65.9.55.14, 65.9.55.26, 65.9.55.13, 65.9.55.8",,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,True,cloudfront,,,
[x],brandapi-ext.nike.com,146.197.184.251,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],brandingpackaging.nike.com,54.69.241.17,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],breakfastclub.nike.com,70.32.77.237,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],broker-ideck-qa.nike.com,173.223.112.68,"broker-ideck-qa.nike.com.edgekey.net, broker-ideck-qa.nike.com.edgekey.net.globalredir.akadns.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],broker-ideck.nike.com,104.99.232.64,"broker-ideck.nike.com.edgekey.net, broker-ideck.nike.com.edgekey.net.globalredir.akadns.net, e2698.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],builder.audiencemanager-dev.nike.com,"50.16.197.254, 54.152.126.184",audience-manager-alb-200877560.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,
[x],builder.audiencemanager.nike.com,"54.173.178.60, 52.4.163.20, 52.206.134.159",audience-manager-alb-318986407.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],buy.nike.com,2.18.232.187,"buy.nike.com.edgekey.net, e2698.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],callme.nike.com,52.35.135.182,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],cambwd01.nike.com,146.197.3.119,,"ns-n1.nike.com, hostmaster.nike.com",NOERROR,,,,,,,,,
[x],camp.converse.com,"65.9.55.109, 65.9.55.11, 65.9.55.4, 65.9.55.38",converse.bynder.com,"ns-582.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:20eb:9e00:11:97d8:d580:93a1, 2600:9000:20eb:2000:11:97d8:d580:93a1, 2600:9000:20eb:600:11:97d8:d580:93a1, 2600:9000:20eb:c400:11:97d8:d580:93a1, 2600:9000:20eb:7800:11:97d8:d580:93a1, 2600:9000:20eb:a800:11:97d8:d580:93a1, 2600:9000:20eb:6c00:11:97d8:d580:93a1, 2600:9000:20eb:8600:11:97d8:d580:93a1",,,,True,cloudfront,,amazonaws.com,
[x],campaigns-stg.nike.net,95.101.176.100,"test-campaigns.nike.net.edgekey.net, e1894.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],campaigns.nike.net,23.222.55.14,"campaigns.nike.net.edgekey.net, e1894.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
