input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_,tls_expired
events2.djicdn.com,403 Forbidden,403,238,events2.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,events2.djicdn.com,,443,https://events2.djicdn.com:443,https,Tengine,text/html,GET,79.133.177.226,/,-352636538,79.133.177.229,Tengine,8,False,,,,,
events3.djicdn.com,403 Forbidden,403,238,events3.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,events3.djicdn.com,,443,https://events3.djicdn.com:443,https,Tengine,text/html,GET,163.181.92.227,/,-352636538,163.181.92.226,Tengine,8,False,,,,,
explore.djivideos.com,,200,8,explore.djivideos.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-13T07:13:14Z,2024-04-11T12:33:32Z,CN=*.djivideos.com,*.djivideos.com,djivideos.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",bafb806982940be9e9a61e830f1f404a,46504b2459679749835b32ba04f7eedbb27c05c392286d3ee75708b42cd76486,True,ctls,explore.djivideos.com,,443,https://explore.djivideos.com:443,https,nginx/1.14.0 (Ubuntu),text/html,GET,47.89.41.62,/,783544787,47.89.41.62,Ubuntu,1,False,,,,,
flysafe-public.djicdn.com,DJI FlySafe,200,5379,flysafe-public.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,flysafe-public.djicdn.com,,443,https://flysafe-public.djicdn.com:443,https,Tengine,text/html,GET,163.181.92.232,/,848087182,163.181.92.227,Tengine,8,False,,,,,
flysafe-website-us.dji.com,,404,58,flysafe-website-us.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,flysafe-website-us.dji.com,,443,https://flysafe-website-us.dji.com:443,https,nw,application/json,GET,34.197.18.84,/,-1644060773,34.206.254.66,,2,False,,,,,
focus.djicdn.com,,403,243,focus.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,focus.djicdn.com,cloudfront,443,https://focus.djicdn.com:443,https,AmazonS3,application/xml,GET,13.32.121.111,/,59210667,13.32.121.20,Amazon Web Services,2,False,True,,,,
forum11.djicdn.com,,403,243,forum11.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,forum11.djicdn.com,cloudfront,443,https://forum11.djicdn.com:443,https,AmazonS3,application/xml,GET,65.9.66.80,/,269101970,2600:9000:206f:4e00:8:b19d:a700:93a1,Amazon Web Services,2,False,True,,,,
forum33.djicdn.com,,403,243,forum33.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,forum33.djicdn.com,cloudfront,443,https://forum33.djicdn.com:443,https,AmazonS3,application/xml,GET,65.9.66.14,/,1213866571,2600:9000:206f:8800:8:b19d:a700:93a1,Amazon Web Services,2,False,True,,,,
forum44.djicdn.com,,403,243,forum44.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,forum44.djicdn.com,cloudfront,443,https://forum44.djicdn.com:443,https,AmazonS3,application/xml,GET,65.9.66.14,/,-1963576518,2600:9000:206f:2a00:8:b19d:a700:93a1,Amazon Web Services,2,False,True,,,,
games.robomaster.com,,401,27,games.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,True,ctls,games.robomaster.com,,443,https://games.robomaster.com:443,https,Tengine,application/json,GET,180.163.40.37,/,-1663294872,180.163.40.36,Tengine,2,False,,,,https://csp.djicdn.com/_/http-sec-report,
gsp.dji.com,GSPro Cloud,200,3172,gsp.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,gsp.dji.com,cloudfront,443,https://gsp.dji.com:443,https,nginx,text/html,GET,13.32.27.122,/,1002554273,2600:9000:211e:3200:0:6ac8:55c0:93a1,Nginx,2,False,True,,,,
heimdallr.dji.com,Heimdallr,200,831,heimdallr.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,heimdallr.dji.com,cloudfront,443,https://heimdallr.dji.com:443,https,,text/html,GET,52.222.236.35,/,-1933839978,2600:9000:223e:9000:12:a180:8d80:93a1,HSTS,32,False,True,,,,
img-videos.djicdn.com,,403,285,img-videos.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,img-videos.djicdn.com,,443,https://img-videos.djicdn.com:443,https,Tengine,application/xml,GET,163.181.92.226,/,1253011228,163.181.92.225,Tengine,9,False,,,,,
ja-ag2.dji.com,,200,1208,agms-ja.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,agms-ja.dji.com,,80,http://ja-ag2.dji.com:80,http,Tengine,text/html,GET,47.245.28.16,/,653751080,47.245.28.16,Tengine,5,False,,https://agms-ja.dji.com/,,,
leancloud.robomaster.com,404 Not Found,404,150,leancloud.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-04-01T06:57:51Z,2023-06-30T06:57:50Z,CN=leancloud.robomaster.com,leancloud.robomaster.com,leancloud.robomaster.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4787d879aa3be78ab528378c59cd9351,a72e2eda1a53f05239294530f4ba3925ca4146988459a9f7631123d0eb85dec6,,ctls,leancloud.robomaster.com,,443,https://leancloud.robomaster.com:443,https,openresty,text/html,GET,117.50.4.130,/,-1179026472,117.50.4.130,OpenResty,8,False,,,,,
light.skypixel.com,,404,58,light.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,True,ctls,light.skypixel.com,,443,https://light.skypixel.com:443,https,Tengine,application/json,GET,163.181.56.171,/,-1644060773,163.181.56.169,Tengine,2,False,,,,,
live-static.djicdn.com,,403,243,live-static.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,live-static.djicdn.com,cloudfront,443,https://live-static.djicdn.com:443,https,AmazonS3,application/xml,GET,99.86.4.54,/,-342272319,2600:9000:2057:4800:10:26bd:e240:93a1,Amazon Web Services,2,False,True,,,,
live.dji.com,DJI 2022 Product Launch Event,200,11116,live.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,live.dji.com,cloudfront,443,https://live.dji.com:443,https,AmazonS3,text/html,GET,65.9.66.80,/,-342272319,2600:9000:206f:1200:19:54a1:7200:93a1,HSTS,24,False,True,,,,
live.djicdn.com,403 Forbidden,403,238,live.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,live.djicdn.com,,443,https://live.djicdn.com:443,https,Tengine,text/html,GET,79.133.177.241,/,-850724008,79.133.177.242,Tengine,8,False,,,,,
lms.dji.com,,404,61,lms.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,lms.dji.com,,443,https://lms.dji.com:443,https,Tengine,application/json,GET,163.181.56.170,/,-2109136166,163.181.56.174,Tengine,1,False,,,,,
m.dji.com,DJI Store: Drohnen und Gimbals von Weltklasse (Deutschland),200,941867,store.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,store.dji.com,cloudfront,443,https://m.dji.com:443,https,openresty,text/html,GET,18.66.112.89,/,1253011228,18.66.112.15,OpenResty,61,False,True,https://store.dji.com/de,,,
m.dji.net,DJI Store: Drohnen und Gimbals von Weltklasse (Deutschland),200,941867,store.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,store.dji.com,,443,https://m.dji.net:443,https,openresty,text/html,GET,121.196.204.182,/,1019614835,121.196.204.182,OpenResty,61,False,,https://store.dji.com/de,,,
m.skypixel.com,The world's biggest drone photo and video sharing platform | SkyPixel.com,200,10993,m.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,True,ctls,m.skypixel.com,,443,https://m.skypixel.com:443,https,,text/html,GET,47.254.56.245,/,-1082549427,47.254.56.245,,71,False,,,,https://mimo.skypixel.com,
memory.dji.com,思い出を飛ばそう。 with DJI,200,16765,memory.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,memory.dji.com,cloudfront,443,https://memory.dji.com:443,https,AmazonS3,text/html,GET,13.32.99.25,/,871040176,2600:9000:2251:0:14:d463:3140:93a1,Google Tag Manager,1,False,True,,,,
mimo.skypixel.com,DJI Mimo,200,3095,mimo.skypixel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T08:01:52Z,2024-04-18T03:33:03Z,CN=*.skypixel.com,*.skypixel.com,skypixel.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",68bb73a54490fb1ead9d018262a70b52,9ac13a6c544c3a88d98efef797563a5a4c72589f866bb4825fa2387a2e7f9d46,True,ctls,mimo.skypixel.com,,443,https://mimo.skypixel.com:443,https,Tengine,text/html,GET,163.181.56.174,/,1469939797,163.181.92.231,Tengine,59,False,,,,,
mp.robomaster.com,,404,18,mp.robomaster.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-25T08:56:27Z,2023-06-26T08:56:27Z,CN=*.robomaster.com,*.robomaster.com,robomaster.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a39199d403c9a99b43528a50b66b16b7,7e0c1cb069e7d1f57beee4fe7df93c93e5c2b5276b818249853db13c4b945be9,True,ctls,mp.robomaster.com,,443,https://mp.robomaster.com:443,https,Tengine,text/plain,GET,114.80.179.238,/,-429073533,114.80.179.242,Tengine,1,False,,,,https://csp.djicdn.com/_/http-sec-report,
pay.dji.com,404,404,220,pay.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,pay.dji.com,cloudfront,443,https://pay.dji.com:443,https,,text/html,GET,13.225.78.76,/,-342272319,2600:9000:21f3:4200:1a:6564:4b40:93a1,HSTS,15,False,True,,,,
picture-dbeta.djicdn.com,,403,243,picture-dbeta.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,picture-dbeta.djicdn.com,cloudfront,443,https://picture-dbeta.djicdn.com:443,https,AmazonS3,application/xml,GET,18.66.97.30,/,-2093667101,2600:9000:223c:e800:18:b2c:7a40:93a1,Amazon Web Services,2,False,True,,,,
plus-us.djicdn.com,403 Forbidden,403,238,plus-us.djicdn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,plus-us.djicdn.com,,443,https://plus-us.djicdn.com:443,https,Tengine,text/html,GET,163.181.92.232,/,-1348475019,163.181.92.226,Tengine,8,False,,,,,
plus.djicdn.com,,403,243,plus.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,plus.djicdn.com,cloudfront,443,https://plus.djicdn.com:443,https,AmazonS3,application/xml,GET,18.66.97.3,/,1874683919,2600:9000:223c:c600:1b:93d5:4780:93a1,Amazon Web Services,2,False,True,,,,
ppk.dji.com,ppk,200,2294,ppk.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,ppk.dji.com,,443,https://ppk.dji.com:443,https,Tengine,text/html,GET,180.163.40.35,/,-722659016,180.163.40.38,Tengine,1,False,,,,,
prm.djicdn.com,,403,289,prm.djicdn.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T07:28:45Z,2024-02-23T07:24:42Z,CN=*.djicdn.com,*.djicdn.com,djicdn.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",aaf14168fccb5371aa5e6a47f3bb9432,98595f13d55b7d43f041f6b3a43a2fe83587ba44f4fbd994f9cd58842834dc97,True,ctls,prm.djicdn.com,,443,https://prm.djicdn.com:443,https,Tengine,application/xml,GET,163.181.92.228,/,-327225413,163.181.92.230,Tengine,9,False,,,,,
product-test1.djicdn.com,,403,243,product-test1.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,product-test1.djicdn.com,cloudfront,443,https://product-test1.djicdn.com:443,https,AmazonS3,application/xml,GET,143.204.89.116,/,-293610489,143.204.89.61,Amazon Web Services,2,False,True,,,,
product.dji.com,,404,58,product.dji.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-05T02:32:39Z,2023-08-06T02:32:39Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",d1be93d98639e515c171234b19bc076c,f8c21a50cb30a5b8641fafdcbbb9219f5a52f7222900b9de7d804857ac7e4aa9,True,ctls,product.dji.com,cloudfront,80,http://product.dji.com:80,http,nw,application/json,GET,65.9.66.60,/,-1644060773,65.9.66.105,Amazon Web Services,2,False,True,https://product.dji.com/,,,
product1.djicdn.com,,403,243,product1.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,product1.djicdn.com,cloudfront,443,https://product1.djicdn.com:443,https,AmazonS3,application/xml,GET,143.204.215.108,/,1856945970,143.204.215.105,Amazon Web Services,2,False,True,,,,
product2.djicdn.com,,403,243,product2.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,product2.djicdn.com,cloudfront,443,https://product2.djicdn.com:443,https,AmazonS3,application/xml,GET,143.204.215.105,/,-313362413,143.204.215.84,Amazon Web Services,2,False,True,,,,
product4.djicdn.com,,403,243,product4.djicdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=*.djicdn.com,*.djicdn.com,*.djicdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,dc0fb71801b38d4a43e1aeb71a79c294,e79d841ba2195c06a1dc22b1ecc94aaf5ad1b361937793709731d4209f09690c,True,ctls,product4.djicdn.com,cloudfront,443,https://product4.djicdn.com:443,https,AmazonS3,application/xml,GET,143.204.215.84,/,-42163010,143.204.215.121,Amazon Web Services,2,False,True,,,,
provider.dji.com,,404,58,provider.dji.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-25T23:59:59Z,CN=*.dji.com,*.dji.com,dji.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4ba91535bae08aa746304fa3b8946f51,444ccf93c418f3d68c1379e0b3dfb70016bec5b8c7abeaf378176b1bbcf79a94,True,ctls,provider.dji.com,,443,https://provider.dji.com:443,https,nw,application/json,GET,54.83.168.101,/,-1644060773,44.198.254.214,,2,False,,,,,
