new,host,a,cname,soa,status_code,cdn,cdn-name,ns,aaaa,mx,txt,has_internal_ips,internal_ips,caa
[x],gecko16-normal-c-useast2a.tiktokv.com,"184.25.51.10, 184.25.51.73","gecko16-normal-c-useast2a.tiktokv.com.edgesuite.net, a1819.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gecko16-normal-useast1a.tiktokv.com,"95.101.111.162, 95.101.111.176, 95.101.111.159, 95.101.111.140, 95.101.111.173, 95.101.111.181, 95.101.111.156, 95.101.111.178, 95.101.111.168","gecko16-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gecko16-normal-useast2a.tiktokv.com,"2.16.241.79, 2.16.241.72, 2.16.241.75, 2.16.241.73, 2.16.241.93, 2.16.241.95, 2.16.241.82, 2.16.241.68, 2.16.241.94","gecko16-normal-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gecko16-platform-useast5.us.tiktokv.com,"184.29.143.179, 184.29.143.169, 184.29.143.176, 184.29.143.170, 184.29.143.178, 184.29.143.163, 184.29.143.171, 184.29.143.168, 184.29.143.177","gecko16-platform-useast5.us.tiktokv.com.edgesuite.net, a2047.w182.akamai.net","n0w182.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gecko16-platform-ycru.tiktokv.com,"96.16.54.161, 96.16.54.128, 96.16.54.170, 96.16.54.193, 96.16.54.153, 96.16.54.169, 96.16.54.179, 96.16.54.129, 96.16.54.138","gecko16-platform-ycru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gecko19-normal-alisg.tiktokv.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],gecko19-normal-useast1a.tiktokv.com,146.75.30.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],gecko22-normal-useast2a.tiktokv.com,34.117.29.11,all.quic-webcast-core-proxy-i18n-gcpva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],gecko31-normal-useast1a.tiktokv.com,"147.160.187.35, 147.160.187.241",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,True,google,,,,,,,
[x],getstarted.tiktok.com,"23.0.174.106, 23.0.174.113, 23.0.174.120, 23.0.174.112, 23.0.174.105, 23.0.174.115, 23.0.174.121, 23.0.174.104, 23.0.174.107","getstarted.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],gp-va.tiktokv.com,"80.239.137.146, 80.239.137.161, 80.239.137.160, 62.115.252.35, 80.239.137.153, 62.115.252.65, 62.115.252.58, 80.239.137.152, 62.115.252.66","gp-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],h1-16.tiktok.com,,"h1-16.tiktok.com.edgesuite.net, a1790.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],h2-16.tiktok.com,"2.16.186.34, 2.16.186.9","h2-16.tiktok.com.edgesuite.net, a1807.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hornbill.us.tiktok.com,130.35.72.6,"direct.texas-normal-lb.useast5.byteoversea.net, direct.texas-normal-lb.useast5.byteoversea.net.byteigtm.com","ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],hotapi-phx.tiktokv.com,"23.53.43.65, 23.53.42.249, 23.53.43.81, 23.53.43.19, 23.53.43.18, 23.53.43.50, 23.53.43.89, 23.53.43.58, 23.53.43.35","hotapi-phx.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hotapi-ru.tiktokv.com,"2.16.241.85, 2.16.241.88, 2.16.241.77, 2.16.241.92, 2.16.241.71, 2.16.241.91, 2.16.241.87, 2.16.241.90, 2.16.241.81","hotapi-ru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hotapi-sg.tiktokv.com,"23.213.161.197, 23.213.161.226, 23.213.161.218, 23.213.161.196, 23.213.161.219, 23.213.161.204, 23.213.161.206, 23.213.161.214, 23.213.161.201","hotapi-sg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hotapi-va.tiktokv.com,"95.101.111.133, 95.101.111.140, 95.101.111.149, 95.101.111.130, 95.101.111.146, 95.101.111.157, 95.101.111.181, 95.101.111.173, 95.101.111.176","hotapi-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hotapi16-normal-alisg.tiktokv.com,"95.101.111.180, 95.101.111.155, 95.101.111.177, 95.101.111.185, 95.101.111.142, 95.101.111.145, 95.101.111.148, 95.101.111.186, 95.101.111.131","hotapi16-normal-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hotapi16-normal-useast1a.tiktokv.com,"2.16.241.81, 2.16.241.93, 2.16.241.79, 2.16.241.77, 2.16.241.71, 2.16.241.72, 2.16.241.78, 2.16.241.85, 2.16.241.73","hotapi16-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hotapi16-normal-useast2a.tiktokv.com,"2.16.241.69, 2.16.241.80, 2.16.241.87, 2.16.241.98, 2.16.241.88, 2.16.241.91, 2.16.241.90, 2.16.241.92, 2.16.241.89","hotapi16-normal-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hotapi16-platform-useast5.us.tiktokv.com,"184.29.143.240, 184.29.143.235, 184.29.143.242, 184.29.143.249, 184.29.143.241, 184.29.143.250, 184.29.143.200, 184.29.143.201, 184.29.143.234","hotapi16-platform-useast5.us.tiktokv.com.edgesuite.net, a2047.w185.akamai.net","n0w185.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],hotapi19-normal-alisg.tiktokv.com,146.75.30.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],hotapi19-normal-useast1a.tiktokv.com,146.75.118.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],hotapi22-normal-useast1a.tiktokv.com,"34.111.128.19, 34.95.111.185",direct.quic-mix-proxy-useast4.useast4.bytelb.com,"a1-156.akam.net, hostmaster.bytelb.com",NOERROR,True,google,,,,,,,
[x],hotapi22-normal-useast2a.tiktokv.com,,all.quic-webcast-core-proxy-i18n-gcpva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],i.service.tiktok.com,209.127.230.12,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,m1.larksuite.com,"google-site-verification=5ov8zpHG7aEu3l4wtP2uxXg-zw311V99fxisR6IS5Ok, v=spf1 include:spf.onlarksuite.com include:_netblocks.m.feishu.cn -all",,,
[x],ichannel-va.tiktokv.com,"104.126.37.152, 104.126.37.139, 104.126.37.185, 104.126.37.153, 104.126.37.128, 104.126.37.145, 104.126.37.168, 104.126.37.129, 104.126.37.138","ichannel-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im-api-sg.tiktok.com,,"im-api-sg.tiktok.com.edgekey.net, e35058.api1.akamaiedge.net","n0api1.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im-api-va.tiktok.com,"2.16.241.93, 2.16.241.74","im-api-va.tiktok.com.edgekey.net, e35058.api5.akamaiedge.net","n0api5.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im-phx.tiktokv.com,"23.213.161.197, 23.213.161.214, 23.213.161.222, 23.213.161.198, 23.213.161.220, 23.213.161.206, 23.213.161.217, 23.213.161.203, 23.213.161.199","im-phx.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im-ru.tiktokv.com,"95.101.111.186, 95.101.111.145, 95.101.111.183, 95.101.111.151, 95.101.111.139, 95.101.111.180, 95.101.111.155, 95.101.111.131, 95.101.111.185","im-ru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im-va.tiktokv.com,"2.16.186.27, 2.16.186.40","im-va.tiktokv.com.edgesuite.net, a1971.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im-ws-va.tiktok.com,"130.44.212.236, 130.44.212.235, 130.44.212.234, 130.44.212.232",frontier-maliva-bdva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im16-normal-c-useast1a.tiktokv.com,"184.25.51.48, 184.25.51.10, 184.25.51.74, 184.25.51.26, 184.25.51.27, 184.25.51.58, 184.25.51.72, 184.25.51.56, 184.25.51.24","im16-normal-c-useast1a.tiktokv.com.edgesuite.net, a2047.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im16-normal-c-useast2a.tiktokv.com,"104.74.65.136, 104.74.65.201","im16-normal-c-useast2a.tiktokv.com.edgesuite.net, a1904.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im16-platform-useast5.us.tiktokv.com,"104.126.118.201, 104.126.118.234, 104.126.118.235, 104.126.118.240, 104.126.118.241, 104.126.118.242, 104.126.118.243, 104.126.118.248, 104.126.118.200","im16-platform-useast5.us.tiktokv.com.edgesuite.net, a2047.w182.akamai.net","n0w182.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],im16-platform-ycru.tiktokv.com,"23.53.43.82, 23.53.43.10, 23.53.43.90, 23.53.43.27, 23.53.42.250, 23.53.42.243, 23.53.43.43, 23.53.43.83, 23.53.43.16","im16-platform-ycru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-sg-pub-test.tiktokv.com,"103.136.220.203, 103.136.220.202",image-cache-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-sg-pub.tiktokv.com,"103.136.220.202, 103.136.220.203",image-cache-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-sg.tiktok.com,"103.136.220.202, 103.136.220.203",image-cache-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-sg.tiktokv.com,"103.136.220.203, 103.136.220.202",image-cache-alisg.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-useast2a.tiktokv.com,"147.160.184.46, 147.160.184.45",all.image-cache-i18n-gcpva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-va-pub-test-useast1a.tiktokv.com,"130.44.212.211, 130.44.212.212",image-cache-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-va-pub-test-useast2a.tiktokv.com,"130.44.212.211, 130.44.212.212",image-cache-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-va-pub-test.tiktokv.com,"130.44.212.212, 130.44.212.211",image-cache-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-va-pub-useast1a.tiktokv.com,"130.44.212.211, 130.44.212.212",image-cache-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-va-pub-useast2a.tiktokv.com,"130.44.212.211, 130.44.212.212",image-cache-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-va-useast1a.tiktokv.com,"130.44.212.211, 130.44.212.212",image-cache-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-va.tiktok.com,"130.44.212.211, 130.44.212.212",image-cache-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image-va.tiktokv.com,"130.44.212.211, 130.44.212.212",image-cache-maliva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],image.us.tiktok.com,130.35.157.113,"direct.image-cache-texas.useast5.byteoversea.net, direct.image-cache-texas.useast5.byteoversea.net.byteigtm.com","ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],image.us.tiktokv.com,130.35.157.113,"direct.image-cache-texas.useast5.byteoversea.net, direct.image-cache-texas.useast5.byteoversea.net.byteigtm.com","ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],impact.tiktok.com,"23.0.174.104, 23.0.174.106, 23.0.174.121, 23.0.174.107, 23.0.174.120, 23.0.174.112, 23.0.174.105, 23.0.174.113, 23.0.174.115","impact.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],in-business-sso.tiktok.com,"2.16.186.32, 2.16.186.17","in-business-sso.tiktok.com.edgesuite.net, a1817.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],in-newsroom.tiktok.com,"2.16.186.41, 2.16.186.26","in-newsroom.tiktok.com.edgesuite.net, a1991.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],in.tiktok.com,"62.115.252.25, 62.115.252.74, 62.115.252.65, 62.115.252.51, 62.115.252.9, 62.115.252.18, 80.239.137.147, 80.239.137.153, 62.115.252.41","in.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],inapp-va.tiktokv.com,"104.126.37.129, 104.126.37.145, 104.126.37.139, 104.126.37.184, 104.126.37.153, 104.126.37.160, 104.126.37.168, 104.126.37.185, 104.126.37.128","inapp-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],inapp.tiktokv.com,"23.53.42.233, 23.53.43.9, 23.53.43.34, 23.53.43.59, 23.53.42.232, 23.53.43.32, 23.53.43.72, 23.53.43.56, 23.53.43.17","inapp.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],infobip.service.tiktok.com,209.127.230.15,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,mx.email-messaging.com,v=spf1 include:email-messaging.com ~all,,,
[x],insgame-api-i18n.tiktokv.com,"95.101.111.140, 95.101.111.181, 95.101.111.168, 95.101.111.173, 95.101.111.133, 95.101.111.159, 95.101.111.146, 95.101.111.176, 95.101.111.162","insgame-api-i18n.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],insgame-api-sg.tiktokv.com,"2.16.241.95, 2.16.241.82, 2.16.241.94, 2.16.241.74, 2.16.241.75, 2.16.241.68, 2.16.241.79, 2.16.241.97, 2.16.241.86","insgame-api-sg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],insgame-api-va.tiktokv.com,"96.16.54.128, 96.16.54.170, 96.16.54.153, 96.16.54.179, 96.16.54.161, 96.16.54.138, 96.16.54.129, 96.16.54.169, 96.16.54.193","insgame-api-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net",,NOERROR,,,,,,,,,
[x],jsb-phx.tiktokv.com,"23.12.147.166, 23.12.147.149, 23.12.147.132, 23.12.147.157, 23.12.147.141, 23.12.147.164, 23.12.147.151, 23.12.147.175, 23.12.147.158","jsb-phx.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jsb-sg.tiktokv.com,"2.16.187.19, 2.16.187.64, 2.16.187.146, 2.16.187.90, 2.16.187.98, 2.16.187.115, 2.16.187.49, 2.16.187.138, 2.16.187.137","jsb-sg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jsb-va.tiktokv.com,"184.51.149.18, 184.51.149.99, 184.51.149.58, 184.51.149.56, 184.51.149.17, 184.51.149.40, 184.51.149.81, 184.51.149.19, 184.51.149.65","jsb-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jsb15-normal-alisg.tiktokv.com,"13.32.121.103, 13.32.121.9, 13.32.121.37, 13.32.121.60",dvzakbt57h42x.cloudfront.net,"ns-573.awsdns-07.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1332.awsdns-38.org, ns-1906.awsdns-46.co.uk, ns-46.awsdns-05.com, ns-573.awsdns-07.net",,,,,,
[x],jsb15-normal-useast1a.tiktokv.com,"13.249.9.116, 13.249.9.104, 13.249.9.46, 13.249.9.96",d374pbt6f91xn8.cloudfront.net,"ns-1478.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1788.awsdns-31.co.uk, ns-736.awsdns-28.net, ns-129.awsdns-16.com, ns-1478.awsdns-56.org",,,,,,
[x],jsb16-normal-c-useast1a.tiktokv.com,"2.16.187.137, 2.16.187.98, 2.16.187.90, 2.16.187.115, 2.16.187.146, 2.16.187.49, 2.16.187.19, 2.16.187.64, 2.16.187.138","jsb16-normal-c-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jsb16-normal-c-useast2a.tiktokv.com,"23.53.43.59, 23.53.43.11, 23.53.43.57, 23.53.43.8, 23.53.43.26, 23.53.42.233, 23.53.43.32, 23.53.43.9, 23.53.43.56","jsb16-normal-c-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jsb16-normal-useast1a.tiktokv.com,"95.101.111.177, 95.101.111.186, 95.101.111.155, 95.101.111.148, 95.101.111.142, 95.101.111.131, 95.101.111.145, 95.101.111.137, 95.101.111.180","jsb16-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jsb16-normal-useast2a.tiktokv.com,"80.239.137.170, 62.115.252.73, 62.115.252.25, 80.239.137.136, 62.115.252.11, 62.115.252.75, 62.115.252.26, 62.115.252.9, 62.115.252.49","jsb16-normal-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jsb16-tmp-normal-useast1a.tiktokv.com,"95.101.111.175, 95.101.111.173, 95.101.111.178, 95.101.111.159, 95.101.111.156, 95.101.111.166, 95.101.111.140, 95.101.111.168, 95.101.111.162","jsb16-tmp-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],jsb19-normal-alisg.tiktokv.com,146.75.30.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],jsb19-normal-useast2a.tiktokv.com,151.101.10.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],jsb31-normal-useast1a.tiktokv.com,"147.160.191.131, 139.177.229.169, 139.177.229.131",api39-va.gts.byteoversea.net,"ns.gts.byteoversea.net, admin.gts.byteoversea.net",NOERROR,,,,,,,,,
[x],justtest.tiktokv.com,,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],l.tiktokv.com,,,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],lf0-ad-ba-private-va.tiktok.com,"130.44.212.211, 130.44.212.212","image-cache-maliva-bdva.byteoversea.net, image-cache-maliva.byteoversea.net","a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],lf0-feedback-private-va.tiktok.com,"130.44.212.212, 130.44.212.211","image-cache-maliva-bdva.byteoversea.net, image-cache-maliva.byteoversea.net","a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],libra-i18n.tiktokv.com,"23.53.42.170, 23.53.42.138, 23.53.42.154, 23.53.42.200, 23.53.42.163, 23.53.42.139, 23.53.42.114, 23.53.42.112, 23.53.42.131","libra-i18n.tiktokv.com.edgekey.net, e28622.api3.akamaiedge.net","n0api3.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],libra-ru.tiktokv.com,"104.126.37.155, 104.126.37.154, 104.126.37.178, 104.126.37.171, 104.126.37.169, 104.126.37.146, 104.126.37.137, 104.126.37.186, 104.126.37.176","libra-ru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],libra-va.tiktokv.com,"95.101.111.141, 95.101.111.172, 95.101.111.169, 95.101.111.143, 95.101.111.160, 95.101.111.184, 95.101.111.171, 95.101.111.174, 95.101.111.161","libra-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],libra16-normal-alisg.tiktokv.com,,"libra16-normal-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],libra16-normal-useast1a.tiktokv.com,"2.16.241.85, 2.16.241.73, 2.16.241.81, 2.16.241.93, 2.16.241.77, 2.16.241.71, 2.16.241.78, 2.16.241.92, 2.16.241.72","libra16-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],libra16-normal-useast2a.tiktokv.com,,"libra16-normal-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],libra16-platform-useast5.us.tiktokv.com,"104.126.118.241, 104.126.118.235, 104.126.118.248, 104.126.118.234, 104.126.118.243, 104.126.118.242, 104.126.118.240, 104.126.118.200, 104.126.118.233","libra16-platform-useast5.us.tiktokv.com.edgesuite.net, a2047.w183.akamai.net","n0w183.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],libra19-normal-alisg.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],libra19-normal-useast1a.tiktokv.com,146.75.30.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],libra22-normal-alisg.tiktokv.com,"34.117.139.101, 34.98.103.214",direct.quic-mix-proxy-sg.sg1.bytelb.com,"a1-156.akam.net, hostmaster.bytelb.com",NOERROR,True,google,,,,,,,
[x],libra22-normal-useast1a.tiktokv.com,"34.95.111.185, 34.111.128.19",direct.quic-mix-proxy-useast4.useast4.bytelb.com,"a1-156.akam.net, hostmaster.bytelb.com",NOERROR,True,google,,,,,,,
[x],libra22-normal-useast2a.tiktokv.com,34.117.29.11,all.quic-webcast-core-proxy-i18n-gcpva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],link.e.tiktok.com,"13.32.27.28, 13.32.27.104, 13.32.27.31, 13.32.27.74",d3ix9fzuqbbrk1.cloudfront.net,"ns-104.awsdns-13.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-104.awsdns-13.com, ns-1323.awsdns-37.org, ns-1820.awsdns-35.co.uk, ns-946.awsdns-54.net",,,,,,
[x],lite.tiktok.com,"2.16.238.28, 2.16.238.23","lite.tiktok.com.edgesuite.net, a704.t.akamai.net","n0t.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],live-backstage.tiktok.com,"23.53.43.25, 23.53.43.59","live-backstage.tiktok.com.ttdns1.com, live-backstage.tiktok.com.default.ttdns1.com, live-backstage.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],live.tiktok.com,"23.53.43.59, 23.53.43.25","live.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],livecenter.tiktok.com,"104.126.37.178, 104.126.37.129, 104.126.37.147, 104.126.37.145","livecenter.tiktok.com.ttdns1.com, livecenter.tiktok.com.default.ttdns1.com, livecenter.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],location.tiktokv.com,"23.213.161.218, 23.213.161.198, 23.213.161.206, 23.213.161.214, 23.213.161.204, 23.213.161.217, 23.213.161.220, 23.213.161.197, 23.213.161.203","location.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],log.tiktokv.com,"104.97.85.46, 104.97.85.48, 104.97.85.52, 104.97.85.57, 104.97.85.17, 104.97.85.6, 104.97.85.35, 104.97.85.31, 104.97.85.62","log.tiktokv.com.edgesuite.net, a2047.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],log.us.tiktokv.com,"2.16.241.71, 2.16.241.75","log.us.tiktokv.com.edgekey.net, e117933.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
