new,host,a,cname,soa,status_code,cdn,cdn-name,ns,aaaa,mx,txt,has_internal_ips,internal_ips,caa
[x],log16-platform-ycru.tiktokv.com,"92.122.215.41, 92.122.215.106, 92.122.215.8, 2.20.142.74, 2.20.142.112, 2.20.142.72, 92.122.215.11, 2.20.142.99, 92.122.215.19","log16-platform-ycru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],log17-normal-alisg.tiktokv.com,,"log17-normal-alisg.tiktokv.com.akamaized.net, a1766.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],log17-normal-useast1a.tiktokv.com,"23.32.238.42, 23.32.238.57","log17-normal-useast1a.tiktokv.com.akamaized.net, a1728.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],log17-normal-useast2a.tiktokv.com,"23.32.238.32, 23.32.238.16","log17-normal-useast2a.tiktokv.com.akamaized.net, a188.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],log19-applog-useast5.us.tiktokv.com,151.101.46.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],log19-normal-alisg.tiktokv.com,151.101.10.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],log19-normal-useast1a.tiktokv.com,146.75.122.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
[x],log19-normal-useast2a.tiktokv.com,151.101.10.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],log22-normal-alisg.tiktokv.com,"34.98.103.214, 34.117.139.101",direct.quic-mix-proxy-sg.sg1.bytelb.com,"a1-156.akam.net, hostmaster.bytelb.com",NOERROR,True,google,,,,,,,
[x],log22-normal-useast1a.tiktokv.com,"34.120.183.73, 34.107.176.231",all.quic-webcast-useast4-proxy-gcp-gcpsg-two.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],log22-normal-useast2a.tiktokv.com,34.95.100.121,all.quic-webcast-proxy-i18n-gcpva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],log3-normal-c-alisg.tiktokv.com,169.254.254.254,"log3-normal-c-alisg.tiktokv.com.w.kunlunsl.com, offline.specialcdnstatus.com","ns1.alibabadns.com, hostmaster.alibabadns.com",NOERROR,,,,,,,True,169.254.254.254,
[x],log3-normal-c-useast1a.tiktokv.com,,"log3-normal-c-useast1a.tiktokv.com.w.kunlunsl.com, offline.specialcdnstatus.com","ns1.alibabadns.com, hostmaster.alibabadns.com",NOERROR,,,,,,,,,
[x],log31-normal-alisg.tiktokv.com,"147.160.189.132, 147.160.189.131","api39-va.gts.byteoversea.net, api.bytegeo-v.akadns.net, api.group.dme.g.byteoversea.net","admin.g.byteoversea.net, mail.g.byteoversea.net",NOERROR,True,google,,,,,,,
[x],log53-normal-c-useast1a.tiktokv.com,"58.27.5.114, 219.93.26.46, 58.27.1.39, 116.206.136.78, 58.27.5.111","bddynamic.edge.swiftserve.com, bytedancedyn.global.jns.swiftserve.com","j2nsns1.sys.swiftserve.com, alerts.swiftserve.com",NOERROR,,,,,,,,,
[x],log58-normal-alisg.tiktokv.com,"92.38.145.33, 92.223.100.101, 92.223.77.101",cl-5672a77c.gcdn.co,"gns1.gcdn.co, admin.core.pw",NOERROR,,,"gns2.gcdn.co, gns1.gcdn.co","2a03:90c0:9990::1000, 2a03:90c0:9990::2000",,,,,
[x],log58-normal-c-alisg.tiktokv.com,93.123.17.253,cl-5672a77c.gcdn.co,"gns1.gcdn.co, admin.core.pw",NOERROR,,,"gns1.gcdn.co, gns2.gcdn.co",,,,,,
[x],log58-normal-c-useast1a.tiktokv.com,92.223.124.61,cl-5672a77c.gcdn.co,"gns1.gcdn.co, admin.core.pw",NOERROR,,,"gns1.gcdn.co, gns2.gcdn.co",,,,,,
[x],log58-normal-ycru.tiktokv.com,92.223.124.61,cl-5672a77c.gcdn.co,"gns1.gcdn.co, admin.core.pw",NOERROR,,,"gns2.gcdn.co, gns1.gcdn.co",,,,,,
[x],log77-normal-c-alisg.tiktokv.com,"185.59.220.5, 156.146.33.154, 138.199.37.12, 156.146.33.170, 156.146.33.163, 185.59.220.11, 156.146.33.157, 156.146.33.175",1626602286.rsc.cdn77.org,"ns1.cdn77.org, admin.cdn77.com",NOERROR,,,,,,,,,
[x],log77-normal-c-useast1a.tiktokv.com,"195.181.175.57, 212.102.56.169, 212.102.56.163, 156.146.33.154, 156.146.33.144, 212.102.56.160, 212.102.56.246, 212.102.56.166",1821353339.rsc.cdn77.org,"ns1.cdn77.org, admin.cdn77.com",NOERROR,,,,,,,,,
[x],log9-normal-c-useast1a.tiktokv.com,"156.225.96.80, 156.225.96.78, 156.225.96.79, 156.225.96.77","log9-normal-c-useast1a.tiktokv.com.ecdnx.com, zbdhwvi1.v.ecdnx.com","ns1.ecdnx.com, postmaster.ecdnx.com",NOERROR,,,,,,,,,
[x],logbk.tiktokv.com,"23.53.42.233, 23.53.43.9, 23.53.43.34, 23.53.43.59, 23.53.42.232, 23.53.43.32, 23.53.43.72, 23.53.43.56, 23.53.43.17","logbk.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],login.tiktok.com,"96.16.54.201, 96.16.54.138","login.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],lp.tiktok.com,"23.213.161.138, 23.213.161.137","lp.tiktok.com.edgesuite.net, a492.t.akamai.net","n0t.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],lp.us.tiktok.com,"184.86.251.208, 184.86.251.206","lp.us.tiktok.com.edgesuite.net, a319.t.akamai.net","n0t.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],m.tiktok.com,"2.16.186.35, 2.16.186.26, 2.16.186.32, 2.16.186.27, 2.16.186.42, 2.16.186.16, 2.16.186.40, 2.16.186.34, 2.16.186.25","m.tiktok.com.edgesuite.net, a2047.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],m1-16.tiktok.com,"184.25.51.48, 184.25.51.75","m1-16.tiktok.com.edgesuite.net, a1895.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],m2-16.tiktok.com,"2.19.198.131, 2.19.198.144","m2-16.tiktok.com.edgesuite.net, a1895.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mail.tiktok.com,,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"mxb.mailgun.org, mxa.mailgun.org","google-site-verification=lRuh3FI9YcuV0p0eglksTS8rpL2NsIJm03UFHf_Pm18, v=spf1 include:mailgun.org ~all",,,
[x],maliva.tiktok.com,,,,NOERROR,,,,,,,,,
[x],mcs-i18n.tiktok.com,"2.16.241.93, 2.16.241.74","mcs-i18n.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mcs-sg.tiktok.com,"62.115.252.56, 62.115.252.10, 62.115.252.16, 62.115.252.19, 80.239.137.171, 62.115.252.75, 62.115.252.18, 80.239.137.144, 62.115.252.74","mcs-sg.tiktok.com.edgekey.net, e35058.api2.akamaiedge.net","n0api2.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mcs-sg.tiktokv.com,"95.101.111.165, 95.101.111.185, 95.101.111.151, 95.101.111.134, 95.101.111.145, 95.101.111.183, 95.101.111.184, 95.101.111.160, 95.101.111.152","mcs-sg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mcs-va.tiktok.com,"2.17.100.171, 2.17.100.242, 2.17.100.243, 2.17.100.251, 2.17.100.139, 2.17.100.161","mcs-va.tiktok.com.edgekey.net, e35058.api3.akamaiedge.net","n0api3.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mcs-va.tiktokv.com,"23.0.174.91, 23.0.174.83, 23.0.174.105, 23.0.174.113, 23.0.174.131, 23.0.174.98, 23.0.174.120, 23.0.174.81, 23.0.174.107","mcs-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mcs.us.tiktok.com,130.35.87.129,"direct.applog-lb-texas.useast5.byteoversea.net, direct.applog-lb-texas.useast5.byteoversea.net.byteigtm.com","ns-944.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],media.tiktok.com,,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mint-sg.tiktok.com,"2.20.142.113, 92.122.215.27, 2.20.142.89, 92.122.215.25, 92.122.215.10, 2.20.142.121, 92.122.215.8, 92.122.215.43, 92.122.215.41","mint-sg.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mint-va.tiktok.com,"95.101.111.153, 95.101.111.151, 95.101.111.149, 95.101.111.158","mint-va.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mint.us.tiktok.com,"2.16.187.137, 2.16.187.115","mint.us.tiktok.com.edgekey.net, e74347.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mon-i18n.tiktokv.com,0.0.0.0,,"fake-for-negative-caching.adguard.com, hostmaster.mon-i18n.tiktokv.com",NOERROR,,,,::,,,True,0.0.0.0,
[x],mon-ru.tiktokv.com,"104.126.37.154, 104.126.37.153, 104.126.37.169, 104.126.37.176, 104.126.37.184, 104.126.37.128, 104.126.37.155, 104.126.37.186, 104.126.37.129","mon-ru.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mon-sg.tiktokv.com,"96.16.54.153, 96.16.54.154, 96.16.54.169, 96.16.54.176, 96.16.54.112, 96.16.54.120, 96.16.54.147, 96.16.54.128, 96.16.54.178","mon-sg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mon-useast2a.tiktokv.com,147.160.190.10,gcp-normal-lb.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mon-va.tiktokv.com,0.0.0.0,,"fake-for-negative-caching.adguard.com, hostmaster.mon-va.tiktokv.com",NOERROR,,,,::,,,True,0.0.0.0,
[x],mon.tiktokv.com,"2.16.186.40, 2.16.186.42, 2.16.186.27, 2.16.186.9, 2.16.186.34, 2.16.186.32, 2.16.186.8, 2.16.186.35, 2.16.186.16","mon.tiktokv.com.edgesuite.net, a2047.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mon15-checkout-useast1a.tiktokv.com,"65.9.66.59, 65.9.66.5, 65.9.66.10, 65.9.66.56",d2tgz8tm2l70d.cloudfront.net,"ns-202.awsdns-25.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-202.awsdns-25.com, ns-595.awsdns-10.net, ns-1487.awsdns-57.org, ns-1729.awsdns-24.co.uk","2600:9000:206f:bc00:f:2590:2f40:93a1, 2600:9000:206f:c600:f:2590:2f40:93a1, 2600:9000:206f:f000:f:2590:2f40:93a1, 2600:9000:206f:400:f:2590:2f40:93a1, 2600:9000:206f:3600:f:2590:2f40:93a1, 2600:9000:206f:4400:f:2590:2f40:93a1, 2600:9000:206f:7000:f:2590:2f40:93a1, 2600:9000:206f:aa00:f:2590:2f40:93a1",,,,,
[x],mon15-normal-alisg.tiktokv.com,"13.32.145.98, 13.32.145.126, 13.32.145.88, 13.32.145.61",d13wg2hper2xs.cloudfront.net,"ns-1596.awsdns-07.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1596.awsdns-07.co.uk, ns-726.awsdns-26.net, ns-178.awsdns-22.com, ns-1247.awsdns-27.org","2600:9000:20e1:a200:10:402a:6800:93a1, 2600:9000:20e1:7200:10:402a:6800:93a1, 2600:9000:20e1:fa00:10:402a:6800:93a1, 2600:9000:20e1:1800:10:402a:6800:93a1, 2600:9000:20e1:bc00:10:402a:6800:93a1, 2600:9000:20e1:7800:10:402a:6800:93a1, 2600:9000:20e1:dc00:10:402a:6800:93a1, 2600:9000:20e1:2400:10:402a:6800:93a1",,,,,
[x],mon15-normal-useast1a.tiktokv.com,"13.32.121.43, 13.32.121.90, 13.32.121.61, 13.32.121.93",d1s4b5kha9t5gv.cloudfront.net,"ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1432.awsdns-51.org, ns-1787.awsdns-31.co.uk, ns-456.awsdns-57.com, ns-962.awsdns-56.net","2600:9000:2251:1400:13:48f8:7bc0:93a1, 2600:9000:2251:b400:13:48f8:7bc0:93a1, 2600:9000:2251:8600:13:48f8:7bc0:93a1, 2600:9000:2251:8c00:13:48f8:7bc0:93a1, 2600:9000:2251:d200:13:48f8:7bc0:93a1, 2600:9000:2251:9800:13:48f8:7bc0:93a1, 2600:9000:2251:b800:13:48f8:7bc0:93a1, 2600:9000:2251:9a00:13:48f8:7bc0:93a1",,,,,
[x],mon16-normal-c-useast1a.tiktokv.com,"23.213.161.214, 23.213.161.217, 23.213.161.199, 23.213.161.203, 23.213.161.222, 23.213.161.197, 23.213.161.208, 23.213.161.220, 23.213.161.198","mon16-normal-c-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mon16-normal-c-useast2a.tiktokv.com,,"mon16-normal-c-useast2a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mon22-normal-alisg.tiktokv.com,"34.117.139.101, 34.98.103.214",direct.quic-mix-proxy-sg.sg1.bytelb.com,"a1-156.akam.net, hostmaster.bytelb.com",NOERROR,True,google,,,,,,,
[x],mon22-normal-useast1a.tiktokv.com,"34.111.128.19, 34.95.111.185",direct.quic-mix-proxy-useast4.useast4.bytelb.com,"a1-156.akam.net, hostmaster.bytelb.com",NOERROR,True,google,,,,,,,
[x],mssdk-i18n.tiktok.com,"62.115.252.16, 80.239.137.144, 62.115.252.32, 62.115.252.33, 62.115.252.51, 62.115.252.75, 80.239.137.139, 62.115.252.25, 80.239.137.171","mssdk-i18n.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk-i18n.tiktokv.com,"23.38.98.133, 23.38.98.164, 23.38.98.130, 23.38.98.144, 23.38.98.183, 23.38.98.184, 23.38.98.156, 23.38.98.163, 23.38.98.151","mssdk-i18n.tiktokv.com.edgekey.net, e28622.api1.akamaiedge.net","n0api1.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk-ru.tiktokv.com,"95.101.74.163, 95.101.74.140, 95.101.74.159, 95.101.74.141, 95.101.74.154, 95.101.74.142, 95.101.74.149, 95.101.74.144, 95.101.74.147","mssdk-ru.tiktokv.com.edgekey.net, e28622.api2.akamaiedge.net","n0api2.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk-sg.tiktok.com,"92.122.215.8, 92.122.215.43, 92.122.215.41, 2.20.142.113, 92.122.215.27, 2.20.142.89, 92.122.215.25, 92.122.215.10, 2.20.142.121","mssdk-sg.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk-sg.tiktokv.com,"96.16.54.154, 96.16.54.176, 96.16.54.178, 96.16.54.112, 96.16.54.128, 96.16.54.120, 96.16.54.153, 96.16.54.147, 96.16.54.169","mssdk-sg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk-va.tiktok.com,"23.53.43.59, 23.53.43.25","mssdk-va.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk-va.tiktokv.com,"2.16.241.82, 2.16.241.78, 2.16.241.77, 2.16.241.85, 2.16.241.93, 2.16.241.79, 2.16.241.73, 2.16.241.72, 2.16.241.75","mssdk-va.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk.us.tiktokv.com,"23.222.12.9, 23.222.12.18, 23.222.12.8, 23.222.12.19, 23.222.12.56, 23.222.12.17, 23.222.12.16, 23.222.12.24, 23.222.12.11","mssdk.us.tiktokv.com.edgesuite.net, a2047.w182.akamai.net","n0w182.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk16-normal-useast1a.tiktokv.com,"92.122.215.11, 2.20.142.99, 92.122.215.19, 92.122.215.41, 92.122.215.106, 92.122.215.8, 2.20.142.74, 2.20.142.112, 2.20.142.72","mssdk16-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mssdk19-normal-useast1a.tiktokv.com,151.101.178.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],mssdk22-normal-alisg.tiktokv.com,"34.98.103.214, 34.117.139.101",direct.quic-mix-proxy-sg.sg1.bytelb.com,"a1-156.akam.net, hostmaster.bytelb.com",NOERROR,True,google,,,,,,,
[x],mssdk22-normal-useast2a.tiktokv.com,,all.quic-webcast-core-proxy-i18n-gcpva.byteoversea.net,"a9-66.akam.net, hostmaster.akamai.com",NOERROR,True,google,,,,,,,
[x],music.tiktok.com,"95.101.111.153, 95.101.111.151, 95.101.111.149, 95.101.111.158","music.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],mx1.tiktok.com,54.221.254.138,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mx2.tiktok.com,54.221.254.138,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],mx3.tiktok.com,"54.221.254.138, 52.220.106.220",,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],news.tiktok.com,,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,mx01.dm.aliyun.com,"google-site-verification=IYInLfWIZLUKke8svfM3KrgnlihoERbHaW589hKC6Oo, v=spf1 include:spf1.dm.aliyun.com -all",,,
[x],newsroom.tiktok.com,"2.16.186.41, 2.16.186.26","newsroom.tiktok.com.edgesuite.net, a1991.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],newsroom.us.tiktok.com,"23.222.12.51, 23.222.12.11","newsroom.us.tiktok.com.edgesuite.net, a1006.w184.akamai.net","n0w184.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],notifications.tiktok.com,130.44.213.67,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1475.awsdns-56.org, ns-1574.awsdns-04.co.uk, ns-440.awsdns-55.com, ns-722.awsdns-26.net",,m1.larksuite.com,"v=spf1 include:_netblocks.m.feishu.cn include:spf.onlarksuite.com +include:_netblocks.mxem.larksuite.com ~all, verification-code-site-edm-va=24SgsdMAkogBled4gFEi",,,
[x],now.tiktok.com,"104.126.37.138, 104.126.37.145, 104.126.37.147, 104.126.37.178, 104.126.37.129","now.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],o16.ptr9230.service.tiktok.com,149.72.42.48,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o19.ptr4023.service.tiktok.com,149.72.241.86,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o2.ptr4323.i.account.tiktok.com,167.89.14.4,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o23.ptr4260.service.tiktok.com,149.72.161.188,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o24.ptr8276.service.tiktok.com,149.72.161.19,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o25.ptr4821.service.tiktok.com,149.72.161.197,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o26.ptr7957.service.tiktok.com,149.72.248.253,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o27.ptr1078.service.tiktok.com,149.72.157.70,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1475.awsdns-56.org, ns-1574.awsdns-04.co.uk, ns-440.awsdns-55.com, ns-722.awsdns-26.net",,,,,,
[x],o31.ptr4951.service.india.tiktok.com,168.245.28.99,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o32.ptr7905.service.india.tiktok.com,168.245.15.131,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o33.ptr2870.india.tiktok.com,,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],o34.ptr1441.service.tiktok.com,149.72.94.165,,"ns-440.awsdns-55.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],oec-api.tiktokv.com,"23.53.42.233, 23.53.43.9, 23.53.43.34, 23.53.43.59, 23.53.42.232, 23.53.43.32, 23.53.43.72, 23.53.43.56, 23.53.43.17","oec-api.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec-phx.tiktokv.com,"2.16.241.74, 2.16.241.86, 2.16.241.84, 2.16.241.68, 2.16.241.95, 2.16.241.97, 2.16.241.94, 2.16.241.98, 2.16.241.70","oec-phx.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec-sg.tiktokv.com,10.8.103.192,internal-lb-all-alisg.bytedns.net,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,True,10.8.103.192,
[x],oec-sso.tiktok.com,"23.53.43.25, 23.53.43.59","oec-sso.tiktok.com.edgekey.net, e35058.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec15-normal-useast1a.tiktokv.com,"108.157.229.43, 108.157.229.25, 108.157.229.53, 108.157.229.38",d21xfnnavn7ggz.cloudfront.net,"ns-1989.awsdns-56.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-539.awsdns-03.net, ns-1287.awsdns-32.org, ns-1989.awsdns-56.co.uk, ns-208.awsdns-26.com",,,,,,
[x],oec15-normal-useast2a.tiktokv.com,"143.204.68.33, 143.204.68.17, 143.204.68.123, 143.204.68.120",dl3wura8z9p6y.cloudfront.net,"ns-1720.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1362.awsdns-42.org, ns-1720.awsdns-23.co.uk, ns-40.awsdns-05.com, ns-873.awsdns-45.net",,,,,,
[x],oec16-normal-alisg.tiktokv.com,"95.101.111.173, 95.101.111.168, 95.101.111.181, 95.101.111.140, 95.101.111.159, 95.101.111.156, 95.101.111.162, 95.101.111.176, 95.101.111.178","oec16-normal-alisg.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec16-normal-gquic-useast1a.tiktokv.com,"2.16.186.41, 2.16.186.16","oec16-normal-gquic-useast1a.tiktokv.com.edgesuite.net, a604.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec16-normal-gquic-useast2a.tiktokv.com,"95.101.54.138, 95.101.54.209","oec16-normal-gquic-useast2a.tiktokv.com.edgesuite.net, a1513.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec16-normal-gquic.tiktokv.com,"2.16.186.17, 2.16.186.8","oec16-normal-gquic.tiktokv.com.edgesuite.net, a1055.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec16-normal-iquic-alisg.tiktokv.com,"23.10.249.139, 23.0.174.210","oec16-normal-iquic-alisg.tiktokv.com.edgesuite.net, a429.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec16-normal-iquic-useast2a.tiktokv.com,"2.21.22.122, 2.21.22.113","oec16-normal-iquic-useast2a.tiktokv.com.edgesuite.net, a1220.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec16-normal-iquic.tiktokv.com,"85.112.113.40, 85.112.113.43","oec16-normal-iquic.tiktokv.com.edgesuite.net, a576.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec16-normal-useast1a.tiktokv.com,"62.115.252.19, 80.239.137.138, 62.115.252.64, 62.115.252.56, 62.115.252.24, 62.115.252.58, 62.115.252.66, 80.239.137.145, 62.115.252.51","oec16-normal-useast1a.tiktokv.com.edgekey.net, e28622.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec16-normal-useast2a.tiktokv.com,"23.38.98.215, 23.38.98.229, 23.38.98.195, 23.38.98.213, 23.38.98.227, 23.38.98.200, 23.38.98.222, 23.38.98.231, 23.38.98.233","oec16-normal-useast2a.tiktokv.com.edgekey.net, e28622.api2.akamaiedge.net","n0api2.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],oec19-normal-iquic-alisg.tiktokv.com,146.75.118.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,,
[x],oec19-normal-iquic-useast1a.tiktokv.com,151.101.38.73,bytedance.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,,,
