input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_mismatched,final_url,tls_subject_org_
mon15-normal-alisg.tiktokv.com,404 Not Found,404,548,mon15-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",afbd6563119a709e115e8a7c44d8361d,22bb91e07a0ac42d227c020324b119ea2622447a31ecc452681d589897e25e6c,True,ctls,mon15-normal-alisg.tiktokv.com,cloudfront,443,https://mon15-normal-alisg.tiktokv.com:443,https,nginx,text/html,GET,13.224.189.83,/,566218143,2600:9000:20eb:e00:10:402a:6800:93a1,Nginx,14,False,True,,,,,
mon15-normal-useast1a.tiktokv.com,404 Not Found,404,146,mon15-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",afbd6563119a709e115e8a7c44d8361d,22bb91e07a0ac42d227c020324b119ea2622447a31ecc452681d589897e25e6c,True,ctls,mon15-normal-useast1a.tiktokv.com,cloudfront,443,https://mon15-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,13.32.121.93,/,1494302000,2600:9000:2396:c000:13:48f8:7bc0:93a1,Nginx,8,False,True,,,,,
mon16-normal-c-useast1a.tiktokv.com,404 Not Found,404,548,mon16-normal-c-useast1a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mon16-normal-c-useast1a.tiktokv.com,,443,https://mon16-normal-c-useast1a.tiktokv.com:443,https,nginx,text/html,GET,23.3.88.178,/,566218143,23.3.88.152,Nginx,14,False,,,,,,
mon16-normal-c-useast2a.tiktokv.com,404 Not Found,404,548,mon16-normal-c-useast2a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mon16-normal-c-useast2a.tiktokv.com,,443,https://mon16-normal-c-useast2a.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.133,/,566218143,95.101.111.181,Nginx,14,False,,,,,,
mon22-normal-alisg.tiktokv.com,404 Not Found,404,146,mon22-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mon22-normal-alisg.tiktokv.com,google,443,https://mon22-normal-alisg.tiktokv.com:443,https,nginx,text/html,GET,34.98.103.214,/,1494302000,34.117.139.101,Nginx,8,False,True,,,,,
mon22-normal-useast1a.tiktokv.com,404 Not Found,404,548,mon22-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mon22-normal-useast1a.tiktokv.com,google,443,https://mon22-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,34.111.128.19,/,566218143,34.95.111.185,Nginx,14,False,True,,,,,
mssdk-i18n.tiktok.com,404 Not Found,404,146,mssdk-i18n.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,mssdk-i18n.tiktok.com,,443,https://mssdk-i18n.tiktok.com:443,https,nginx,text/html,GET,2.16.187.138,/,1494302000,2.16.187.24,Nginx,8,False,,,,,,
mssdk-i18n.tiktokv.com,404 Not Found,404,146,mssdk-i18n.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk-i18n.tiktokv.com,,443,https://mssdk-i18n.tiktokv.com:443,https,nginx,text/html,GET,23.11.206.90,/,1494302000,2.21.79.35,Nginx,8,False,,,,,,
mssdk-ru.tiktokv.com,404 Not Found,404,548,mssdk-ru.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk-ru.tiktokv.com,,443,https://mssdk-ru.tiktokv.com:443,https,nginx,text/html,GET,2.16.186.171,/,566218143,2.16.186.187,Nginx,14,False,,,,,,
mssdk-sg.tiktok.com,404 Not Found,404,146,mssdk-sg.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,mssdk-sg.tiktok.com,,443,https://mssdk-sg.tiktok.com:443,https,nginx,text/html,GET,95.101.111.151,/,1494302000,95.101.111.158,Nginx,8,False,,,,,,
mssdk-sg.tiktokv.com,404 Not Found,404,548,mssdk-sg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk-sg.tiktokv.com,,443,https://mssdk-sg.tiktokv.com:443,https,nginx,text/html,GET,2.16.187.43,/,566218143,2.16.187.25,Nginx,14,False,,,,,,
mssdk-va.tiktok.com,404 Not Found,404,548,mssdk-va.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,mssdk-va.tiktok.com,,443,https://mssdk-va.tiktok.com:443,https,nginx,text/html,GET,2.16.187.144,/,566218143,2.16.187.11,Nginx,14,False,,,,,,
mssdk-va.tiktokv.com,404 Not Found,404,146,mssdk-va.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk-va.tiktokv.com,,443,https://mssdk-va.tiktokv.com:443,https,nginx,text/html,GET,2.21.79.49,/,1494302000,23.3.88.144,Nginx,8,False,,,,,,
mssdk.us.tiktokv.com,404 Not Found,404,162,mssdk.us.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,CN=*.us.tiktokv.com,*.us.tiktokv.com,us.tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",b93176ec91faf41d879b8250a829b5eb,c1f991759ee309e9c3099913c88fd32550ddccb137bb15f968fe68ca524a9007,True,ctls,mssdk.us.tiktokv.com,,443,https://mssdk.us.tiktokv.com:443,https,nginx,text/html,GET,184.29.143.169,/,190856733,184.29.143.179,Nginx,8,False,,,,,,
mssdk16-normal-useast1a.tiktokv.com,404 Not Found,404,548,mssdk16-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,mssdk16-normal-useast1a.tiktokv.com,,443,https://mssdk16-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.181,/,566218143,95.101.111.133,Nginx,14,False,,,,,,
mssdk19-normal-useast1a.tiktokv.com,404 Not Found,404,548,mssdk19-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-07T00:00:00Z,2023-08-07T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",4eaf4ca1dcb15921828806f7b1444b1c,e528ed97a423368b9cbea9fcd713c330a9adb6da0f7dcba62948e5e845df8674,True,ctls,mssdk19-normal-useast1a.tiktokv.com,fastly,443,https://mssdk19-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,146.75.122.73,/,566218143,146.75.122.73,Varnish,14,False,True,,,,,
mssdk22-normal-alisg.tiktokv.com,404 Not Found,404,548,mssdk22-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mssdk22-normal-alisg.tiktokv.com,google,443,https://mssdk22-normal-alisg.tiktokv.com:443,https,nginx,text/html,GET,34.98.103.214,/,566218143,34.117.139.101,Nginx,14,False,True,,,,,
mssdk22-normal-useast2a.tiktokv.com,404 Not Found,404,548,mssdk22-normal-useast2a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-10-14T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d94ec51a5ba2d0ac1e028e69419dd4bb,d4c9df573c090b5071e0d5e086ef723a6180eb25b91b71ece63dadf131e11228,True,ctls,mssdk22-normal-useast2a.tiktokv.com,google,443,https://mssdk22-normal-useast2a.tiktokv.com:443,https,nginx,text/html,GET,34.117.29.11,/,566218143,34.117.29.11,Nginx,14,False,True,,,,,
music.tiktok.com,403 Forbidden,403,548,music.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-05-17T23:59:59Z,CN=*.music.tiktok.com,*.music.tiktok.com,music.tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,bf6cf7fa7276f9b190a940a3f06088bb,5b0e1262cb3d84c90378f10adce3df89c69c1fa9871b9ce74bc95003a752b019,True,ctls,music.tiktok.com,,443,https://music.tiktok.com:443,https,nginx,text/html,GET,2.16.187.96,/,586998417,2.16.187.50,Nginx,14,False,,,,,,
newsroom.tiktok.com,TikTok News and Top Stories | TikTok Newsroom,200,895190,newsroom.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-15T00:00:00Z,2024-01-15T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL ECC CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL ECC CA 2018,DigiCert Inc,733f55ea52159099d48dc3591a9cafcb,7bb5bb00b5395b40c07a3ab3b328764f043d625711570abac24b0688610bc60f,True,ctls,newsroom.tiktok.com,,443,https://newsroom.tiktok.com:443,https,nginx,text/html,GET,2.16.241.13,/,1436288319,2.16.241.4,Nginx,8,False,,s20.tiktokcdn.com,,,https://newsroom.tiktok.com/en-us/,
newsroom.us.tiktok.com,TikTok News and Top Stories | TikTok Newsroom,200,899178,newsroom.us.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-26T00:00:00Z,2023-06-26T23:59:59Z,CN=*.us.tiktok.com,*.us.tiktok.com,us.tiktok.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",fa092ce9d687214d2a8c351a2f3e02d6,a2f029026a824c0babb88200abd9abd3efe6a5597f23b9a30f04fe62a8664afd,True,ctls,newsroom.us.tiktok.com,,443,https://newsroom.us.tiktok.com:443,https,nginx,text/html,GET,104.126.119.105,/,1436288319,104.126.119.104,Nginx,8,False,,*.googletagmanager.com,,,https://newsroom.us.tiktok.com/en-us/,
now.tiktok.com,"TikTok Now, Share this moment",200,739342,now.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,now.tiktok.com,,443,https://now.tiktok.com:443,https,nginx,text/html,GET,23.3.88.185,/,-2021802052,23.3.88.146,Nginx,1,False,,,,,,
oec-api.tiktokv.com,404 Not Found,404,548,oec-api.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,oec-api.tiktokv.com,,443,https://oec-api.tiktokv.com:443,https,nginx,text/html,GET,2.16.187.43,/,566218143,2.16.187.25,Nginx,14,False,,,,,,
oec-phx.tiktokv.com,404 Not Found,404,548,oec-phx.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,oec-phx.tiktokv.com,,443,https://oec-phx.tiktokv.com:443,https,nginx,text/html,GET,95.101.111.150,/,566218143,95.101.111.144,Nginx,14,False,,,,,,
oec-sso.tiktok.com,,200,107,oec-sso.tiktok.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2024-04-12T23:59:59Z,CN=*.tiktok.com,*.tiktok.com,tiktok.com,"CN=RapidSSL TLS ECC CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL TLS ECC CA G1,DigiCert Inc,8ea8036b1e49b355d4e4ee8152d9d01d,ce6598b7b8e76273f77cd79f4f3b325d9b0b2400d1a52fbaff93799e1aa77b79,True,ctls,oec-sso.tiktok.com,,443,https://oec-sso.tiktok.com:443,https,nginx,application/json,GET,104.126.37.145,/,-1840324437,104.126.37.178,Nginx,1,False,,,,,,
oec15-normal-useast1a.tiktokv.com,404 Not Found,404,146,oec15-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",afbd6563119a709e115e8a7c44d8361d,22bb91e07a0ac42d227c020324b119ea2622447a31ecc452681d589897e25e6c,True,ctls,oec15-normal-useast1a.tiktokv.com,cloudfront,443,https://oec15-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,13.32.99.14,/,1494302000,13.32.99.34,Nginx,8,False,True,,,,,
oec15-normal-useast2a.tiktokv.com,404 Not Found,404,146,oec15-normal-useast2a.tiktokv.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",afbd6563119a709e115e8a7c44d8361d,22bb91e07a0ac42d227c020324b119ea2622447a31ecc452681d589897e25e6c,True,ctls,oec15-normal-useast2a.tiktokv.com,cloudfront,443,https://oec15-normal-useast2a.tiktokv.com:443,https,nginx,text/html,GET,143.204.89.114,/,1494302000,143.204.89.111,Nginx,8,False,True,,,,,
oec16-normal-alisg.tiktokv.com,404 Not Found,404,548,oec16-normal-alisg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,oec16-normal-alisg.tiktokv.com,,443,https://oec16-normal-alisg.tiktokv.com:443,https,nginx,text/html,GET,23.3.88.152,/,566218143,23.3.88.136,Nginx,14,False,,,,,,
oec16-normal-gquic-useast1a.tiktokv.com,404 Not Found,404,146,oec16-normal-gquic-useast1a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-11-13T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",020be337069bcb32129ad349328bf498,63f8a8ac476edf73e1d4cb2c7d90410aae86fa3d0d0964c379e697b7cb00ed86,True,ctls,oec16-normal-gquic-useast1a.tiktokv.com,,443,https://oec16-normal-gquic-useast1a.tiktokv.com:443,https,nginx,text/html,GET,23.32.238.203,/,1494302000,23.32.238.209,Nginx,8,False,,,,,,
oec16-normal-gquic-useast2a.tiktokv.com,404 Not Found,404,548,oec16-normal-gquic-useast2a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-11-13T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",020be337069bcb32129ad349328bf498,63f8a8ac476edf73e1d4cb2c7d90410aae86fa3d0d0964c379e697b7cb00ed86,True,ctls,oec16-normal-gquic-useast2a.tiktokv.com,,443,https://oec16-normal-gquic-useast2a.tiktokv.com:443,https,nginx,text/html,GET,2.16.186.9,/,566218143,2.16.186.32,Nginx,14,False,,,,,,
oec16-normal-gquic.tiktokv.com,404 Not Found,404,146,oec16-normal-gquic.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-11-13T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",020be337069bcb32129ad349328bf498,63f8a8ac476edf73e1d4cb2c7d90410aae86fa3d0d0964c379e697b7cb00ed86,True,ctls,oec16-normal-gquic.tiktokv.com,,443,https://oec16-normal-gquic.tiktokv.com:443,https,nginx,text/html,GET,2.16.241.5,/,1494302000,2.16.241.4,Nginx,8,False,,,,,,
oec16-normal-iquic-alisg.tiktokv.com,404 Not Found,404,548,oec16-normal-iquic-alisg.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-11-13T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",020be337069bcb32129ad349328bf498,63f8a8ac476edf73e1d4cb2c7d90410aae86fa3d0d0964c379e697b7cb00ed86,True,ctls,oec16-normal-iquic-alisg.tiktokv.com,,443,https://oec16-normal-iquic-alisg.tiktokv.com:443,https,nginx,text/html,GET,23.32.238.226,/,566218143,23.32.238.186,Nginx,14,False,,,,,,
oec16-normal-iquic-useast2a.tiktokv.com,404 Not Found,404,548,oec16-normal-iquic-useast2a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-11-13T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",020be337069bcb32129ad349328bf498,63f8a8ac476edf73e1d4cb2c7d90410aae86fa3d0d0964c379e697b7cb00ed86,True,ctls,oec16-normal-iquic-useast2a.tiktokv.com,,443,https://oec16-normal-iquic-useast2a.tiktokv.com:443,https,nginx,text/html,GET,23.32.238.233,/,566218143,23.32.238.226,Nginx,14,False,,,,,,
oec16-normal-iquic.tiktokv.com,404 Not Found,404,146,oec16-normal-iquic.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-11-13T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",020be337069bcb32129ad349328bf498,63f8a8ac476edf73e1d4cb2c7d90410aae86fa3d0d0964c379e697b7cb00ed86,True,ctls,oec16-normal-iquic.tiktokv.com,,443,https://oec16-normal-iquic.tiktokv.com:443,https,nginx,text/html,GET,2.16.186.25,/,1494302000,2.16.186.42,Nginx,8,False,,,,,,
oec16-normal-useast1a.tiktokv.com,404 Not Found,404,146,oec16-normal-useast1a.tiktokv.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-09-12T23:59:59Z,CN=*.tiktokv.com,*.tiktokv.com,tiktokv.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",c285c4454729ec56967f1a33375712c9,aaf29afdbd44828b52ad261d728ebde3351bc74f4b188d63f79bf85f038cd419,True,ctls,oec16-normal-useast1a.tiktokv.com,,443,https://oec16-normal-useast1a.tiktokv.com:443,https,nginx,text/html,GET,23.3.88.227,/,1494302000,2.21.79.74,Nginx,8,False,,,,,,
