new,host,a,cname,soa,status_code,aaaa,ns,cdn,cdn-name,mx,txt
[x],test.nos.nl,"108.138.7.99, 108.138.7.77, 108.138.7.25, 108.138.7.110",d2jhbd51v92vqx.cloudfront.net,"ns-345.awsdns-43.com, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:2490:ce00:5:9878:8e40:93a1, 2600:9000:2490:6c00:5:9878:8e40:93a1, 2600:9000:2490:3400:5:9878:8e40:93a1, 2600:9000:2490:de00:5:9878:8e40:93a1, 2600:9000:2490:d000:5:9878:8e40:93a1, 2600:9000:2490:400:5:9878:8e40:93a1, 2600:9000:2490:fa00:5:9878:8e40:93a1, 2600:9000:2490:7c00:5:9878:8e40:93a1","ns-1890.awsdns-44.co.uk, ns-345.awsdns-43.com, ns-791.awsdns-34.net, ns-1307.awsdns-35.org",True,cloudfront,,
[x],testportal.nos.nl,145.58.80.67,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],tor248-280-gre.next.nos.nl,"52.58.140.166, 3.66.66.237, 3.121.37.51, 52.29.248.163, 52.29.195.181, 52.57.213.175",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],training.next.nos.nl,"3.121.37.51, 52.29.195.181, 52.29.248.163, 52.58.140.166, 52.57.213.175, 3.66.66.237",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],tunnel.nos.nl,145.58.19.213,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],tv.nos.nl,"52.29.195.181, 52.29.248.163, 52.57.213.175, 52.58.140.166, 3.66.66.237, 3.121.37.51",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ucconf01.nos.nl,145.58.19.203,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],ucl.nos.nl,145.58.30.3,redir.omroep.nl,"minnie.omroep.nl, hostmaster.omroep.nl",NOERROR,2a02:458:101:30::3,,,,,
[x],usw9-200-pda.next.nos.nl,"52.57.213.175, 52.29.248.163, 3.66.66.237, 3.121.37.51, 52.29.195.181, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],videojenkinslabmysqlbackups.api.nos.nl,"52.57.213.175, 3.121.37.51, 3.66.66.237, 52.58.140.166, 52.29.195.181, 52.29.248.163",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],vod.api.nos.nl,"3.121.37.51, 3.66.66.237, 52.29.195.181, 52.57.213.175, 52.29.248.163, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1081.awsdns-07.org, ns-1584.awsdns-06.co.uk, ns-299.awsdns-37.com, ns-759.awsdns-30.net",,,,
[x],voetbal.nos.nl,145.58.30.3,redir.omroep.nl,"minnie.omroep.nl, hostmaster.omroep.nl",NOERROR,2a02:458:101:30::3,,,,,
[x],vpn.nos.nl,145.58.25.234,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],vpn1.nos.nl,145.58.25.100,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web2318libfilesnaarshared.next.nos.nl,"52.29.195.181, 52.29.248.163, 52.58.140.166, 52.57.213.175, 3.121.37.51, 3.66.66.237",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3706accessibilitysportgebru.next.nos.nl,"3.66.66.237, 52.29.195.181, 52.29.248.163, 3.121.37.51, 52.57.213.175, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3721componentinstorybookpol.next.nos.nl,"52.58.140.166, 52.29.195.181, 52.29.248.163, 52.57.213.175, 3.121.37.51, 3.66.66.237",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3731jjitempaginaheadervideo.next.nos.nl,,apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1511.awsdns-60.org, ns-1582.awsdns-05.co.uk, ns-311.awsdns-38.com, ns-823.awsdns-38.net",,,,
[x],web3784clustercardv2.next.nos.nl,"52.29.195.181, 52.58.140.166, 52.29.248.163, 3.66.66.237, 52.57.213.175, 3.121.37.51",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3794addclustertovideo.next.nos.nl,,apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3794implementerenopdepagina.next.nos.nl,"52.29.195.181, 3.66.66.237, 3.121.37.51, 52.57.213.175, 52.58.140.166, 52.29.248.163",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3806jjfocusstatemeerconsist.next.nos.nl,"52.58.140.166, 3.66.66.237, 3.121.37.51, 52.57.213.175, 52.29.248.163, 52.29.195.181",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3808jjartikelpaginacarrouse.next.nos.nl,"52.57.213.175, 3.66.66.237, 52.29.195.181, 52.29.248.163, 3.121.37.51, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3839updatecopy.next.nos.nl,"52.57.213.175, 52.58.140.166, 52.29.248.163, 3.66.66.237, 3.121.37.51, 52.29.195.181",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3867jjartikelpaginatekstvel.next.nos.nl,"52.58.140.166, 3.66.66.237, 52.29.248.163, 3.121.37.51, 52.29.195.181, 52.57.213.175",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3907jjpollgaatstukbij320.next.nos.nl,"3.121.37.51, 52.29.195.181, 52.29.248.163, 52.57.213.175, 52.58.140.166, 3.66.66.237",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],web3918jjartikelpaginaregelafs.next.nos.nl,"52.57.213.175, 3.66.66.237, 52.29.195.181, 3.121.37.51, 52.29.248.163, 52.58.140.166",apps.nos.cluster.chp4.io,"ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],webpps.nos.nl,145.58.19.223,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],webpps.rtv.nos.nl,145.58.19.198,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],webrooster.nos.nl,20.52.182.15,"webrooster-nosrtv.msappproxy.net, 6b237c09-c82d-40f7-a185-b65b057a7781.tenant.runtime.msappproxy.net, cwap-eur2-runtime.routing.msappproxy.net, eur.proxy-2.appproxy.msidentity.com, www.tm.eur.proxy-2.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,True,azure,,
[x],wifi-1.nos.nl,145.58.128.181,,"ns-1511.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1511.awsdns-60.org, ns-1582.awsdns-05.co.uk, ns-311.awsdns-38.com, ns-823.awsdns-38.net",,,,
[x],wsc.cdn.nos.nl,"18.64.119.34, 18.64.119.118, 18.64.119.19, 18.64.119.16",d3tuzrtp5ltywa.cloudfront.net,"ns-1695.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"2600:9000:219c:b600:3:bc63:ba80:93a1, 2600:9000:219c:7200:3:bc63:ba80:93a1, 2600:9000:219c:da00:3:bc63:ba80:93a1, 2600:9000:219c:2e00:3:bc63:ba80:93a1, 2600:9000:219c:a000:3:bc63:ba80:93a1, 2600:9000:219c:4600:3:bc63:ba80:93a1, 2600:9000:219c:4800:3:bc63:ba80:93a1, 2600:9000:219c:3c00:3:bc63:ba80:93a1","ns-1433.awsdns-51.org, ns-1695.awsdns-19.co.uk, ns-434.awsdns-54.com, ns-891.awsdns-47.net",True,cloudfront,,
[x],www.nos.nl,"99.84.208.95, 99.84.208.94, 99.84.208.41, 99.84.208.126",d2smx6wmggkqjx.cloudfront.net,"ns-1130.awsdns-13.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1130.awsdns-13.org, ns-1809.awsdns-34.co.uk, ns-168.awsdns-21.com, ns-556.awsdns-05.net",True,cloudfront,,
[x],www.over.nos.nl,,"redirect.nos.nl, apps.nos.cluster.chp4.io","ns-1081.awsdns-07.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
