new,host,a,aaaa,soa,ns,status_code,cdn,cdn-name,cname,has_internal_ips,internal_ips,txt,caa,mx
,fooddynasty.instacart.com,"104.18.26.51, 104.18.27.51, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:1b33, 2606:4700::6812:1a33, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,food-dynasty.pbis-cf.instacart.com,,,,,
,foodemporium.instacart.com,"104.18.29.180, 104.18.28.180","2606:4700::6812:1db4, 2606:4700::6812:1cb4","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,the-food-emporium.pbis-cf.instacart.com,,,,,
,foodking.instacart.com,"104.18.31.184, 104.18.30.184","2606:4700::6812:1eb8, 2606:4700::6812:1fb8","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,food-king.pbis-cf.instacart.com,,,,,
,foodlion-pbi.pbis-cf.instacart.com,"104.18.13.219, 104.18.12.219","2606:4700::6812:cdb, 2606:4700::6812:ddb","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,foodlion.dev.instacart.tools,"104.18.23.15, 104.18.22.15","2606:4700::6812:160f, 2606:4700::6812:170f","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,foodlion.pbis-cf-dev.instacart.tools,,,,,
,foodlion.pbis-cf-dev.instacart.tools,"104.18.22.15, 104.18.23.15","2606:4700::6812:170f, 2606:4700::6812:160f","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,foodmaxx.instacart.com,"104.18.0.238, 104.18.1.238","2606:4700::6812:1ee, 2606:4700::6812:ee","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,foodmaxx.pbis-cf.instacart.com,,,,,
,foodmaxx.pbis-cf.instacart.com,"104.18.1.238, 104.18.0.238","2606:4700::6812:1ee, 2606:4700::6812:ee","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,foods-co-delivery-now.pbis-cf.instacart.com,"104.18.0.205, 104.18.1.205","2606:4700::6812:1cd, 2606:4700::6812:cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,foodscoconvenience.instacart.com,,"2606:4700::6812:1cd, 2606:4700::6812:cd","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,foods-co-delivery-now.pbis-cf.instacart.com,,,,,
,foodtown.pbis-cf.instacart.com,"104.18.10.27, 104.18.11.27","2606:4700::6812:b1b, 2606:4700::6812:a1b","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,fooduniverse.instacart.com,"104.18.28.142, 104.18.29.142","2606:4700::6812:1c8e, 2606:4700::6812:1d8e","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,food-universe.pbis-cf.instacart.com,,,,,
,foodway.instacart.com,"104.18.16.120, 104.18.17.120","2606:4700::6812:1178, 2606:4700::6812:1078","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,food-way.pbis-cf.instacart.com,,,,,
,fortinos.pbis-cf.instacart.com,"104.18.2.145, 104.18.3.145","2606:4700::6812:391, 2606:4700::6812:291","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,fredmeyerconvenience.instacart.com,"104.18.12.181, 104.18.13.181, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:db5, 2606:4700::6812:cb5, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,fred-meyer-delivery-now.pbis-cf.instacart.com,,,,,
,fresh-by-brookshires.pbis-cf.instacart.com,"104.18.31.230, 104.18.30.230","2606:4700::6812:1ee6, 2606:4700::6812:1fe6","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,fresh-thyme.pbis-cf.instacart.com,"104.18.17.43, 104.18.16.43","2606:4700::6812:102b, 2606:4700::6812:112b","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,freshgroceryscan.instacart.com,"104.18.17.160, 104.18.16.160","2606:4700::6812:11a0, 2606:4700::6812:10a0","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,shared-pbis.pbis-cf.instacart.com,,,,,
,frysconvenience.instacart.com,,,"ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,frysconvenience.pbis-cf.instacart.com,,,,,
,frysconvenience.pbis-cf.instacart.com,,,"ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,galafresh.instacart.com,"104.18.29.8, 104.18.28.8","2606:4700::6812:1d08, 2606:4700::6812:1c08","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,gala-fresh.pbis-cf.instacart.com,,,,,
,garden-test.pbis-cf.instacart.com,"104.18.28.110, 104.18.29.110","2606:4700::6812:1d6e, 2606:4700::6812:1c6e","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,gardentest.instacart.com,"104.18.29.110, 104.18.28.110","2606:4700::6812:1d6e, 2606:4700::6812:1c6e","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,garden-test.pbis-cf.instacart.com,,,,,
,gelsons-onecart-dev.pbis-cf-dev.instacart.tools,"104.18.20.60, 104.18.21.60","2606:4700::6812:143c, 2606:4700::6812:153c","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,gelsons-onecart.instacart.com,"104.18.25.146, 104.18.24.146",,"ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,gelsons-onecart.pbis-cf.instacart.com,,,,,
,gelsons-onecart.pbis-cf.instacart.com,"104.18.25.146, 104.18.24.146, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:1992, 2606:4700::6812:1892, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,gelsons.instacart.com,"104.18.14.9, 104.18.15.9","2606:4700::6812:f09, 2606:4700::6812:e09","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,gelsons.pbis-cf.instacart.com,,,,,
,gelsons.pbis-cf.instacart.com,"104.18.15.9, 104.18.14.9","2606:4700::6812:f09, 2606:4700::6812:e09","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,gerbes-delivery-now.pbis-cf.instacart.com,"104.18.19.177, 104.18.18.177","2606:4700::6812:12b1, 2606:4700::6812:13b1","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,gerbesconvenience.instacart.com,"188.114.99.229, 188.114.98.229","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,gerbes-delivery-now.pbis-cf.instacart.com,,,,,
,gfs.pbis-cf.instacart.com,"104.18.16.135, 104.18.17.135","2606:4700::6812:1087, 2606:4700::6812:1187","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,giant-instant-delivery.pbis-cf.instacart.com,"104.18.22.229, 104.18.23.229","2606:4700::6812:17e5, 2606:4700::6812:16e5","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,giant-tiger.pbis-cf.instacart.com,"104.18.5.153, 104.18.4.153","2606:4700::6812:599, 2606:4700::6812:499","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,go.instacart.tools,52.72.13.96,,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,gourmet-garage.instacart.com,"104.18.17.217, 104.18.16.217",,"ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,gourmet-garage.pbis-cf.instacart.com,,,,,
,gourmet-garage.pbis-cf.instacart.com,"104.18.17.217, 104.18.16.217","2606:4700::6812:10d9, 2606:4700::6812:11d9","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,gradle-cache.instacart.tools,"172.30.36.123, 172.30.68.77, 172.30.23.207, 172.30.49.81",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"172.30.36.123, 172.30.68.77, 172.30.23.207, 172.30.49.81",,,
,grapevine.instacart.com,"52.7.62.163, 52.72.248.182, 54.172.171.241, 3.211.94.181, 3.216.118.29, 3.218.233.119, 3.233.112.154, 34.234.20.152",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,graphql.instacart.tools,"172.30.109.252, 172.30.135.192, 172.30.116.7, 172.30.93.117",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,True,"172.30.109.252, 172.30.135.192, 172.30.116.7, 172.30.93.117",,,
,green-valley-marketplace-of-sunnyside.pbis-cf.instacart.com,"104.18.23.224, 104.18.22.224","2606:4700::6812:16e0, 2606:4700::6812:17e0","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,greers.pbis-cf.instacart.com,"104.18.31.92, 104.18.30.92","2606:4700::6812:1e5c, 2606:4700::6812:1f5c","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,gristedes.instacart.com,"104.18.22.211, 104.18.23.211","2606:4700::6812:17d3, 2606:4700::6812:16d3","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,gristedes.pbis-cf.instacart.com,,,,,
,grove-city-country-market.pbis-cf.instacart.com,"104.18.24.16, 104.18.25.16","2606:4700::6812:1910, 2606:4700::6812:1810","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,gussmarket.pbis-cf.instacart.com,"104.18.17.247, 104.18.16.247","2606:4700::6812:11f7, 2606:4700::6812:10f7","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,harps-food-store.pbis-cf.instacart.com,"104.18.0.23, 104.18.1.23, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:117, 2606:4700::6812:17, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,harrison-market.pbis-cf.instacart.com,"104.18.29.30, 104.18.28.30","2606:4700::6812:1d1e, 2606:4700::6812:1c1e","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,harrisonmarket.instacart.com,"104.18.29.30, 104.18.28.30","2606:4700::6812:1d1e, 2606:4700::6812:1c1e","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,harrison-market.pbis-cf.instacart.com,,,,,
,haven.instacart.tools,,,"ns-246.awsdns-30.com, awsdns-hostmaster.amazon.com","ns-1175.awsdns-18.org, ns-2013.awsdns-59.co.uk, ns-246.awsdns-30.com, ns-637.awsdns-15.net",NOERROR,,,,,,,,
,healthy-planet.pbis-cf.instacart.com,,,"ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,heinens-onecart.instacart.com,"108.157.214.53, 108.157.214.19, 108.157.214.86, 108.157.214.39",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,heinens-onecart.pbis-cf.instacart.com,"104.18.31.201, 104.18.30.201","2606:4700::6812:1ec9, 2606:4700::6812:1fc9","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,heinens.instacart.com,"52.71.33.233, 34.225.232.235, 18.211.153.78, 52.0.133.218",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com","ns-132.awsdns-16.com, ns-1394.awsdns-46.org, ns-1943.awsdns-50.co.uk, ns-589.awsdns-09.net",NOERROR,,,,,,,,
,heinenspbi.dev.instacart.tools,,,"ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,heinenspbi.pbis-cf-dev.instacart.tools,"104.18.6.150, 104.18.7.150","2606:4700::6812:696, 2606:4700::6812:796","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,hello.instacart.com,,,"aisha.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,u3135123.wl124.sendgrid.net,,,v=spf1 ip4:167.89.41.246 -all,,mx.sendgrid.net
,hen-house.pbis-cf.instacart.com,"104.18.8.232, 104.18.9.232","2606:4700::6812:8e8, 2606:4700::6812:9e8","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,henhouse.instacart.com,"104.18.9.232, 104.18.8.232, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:9e8, 2606:4700::6812:8e8, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,hen-house.pbis-cf.instacart.com,,,,,
,holiday-farms.pbis-cf.instacart.com,"104.18.30.174, 104.18.31.174","2606:4700::6812:1eae, 2606:4700::6812:1fae",,,NOERROR,True,cloudflare,,,,,,
,holidayfarms.instacart.com,"104.18.31.174, 104.18.30.174","2606:4700::6812:1fae, 2606:4700::6812:1eae","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,holiday-farms.pbis-cf.instacart.com,,,,,
,homeland.instacart.com,"104.18.20.135, 104.18.21.135, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:1587, 2606:4700::6812:1487, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,homeland.pbis-cf.instacart.com,,,,,
,homeland.pbis-cf.instacart.com,"104.18.21.135, 104.18.20.135","2606:4700::6812:1587, 2606:4700::6812:1487","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,hornbachers.pbis-cf.instacart.com,"104.18.14.123, 104.18.15.123","2606:4700::6812:e7b, 2606:4700::6812:f7b","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,http-www-rappler-com-5-0.instacart.tools,,2602:fcbc:0:3::11,,,NOERROR,,,,,,,,
,image-server.instacart.com,"3.213.41.171, 34.237.200.142, 3.227.182.27",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,incoming.instacart.com,,,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,instacart.tools,,,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com","ns-1036.awsdns-01.org, ns-1560.awsdns-03.co.uk, ns-483.awsdns-60.com, ns-596.awsdns-10.net",NOERROR,,,,,,"google-site-verification=6WjmY2q2ZtSgjfcWIullb-ylBOcUxsOuq-nK5a0GHsA, google-site-verification=NLGXmH5lL1OnikGnXOgps8HUUVwrGDQKKre6OaY-I3I, v=spf1 include:spf.mandrillapp.com -all",,"aspmx.l.google.com, alt3.aspmx.l.google.com, alt4.aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com"
,investors.instacart.com,23.67.132.223,,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,"instacart.gcs-web.com, wildcard.gcs-web.com, wildcard.gcs-web.edgekey.net, e11065.dsca.akamaiedge.net",,,,,
,isc-sandbox.instacart.tools,,,"ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com","ns-597.awsdns-10.net, ns-1221.awsdns-24.org, ns-1658.awsdns-15.co.uk, ns-395.awsdns-49.com",NOERROR,,,,,,,,
,j-j-farms.pbis-cf.instacart.com,"104.18.26.104, 104.18.27.104, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:1b68, 2606:4700::6812:1a68, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,jacksons-food-stores.pbis-cf.instacart.com,"104.18.12.243, 104.18.13.243","2606:4700::6812:cf3, 2606:4700::6812:df3","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,jayc-delivery-now.pbis-cf.instacart.com,"104.18.21.39, 104.18.20.39","2606:4700::6812:1427, 2606:4700::6812:1527","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,jenkins-artifacts.instacart.tools,"172.30.88.115, 172.30.100.79",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,jenkins-1-artifacts.instacart.tools,True,"172.30.88.115, 172.30.100.79",,,
,jenkins.instacart.tools,"172.30.88.115, 172.30.100.79",,"ns-1036.awsdns-01.org, awsdns-hostmaster.amazon.com",,NOERROR,,,jenkins-1.instacart.tools,True,"172.30.88.115, 172.30.100.79",,,
,jerrys-food.pbis-cf.instacart.com,"104.18.4.133, 104.18.5.133","2606:4700::6812:585, 2606:4700::6812:485","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,jewel-osco.pbis-cf.instacart.com,"104.18.26.156, 104.18.27.156","2606:4700::6812:1a9c, 2606:4700::6812:1b9c","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,jjfarms.instacart.com,"104.18.27.104, 104.18.26.104","2606:4700::6812:1a68, 2606:4700::6812:1b68","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,j-j-farms.pbis-cf.instacart.com,,,,,
,joe-randazzos-fruit-vegetable-market.pbis-cf.instacart.com,"104.18.16.164, 104.18.17.164","2606:4700::6812:11a4, 2606:4700::6812:10a4","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,jwk.instacart.com,"104.18.7.66, 104.18.6.66",,"ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,kamino-test2.instacart.tools,,,"ns-156.awsdns-19.com, awsdns-hostmaster.amazon.com","ns-156.awsdns-19.com, ns-2017.awsdns-60.co.uk, ns-942.awsdns-53.net, ns-1472.awsdns-56.org",NOERROR,,,,,,,,
,key-food-urban-marketplace.pbis-cf.instacart.com,"104.18.23.106, 104.18.22.106","2606:4700::6812:166a, 2606:4700::6812:176a","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,key-food.pbis-cf.instacart.com,"104.18.29.18, 104.18.28.18",,"ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,key-fresh-natural.pbis-cf.instacart.com,"104.18.0.203, 104.18.1.203","2606:4700::6812:cb, 2606:4700::6812:1cb","ivan.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,keyfood.instacart.com,"104.18.28.18, 104.18.29.18","2606:4700::6812:1c12, 2606:4700::6812:1d12","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,key-food.pbis-cf.instacart.com,,,,,
,keyfoodurbanmarketplace.instacart.com,"104.18.23.106, 104.18.22.106, 108.162.193.120, 172.64.33.120, 173.245.59.120, 108.162.192.205, 172.64.32.205, 173.245.58.205","2606:4700::6812:166a, 2606:4700::6812:176a, 2606:4700:58::adf5:3b78, 2803:f800:50::6ca2:c178, 2a06:98c1:50::ac40:2178, 2606:4700:50::adf5:3acd, 2803:f800:50::6ca2:c0cd, 2a06:98c1:50::ac40:20cd","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,key-food-urban-marketplace.pbis-cf.instacart.com,,,,,
,keyfreshnatural.instacart.com,"104.18.0.203, 104.18.1.203","2606:4700::6812:cb, 2606:4700::6812:1cb","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,key-fresh-natural.pbis-cf.instacart.com,,,,,
,kfmarketplace.instacart.com,"104.18.10.130, 104.18.11.130","2606:4700::6812:b82, 2606:4700::6812:a82","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,kfmarketplace.pbis-cf.instacart.com,,,,,
,king-soopers-delivery-now.pbis-cf.instacart.com,"104.18.26.227, 104.18.27.227","2606:4700::6812:1be3, 2606:4700::6812:1ae3","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,kingsoopersconvenience.instacart.com,"188.114.99.229, 188.114.98.229","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","ivan.ns.cloudflare.com, dns.cloudflare.com","molly.ns.cloudflare.com, ivan.ns.cloudflare.com",NOERROR,True,cloudflare,king-soopers-delivery-now.pbis-cf.instacart.com,,,,,
,kroger-delivery-now.pbis-cf.instacart.com,"104.18.25.123, 104.18.24.123","2606:4700::6812:197b, 2606:4700::6812:187b","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
,kroger-stg.instacart.com,"54.161.139.226, 52.54.8.236, 34.226.251.236, 34.205.227.184",,"ns-589.awsdns-09.net, awsdns-hostmaster.amazon.com","ns-132.awsdns-16.com, ns-1394.awsdns-46.org, ns-1943.awsdns-50.co.uk, ns-589.awsdns-09.net",NOERROR,,,,,,,,
,krogerconvenience.instacart.com,"104.18.24.123, 104.18.25.123","2606:4700::6812:197b, 2606:4700::6812:187b","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,kroger-delivery-now.pbis-cf.instacart.com,,,,,
,la-michoacana-meat-market.pbis-cf.instacart.com,"104.18.0.7, 104.18.1.7","2606:4700::6812:7, 2606:4700::6812:107","ivan.ns.cloudflare.com, dns.cloudflare.com","ivan.ns.cloudflare.com, molly.ns.cloudflare.com",NOERROR,True,cloudflare,,,,,,
