input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tls_subject_org_,csp_domains_,final_url
pbis.instacart.com,Instacart | Grocery Delivery or Pickup from Local Stores Near You,200,761816,,443,https://pbis.instacart.com:443,https,nginx,text/html,GET,3.218.193.234,/,-738705486,18.208.17.77,Nginx,152,False,,pbis.instacart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-10T23:59:59Z,CN=pbis.instacart.com,pbis.instacart.com,pbis.instacart.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f63d86c36cb02f7c05790974c0949c5b,f29f7db2a5b8cf363255b3145b99cae6e2f6c210de4e67def9310ffc308b4ee6,,ctls,pbis.instacart.com,,,
piggly-wiggly.pbis-cf.instacart.com,,403,16,cloudflare,443,https://piggly-wiggly.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.20.113,/,1253481126,2606:4700::6812:1471,HTTP/3,1,False,True,piggly-wiggly.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T22:12:29Z,2023-07-16T22:12:28Z,CN=piggly-wiggly.pbis-cf.instacart.com,piggly-wiggly.pbis-cf.instacart.com,*.piggly-wiggly.pbis-cf.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,766b4ce1e97178996a27d9b82ef6eb26,7536d71131ddd6dfa61f97106682d39b0845c9e5d92d14f764a6f4461b424f98,True,ctls,piggly-wiggly.pbis-cf.instacart.com,,,
plum-market.pbis-cf.instacart.com,,403,16,cloudflare,443,https://plum-market.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.5.73,/,1253481126,2606:4700::6812:449,HTTP/3,1,False,True,plum-market.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,plum-market.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",88865d476bee269b549afd33bba8fc66,c3532f00e7b2519608b7a63a0c5f135916a2189ddec7c3b9590b4c0085f49d4d,True,ctls,plum-market.pbis-cf.instacart.com,"Cloudflare, Inc.",,
plummarket-onecart.instacart.com,Plum Market,200,7568,cloudflare,443,https://plummarket-onecart.instacart.com:443,https,cloudflare,text/html,GET,104.18.4.73,/,1126835021,2606:4700::6812:549,HTTP/3,1,False,True,prd-plm-platform-master-web.unataops.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-10-16T23:59:59Z,"CN=prd-plm-platform-master-web.unataops.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",prd-plm-platform-master-web.unataops.com,prd-plm-platform-master-web.unataops.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",6e9f1e3b012caca85feaf5d947303b59,e4cb911dc9723176ed1c8a0b5e84fa9b5fd78cd07cfdecb11d858e48d0a51d39,,ctls,prd-plm-platform-master-web.unataops.com,"Cloudflare, Inc.",,https://prd-plm-platform-master-web.unataops.com
pm-bounces.instacart.com,Postmark — Email delivery for web apps,200,4374,,80,http://pm-bounces.instacart.com:80,http,AmazonS3,text/html,GET,138.197.30.54,/,-1457628171,138.197.30.54,Amazon Web Services,85,False,,,,,,,,,,,,,,,,,,,,,,
portal.instacart.tools,,200,460,,80,http://portal.instacart.tools:80,http,nginx,text/html,GET,100.24.110.119,/,-1534040993,3.221.83.95,Nginx,8,False,,portal.instacart.tools,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-21T00:00:00Z,2024-02-19T23:59:59Z,CN=instacart.tools,instacart.tools,*.instacart.tools,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1ddd235770f125eb27865eb34a06ee07,445948165dee6daf3aaf7de9f6abfffc2a070b66bda15992ff44e938b9dd1dd2,True,ctls,portal.instacart.tools,,,https://portal.instacart.tools/login
post.assets.instacart.com,,200,,,443,https://post.assets.instacart.com:443,https,,,GET,52.19.145.179,/,-1840324437,34.248.176.243,,1,False,,post.assets.instacart.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-04-14T06:34:05Z,2023-07-13T06:34:04Z,CN=assets.instacart.com,assets.instacart.com,s.assets.instacart.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7993552cc0fafff06812ac3e39425feb,b48a86ba98606e125f8fa665688be212654c5c4a58567a40d65637b0a42a93a6,,ctls,post.assets.instacart.com,,,
prd.btf.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.btf.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.21.66,/,-986470109,2606:4700::6812:1442,HTTP/3,2,False,True,prd.btf.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:19:30Z,2023-06-29T00:19:29Z,CN=*.prd.btf.cf.enterprise.instacart.com,*.prd.btf.cf.enterprise.instacart.com,prd.btf.cf.enterprise.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,f906d6c293590ce2a4b7d5de5412c0ea,c8aea675ce1351ceec386a2a6e97f046e4f76b537e9ccf55e19700e45c60af13,True,ctls,prd.btf.cf.enterprise.instacart.com,,,
prd.cbc.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.cbc.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.1.35,/,-986470109,2606:4700::6812:23,HTTP/3,2,False,True,prd.cbc.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T21:46:37Z,2023-07-14T21:46:36Z,CN=prd.cbc.cf.enterprise.instacart.com,prd.cbc.cf.enterprise.instacart.com,*.prd.cbc.cf.enterprise.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,d148fd2a31bf5a700eaa1454dde8b88c,e014293511621e6837b26d13ebd84aea72cbc78a5fe3f283bfa1eed10034aafc,True,ctls,prd.cbc.cf.enterprise.instacart.com,,,
prd.cca.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.cca.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.6.55,/,-986470109,2606:4700::6812:637,HTTP/3,2,False,True,prd.cca.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-04T00:00:00Z,2024-03-03T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,prd.cca.cf.enterprise.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",147a706da9384da47ec8ff252222c623,67f160bf0aadfe50e22273843b5b8017edfd0cee2df382ec09c4d5d10d451b5d,True,ctls,prd.cca.cf.enterprise.instacart.com,"Cloudflare, Inc.",,
prd.fbz.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.fbz.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.2.38,/,-986470109,2606:4700::6812:226,HTTP/3,2,False,True,prd.fbz.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T12:16:22Z,2023-07-12T12:16:21Z,CN=prd.fbz.cf.enterprise.instacart.com,prd.fbz.cf.enterprise.instacart.com,*.prd.fbz.cf.enterprise.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,218253a7a9d63589be0210d6a356a6f1,e8da06fe2da9a883b64fb2e3a900334b0c1d902e0a91fad09294fdb7aeb3c539,True,ctls,prd.fbz.cf.enterprise.instacart.com,,,
prd.fdl.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.fdl.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.20.46,/,-986470109,2606:4700::6812:152e,HTTP/3,2,False,True,prd.fdl.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-03-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.prd.fdl.cf.enterprise.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",72f36713c6b3fcc59095b87833fdcc2e,b1c87e164f554e0684a11874dcb2f6116199ba95674e2c21d2ba735610824418,True,ctls,prd.fdl.cf.enterprise.instacart.com,"Cloudflare, Inc.",,
prd.har.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.har.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.11.96,/,-986470109,2606:4700::6812:a60,HTTP/3,2,False,True,prd.har.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-12T00:00:00Z,2024-03-11T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",313eae96f347f0cde46a9336bb8bc49e,2ab9c7921baaa7aad255ec9500c5aacd9847fd7b3eca8cf10ac86c76c000ce3c,True,ctls,prd.har.cf.enterprise.instacart.com,"Cloudflare, Inc.",,
prd.spr.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.spr.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.31.249,/,-986470109,2606:4700::6812:1ff9,HTTP/3,2,False,True,prd.spr.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-23T00:00:00Z,2024-04-22T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,prd.spr.cf.enterprise.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ed10c97b7108561b4afcc017a9e07389,cb28e2b331b902437cfaf658da5218342b324dee2a5a510549915ba5ab1e3ef9,True,ctls,prd.spr.cf.enterprise.instacart.com,"Cloudflare, Inc.",,
prd.stl.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.stl.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.31.165,/,-986470109,2606:4700::6812:1fa5,HTTP/3,2,False,True,prd.stl.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T19:40:12Z,2023-07-07T19:40:11Z,CN=*.prd.stl.cf.enterprise.instacart.com,*.prd.stl.cf.enterprise.instacart.com,prd.stl.cf.enterprise.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,b83ffcd085764fd33ad1e375b0d09e29,e314e7786d6ddee6538402b7547db208a229045a1be0b3772d07f52c63e0b660,True,ctls,prd.stl.cf.enterprise.instacart.com,,,
prd.weg.cf.enterprise.instacart.com,,200,32,cloudflare,443,https://prd.weg.cf.enterprise.instacart.com:443,https,cloudflare,text/plain,GET,104.18.31.245,/,-986470109,2606:4700::6812:1ef5,HTTP/3,2,False,True,prd.weg.cf.enterprise.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-11T00:00:00Z,2024-03-10T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f68a5adec6de84b596adae58a6883745,49ef0b64fb95387735479ef337e38746162daded633fd7fee7f60340b05f4fa1,True,ctls,prd.weg.cf.enterprise.instacart.com,"Cloudflare, Inc.",,
preview.ads.instacart.com,,403,243,cloudflare,443,https://preview.ads.instacart.com:443,https,cloudflare,application/xml,GET,104.18.25.172,/,1308279351,2606:4700::6812:19ac,HTTP/3,2,False,True,preview.ads.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-16T00:00:00Z,2023-07-16T23:59:59Z,"CN=preview.ads.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",preview.ads.instacart.com,*.preview.ads.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2f224fc86d940ff8dc449c28263f0f51,07d12007718dc2d3686cacf8d81a9e3596374caf6420d76242cb7abaa9976438,True,ctls,preview.ads.instacart.com,"Cloudflare, Inc.",,
price-chopper-onecart.pbis-cf.instacart.com,,403,16,cloudflare,443,https://price-chopper-onecart.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.6.88,/,1253481126,2606:4700::6812:758,HTTP/3,1,False,True,price-chopper-onecart.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,price-chopper-onecart.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f83b161fddec6478cb1e0cd8c653062e,c0b3ad95f90446d14c4dcd2ad0e181d825507ad94474ad1e76811fde52d8ab65,True,ctls,price-chopper-onecart.pbis-cf.instacart.com,"Cloudflare, Inc.",,
price-chopper.pbis-cf.instacart.com,,403,16,cloudflare,443,https://price-chopper.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.26.88,/,1253481126,2606:4700::6812:1b58,HTTP/3,1,False,True,price-chopper.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-05T00:00:00Z,2024-03-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,price-chopper.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fc380e0480435d7a29911dff86f2dbcd,33dcf9dd963d80e72f29e98179de4932df4600540db5e94518d0a0772cb6eccd,True,ctls,price-chopper.pbis-cf.instacart.com,"Cloudflare, Inc.",,
pricechopper.instacart.com,Price Chopper Powered by Instacart,200,44765,cloudflare,443,https://pricechopper.instacart.com:443,https,cloudflare,text/html,GET,104.18.26.88,/,1126835021,2606:4700::6812:1a58,HTTP/3,152,False,True,pricechopper.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=pricechopper.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",pricechopper.instacart.com,pricechopper.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",395b3933d26686352b3d658660752e93,e106e812a037a470959d50f80f862a26adb75cd4f1120f944fa79d123eb06318,,ctls,pricechopper.instacart.com,"Cloudflare, Inc.",,
pricerite.instacart.com,,409,16,cloudflare,80,http://pricerite.instacart.com:80,http,cloudflare,text/plain,GET,104.18.21.90,/,1000520165,2606:4700::6812:145a,Cloudflare,1,False,True,,,,,,,,,,,,,,,,,,,,,
pricerite.pbis-cf.instacart.com,,403,16,cloudflare,443,https://pricerite.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.20.90,/,1253481126,2606:4700::6812:155a,HTTP/3,1,False,True,pricerite.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8e9c88dcb4a45ea57174b4f48198fc92,517465275f7b571ce9cda11e2bdde1b053452cad3bc01f694d0164e4918f1d39,True,ctls,pricerite.pbis-cf.instacart.com,"Cloudflare, Inc.",,
publix-sso-stg.instacart.com,,404,3,,80,http://publix-sso-stg.instacart.com:80,http,awselb/2.0,text/plain,GET,34.226.251.236,/,-1285597174,52.54.8.236,,1,False,,,,,,,,,,,,,,,,,,,,,,
publixtest.instacart.com,,401,26,cloudflare,443,https://publixtest.instacart.com:443,https,cloudflare,text/html,GET,104.18.16.88,/,1126835021,2606:4700::6812:1058,HTTP/3,1,False,True,publixtest.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-26T00:00:00Z,2024-02-26T23:59:59Z,"CN=publixtest.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",publixtest.instacart.com,publixtest.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c679275984377196ed8d209bb6a6e32f,83e960c5db04df4fa7db740ac06f8d95ec7b74787bbedddfb324efe4e6b35ae9,,ctls,publixtest.instacart.com,"Cloudflare, Inc.",,
publixtest.pbis-cf.instacart.com,,403,16,cloudflare,443,https://publixtest.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.17.88,/,1253481126,2606:4700::6812:1158,HTTP/3,1,False,True,publixtest.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,publixtest.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b76c762e0b8499eb71f4a6e571078a65,f7d9ad914f077141ddd8681a3f273a673aadea7d7479f254e9739af20d84e813,True,ctls,publixtest.pbis-cf.instacart.com,"Cloudflare, Inc.",,
qfc-delivery-now.pbis-cf.instacart.com,,403,16,cloudflare,443,https://qfc-delivery-now.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.29.73,/,1253481126,2606:4700::6812:1c49,HTTP/3,1,False,True,qfc-delivery-now.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,qfc-delivery-now.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",500b4b06f0c62dc32eac5bbc08ddc563,968256cf8d3f46ceb60f0b033c9db9eadcd7a08291459c2bfa7a9625baad964b,True,ctls,qfc-delivery-now.pbis-cf.instacart.com,"Cloudflare, Inc.",,
ralphsconvenience.instacart.com,Ralphs - Delivery Now,200,41715,cloudflare,443,https://ralphsconvenience.instacart.com:443,https,cloudflare,text/html,GET,104.18.6.250,/,1126835021,2606:4700::6812:7fa,HTTP/3,140,False,True,ralphsconvenience.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=ralphsconvenience.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ralphsconvenience.instacart.com,ralphsconvenience.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d05504f1e745ba9c882474ee97e28806,08ae3e12dd9266534011d34e484fc7aa1c0619023cec58b37bc8c15ec61f49d1,,ctls,ralphsconvenience.instacart.com,"Cloudflare, Inc.",,
rancho-san-miguel.pbis-cf.instacart.com,,403,16,cloudflare,443,https://rancho-san-miguel.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.2.18,/,1253481126,2606:4700::6812:212,HTTP/3,1,False,True,rancho-san-miguel.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T02:50:12Z,2023-07-04T02:50:11Z,CN=*.rancho-san-miguel.pbis-cf.instacart.com,*.rancho-san-miguel.pbis-cf.instacart.com,rancho-san-miguel.pbis-cf.instacart.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,f770d6ccc6efa14cd41582dae9fdeebd,beb999d66aaeda101ee2604147ac3eb96def3df32744632ca9a82d3c5ff6f08b,True,ctls,rancho-san-miguel.pbis-cf.instacart.com,,,
real-canadian-superstore.pbis-cf.instacart.com,,403,16,cloudflare,443,https://real-canadian-superstore.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.17.77,/,1253481126,2606:4700::6812:114d,HTTP/3,1,False,True,real-canadian-superstore.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f1f7798d13eda6c679193837021a68aa,9bff45f279ee711e90434bab6210e535c6da9780f76deef7f54b91895000addf,True,ctls,real-canadian-superstore.pbis-cf.instacart.com,"Cloudflare, Inc.",,
reset.sftp-dataeng.dev.instacart.tools,403 Forbidden,403,520,,443,https://reset.sftp-dataeng.dev.instacart.tools:443,https,awselb/2.0,text/html,GET,35.171.11.113,/,2095155567,34.204.154.7,,13,False,,reset.sftp-dataeng.dev.instacart.tools,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=reset.sftp-dataeng.dev.instacart.tools,reset.sftp-dataeng.dev.instacart.tools,reset.sftp-dataeng.dev.instacart.tools,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,406f65c0ecf639cd083f01d99bf52820,a21d0f6478214bd7abe81f3a4b390e475bbe313dd24908402733eb8c320c0305,,ctls,reset.sftp-dataeng.dev.instacart.tools,,,
reset.sftp-dataeng.instacart.com,403 Forbidden,403,520,,443,https://reset.sftp-dataeng.instacart.com:443,https,awselb/2.0,text/html,GET,3.219.3.215,/,2095155567,52.73.155.173,,13,False,,reset.sftp-dataeng.instacart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-23T00:00:00Z,2024-02-21T23:59:59Z,CN=reset.sftp-dataeng.instacart.com,reset.sftp-dataeng.instacart.com,reset.sftp-dataeng.instacart.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,279c2347c429c65cac00bd04ee4708e5,6a303c725dfd84865ffa5e39a398ba52872a338d33786718f8090f6029d6d7fb,,ctls,reset.sftp-dataeng.instacart.com,,,
reset.sftp-partners.instacart.com,403 Forbidden,403,520,,443,https://reset.sftp-partners.instacart.com:443,https,awselb/2.0,text/html,GET,52.44.44.34,/,2095155567,34.233.168.203,,13,False,,reset.sftp-partners.instacart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-19T00:00:00Z,2024-04-16T23:59:59Z,CN=reset.sftp-partners.instacart.com,reset.sftp-partners.instacart.com,reset.sftp-partners.instacart.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a7b2135e330e406ec5ce1198f24332cd,9918e2bfcee1f867337c4637d99e545f19bf88e6605254bc8bb0ef2d6e114a77,,ctls,reset.sftp-partners.instacart.com,,,
reset.sftp-payments.instacart.com,403 Forbidden,403,520,,443,https://reset.sftp-payments.instacart.com:443,https,awselb/2.0,text/html,GET,52.72.0.150,/,2095155567,44.207.207.93,,13,False,,reset.sftp-payments.instacart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-10T23:59:59Z,CN=reset.sftp-payments.instacart.com,reset.sftp-payments.instacart.com,reset.sftp-payments.instacart.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bfdc52ea9c51b643bd4c4ffb7540440f,feaca7ccd8b2c586e56e470b2f31217335944f24f3bc00cdf97f454aebc1fa22,,ctls,reset.sftp-payments.instacart.com,,,
reset.sftp-securiti-ai.instacart.com,403 Forbidden,403,118,,443,https://reset.sftp-securiti-ai.instacart.com:443,https,awselb/2.0,text/html,GET,54.209.26.215,/,1344368402,34.198.178.140,,7,False,,reset.sftp-securiti-ai.instacart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2024-03-31T23:59:59Z,CN=reset.sftp-securiti-ai.instacart.com,reset.sftp-securiti-ai.instacart.com,reset.sftp-securiti-ai.instacart.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3f60a83175c6b2dfbd0cb9efe412687f,cd69fd415688f1e591270508ad48ab0f341d8dcccd3522560acb0dd0594a993c,,ctls,reset.sftp-securiti-ai.instacart.com,,,
