new,host,a,soa,status_code,cname,ns,aaaa,cdn,cdn-name,has_internal_ips,internal_ips,txt,caa,mx
[x],ctyu85.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cumulus.cisco.com,,,NOERROR,lae-lb-rcdn-int.cloudapps.cisco.com,,,,,,,,,
[x],curaden.app.eu.cdo.cisco.com,18.197.105.142,"ns-1049.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,identrust.com,
[x],curriculum.cisco.com,72.163.6.226,"ns1.cisco.com, postmaster.cisco.com",NOERROR,curriculum-prod-nv.cisco.com,,,,,,,,,
[x],customers-corporate-tempcontainer-corporate.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],customers-downloadsuploadspanel.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com, dns-external-master.amazon.com, root.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com, dev005.meraki.com, ec2-52-9-40-198.us-west-1.compute.amazonaws.com",,,,,,,,,
[x],customers.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],customersbackup-databasehelporigin.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],customersdbmsengineering-networkbin.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],customersdev.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cvalley.dev.network-auth.ikarem.io,52.9.40.198,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"dev-proxy.meraki.com, dev005.meraki.com, ec2-52-9-40-198.us-west-1.compute.amazonaws.com",,,,,,,,,
[x],cvda.artifactory.int.ikarem.io,"54.215.169.169, 54.215.162.74","ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],cweber.meraki-go.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com","ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",,,,,,,,
[x],cwjh.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cx-bot360.xglb.cisco.com,173.36.127.32,,NOERROR,,,,,,,,,,
[x],cx.cisco.com,"18.165.201.42, 18.165.201.59, 18.165.201.71, 18.165.201.38","ns-1553.awsdns-02.co.uk, awsdns-hostmaster.amazon.com",NOERROR,d1qkf19p9v4iw8.cloudfront.net,"ns-1001.awsdns-61.net, ns-1456.awsdns-54.org, ns-1553.awsdns-02.co.uk, ns-159.awsdns-19.com",,True,cloudfront,,,,,
[x],cxd-stg.cisco.com,"52.5.127.20, 3.94.35.123, 34.201.200.31","ns-537.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1489.awsdns-58.org, ns-537.awsdns-03.net, ns-46.awsdns-05.com, ns-2027.awsdns-61.co.uk",,,,,,test,,
[x],cxd.cisco.com,173.37.151.76,,NOERROR,,,,,,,,,,
[x],cxe-0-1-6.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cxpreview.dev.cpx.cisco.com,"18.66.122.55, 18.66.122.46, 18.66.122.36, 18.66.122.83","ns-1416.awsdns-49.org, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,,
[x],cynthia.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],cynthia.meraki-go.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],da.telemetryd.int-ucmgmt.cisco.com,"3.226.110.51, 3.217.105.148, 52.204.75.10","ns-1471.awsdns-55.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],daintree.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],dal-core-1.meraki.com,128.177.140.90,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2001:438:8000::20a,,,,,,,
[x],dal-core-2.meraki.com,4.14.129.74,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2001:1900:2100::3b6,,,,,,,
[x],dal-fallback.artifactory.int.ikarem.io,"54.215.169.169, 54.215.162.74","ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal-fallback.artifactory.prod.ikarem.io,209.206.50.172,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"sdg-replica.artifactory.prod.ikarem.io, sdg746.meraki.com",,,,,,,,,
[x],dal-fw-1.meraki.com,209.206.53.252,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal-replica.artifactory.ikarem.io,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dal-replica.artifactory.prod.ikarem.io, dal725.meraki.com",,,,,,,,,
[x],dal-replica.artifactory.int.ikarem.io,"54.215.162.74, 54.215.169.169","ns-1096.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal-replicauat.artifactory.ikarem.io,"54.241.79.109, 52.53.39.202, 54.183.148.32, 54.215.76.237, 54.219.125.151, 52.8.126.9, 54.193.63.128, 52.8.151.200","ns-1367.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal.artifactory.ikarem.io,209.206.54.205,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dal.artifactory.prod.ikarem.io, dal-replica.artifactory.prod.ikarem.io, dal725.meraki.com",,,,,,,,,
[x],dal.artifactory.prod.ikarem.io,209.206.54.205,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dal-replica.artifactory.prod.ikarem.io, dal725.meraki.com",,,,,,,,,
[x],dal.dev.openstackv1.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com","ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",,,,,,,,
[x],dal.ntp.meraki.com,216.157.143.12,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,vda250.meraki.com,,2620:12f:c002:115:250:56ff:fe94:a020,,,,,,,
[x],dal.oob.ikarem.io,199.231.78.254,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,dal-hkwkkmgwdc.dynamic-m.com,,,,,,,,,
[x],dal0.meraki.com,209.206.53.13,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:a236:9fff:feec:6304,,,,,,,
[x],dal09-prd-ipsoft-01c.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],dal09-prd-iqre-01a.dev.ikarem.io,52.56.239.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"dev-proxy.meraki.com, dev006.meraki.com",,,,,,,,,
[x],dal1000.meraki.com,209.206.63.241,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1002.meraki.com,209.206.63.239,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:d2e0:42ff:fe53:b5a8,,,,,,,
[x],dal1002.oob.ikarem.io,172.16.249.87,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.87,,,
[x],dal1003.meraki.com,209.206.63.238,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c002:0:baa3:77ff:fe8e:80a4,,,,,,,
[x],dal1003.oob.ikarem.io,172.16.249.88,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.88,,,
[x],dal1004.oob.ikarem.io,172.16.249.89,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.89,,,
[x],dal1005.meraki.com,209.206.63.237,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c002:0:6a87:c6ff:fedb:a990,,,,,,,
[x],dal1006.meraki.com,209.206.63.236,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:aebc:d9ff:fe00:4928,,,,,,,
[x],dal1007.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1008.meraki.com,209.206.63.234,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:aebc:d9ff:fe00:4904,,,,,,,
[x],dal1011.meraki.com,209.206.63.207,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:4206:d5ff:fead:1b84,,,,,,,
[x],dal1011.oob.ikarem.io,172.16.249.96,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.96,,,
[x],dal1012.meraki.com,209.206.63.204,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:ce90:70ff:fe80:c30,,,,,,,
[x],dal1012.oob.ikarem.io,,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1013.meraki.com,209.206.63.150,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:ce90:70ff:fe80:16bc,,,,,,,
[x],dal1013.oob.ikarem.io,172.16.249.98,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.98,,,
[x],dal1014.meraki.com,209.206.63.147,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:4206:d5ff:fead:9cc,,,,,,,
[x],dal1014.oob.ikarem.io,172.16.249.99,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.99,,,
[x],dal1016.meraki.com,209.206.63.126,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:aebc:d9ff:fe00:3f98,,,,,,,
[x],dal1017.meraki.com,209.206.63.79,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6a87:c6ff:fedb:7b28,,,,,,,
[x],dal1018.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:ce90:70ff:fe7f:ef38,,,,,,,
[x],dal1019.meraki.com,209.206.63.62,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6a87:c6ff:fedb:8e24,,,,,,,
[x],dal1020.oob.ikarem.io,172.16.249.105,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.105,,,
[x],dal1021.meraki.com,209.206.63.60,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:4206:d5ff:fead:2ec8,,,,,,,
[x],dal1021.oob.ikarem.io,172.16.249.106,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.106,,,
[x],dal1022.meraki.com,209.206.63.49,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:ce90:70ff:fe80:2e14,,,,,,,
[x],dal1022.oob.ikarem.io,172.16.249.107,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.107,,,
[x],dal1023.meraki.com,209.206.63.48,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:ce90:70ff:fe80:2e80,,,,,,,
[x],dal1024.meraki.com,209.206.54.53,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:ce90:70ff:fe7f:cacc,,,,,,,
[x],dal1024.oob.ikarem.io,172.16.249.109,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.109,,,
[x],dal1025.meraki.com,209.206.54.52,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:4206:d5ff:fead:3ff0,,,,,,,
[x],dal1025.oob.ikarem.io,172.16.249.110,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.110,,,
[x],dal1027.meraki.com,209.206.54.49,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:aebc:d9ff:fe00:8804,,,,,,,
[x],dal1028.meraki.com,209.206.54.48,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:ce90:70ff:fe6c:6968,,,,,,,
[x],dal1028.oob.ikarem.io,172.16.249.113,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.113,,,
[x],dal1029.meraki.com,209.206.54.47,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:6a87:c6ff:fedb:aa68,,,,,,,
[x],dal1029.oob.ikarem.io,172.16.249.114,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.114,,,
[x],dal1030.meraki.com,209.206.54.46,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c002:116:ce90:70ff:fe80:2340,,,,,,,
[x],dal1030.oob.ikarem.io,172.16.249.115,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.115,,,
[x],dal1031.oob.ikarem.io,172.16.249.116,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.116,,,
[x],dal1032.oob.ikarem.io,172.16.249.117,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.117,,,
[x],dal1033.meraki.com,209.206.54.43,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:6a87:c6ff:fedb:8470,,,,,,,
[x],dal1034.meraki.com,209.206.54.42,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c002:116:6a87:c6ff:fedb:a900,,,,,,,
[x],dal1034.oob.ikarem.io,172.16.249.119,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.119,,,
[x],dal1035.meraki.com,209.206.63.44,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:4206:d5ff:fead:1794,,,,,,,
[x],dal1035.oob.ikarem.io,,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1036.meraki.com,209.206.63.43,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:4206:d5ff:feac:df0c,,,,,,,
[x],dal1036.oob.ikarem.io,,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1038.meraki.com,209.206.63.40,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:4206:d5ff:feac:dccc,,,,,,,
[x],dal1039.meraki.com,209.206.63.39,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:4206:d5ff:feac:d5e8,,,,,,,
[x],dal1040.meraki.com,209.206.63.38,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:aebc:d9ff:fe00:33c8,,,,,,,
[x],dal1040.oob.ikarem.io,172.16.249.125,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.125,,,
[x],dal1041.meraki.com,209.206.54.64,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:aebc:d9ff:fe00:3de8,,,,,,,
[x],dal1041.oob.ikarem.io,172.16.249.126,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.126,,,
[x],dal1042.meraki.com,209.206.54.63,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:ce90:70ff:fe80:17b8,,,,,,,
[x],dal1042.oob.ikarem.io,172.16.249.127,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.127,,,
[x],dal1043.meraki.com,209.206.54.62,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:aebc:d9ff:fe00:33ec,,,,,,,
[x],dal1044.meraki.com,209.206.54.61,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:aebc:d9ff:fe00:3020,,,,,,,
[x],dal1044.oob.ikarem.io,172.16.249.129,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.129,,,
[x],dal1045.meraki.com,209.206.54.60,,NOERROR,,,,,,,,,,
[x],dal1046.meraki.com,209.206.54.59,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:6a87:c6ff:fedb:a2f4,,,,,,,
[x],dal1047.meraki.com,209.206.54.58,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:aebc:d9ff:fe00:4b20,,,,,,,
[x],dal1048.meraki.com,209.206.54.57,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:aebc:d9ff:fe00:4364,,,,,,,
[x],dal1049.meraki.com,209.206.54.56,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c002:116:aebc:d9ff:fe00:4094,,,,,,,
[x],dal1050.meraki.com,209.206.54.55,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:4206:d5ff:fead:c54,,,,,,,
[x],dal1050.oob.ikarem.io,172.16.249.135,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.135,,,
[x],dal1051.meraki.com,209.206.54.54,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:aebc:d9ff:fe00:4100,,,,,,,
[x],dal1051.oob.ikarem.io,172.16.249.136,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.136,,,
[x],dal1052.meraki.com,209.206.54.41,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:116:aebc:d9ff:fe00:3b18,,,,,,,
[x],dal1052.oob.ikarem.io,172.16.249.137,"ns-1869.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.16.249.137,,,
[x],dal1053.meraki.com,209.206.63.221,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1055.meraki.com,209.206.63.219,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:ceed:4dff:feb4:436c,,,,,,,
[x],dal1056.meraki.com,209.206.63.202,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe3e:76c4,,,,,,,
[x],dal1057.meraki.com,209.206.63.201,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:1a59:f5ff:fe23:defc,,,,,,,
[x],dal1058.meraki.com,209.206.63.200,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe62:eaa4,,,,,,,
[x],dal1059.meraki.com,209.206.63.199,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1060.meraki.com,209.206.63.190,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:c2f8:7fff:fe4e:fa74,,,,,,,
[x],dal1061.meraki.com,209.206.63.163,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe3e:ac58,,,,,,,
[x],dal1062.meraki.com,209.206.63.162,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe3e:4424,,,,,,,
[x],dal1063.meraki.com,209.206.63.161,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:aa4f:b1ff:fe1c:79c0,,,,,,,
[x],dal1064.meraki.com,209.206.63.160,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe1c:e0f4,,,,,,,
[x],dal1065.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe23:4c94,,,,,,,
[x],dal1066.meraki.com,209.206.63.154,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe3e:9278,,,,,,,
[x],dal1067.meraki.com,209.206.63.153,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe1c:dddc,,,,,,,
[x],dal1068.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1069.meraki.com,209.206.63.151,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1070.meraki.com,209.206.63.140,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:c2f8:7fff:fe4e:f5f4,,,,,,,
[x],dal1071.meraki.com,209.206.63.124,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe63:6c4,,,,,,,
[x],dal1072.meraki.com,209.206.63.123,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:c2f8:7fff:fe4e:fb94,,,,,,,
[x],dal1073.meraki.com,209.206.63.110,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe6e:d94c,,,,,,,
[x],dal1074.meraki.com,209.206.63.101,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe6e:dfa0,,,,,,,
[x],dal1075.meraki.com,209.206.63.92,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:febb:dc38,,,,,,,
[x],dal1076.meraki.com,209.206.63.82,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe6e:da90,,,,,,,
[x],dal1077.meraki.com,209.206.63.81,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe6e:7d30,,,,,,,
[x],dal1079.meraki.com,209.206.63.70,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-112.awsdns-14.com, ns-1423.awsdns-49.org, ns-1777.awsdns-30.co.uk, ns-855.awsdns-42.net",2620:12f:c002:0:6bd:97ff:fe6e:dea4,,,,,,,
[x],dal1080.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1084.meraki.com,,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],dal1085.meraki.com,209.206.63.41,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe23:5f00,,,,,,,
[x],dal1087.meraki.com,209.206.63.31,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:6bd:97ff:fe6e:6ddc,,,,,,,
[x],dal1088.meraki.com,209.206.63.24,"ns-1777.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,2620:12f:c002:0:aebc:d9ff:fe00:2b7c,,,,,,,
