new,host,a,soa,status_code,ns,mx,txt,cname,cdn,cdn-name,aaaa,has_internal_ips,internal_ips,caa
[x],getsecure.checkpoint.com,"13.227.219.67, 13.227.219.59, 13.227.219.25, 13.227.219.102","ns-586.awsdns-09.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-111.awsdns-13.com, ns-1508.awsdns-60.org, ns-1650.awsdns-14.co.uk, ns-586.awsdns-09.net",,,"usercenter.checkpoint.com, d2a5kmmlbqc9tw.cloudfront.net",True,cloudfront,"2600:9000:21c7:5e00:e:90fc:b100:93a1, 2600:9000:21c7:b000:e:90fc:b100:93a1, 2600:9000:21c7:f400:e:90fc:b100:93a1, 2600:9000:21c7:aa00:e:90fc:b100:93a1, 2600:9000:21c7:c200:e:90fc:b100:93a1, 2600:9000:21c7:8000:e:90fc:b100:93a1, 2600:9000:21c7:8a00:e:90fc:b100:93a1, 2600:9000:21c7:3600:e:90fc:b100:93a1",,,
[x],gooligan.checkpoint.com,194.29.39.34,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],gr-site.cloud.checkpoint.com,217.68.8.83,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],grafana.uscpm.checkpoint.com,209.87.222.143,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],grc.us.checkpoint.com,209.87.211.172,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],gw.cloud.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],gw.fwcloud.checkpoint.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],gwevents.checkpoint.com,209.87.211.157,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,gwevents.us.checkpoint.com,,,,,,
[x],gwevents.us.checkpoint.com,209.87.211.157,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],heimdall.checkpoint.com,"34.249.21.97, 34.252.143.232","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,mis-security-monitoring-prd-alb-774858650.eu-west-1.elb.amazonaws.com,,,,,,
[x],help.checkpoint.com,"85.222.140.6, 85.222.140.11, 85.222.140.13","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,"help.checkpoint.com.00d2000000009oxeay.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com",,,,,,
[x],helpdesk.us.checkpoint.com,209.97.122.19,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,sus.us.checkpoint.com,,,,,,
[x],hive.checkpoint.com,185.23.175.83,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],iaas.checkpoint.com,"63.34.222.121, 176.34.206.43, 54.78.11.238","ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-732.awsdns-27.net, ns-214.awsdns-26.com, ns-1347.awsdns-40.org, ns-1706.awsdns-21.co.uk",,v=spf1 a mx -all,,,,,,,
[x],iam-sso.checkpoint.com,"18.66.97.10, 18.66.97.102, 18.66.97.39, 18.66.97.26","ns-1894.awsdns-44.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,d134h80bwz1gma.cloudfront.net,True,cloudfront,,,,
[x],iam-sso.g04.checkpoint.com,194.29.39.47,"ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],iapi-services-ucs.g04.checkpoint.com,194.29.39.55,"ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],iapi-services.checkpoint.com,194.29.39.55,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],iapi-ucs.checkpoint.com,"108.156.60.70, 108.156.60.55, 108.156.60.34, 108.156.60.98","ns-1722.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1722.awsdns-23.co.uk, ns-226.awsdns-28.com, ns-736.awsdns-28.net, ns-1315.awsdns-36.org",,,d2dx6dtz9e9ibr.cloudfront.net,True,cloudfront,,,,
[x],il-burrito.checkpoint.com,194.29.45.15,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],il-ebc.checkpoint.com,194.29.32.155,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns3.p01.nsone.net, dns4.p01.nsone.net, dns1.p01.nsone.net, dns2.p01.nsone.net",,,,,,,,,
[x],il-fwcspod.checkpoint.com,194.29.38.76,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],il-lemon-stg.checkpoint.com,194.29.45.20,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],il-lemon.checkpoint.com,194.29.45.21,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],il-margarita.checkpoint.com,194.29.46.50,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],il-mypc.checkpoint.com,194.29.47.50,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],il-pc.checkpoint.com,194.29.45.15,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],il-pesto.checkpoint.com,194.29.46.51,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],imap.us.checkpoint.com,209.87.220.146,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,usmail2.us.checkpoint.com,,,,,,
[x],in.portal.checkpoint.com,"13.235.111.221, 3.109.195.219, 52.66.24.46, 205.251.193.172, 205.251.194.22, 205.251.197.14, 205.251.198.165","ns-534.awsdns-02.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-534.awsdns-02.net, ns-1701.awsdns-20.co.uk, ns-428.awsdns-53.com, ns-1294.awsdns-33.org",,,,,,,,,
[x],indicator-metadata.iaas.checkpoint.com,"99.81.26.207, 54.75.30.128, 54.171.185.69","ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],inext-test.dev.i2.checkpoint.com,137.117.141.21,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,azure,,,,
[x],info.checkpoint.com,192.28.144.220,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,info.checkpoint.com,,,,,,,,
[x],iniesta.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],iphone.checkpoint.com,194.29.32.242,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],juice-shop.dev.i2.checkpoint.com,54.162.159.237,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],kibana.i2.checkpoint.com,"52.49.53.36, 52.212.199.34, 34.249.25.60","ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],knulps.checkpoint.com,194.29.38.241,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],kube1.iaas.checkpoint.com,"205.251.193.52, 205.251.195.177, 205.251.197.195, 205.251.198.97","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-945.awsdns-54.net, ns-1475.awsdns-56.org, ns-1633.awsdns-12.co.uk, ns-308.awsdns-38.com",,,,,,,,,
[x],la.checkpoint.com,216.228.148.29,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],landingzone.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],lba-ca-prod.sg.iaas.checkpoint.com,34.110.151.133,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,google,,,,
[x],lba-eu-prod.sg.iaas.checkpoint.com,34.149.149.107,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1079.awsdns-06.org, ns-1993.awsdns-57.co.uk, ns-374.awsdns-46.com, ns-585.awsdns-09.net",,,,True,google,,,,
[x],lba-eu-stg.sg.iaas.checkpoint.com,34.149.85.126,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,google,,,,
[x],lba-in-prod.sg.iaas.checkpoint.com,34.95.82.11,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1079.awsdns-06.org, ns-1993.awsdns-57.co.uk, ns-374.awsdns-46.com, ns-585.awsdns-09.net",,,,True,google,,,,
[x],lba-rpm-eu-prod.sg.iaas.checkpoint.com,34.149.2.17,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,google,,,,
[x],lba-rpm-eu-stg.sg.iaas.checkpoint.com,34.149.146.104,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,google,,,,
[x],lba-sg-prod.sg.iaas.checkpoint.com,34.117.5.169,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,google,,,,
[x],lba-us-prod.sg.iaas.checkpoint.com,34.120.168.143,"ns-1079.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,google,,,,
[x],lets-encrypt.dev.i2.checkpoint.com,54.89.125.172,"ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],localhost.il-ebc.checkpoint.com,127.0.0.1,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,True,127.0.0.1,
[x],localhost.sslvpn.checkpoint.com,127.0.0.1,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,True,127.0.0.1,
[x],logcloud.checkpoint.com,194.29.38.151,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],login-poc.checkpoint.com,"13.227.219.45, 13.227.219.92, 13.227.219.94, 13.227.219.66","ns-1959.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1959.awsdns-52.co.uk, ns-492.awsdns-61.com, ns-622.awsdns-13.net, ns-1398.awsdns-46.org",,,d1t5sfp09c44ba.cloudfront.net,True,cloudfront,"2600:9000:21c7:e800:9:6a5f:b580:93a1, 2600:9000:21c7:1600:9:6a5f:b580:93a1, 2600:9000:21c7:7e00:9:6a5f:b580:93a1, 2600:9000:21c7:5000:9:6a5f:b580:93a1, 2600:9000:21c7:be00:9:6a5f:b580:93a1, 2600:9000:21c7:3800:9:6a5f:b580:93a1, 2600:9000:21c7:d400:9:6a5f:b580:93a1, 2600:9000:21c7:f800:9:6a5f:b580:93a1",,,
[x],logmein.checkpoint.com,54.144.128.85,,NOERROR,,,,logmein.us.checkpoint.com,,,,,,
[x],lyncdiscover.checkpoint.com,52.112.192.142,"admin.nsatc.net, dns.level3.net",NOERROR,,,,webdir.online.lync.com,,,2603:1027:0:3::e,,,
[x],m.checkpoint.com,194.29.38.99,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],m2.checkpoint.com,194.29.38.93,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],maas-dev-ap.kube1.iaas.checkpoint.com,"34.249.85.251, 108.128.233.214, 54.72.152.40","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maas-dev-eu.kube1.iaas.checkpoint.com,"108.128.233.214, 34.249.85.251, 54.72.152.40","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],maas.checkpoint.com,209.87.212.51,"ns-880.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-243.awsdns-30.com, ns-880.awsdns-46.net, ns-1362.awsdns-42.org, ns-1932.awsdns-49.co.uk",,,,,,,,,
[x],macos.checkpoint.com,"185.199.108.153, 185.199.111.153, 185.199.109.153, 185.199.110.153","dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,checkpointsw.github.io,,,"2606:50c0:8002::153, 2606:50c0:8003::153, 2606:50c0:8000::153, 2606:50c0:8001::153",,,"digicert.com, letsencrypt.org"
[x],madh.il-ebc.checkpoint.com,194.29.32.155,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],magic.us.checkpoint.com,209.97.122.19,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,sales.us.checkpoint.com,,,,,,
[x],mail.us.checkpoint.com,209.87.220.146,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,usmail2.us.checkpoint.com,,,,,,
[x],mailhost.checkpoint.com,194.29.34.68,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,michael.checkpoint.com,,,,,,
[x],mailout.checkpoint.com,194.29.38.66,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,sami.checkpoint.com,,,,,,
[x],malware-family-map.iaas.checkpoint.com,"54.75.30.128, 54.171.185.69, 99.81.26.207","ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1347.awsdns-40.org, ns-1706.awsdns-21.co.uk, ns-214.awsdns-26.com, ns-732.awsdns-27.net",,,,,,,,,
[x],manuals.sslvpn.checkpoint.com,194.29.38.95,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],manufacture.checkpoint.com,194.29.39.17,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],mapp.checkpoint.com,194.29.38.63,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,moxy.checkpoint.com,,,,,,
[x],mc.checkpoint.com,"3.92.120.28, 34.237.219.119, 52.54.96.194, 18.208.125.13, 3.215.172.219","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,,,
[x],mcs.checkpoint.com,213.88.151.72,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",mcs.checkpoint.com,,,,,,,,
[x],mercury.ts.checkpoint.com,216.228.148.22,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],mgmt.cloud.checkpoint.com,217.68.8.33,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],michael.checkpoint.com,194.29.34.68,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,tls2.checkpoint.com,,,,,,,,
[x],model-js.kube1.iaas.checkpoint.com,"34.249.85.251, 54.72.152.40, 108.128.233.214","ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mproxy.checkpoint.com,194.90.143.50,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],msoid.checkpoint.com,"20.190.159.75, 20.190.159.64, 40.126.31.67, 40.126.31.71, 20.190.159.68, 20.190.159.4, 20.190.159.73, 40.126.31.69","internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",True,azure,,,,
[x],mss.checkpoint.com,46.30.14.100,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,webui1.mss.checkpoint.com,,,,,,
[x],mta-1.mailing.checkpoint.com,,"ns-a-1.getresponse360.com, abuse.mailing.checkpoint.com",NOERROR,,,,,,,,,,
[x],mta-2.mailing.checkpoint.com,104.160.73.64,"ns-a-1.getresponse360.com, abuse.mailing.checkpoint.com",NOERROR,,,,,,,,,,
[x],mta-esec-outgoing.iaas.checkpoint.com,,"ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta-esec-outgoing.kube1.iaas.checkpoint.com,34.242.46.32,"ns-1633.awsdns-12.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],mta-outgoing.iaas.checkpoint.com,54.73.81.149,"ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1347.awsdns-40.org, ns-1706.awsdns-21.co.uk, ns-214.awsdns-26.com, ns-732.awsdns-27.net",,,,,,,,,
[x],multimedia.mailing.checkpoint.com,"69.16.175.10, 69.16.175.42","ns1.hwcdn.net, noc.highwinds.com",NOERROR,,,,cds.d3n9g6j3.hwcdn.net,,,,,,
[x],mx1.us.checkpoint.com,216.228.148.26,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],mx2.us.checkpoint.com,216.228.148.26,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ndr.checkpoint.com,,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-759.awsdns-30.net, ns-1025.awsdns-00.org, ns-1747.awsdns-26.co.uk, ns-10.awsdns-01.com",,,,,,,,,
[x],nomi.checkpoint.com,194.29.38.64,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,2001:67c:2840:1::64,,,
[x],now.checkpoint.com,18.196.115.85,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net",,,,,,,,,
[x],ns-agbn.checkpoint.com,194.29.38.114,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ns-gslb01.checkpoint.com,194.29.46.47,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ns.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ns2.checkpoint.com,209.87.212.242,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ns4.checkpoint.com,217.68.8.57,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ns6.checkpoint.com,194.29.38.64,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ns8.checkpoint.com,216.228.148.29,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ntr.checkpoint.com,"54.191.227.159, 52.26.82.55, 52.36.185.169","ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,"hubs2.hushly.com, k8s-default-hushlyin-558bc52246-1340458691.us-west-2.elb.amazonaws.com",,,,,,
[x],o1.mailing.checkpoint.com,,"ns-a-1.getresponse360.com, abuse.mailing.checkpoint.com",NOERROR,,smtp1-in.getresponse360.com,v=spf1 ip4:104.160.72.0/21 ip4:209.255.203.0/24 ip4:104.160.66.237 ip4:207.8.198.0/26 ip4:89.206.36.192/26 a mx -all,,,,,,,
[x],o1.ptr522.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],o2.email.badges.checkpoint.com,167.89.104.199,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,v=spf1 mx ip4:167.89.104.199 -all,,,,,,,
[x],o2.ptr9648.checkpoint.com,168.245.62.130,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],oidc.iaas.checkpoint.com,"63.34.222.121, 54.78.11.238, 176.34.206.43","ns-732.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],open.checkpoint.com,54.170.63.112,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],origin-appwiki.checkpoint.com,209.87.209.98,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,origin-appwiki.us.checkpoint.com,,,,,,
[x],origin-appwiki.us.checkpoint.com,209.87.209.98,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],origin-blog.checkpoint.com,"141.193.213.21, 141.193.213.20","darwin.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,0f3kjf7t0dbj.wpeproxy.com,,,,,,
[x],origin-research.checkpoint.com,,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,research.us.checkpoint.com,,,,,,
[x],origin-threatwiki.checkpoint.com,209.87.209.68,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,origin-threatwiki.us.checkpoint.com,,,,,,
[x],origin-threatwiki.us.checkpoint.com,209.87.209.68,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],origin-www.checkpoint.com,209.87.209.211,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,origin-www.us.checkpoint.com,,,,,,
[x],ott.checkpoint.com,217.68.8.57,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,"dns1.p01.nsone.net, dns2.p01.nsone.net, dns3.p01.nsone.net, dns4.p01.nsone.net","usmail-as.zonelabs.com, sami.checkpoint.com",v=spf1 ip4:209.97.112.0/20 ip4:66.227.77.64/26 ip4:216.228.144.0/20 include:protectdata.com ip4:62.84.194.2 ip4:209.87.220.0/24 include:checkpoint.com include:zonelabs.com mx -all,,,,,,,
[x],outlook.checkpoint.com,194.29.47.52,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],paris.checkpoint.com,,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],partnerlocator.checkpoint.com,"99.86.4.59, 99.86.4.25, 99.86.4.70, 99.86.4.33","ns-487.awsdns-60.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1199.awsdns-21.org, ns-1869.awsdns-41.co.uk, ns-487.awsdns-60.com, ns-736.awsdns-28.net",,,d2luyky0af96v7.cloudfront.net,True,cloudfront,"2600:9000:2057:e00:1d:478:80c0:93a1, 2600:9000:2057:5c00:1d:478:80c0:93a1, 2600:9000:2057:c000:1d:478:80c0:93a1, 2600:9000:2057:fc00:1d:478:80c0:93a1, 2600:9000:2057:d600:1d:478:80c0:93a1, 2600:9000:2057:1a00:1d:478:80c0:93a1, 2600:9000:2057:600:1d:478:80c0:93a1, 2600:9000:2057:ba00:1d:478:80c0:93a1",,,
[x],pash.checkpoint.com,194.29.32.233,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],pgg3mt.sslvpn.checkpoint.com,194.29.38.95,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],phoenix.checkpoint.com,194.29.32.145,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],pilsner.checkpoint.com,194.29.32.142,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],ping.checkpoint.com,"2.16.186.99, 2.16.186.80","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,"ping.checkpoint.com.edgesuite.net, a1254.g.akamai.net",,,,,,
[x],pis-stg.checkpoint.com,194.29.32.194,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],pj.checkpoint.com,199.203.170.193,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],poc-files.g04.checkpoint.com,,"ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pop3.us.checkpoint.com,209.87.220.146,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,usmail2.us.checkpoint.com,,,,,,
[x],portal.checkpoint.com,"34.249.106.224, 52.49.87.242, 34.248.87.88","ns-15.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1003.awsdns-61.net, ns-1265.awsdns-30.org, ns-15.awsdns-01.com, ns-1696.awsdns-20.co.uk","tls2.checkpoint.com, tls2-us.checkpoint.com",v=spf1 ip4:168.245.53.137 ip4:168.245.62.130 ~all,,,,,,,
[x],portal.cpm.checkpoint.com,194.29.38.135,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],portal.eucpm.checkpoint.com,178.162.128.130,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],portal.i2.checkpoint.com,54.170.63.112,"ns-1581.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],portal.m2.checkpoint.com,194.29.38.93,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],portal.uscpm.checkpoint.com,209.87.222.143,"dns1.p01.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],preprod.cloud.checkpoint.com,217.68.8.83,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],pricelist.checkpoint.com,194.29.39.12,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],product-catalog-prd.checkpoint.com,"10.129.54.230, 10.129.54.42","ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1373.awsdns-43.org, ns-162.awsdns-20.com, ns-1787.awsdns-31.co.uk, ns-807.awsdns-36.net",,,,,,,True,"10.129.54.230, 10.129.54.42",
[x],productcoverage-org.checkpoint.com,194.29.39.10,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
[x],productcoverage.checkpoint.com,"52.222.139.6, 52.222.139.21, 52.222.139.53, 52.222.139.18","ns-1843.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1508.awsdns-60.org, ns-171.awsdns-21.com, ns-1843.awsdns-38.co.uk, ns-717.awsdns-25.net",,,d3t9kb8u7d9ero.cloudfront.net,True,cloudfront,"2600:9000:2204:dc00:11:93cf:100:93a1, 2600:9000:2204:8e00:11:93cf:100:93a1, 2600:9000:2204:bc00:11:93cf:100:93a1, 2600:9000:2204:3000:11:93cf:100:93a1, 2600:9000:2204:e400:11:93cf:100:93a1, 2600:9000:2204:4400:11:93cf:100:93a1, 2600:9000:2204:de00:11:93cf:100:93a1, 2600:9000:2204:6000:11:93cf:100:93a1",,,
[x],productservices-org.checkpoint.com,194.29.39.27,"ns9.checkpoint.com, system.checkpoint.com",NOERROR,,,,,,,,,,
