input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,cdn_name,cdn,final_url,csp_domains_
github.githubassets.com,,200,8,AS54113,AS54113,Unknown,185.199.108.0/22,github.githubassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-05T00:00:00Z,2023-10-05T23:59:59Z,"CN=*.githubassets.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.githubassets.com,githubassets.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,39604bf3c8071666c13bfa1281d46e3a,ce34a2397ca7ebd08b141838674a5fb4ac8bc71d86ca4d11fc4f84cd257d780a,True,ctls,github.githubassets.com,443,https://github.githubassets.com:443,https,AmazonS3,text/html,GET,185.199.110.154,/,1848946384,185.199.109.154,Varnish,2,False,"GitHub, Inc.",,,,
go.kubernetes.io,404 Not Found,404,146,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,,,,,,,,,,,,,,,,,,,,80,http://go.kubernetes.io:80,http,nginx,text/html,GET,34.107.204.206,/,1494302000,2600:1901:0:26f3::,Nginx,8,False,,google,True,,
gubernator.canary.k8s.io,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,216.239.56.0/22,,,,,,,,,,,,,,,,,,,,80,http://gubernator.canary.k8s.io:80,http,ghs,text/html,GET,216.239.36.21,/,302920777,2001:4860:4802:34::15,,12,False,,,,,
gubernator.k8s.io,Gubernator,200,4098,AS15169,GOOGLE,US,216.239.56.0/22,gubernator.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-22T15:51:43Z,2023-06-20T16:28:25Z,CN=gubernator.k8s.io,gubernator.k8s.io,gubernator.k8s.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,42c134356637b2cba682561724eb2dff,6a83cc473e61e6c2d31b6e10c80244139c3ff6958bc8565cc14cc959ebad2077,,ctls,gubernator.k8s.io,80,http://gubernator.k8s.io:80,http,Google Frontend,text/html,GET,216.239.38.21,/,452372940,2001:4860:4802:36::15,Google Cloud Trace,58,False,,,,https://gubernator.k8s.io/,
gubernator.kubernetes.io,Gubernator,200,4098,AS15169,GOOGLE,US,216.239.56.0/22,gubernator.kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-09T07:51:37Z,2023-07-08T08:40:07Z,CN=gubernator.kubernetes.io,gubernator.kubernetes.io,gubernator.kubernetes.io,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8f5e6c7baa7adb2c9b83e228b4a5d126,fa5b112970659ee2fffd38ad478542a4a0a19afe016d85d7499ff96152e82026,,ctls,gubernator.kubernetes.io,80,http://gubernator.kubernetes.io:80,http,Google Frontend,text/html,GET,216.239.34.21,/,452372940,2001:4860:4802:34::15,Google Cloud Trace,58,False,,,,https://gubernator.kubernetes.io/,
identicons.github.com,Page not found · GitHub · GitHub,404,82784,AS54113,AS54113,Unknown,185.199.108.0/22,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://identicons.github.com:443,https,GitHub.com,text/html,GET,185.199.110.133,/,-1804806864,185.199.111.133,HSTS,1042,False,"GitHub, Inc.",,,https://github.com/identicons/,github-production-user-asset-6210df.s3.amazonaws.com
image-builder.sigs.k8s.io,Introduction - The Image Builder Book,200,12195,AS16509,AS16509,Unknown,18.200.0.0/14,image-builder.sigs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-30T16:00:08Z,2023-07-29T16:00:07Z,CN=image-builder.sigs.k8s.io,image-builder.sigs.k8s.io,image-builder.sigs.k8s.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,12183fb6ab6ad4856bf5884615b0b513,cff569795261d7d2cc149f43ab0ce1a43fd7369a2a767a661ed63e29cf021efd,,ctls,image-builder.sigs.k8s.io,443,https://image-builder.sigs.k8s.io:443,https,Netlify,text/html,GET,18.192.231.252,/,1114061717,2a05:d014:275:cb00::c8,Netlify,198,False,,,,,
imfeelinglucky.gcr.io,,404,40,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,imfeelinglucky.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,imfeelinglucky.gcr.io,443,https://imfeelinglucky.gcr.io:443,https,Docker Registry,text/plain,GET,108.177.15.82,/,302920777,2a00:1450:400c:c00::52,HTTP/3,1,False,,,,,
insights.github.com,,404,19,AS36459,GITHUB,US,140.82.116.0/23,insights.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-21T00:00:00Z,2023-07-21T23:59:59Z,"CN=*.github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.com,github.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cbc7344badfd31af7fc38a47d8c41a16,281ef6d631c0c3059650aa2a25fa45e0ac19e604fb7e0feb2d44fbbee2a8275d,True,ctls,insights.github.com,443,https://insights.github.com:443,https,,text/plain,GET,140.82.113.21,/,,140.82.113.21,GitHub Pages,2,False,"GitHub, Inc.",,,,
inventory.gcr.io,,404,35,AS15169,GOOGLE,US,74.125.192.0/20,inventory.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,inventory.gcr.io,443,https://inventory.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,2a00:1450:400c:c04::52,HTTP/3,1,False,,,,,
ipv4-c001-lhr001-vodafoneuk-isp.gcr.io,,404,57,AS15169,GOOGLE,US,74.125.192.0/20,ipv4-c001-lhr001-vodafoneuk-isp.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,ipv4-c001-lhr001-vodafoneuk-isp.gcr.io,443,https://ipv4-c001-lhr001-vodafoneuk-isp.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,2a00:1450:400c:c04::52,HTTP/3,1,False,,,,,
issue.canary.k8s.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,443,https://issue.canary.k8s.io:443,https,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
issues.k8s.io,Issues · kubernetes/kubernetes · GitHub,200,259259,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,80,http://issues.k8s.io:80,http,GitHub.com,text/html,GET,34.107.204.206,/,-771359968,34.107.204.206,HSTS,3475,False,"GitHub, Inc.",google,True,https://github.com/kubernetes/kubernetes/issues/,customer-stories-feed.github.com
istiok8s.gcr.io,,404,34,AS15169,GOOGLE,US,74.125.192.0/20,istiok8s.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,istiok8s.gcr.io,443,https://istiok8s.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,2a00:1450:400c:c04::52,HTTP/3,1,False,,,,,
itousanfujinka-comampton.dev.iad-v1-7.docs.k8s.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,itousanfujinka-comampton.dev.iad-v1-7.docs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,itousanfujinka-comampton.dev.iad-v1-7.docs.k8s.io,443,https://itousanfujinka-comampton.dev.iad-v1-7.docs.k8s.io:443,https,Netlify,text/plain,GET,34.141.55.250,/,2087775502,2a05:d014:275:cb01::c8,Netlify,1,False,"Netlify, Inc",google,True,,
k8.gcr.io,,404,28,AS15169,GOOGLE,US,66.102.8.0/23,k8.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,k8.gcr.io,443,https://k8.gcr.io:443,https,Docker Registry,text/plain,GET,66.102.1.82,/,302920777,2a00:1450:400c:c07::52,HTTP/3,1,False,,,,,
k8s-staging.gcr.io,,404,37,AS15169,GOOGLE,US,64.233.168.0/23,k8s-staging.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,k8s-staging.gcr.io,443,https://k8s-staging.gcr.io:443,https,Docker Registry,text/plain,GET,64.233.167.82,/,302920777,2a00:1450:400c:c06::52,HTTP/3,1,False,,,,,
k8s.blog.gcr.io,,404,34,AS15169,GOOGLE,US,66.102.8.0/23,k8s.blog.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-17T08:24:47Z,2023-07-10T08:24:46Z,CN=*.googlecode.com,*.googlecode.com,googlecode.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccd23e40bdd6360539f037f5ccae2b49,f33ab72d0932a89322ca576477e1b8b6f94765b2b79402148778690556082337,True,ctls,k8s.blog.gcr.io,443,https://k8s.blog.gcr.io:443,https,Docker Registry,text/plain,GET,66.102.1.82,/,302920777,2a00:1450:400c:c06::52,HTTP/3,1,False,,,,,
k8s.gcr.io,Container Registry  |  Google Cloud,200,751580,AS15169,GOOGLE,US,74.125.192.0/20,cloud.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,cloud.google.com,443,https://k8s.gcr.io:443,https,Google Frontend,text/html,GET,74.125.206.82,/,311540342,2a00:1450:400c:c04::52,HTTP/3,29423,False,,,,https://cloud.google.com/container-registry/,https://csp.withgoogle.com/csp/devsite/v2
k8s.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,80,http://k8s.io:80,http,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
kep.canary.kubernetes.io,Kubernetes,200,22404,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,443,https://kep.canary.kubernetes.io:443,https,Netlify,text/html,GET,34.107.204.206,/,-2049651815,2600:1901:0:26f3::,YouTube,38,False,,google,True,https://kubernetes.io/,
kep.k8s.io,Issues · kubernetes/enhancements · GitHub,200,293627,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.110.0.0/19,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,80,http://kep.k8s.io:80,http,GitHub.com,text/html,GET,34.107.204.206,/,-380526372,2600:1901:0:26f3::,HSTS,4427,False,"GitHub, Inc.",google,True,https://github.com/kubernetes/enhancements/issues/,logx.optimizely.com/v1/events
kootac-pay.docs.k8s.io,,404,50,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,kootac-pay.docs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,kootac-pay.docs.k8s.io,443,https://kootac-pay.docs.k8s.io:443,https,Netlify,text/plain,GET,34.159.137.246,/,2060544514,2a05:d014:275:cb01::c8,Netlify,1,False,"Netlify, Inc",google,True,,
kubernetes.io,Kubernetes,200,22404,AS54825,PACKET,US,147.75.44.0/24,kubernetes.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-14T17:30:12Z,2023-06-12T17:30:11Z,CN=kubernetes.io,kubernetes.io,www.kubernetes.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,74e0cba4e66a076edd0f5ba89a66f9eb,4d81c38b78016e4d4da346818907f0f32f4924851cdf491f9d93089a57f179b3,,ctls,kubernetes.io,443,https://kubernetes.io:443,https,Netlify,text/html,GET,147.75.40.148,/,-2049651815,147.75.40.148,YouTube,38,False,,,,,
kwok.sigs.k8s.io,Home | KWOK,200,13077,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.159.0.0/16,kwok.sigs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-17T17:40:07Z,2023-06-15T17:40:06Z,CN=kwok.sigs.k8s.io,kwok.sigs.k8s.io,kwok.sigs.k8s.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,734a6c781a3c0804c239f7e808a482e2,f83df94c4d836bc7c6ea704dd8c7fa97c36bba487aad981a343ddb1fba72087b,,ctls,kwok.sigs.k8s.io,80,http://kwok.sigs.k8s.io:80,http,Netlify,text/html,GET,34.159.132.250,/,-2102007378,2a05:d014:275:cb02::c8,Netlify,38,False,,google,True,https://kwok.sigs.k8s.io/,
l.gcr.io,Container Registry  |  Google Cloud,200,751580,AS15169,GOOGLE,US,74.125.192.0/20,cloud.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,cloud.google.com,443,https://l.gcr.io:443,https,Google Frontend,text/html,GET,74.125.206.82,/,-331506438,2a00:1450:400c:c04::52,HTTP/3,29423,False,,,,https://cloud.google.com/container-registry/,https:
lampard7yjhqbusiness.docs.canary.k8s.io,,404,50,AS16509,AS16509,Unknown,35.160.0.0/13,lampard7yjhqbusiness.docs.canary.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,lampard7yjhqbusiness.docs.canary.k8s.io,443,https://lampard7yjhqbusiness.docs.canary.k8s.io:443,https,Netlify,text/plain,GET,35.156.224.161,/,1428656802,2a05:d014:275:cb00::c8,Netlify,1,False,"Netlify, Inc",,,,
logx.optimizely.com/v1/events,405 Not Allowed,405,559,AS14618,AMAZON-AES,US,44.192.0.0/11,,,,,,,,,,,,,,,,,,,,80,http://logx.optimizely.com:80/v1/events,http,nginx/1.21.0,text/html,GET,44.213.206.172,/v1/events,-1525796379,3.225.214.212,Nginx:1.21.0,14,False,,,,,
marketplace.gcr.io,Container Registry  |  Google Cloud,200,751580,AS15169,GOOGLE,US,74.125.192.0/20,cloud.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,cloud.google.com,443,https://marketplace.gcr.io:443,https,Google Frontend,text/html,GET,74.125.206.82,/,1653342862,2a00:1450:400c:c04::52,HTTP/3,29423,False,,,,https://cloud.google.com/container-registry/,https://csp.withgoogle.com/csp/devsite/v2
media.githubusercontent.com,GitHub: Let’s build from here · GitHub,200,209631,AS54113,AS54113,Unknown,185.199.108.0/22,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,443,https://media.githubusercontent.com:443,https,GitHub.com,text/html,GET,185.199.111.133,/,-1840324437,2606:50c0:8001::154,HSTS,2187,False,"GitHub, Inc.",,,https://github.com,insights.github.com
minikube.sigs.k8s.io,minikube,200,15446,AS396982,GOOGLE-CLOUD-PLATFORM,US,34.143.0.0/18,minikube.sigs.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-12T13:50:17Z,2023-07-11T13:50:16Z,CN=minikube.sigs.k8s.io,minikube.sigs.k8s.io,minikube.sigs.k8s.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a6e5d08af0874befdf66f634948a6e74,cf9b8c08517d12f447037893e719b9726595ee07dc33023d75b9461f07f3f1e7,,ctls,minikube.sigs.k8s.io,443,https://minikube.sigs.k8s.io:443,https,Netlify,text/html,GET,34.141.11.154,/,-105699427,2a05:d014:275:cb00::c8,Netlify,202,False,,google,True,,
mirror.gcr.io,Container Registry  |  Google Cloud,200,751574,AS15169,GOOGLE,US,64.233.168.0/23,cloud.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,cloud.google.com,443,https://mirror.gcr.io:443,https,Google Frontend,text/html,GET,64.233.167.82,/,926510681,2a00:1450:400c:c0a::52,HTTP/3,29423,False,,,,https://cloud.google.com/container-registry/,https://csp.withgoogle.com/csp/devsite/v2
mp14ost-209-149-113-86v1-12.docs.kubernetes.io,,404,50,AS16509,AS16509,Unknown,3.64.0.0/12,,,,,,,,,,,,,,,,,,,,80,http://mp14ost-209-149-113-86v1-12.docs.kubernetes.io:80,http,Netlify,text/plain,GET,3.72.140.173,/,-334230902,2a05:d014:275:cb00::c8,Netlify,1,False,,,,,
mvcconfluence.docs.canary.k8s.io,,404,50,AS16509,AS16509,Unknown,35.160.0.0/13,mvcconfluence.docs.canary.k8s.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=*.netlify.app, O=Netlify\, Inc, L=San Francisco, ST=California, C=US",*.netlify.app,netlify.app,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,417633b3103244c3b5c76867e4b088ec,28df772cfa74243dc43f799c904905b2525b8b50541551edcd7cd9730d114610,True,ctls,mvcconfluence.docs.canary.k8s.io,443,https://mvcconfluence.docs.canary.k8s.io:443,https,Netlify,text/plain,GET,35.156.224.161,/,-738014992,2a05:d014:275:cb02::c8,Netlify,1,False,"Netlify, Inc",,,,
my-company.com.gcr.io,,404,40,AS15169,GOOGLE,US,74.125.136.0/21,my-company.com.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-17T08:24:47Z,2023-07-10T08:24:46Z,CN=*.googlecode.com,*.googlecode.com,googlecode.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccd23e40bdd6360539f037f5ccae2b49,f33ab72d0932a89322ca576477e1b8b6f94765b2b79402148778690556082337,True,ctls,my-company.com.gcr.io,443,https://my-company.com.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.133.82,/,302920777,2a00:1450:400c:c0a::52,HTTP/3,1,False,,,,,
namesb.gcr.io,,404,32,AS15169,GOOGLE,US,173.194.96.0/21,namesb.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-17T08:28:59Z,2023-07-10T08:28:58Z,CN=*.gcr.io,*.gcr.io,gcr.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5f40d822abd8e8aa693f31929e0efacc,d312f8a506110956cdb9160ad0b0020dc7dffc1f07f2b630947bb6103be887fe,True,ctls,namesb.gcr.io,443,https://namesb.gcr.io:443,https,Docker Registry,text/plain,GET,173.194.76.82,/,302920777,2a00:1450:400c:c1b::52,HTTP/3,1,False,,,,,
nightclubgcr.io.gcr.io,,404,41,AS15169,GOOGLE,US,74.125.192.0/20,nightclubgcr.io.gcr.io,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-17T08:24:47Z,2023-07-10T08:24:46Z,CN=*.googlecode.com,*.googlecode.com,googlecode.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccd23e40bdd6360539f037f5ccae2b49,f33ab72d0932a89322ca576477e1b8b6f94765b2b79402148778690556082337,True,ctls,nightclubgcr.io.gcr.io,443,https://nightclubgcr.io.gcr.io:443,https,Docker Registry,text/plain,GET,74.125.206.82,/,302920777,2a00:1450:400c:c04::52,HTTP/3,1,False,,,,,
