new,host,a,soa,status_code,txt,cname,cdn,cdn-name,ns,aaaa,mx,has_internal_ips,internal_ips
[x],mxdalpv09.wellsfargo.com,159.45.16.87,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdalpv10.wellsfargo.com,159.45.16.86,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],mxdalpx05.wellsfargo.com,159.45.87.81,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],mxdalpx06.wellsfargo.com,159.45.87.82,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdalpx07.wellsfargo.com,159.45.87.83,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdalpx08.wellsfargo.com,159.45.87.84,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdalpx09.wellsfargo.com,159.45.87.112,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdalpx11.wellsfargo.com,159.45.87.114,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdalqv02.wellsfargo.com,159.45.16.76,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdalqv03.wellsfargo.com,159.45.16.116,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],mxdalqx02.wellsfargo.com,159.45.87.71,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdalqx03.wellsfargo.com,159.45.87.116,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdapi05.wellsfargo.com,159.45.132.181,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdapv06.wellsfargo.com,159.45.16.118,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdapx05.wellsfargo.com,159.45.87.117,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdapx06.wellsfargo.com,159.45.87.118,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdcmv05.wellsfargo.com,159.45.16.119,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdcmv06.wellsfargo.com,159.45.16.120,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdcmx05.wellsfargo.com,159.45.87.119,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdfbi06.wellsfargo.com,159.45.132.184,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdfbv05.wellsfargo.com,159.45.16.121,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdfbx05.wellsfargo.com,159.45.87.121,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdfbx06.wellsfargo.com,159.45.87.122,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdhvv05.wellsfargo.com,159.45.16.123,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdhvx05.wellsfargo.com,159.45.87.123,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdtpii03.wellsfargo.com,159.45.132.185,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdtpix03.wellsfargo.com,159.45.87.125,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdtpoi01.wellsfargo.com,159.45.132.168,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdtpoi03.wellsfargo.com,159.45.132.186,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdtpov03.wellsfargo.com,159.45.16.126,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mxdtpox03.wellsfargo.com,159.45.87.126,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],my-advisor-connection.g.wellsfargo.com,170.43.68.72,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],my401kplan.g.wellsfargo.com,159.45.161.16,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myaccounts-pfix.sec.wellsfargo.com,159.45.213.163,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,myaccounts-pfix.wellsfargo.com,,,,,,,
[x],myaccounts-pfix.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myaccounts-uat.wellsfargo.com,159.45.213.142,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myaccounts.sec.wellsfargo.com,"159.45.140.101, 159.45.86.108","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 redirect=wf.com,myaccounts.wellsfargo.com,,,,,"mxa-00004003.gslb.pphosted.com, mxb-00004003.gslb.pphosted.com",,
[x],myaccountslending.wellsfargo.com,159.45.140.85,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,myaccountslending.g.wellsfargo.com,,,,,,,
[x],mycybersure.wellsfargo.com,159.45.6.38,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mycybersurebcp.wellsfargo.com,159.45.86.27,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mycybersurewcabcp.wellsfargo.com,159.45.86.71,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-az-alt.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-az-helpdesk.wellsfargo.com,159.45.163.12,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-az-helpdesk2.wellsfargo.com,159.45.163.13,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-hk1.wellsfargo.com,159.45.249.49,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-hk2.wellsfargo.com,159.45.249.50,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-hk4.wellsfargo.com,159.45.254.12,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-ibg.advisor-connection.com,159.45.102.218,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,myed-ibg-advisor-connection.d04-adcs-wells.akadns.net,,,,,,,
[x],myed-m1.eml.wellsfargo.com,159.45.224.213,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e372:3::1:fa32,,,
[x],myed-m2.eml.wellsfargo.com,159.45.224.214,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e372:3::1:4aa0,,,
[x],myed-mn1.wellsfargo.com,159.45.5.161,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-mn11.wellsfargo.com,159.45.75.118,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed-wfre-mn.wellsfargo.com,151.151.44.166,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],myed-wfre.wellsfargo.com,151.151.44.166,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,myed-wfre.d04-adcs-wells.akadns.net,,,,,,,
[x],myed.wellsfargo.com,"95.101.111.140, 95.101.111.133","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"myed.wellsfargo.com.edgekey.net, e100710.b.akamaiedge.net",,,,,,,
[x],myed6-gold.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e322::752,,,
[x],myed6-lab.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,myed6-laba.wellsfargo.com,,,,2620:160:e322::cc18,,,
[x],myed6-lab1.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e322::71ab,,,
[x],myed6-lab2.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myed6-lab4.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e322::3aeb,,,
[x],myed6-lab8.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e322::a321,,,
[x],myed6-lab9.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e322::33b5,,,
[x],myed6-laba.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e322::cc18,,,
[x],myed6-labd.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e322::e7c,,,
[x],myedpulse-al-a.wellsfargo.com,159.45.75.103,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myedpulse-al-b.wellsfargo.com,159.45.89.208,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],myedpulse-az-b.wellsfargo.com,159.45.188.111,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myedpulse-mn-a.wellsfargo.com,159.45.5.184,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myedpulse-mn-b.wellsfargo.com,159.45.13.197,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myedpulse-naw.wellsfargo.com,159.45.5.175,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,myedpulse-naw.d04-adcs-wells.akadns.net,,,,,,,
[x],myedpulse-nc-b.wellsfargo.com,159.45.146.72,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],myedpulse-uat.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myfirsthome.wf.com,54.70.67.52,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],mymobile.stratus.wellsfargo.com,170.43.152.196,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,proxy-ewpcs.wellsfargo.com,,,,,,,
[x],mynew.advisor-connection.com,,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mypte.advisor-connection.com,170.43.80.80,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],myretirementplan.staging.wellsfargo.com,159.45.104.126,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mysls.advisor-connection.com,170.43.129.232,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mytraveluat.wellsfargo.com,159.45.189.14,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],navapp.staging.wellsfargo.com,159.45.104.109,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],nc-fdc-sa2.advisor-connection.com,159.45.147.17,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],nc-sils-jp-fccs-sa3.wellsfargo.com,169.200.185.173,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],nccicicsvvsb03.msgdev.wellsfargo.com,159.45.224.69,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],nccicicsvvsb53.msgqa.wellsfargo.com,159.45.224.71,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,"a2-64.akam.net, a24-66.akam.net, edns1.ultradns.com, edns1.ultradns.net, a1-189.akam.net, edns1.ultradns.biz",,,,
[x],nerys-m2.wellsfargo.com,151.151.19.14,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],newsroom.wf.com,"162.159.130.11, 162.159.129.11","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,"wellsfargo2020news-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net",True,cloudflare,,"2606:4700:7::a29f:820b, 2606:4700:7::a29f:810b",,,
[x],ns1.g.wellsfargo.com,159.45.20.12,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ns2.g.wellsfargo.com,159.45.20.13,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ns4.g.wellsfargo.com,159.45.180.13,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ns5.g.wellsfargo.com,159.45.92.12,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ns7.g.wellsfargo.com,159.45.144.12,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ns8.g.wellsfargo.com,159.45.144.13,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ns900cachoc-fa.wellsfargo.com,151.151.128.79,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ns902aztmpe-fa.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],nsc.wellsfargo.com,159.45.5.52,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],nsg-2.wellsfargo.com,151.151.91.7,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],nsh-2.wellsfargo.com,151.151.14.71,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],nsz.wf.com,204.74.111.1,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,2001:502:4612::201,,,
[x],oam.wellsfargo.com,"2.16.187.33, 2.16.187.41","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"oam.wellsfargo.com.edgekey.net, e65172.b.akamaiedge.net",,,,,,,
[x],obo-cte1.wellsfargo.com,159.45.84.188,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],obo-dev1.wellsfargo.com,159.45.106.175,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],obo-ite1.wellsfargo.com,159.45.71.175,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],obo-stg1.wellsfargo.com,159.45.130.237,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],obo.wellsfargo.com,"2.16.187.155, 2.16.187.152","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"obo.wellsfargo.com.edgekey.net, e111485.b.akamaiedge.net",,,,,,,
[x],offerings.wellsfargo.com,161.231.79.14,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],offeringsdr.wellsfargo.com,167.138.253.14,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],offeringsfix.wellsfargo.com,161.231.91.22,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ofxdc.wellsfargo.com,"80.239.150.88, 80.239.150.91","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"ofxdc.wellsfargo.com.edgekey.net, e119174.b.akamaiedge.net",,,,,,,
[x],olympic-3.wellsfargo.com,151.151.79.1,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],olympic-4.wellsfargo.com,151.151.79.10,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],omp.retire7.wellsfargo.com,129.145.68.119,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,,,,,,,,,
[x],on.wf.com,"54.236.67.202, 54.236.70.234, 107.23.223.185, 107.23.241.100, 107.23.241.98, 107.23.241.99","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],onboarding.ceo.wellsfargo.com,"95.101.111.182, 95.101.111.172","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"rfi.ceo.wellsfargo.com.edgekey.net, e113024.b.akamaiedge.net",,,,,,,
[x],onestop.wellsfargo.com,,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,"a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.com, a1-189.akam.net, edns1.ultradns.net",,,,
[x],onestop.wf.com,,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,"edns1.ultradns.biz, edns1.ultradns.net, edns1.ultradns.com, a24-66.akam.net, a2-64.akam.net, a1-189.akam.net",,,,
[x],onlinedecisiontool-uat.ceo.wellsfargo.com,159.45.162.39,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,onlinedecisiontool-uat.wellsfargo.com,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],onlinedecisiontool-uat.wellsfargo.com,159.45.162.39,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],onlinedecisiontool.ceo.wellsfargo.com,"96.16.54.186, 96.16.54.129","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"onlinedecisiontool.wellsfargo.com.edgekey.net, e125642.b.akamaiedge.net",,,,,,,
[x],onlinedecisiontool.wellsfargo.com,"2.16.187.146, 2.16.187.27","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"onlinedecisiontool.wellsfargo.com.edgekey.net, e125642.b.akamaiedge.net",,,,,,,
[x],onlineenrolluat.wellsfargo.com,159.45.162.46,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],onlineservices.staging.wellsfargo.com,159.45.104.108,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],onlineservices.wellsfargo.com,"95.101.133.64, 95.101.133.56","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"onlineservices.wellsfargo.com.edgekey.net, e81901.b.akamaiedge.net",,,,,,,
[x],oospool01-ext.msgdev.wellsfargo.com,159.45.212.220,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],oospool02-ws.msgdev.wellsfargo.com,159.45.212.221,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],oospool02-ws.wellsfargo.com,159.45.88.98,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ore.wf.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ort.evetest.wellsfargo.com,159.45.211.107,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,2620:160:e324:1::1:13,,,
[x],ort.wellsfargo.com,"23.53.43.91, 23.53.43.82","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"ort.wellsfargo.com.edgekey.net, e116841.b.akamaiedge.net",,,,,,,
[x],oxi-m-cte-broker.wellsfargo.com,159.45.71.179,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],oxi-www.wellsfargoadvisors.com,159.45.74.157,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],oxi1-cte-fawp.advisor-connection.com,159.45.71.165,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],oxi1-cte-www.wellsfargoadvisors.com,159.45.71.170,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],oxi2-cte-www.wellsfargoadvisors.com,159.45.71.186,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],oxrp.wellsfargo.com,151.151.44.12,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],p2kapi-test.wellsfargo.com,159.45.201.54,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],p2kvendorb.wellsfargo.com,151.151.79.1,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],p2kvendorp.wellsfargo.com,151.151.22.22,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pages.mail1.wf.com,13.111.44.56,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pass.hosting.wellsfargo.com,170.43.152.196,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,proxy-ewpcs.wellsfargo.com,,,,,,,
[x],paymentconnect-prod.wellsfargo.com,159.45.6.67,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],paymentmanageronline.ceo.wellsfargo.com,"2.16.187.137, 2.16.187.146","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"paymentmanageronline.wellsfargo.com.edgekey.net, e84070.b.akamaiedge.net",,,,,,,
[x],paymentmanageronline.wellsfargo.com,"2.16.187.137, 2.16.187.146","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"paymentmanageronline.wellsfargo.com.edgekey.net, e84070.b.akamaiedge.net",,,,,,,
[x],paymentmanageronlinefix.ceo.wellsfargo.com,159.45.162.23,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],paymentmanageronlinefix.wellsfargo.com,159.45.162.23,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],paymentmanageronlineuat.ceo.wellsfargo.com,159.45.162.47,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],paymentmanageronlineuat.wellsfargo.com,159.45.162.47,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],payroll-prod.wellsfargo.com,159.45.14.84,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],payroll.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pickpros.wf.com,198.246.152.123,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pmfvt.wellsfargo.com,"95.101.111.178, 95.101.111.170","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"pmfvt.wellsfargo.com.edgekey.net, e94255.b.akamaiedge.net",,,,,,,
[x],pmfvtfix.ceo.wellsfargo.com,159.45.162.136,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool01-ext.msgdev.wellsfargo.com,159.45.212.218,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool02-ext.msgdev.wellsfargo.com,159.45.212.219,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool02-ext.wellsfargo.com,159.45.88.97,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool04-ext.wellsfargo.com,159.45.88.96,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool07-ext.wellsfargo.com,159.45.14.61,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool08-ext.wellsfargo.com,159.45.88.94,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool1.wellsfargo.com,"151.151.42.160, 167.138.224.37, 167.138.224.34, 151.151.42.157","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool10-ext.wellsfargo.com,159.45.88.128,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool3.wellsfargo.com,"151.151.42.157, 151.151.42.160, 167.138.224.34, 167.138.224.37","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],pool5.wellsfargo.com,"167.138.224.37, 151.151.42.157, 151.151.42.160, 167.138.224.34","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],portal.wellsfargo.com,,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,"edns1.ultradns.biz, edns1.ultradns.net, edns1.ultradns.com, a24-66.akam.net, a2-64.akam.net, a1-189.akam.net",,,,
[x],portfolioanalytics.wellsfargo.com,151.151.33.15,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],practicefinance-oxdc.wellsfargo.com,159.45.88.113,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],practicefinance-svdc2.wellsfargo.com,159.45.14.77,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],practicefinance-uat.wellsfargo.com,159.45.201.66,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
