new,host,a,soa,status_code,txt,cname,cdn,cdn-name,ns,aaaa,mx,has_internal_ips,internal_ips
[x],irpre03e0001.wellsfargo.com,151.151.75.150,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],irtmsgctr-cte1.wellsfargo.com,161.231.80.200,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],ishtar.wellsfargo.com,151.151.82.195,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],isiswallet-uat.wellsfargo.com,151.151.76.86,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],iso-qa.wellsfargo.com,159.45.189.46,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],iso.wellsfargo.com,"2.16.187.9, 2.16.187.146","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"iso.wellsfargo.com.edgekey.net, e108566.b.akamaiedge.net",,,,,,,
[x],itravel-pfix.wellsfargo.com,159.45.213.126,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],itravel-xgiprod.wellsfargo.com,159.45.140.43,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lab-1.wf.com,151.151.30.88,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lab-2.wf.com,151.151.30.89,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lab-3.wf.com,151.151.30.90,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],labspilot-qa.wellsfargo.com,159.45.189.54,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],labspilot.wellsfargo.com,159.45.14.136,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],lb901mnsvdc-ctslink.wellsfargo.com,151.151.33.12,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb901mnsvdc-ips.wellsfargo.com,151.151.33.16,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb902aztmpe-ctslink.wellsfargo.com,151.151.75.207,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb902aztmpe-direct.wellsfargo.com,151.151.75.208,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb902aztmpe-fsr.wellsfargo.com,151.151.75.210,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb902aztmpe-servcon.wellsfargo.com,151.151.75.209,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb912aztmpe-vip1.wellsfargo.com,151.151.98.11,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb912aztmpe-vip2.wellsfargo.com,151.151.98.12,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb912aztmpe-vip3.wellsfargo.com,151.151.98.13,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb913mnmpls-vip12.wellsfargo.com,151.151.29.151,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb913mnmpls-vip13.wellsfargo.com,151.151.29.152,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb913mnmpls-vip2.wellsfargo.com,151.151.29.141,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb913mnmpls-vip3.wellsfargo.com,151.151.29.142,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb916mnsvdc-vip3.wellsfargo.com,151.151.18.226,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb917aztmpe-vip12.wellsfargo.com,151.151.82.164,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb917aztmpe-vip13.wellsfargo.com,151.151.82.165,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb917aztmpe-vip2.wellsfargo.com,151.151.82.173,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb917aztmpe-vip3.wellsfargo.com,151.151.82.156,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lb941aztmpe-payroll.wellsfargo.com,151.151.100.117,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],learningcenter-news.wellsfargo.com,170.43.152.196,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,proxy-ewpcs.wellsfargo.com,,,,,,,
[x],learnmore.wf.com,12.190.116.32,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],leaseconnect-uat.wellsfargo.com,159.45.213.121,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],leaseconnect-uatlite.sec.wellsfargo.com,159.45.213.135,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,leaseconnect-uatlite.wellsfargo.com,,,,,,,
[x],leaseconnect-uatlite.wellsfargo.com,159.45.213.135,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],leaseconnect-uatsvc.wellsfargo.com,159.45.213.134,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],leasing-uat.wellsfargo.com,159.45.192.17,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],leasing.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],lending-grid-ext.g.wellsfargo.com,159.45.88.22,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lending.wf.com,172.65.242.70,"brenda.ns.cloudflare.com, dns.cloudflare.com, ns1.cloudflare.net",NOERROR,,"wellsfargo-borrower.blendlabs.com, edge-proxy-cf.k8s.prod.blend.com, edge-proxy-cf.k8s.prod.blend.com.cdn.cloudflare.net, 9045d924a4f14ebdba4a5686d0560992.pacloudflare.com",True,cloudflare,,,,,
[x],lendingportal.ceo.wellsfargo.com,159.45.6.17,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,lendingportal.g.wellsfargo.com,,,,,,,
[x],lgrid-unifiedgw-ext-test.wellsfargo.com,159.45.201.103,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lgrid-unifiedgw-ext.g.wellsfargo.com,159.45.88.133,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lgrid-unifiedgw-ext.wellsfargo.com,159.45.88.133,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,"lgrid-unifiedgw-ext.d03-adcs-wells.akadns.net, lgrid-unifiedgw-ext-269.d03-adcs-wells.akadns.net",,,,,,,
[x],lifescapes.wellsfargoadvisors.com,146.148.34.2,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wimhubprod.wpengine.com,True,google,,,,,
[x],lifescapesapp.wellsfargoadvisors.com,146.148.34.2,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wimhubprod.wpengine.com,True,google,,,,,
[x],lifesyncapp-uat.wf.com,146.148.34.2,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wimhubstage.wpengine.com,True,google,,,,,
[x],lifesyncapp.wf.com,146.148.34.2,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wimhubprod.wpengine.com,True,google,,,,,
[x],links.yourhomefeedback.wf.com,54.243.36.171,"ns1.acoustic-adm.com, awsdns-hostmaster.amazon.com",NOERROR,,recp.rm02.net,,,,,,,
[x],live.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],loanassist.wf.com,20.132.4.130,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],longevityonline.wellsfargo.com,151.151.33.15,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lpwvw2307.wellsfargo.com,151.151.30.214,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lrwbr2242.wellsfargo.com,159.45.94.243,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lsgcatsurvey-bcp.sec.wellsfargo.com,159.45.74.222,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lsgcatsurvey-prd.sec.wellsfargo.com,159.45.130.240,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lsgcatsurvey.g.wellsfargo.com,159.45.130.240,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lsgcatsurvey.sec.wellsfargo.com,"2.16.187.49, 2.16.187.51","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"lsgcatsurvey.sec.wellsfargo.com.edgekey.net, e100644.b.akamaiedge.net",,,,,,,
[x],lyncdiscover.msgdev.wellsfargo.com,159.45.212.216,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,meet-dev.g.wellsfargo.com,,,,,,,
[x],lyncdiscover.msgqa.wellsfargo.com,159.45.212.222,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,meet-qa.g.wellsfargo.com,,,,,,,
[x],lyncdiscover.wellsfargo.com,159.45.88.99,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,meet.g.wellsfargo.com,,,,,,,
[x],lyris.advisor-connection.com,170.43.68.75,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,lyrisnewox.advisor-connection.com,,,,,,,
[x],lyrisnew.advisor-connection.com,170.43.129.235,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],lyrisnewox.advisor-connection.com,170.43.68.75,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-investing-dev1.wellsfargo.com,159.45.106.174,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisors-dev1.wellsfargo.com,,,,,,,
[x],m-investing-prod2.wellsfargo.com,159.45.74.233,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisors-prod2.wellsfargo.com,,,,,,,
[x],m-investingbroker-dev1.wellsfargo.com,159.45.106.173,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorsbroker-dev1.wellsfargo.com,,,,2620:160:f6d0:e50c::1:6b,,,
[x],m-investingbroker-prod1.wellsfargo.com,159.45.130.216,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorbroker-prod1.wellsfargo.com,,,,,,,
[x],m-pte-wfadvisorsbroker.wellsfargo.com,159.45.84.210,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorbroker-pte1.wellsfargo.com,,,,,,,
[x],m-pte-wfawellstradebroker.wellsfargo.com,159.45.84.210,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorbroker-pte1.wellsfargo.com,,,,,,,
[x],m-stg-investing.wellsfargo.com,159.45.130.238,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisors-stg1.wellsfargo.com,,,,,,,
[x],m-stg-investingbroker.wellsfargo.com,159.45.130.239,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorsbroker-stg1.wellsfargo.com,,,,,,,
[x],m-stg-wfadvisorsbroker.wellsfargo.com,159.45.130.239,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorsbroker-stg1.wellsfargo.com,,,,,,,
[x],m-wellstrade-dev1.wellsfargo.com,159.45.106.174,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisors-dev1.wellsfargo.com,,,,,,,
[x],m-wellstrade-prod2.wellsfargo.com,159.45.74.233,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisors-prod2.wellsfargo.com,,,,,,,
[x],m-wellstrade-pte1.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisors-pte1.wellsfargo.com,,,,,,,
[x],m-wellstradebroker-dev1.wellsfargo.com,159.45.106.173,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorsbroker-dev1.wellsfargo.com,,,,2620:160:f6d0:e50c::1:6b,,,
[x],m-wellstradebroker-prod2.wellsfargo.com,159.45.74.234,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorbroker-prod2.wellsfargo.com,,,,,,,
[x],m-wfadvisorbroker-cte1.wellsfargo.com,159.45.84.186,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisorbroker-prod1.wellsfargo.com,159.45.130.216,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisorbroker-prod2.wellsfargo.com,159.45.74.234,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisorbroker-pte1.wellsfargo.com,159.45.84.210,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisors-cte1.wellsfargo.com,159.45.84.187,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],m-wfadvisors-ite1.wellsfargo.com,159.45.71.184,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisors-prod1.wellsfargo.com,159.45.130.215,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisors-prod2.wellsfargo.com,159.45.74.233,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisors-pte1.wellsfargo.com,159.45.84.209,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisors-stg1.wellsfargo.com,159.45.130.238,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m-wfadvisorsbroker-ite1.wellsfargo.com,159.45.71.179,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m.pte-investingbroker.wellsfargo.com,159.45.84.210,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorbroker-pte1.wellsfargo.com,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],m.pte-wfadvisorsbroker.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorbroker-pte1.wellsfargo.com,,,,,,,
[x],m.pte-wfawellstradebroker.wellsfargo.com,159.45.84.210,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,m-wfadvisorbroker-pte1.wellsfargo.com,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],m.staging.wellsfargo.com,159.45.104.111,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m.wellsfargo.com,"2.16.187.48, 2.16.187.145","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"m.wellsfargo.com.edgekey.net, e105908.b.akamaiedge.net",,,,,,,
[x],m.wellsfargoadvisors.com,"159.45.2.194, 159.45.170.194","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m.wfadvisors.wellsfargo.com,"2.16.187.25, 2.16.187.89","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"m.wfadvisors.wellsfargo.com.edgekey.net, e80657.b.akamaiedge.net",,,,,,,
[x],m.wfadvisorsbroker.wellsfargo.com,"2.17.196.185, 2.17.196.96","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"m.wfadvisorsbroker.wellsfargo.com.edgekey.net, e74448.b.akamaiedge.net",,,,,,,
[x],m.wfawellstrade.wellsfargo.com,"80.239.254.37, 95.101.133.34","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"m.wfadvisors.wellsfargo.com.edgekey.net, e80657.b.akamaiedge.net",,,,,,,
[x],m2mhub.g.wellsfargo.com,159.45.88.148,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m2mhub.wellsfargo.com,159.45.88.148,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,m2mhub.g.wellsfargo.com,,,,,,,
[x],m2mhubfix.wellsfargo.com,159.45.162.21,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],m2mhubuat.wellsfargo.com,159.45.201.127,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,m2mhubuat.g.wellsfargo.com,,,,,,,
[x],mail.wellsfargo.com,,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],mail1.wf.com,,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,"edns1.ultradns.net, edns1.ultradns.biz, a1-189.akam.net, a2-64.akam.net, edns1.ultradns.com, a24-66.akam.net",,,,
[x],mail3.wellsfargo.com,136.147.129.27,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,"google-site-verification=BRcJxCYedwpPRZ4jawkOPQ9MO_U6y_YX9DPsXNt1hpI, v=spf1 ip4:13.111.28.199 -all",,,,"edns1.ultradns.biz, edns1.ultradns.net, edns1.ultradns.com, a24-66.akam.net, a2-64.akam.net, a1-189.akam.net",,reply-mx.s7.exacttarget.com,,
[x],mail5.wf.com,,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,"edns1.ultradns.net, edns1.ultradns.com, a24-66.akam.net, a2-64.akam.net, a1-189.akam.net, edns1.ultradns.biz",,,,
[x],mail7824.feedback2.wf.com,192.156.219.98,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 ip4:192.156.219.98 -all,,,,,,mail7824.feedback2.wf.com,,
[x],marketdata-bcp.wellsfargo.com,159.45.88.87,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],marketdata-cte.wellsfargo.com,159.45.212.209,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],marketdata-prod.wellsfargo.com,159.45.141.39,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],marketdata-test.wellsfargo.com,159.45.212.162,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mcevents.g.wellsfargo.com,159.45.14.30,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mdc-f2-prod.wellsfargo.com,159.45.141.40,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mdc-f2-test.wellsfargo.com,159.45.212.230,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mdc-f2.g.wellsfargo.com,159.45.141.40,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mdc-f2.wellsfargo.com,"23.53.43.50, 23.53.43.19","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"mdc-f2.wellsfargo.com.edgekey.net, e121891.b.akamaiedge.net",,,,,,,
[x],mdes-tmpe.wellsfargo.com,159.45.175.21,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,"a1-189.akam.net, a2-64.akam.net, a24-66.akam.net, edns1.ultradns.biz, edns1.ultradns.org, edns1.ultradns.net, edns1.ultradns.com",,,,
[x],mdes.eml.wellsfargo.com,"95.101.74.148, 95.101.74.140","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"mdes.eml.wellsfargo.com.edgekey.net, e84543.b.akamaiedge.net",,,,,,,
[x],mdes.wellsfargo.com,"88.221.24.33, 88.221.24.83","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"mdes.wellsfargo.com.edgekey.net, e131283.b.akamaiedge.net",,,,,,,
[x],mdeseml.wellsfargo.com,151.151.102.92,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mdesqa-tmpe.wellsfargo.com,159.45.189.38,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mdesqa.wellsfargo.com,159.45.189.38,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,mdesqa-tmpe.wellsfargo.com,,,,,,,
[x],meet.g.wellsfargo.com,159.45.88.99,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],meet.msgdev.wellsfargo.com,159.45.212.216,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,meet-dev.g.wellsfargo.com,,,,,,,
[x],meet.wellsfargoadvisors.com,159.45.88.99,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,meet.g.wellsfargo.com,,,,,,,
[x],meeting.wellsfargo.com,159.45.88.99,"ns1.g.wellsfargo.com, hostmaster.wellsfargo.com",NOERROR,,meet.g.wellsfargo.com,,,,,,,
[x],merchantaccttest.wf.com,107.162.186.203,"dns2.p07.nsone.net, domainadmin.firstdata.com",NOERROR,,qa.merchantselfboarding.com,,,,,,,
[x],merchantservices.wf.com,209.11.136.183,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],merchantvideos.wf.com,12.190.116.32,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,"a24-66.akam.net, a1-189.akam.net, a2-64.akam.net, edns1.ultradns.org, edns1.ultradns.biz, edns1.ultradns.com, edns1.ultradns.net",,,,
[x],mgc-qa.msgqa.wellsfargo.com,,"mn-svdc-edna32-v.infra.wellsfargo.net, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],mim-test.wellsfargo.com,159.45.201.118,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,v=spf1 -all,,,,,,,,
[x],mim.wellsfargo.com,159.45.14.29,"internal.akadns.net, hostmaster.akamai.com",NOERROR,,idmgmtevents.d03-adcs-wells.akadns.net,,,,,,,
[x],mlcapi-bcp.wellsfargo.com,159.45.86.95,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mlcapi-prd.wellsfargo.com,159.45.140.88,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mlcapi-uat.wellsfargo.com,159.45.213.152,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn10bhmczi81.wellsfargo.com,151.151.27.161,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn11bhmczm80.wellsfargo.com,151.151.27.178,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn18bhmczs93.wellsfargo.com,151.151.27.187,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn21bhmcza91.wellsfargo.com,151.151.27.151,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn3bhmcza81.wellsfargo.com,151.151.27.153,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn5bhmcze91.wellsfargo.com,151.151.27.154,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn5hmcah12.wellsfargo.com,151.151.27.163,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn6bhmcze81.wellsfargo.com,151.151.27.156,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn6hmcam12.wellsfargo.com,151.151.27.164,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn7bhmczi91.wellsfargo.com,151.151.27.157,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn7hmcbd12.wellsfargo.com,151.151.27.147,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mmn8hmcar12.wellsfargo.com,151.151.27.148,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mn-svdc-vvex14-top.wellsfargo.com,159.45.5.22,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mn3-labs-ldbmz-vip10.wellsfargo.com,151.151.30.150,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mnconf.wellsfargo.com,151.151.44.10,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mnmba-web2.wellsfargo.com,151.151.30.149,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mnmf-web1.wellsfargo.com,151.151.30.133,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mnmf-web2.wellsfargo.com,151.151.30.135,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mns03bp21a01.wellsfargo.com,151.151.27.145,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mns03ce52a01.wellsfargo.com,151.151.27.146,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mnwellscap-web1.wellsfargo.com,151.151.30.144,"edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,,,,,,,,
[x],mobile.wf.com,"159.45.170.194, 159.45.2.194","edns1.ultradns.com, hostmaster.wellsfargo.com",NOERROR,,wap.wellsfargo.com,,,,,,,
[x],moneystrategies.wf.com,146.148.34.2,"jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,wfemaff.wpengine.com,True,google,,,,,
[x],mortgage.wellsfargo.com,,"n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"mortgage.wellsfargo.com.edgekey.net, e81332.b.akamaiedge.net",,,,,,,
