new,host,a,cname,soa,status_code,aaaa,has_internal_ips,internal_ips,txt,cdn,cdn-name,ns,mx
[x],ipv4-c509-ord001-ix.sg.larksuite.com,"2.16.241.80, 2.16.241.78","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv4-c513-ord001-ix.sg.larksuite.com,"92.122.215.105, 2.20.142.67","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv4-c515-ord001-ix.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv4-c583-ord001-ix.jp.larksuite.com,"95.101.111.175, 95.101.111.161","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv4-c583-ord001-ix.sg.larksuite.com,"96.16.54.179, 96.16.54.146","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv4-c585-ord001-ix.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv4-c585-ord001-ix.sg.larksuite.com,"184.51.149.187, 184.51.149.194","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv4support-corp.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv4support-corp.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c002-fzo002-talktalk-isp.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c002-mad001-telefonicaes-isp.sg.larksuite.com,"95.101.111.166, 95.101.111.148","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c010-atl003-ix.jp.larksuite.com,"95.101.111.161, 95.101.111.175","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c010-atl003-ix.sg.larksuite.com,"2.16.241.80, 2.16.241.78","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c018-osa001-ix.jp.larksuite.com,"104.126.37.147, 104.126.37.179","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c020-atl004-ix.jp.larksuite.com,"95.101.111.175, 95.101.111.161","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c037-las001-ix.sg.larksuite.com,"184.51.149.194, 184.51.149.187","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c043-pit002-ix.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c044-mia005-ix.jp.larksuite.com,,wildcard.jp.larksuite.com.edgekey.net,,NOERROR,,,,,,,,
[x],ipv6-c045-pit002-ix.jp.larksuite.com,"2.16.110.59, 2.16.110.91","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c047-ber001-ix.sg.larksuite.com,"2.16.110.99, 2.16.110.32","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c047-vie001-ix.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c051-pit002-ix.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c062-ber001-ix.jp.larksuite.com,,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c062-ber001-ix.sg.larksuite.com,"62.115.252.73, 80.239.137.161","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c068-msp001-ix.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c072-atl004-ix.jp.larksuite.com,"2.16.241.95, 2.16.241.78","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c073-mci001-ix.jp.larksuite.com,"104.126.37.147, 104.126.37.179","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c081-tpa001-ix.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c085-phl001-ix.sg.larksuite.com,"95.101.111.166, 95.101.111.148","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c090-mia006-ix.jp.larksuite.com,"23.0.174.130, 23.0.174.129","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c090-sjc005-ix.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c104-tpa001-ix.jp.larksuite.com,"2.16.110.91, 2.16.110.59","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c122-ewr002-ix.jp.larksuite.com,"96.16.54.171, 96.16.54.130","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c122-ewr002-ix.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c130-fra002-ix.sg.larksuite.com,"104.110.240.73, 104.110.240.168","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c236-sjc002-ix.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c237-sjc002-ix.sg.larksuite.com,"104.110.240.73, 104.110.240.168","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c246-sjc002-ix.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c246-sjc002-ix.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c312-lax001-ix.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c350-nyc001-ix.sg.larksuite.com,"95.101.111.166, 95.101.111.148","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c583-ord001-ix.jp.larksuite.com,"23.53.42.251, 23.53.42.249","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6-c583-ord001-ix.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ipv6meet-clients.sg.larksuite.com,"95.101.111.166, 95.101.111.148","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iq6isw6f92.larksuite.com,"23.72.252.89, 23.72.252.75, 23.72.252.59, 23.72.252.82","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iqbiop2systemcemedmg.jp.larksuite.com,"2.20.142.88, 92.122.215.18","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iql.jp.larksuite.com,"2.16.110.91, 2.16.110.59","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],is1-temp.jp.larksuite.com,"184.51.149.144, 184.51.149.161","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iseusa.jp.larksuite.com,"95.101.111.175, 95.101.111.161","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iseusa.sg.larksuite.com,"23.12.147.30, 23.12.147.4","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ism-ap.jp.larksuite.com,"104.126.37.179, 104.126.37.147","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],isonoir.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],isonoir.sg.larksuite.com,"2.20.142.67, 92.122.215.105","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],issue.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],issue.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],isysyatryapka.jp.larksuite.com,"23.12.147.37, 23.12.147.28","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],italy.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itc.jp.larksuite.com,"2.16.110.59, 2.16.110.91","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itc.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itcntpdmz2.jp.larksuite.com,"95.101.111.175, 95.101.111.161","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itms11-contentdelivery.jp.larksuite.com,"96.16.54.171, 96.16.54.130","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itms8-srvpartner.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itms8-srvpartner.sg.larksuite.com,"23.213.161.209, 23.213.161.217","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itsiesfw01.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itube-pro.sg.larksuite.com,"104.126.37.153, 104.126.37.145","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itunesout.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itv-prd-pl01.jp.larksuite.com,"92.122.215.18, 2.20.142.88","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],itv-prd-pl01.sg.larksuite.com,"23.0.174.112, 23.0.174.104","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ivpn-iltcl1.jp.larksuite.com,"104.110.240.105, 104.110.240.155","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iwfyexgijn.larksuite.com,"2.16.186.16, 2.16.186.9","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iws01dbo002a.sg.larksuite.com,"2.20.142.67, 92.122.215.105","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ixanycast-isp.jp.larksuite.com,"62.115.252.72, 80.239.137.137","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ixanycast-isp.sg.larksuite.com,"2.16.241.78, 2.16.241.80","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ixil2qbsns.jp.larksuite.com,"104.110.240.105, 104.110.240.155","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],ixil2qbsns.sg.larksuite.com,"2.16.110.32, 2.16.110.99","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iyiirm2cl0.jp.larksuite.com,"2.16.241.95, 2.16.241.78","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],iyiirm2cl0.larksuite.com,"2.16.241.12, 2.16.241.17","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],j.jp.larksuite.com,"23.213.161.198, 23.213.161.211","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],j174nwk58k.larksuite.com,"2.21.22.112, 2.21.22.120","wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],j99d252zg6.larksuite.com,,"wildcard.larksuite.com.ttdns1.com, wildcard.larksuite.com.default.ttdns1.com, wildcard.larksuite.com.edgesuite.net, a1825.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jab.jp.larksuite.com,"104.126.37.147, 104.126.37.179","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jab.sg.larksuite.com,"104.126.37.145, 104.126.37.153","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jackquelin.sg.larksuite.com,"23.213.161.209, 23.213.161.217","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jake.sg.larksuite.com,"2.16.241.78, 2.16.241.80","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jana-mpr-sl61.jp.larksuite.com,"95.101.111.175, 95.101.111.161","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],janean.sg.larksuite.com,"23.213.161.217, 23.213.161.209","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jbcholdings.jp.larksuite.com,"92.122.215.18, 2.20.142.88","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jbcholdings.sg.larksuite.com,"23.213.161.217, 23.213.161.209","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jbsa-6-46-51-49.jp.larksuite.com,"96.16.54.130, 96.16.54.171","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jeffyeezy.sg.larksuite.com,"23.53.43.51, 23.53.43.34","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jelasbeda.sg.larksuite.com,"23.213.161.209, 23.213.161.217","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-api-cp-csimgshare.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-aws.jp.larksuite.com,"2.16.110.91, 2.16.110.59","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-aws.sg.larksuite.com,"23.0.174.104, 23.0.174.112","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-bucketofficeexternal-domain.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-customerslab-db2-corp.jp.larksuite.com,"80.239.137.137, 62.115.252.72","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-defaultproduction.jp.larksuite.com,"23.53.42.249, 23.53.42.251","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-defaultproduction.sg.larksuite.com,"23.53.43.34, 23.53.43.51","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-engineering-auth-accept-help-helporigin.jp.larksuite.com,"96.16.54.130, 96.16.54.171","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-engineering-auth-accept-help-helporigin.sg.larksuite.com,"23.0.174.112, 23.0.174.104","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-eucontroller-sql.jp.larksuite.com,"2.16.241.78, 2.16.241.95","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-inside-twist-prod.jp.larksuite.com,"104.110.240.155, 104.110.240.105","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-inside-twist-prod.sg.larksuite.com,"2.16.241.80, 2.16.241.78","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-ipv4-c115-bos001-ix.jp.larksuite.com,"104.110.240.155, 104.110.240.105","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-jiratunnel-mx.jp.larksuite.com,"23.12.147.37, 23.12.147.28","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-jiratunnel-mx.sg.larksuite.com,"104.110.240.168, 104.110.240.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-lbdomain.sg.larksuite.com,"104.126.37.145, 104.126.37.153","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-magnumpizza.sg.larksuite.com,"184.51.149.187, 184.51.149.194","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-pantherpass.jp.larksuite.com,"23.12.147.37, 23.12.147.28","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-pantherpass.sg.larksuite.com,"80.239.137.161, 62.115.252.73","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-partner.jp.larksuite.com,,"wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-partner.sg.larksuite.com,"23.0.174.112, 23.0.174.104","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-stagingdefaultproduction.sg.larksuite.com,"92.122.215.105, 2.20.142.67","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-staticmyaws.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-statuscs-config.jp.larksuite.com,"23.213.161.211, 23.213.161.198","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-systemnwschat.jp.larksuite.com,"2.16.241.95, 2.16.241.78","wildcard.jp.larksuite.com.edgekey.net, e109209.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
[x],jenkins-systemnwschat.sg.larksuite.com,"96.16.54.146, 96.16.54.179","wildcard.sg.larksuite.com.edgekey.net, e127613.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,
