new,host,a,cname,soa,status_code,cdn,cdn-name,ns,txt,aaaa,mx,caa
[x],assets-confluencedbms-pracc.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, prod.pinterest.global.map.fastly.net, 2-01-37d2-0018.cdx.cedexis.net","ns1.fastly.net, hostmaster.fastly.com, n0a.akamaiedge.net, hostmaster.akamai.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,
[x],assets-dbmscache.testing.pinterest.com,2.18.96.183,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assets-demoawslb.testing.pinterest.com,151.101.244.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net, 2-01-37d2-0018.cdx.cedexis.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],assets-devenv-oceania-exchangedns.testing.pinterest.com,199.232.36.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],assets-devenvacceptdockerintra-backups-www-test.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assets-engineeringauthteamregister.testing.pinterest.com,184.30.16.191,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, 2-01-37d2-0018.cdx.cedexis.net","n0a.akamaiedge.net, hostmaster.akamai.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,
[x],assets-host-214-60-20-56.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,
[x],assets-qualityconn.testing.pinterest.com,151.101.84.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net, www.gslb.pinterest.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],assets-research-external-domain.testing.pinterest.com,184.30.16.191,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,
[x],assets-resourcesinfomediaconfig-helpdesk.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,
[x],assets-s3-chefcs-test.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],assets-wiki-redirectoceania-uat.testing.pinterest.com,,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],assets.pinterest.com,104.75.88.209,"s.pinimg.com, s-pinimg-com.gslb.pinterest.com, 2-01-37d2-0006.cdx.cedexis.net, s.pinimg.com.edgekey.net, e6449.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,True,fastly,,,,,
[x],assetsalita.testing.pinterest.com,104.111.216.191,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assetsalphaextranet-system.testing.pinterest.com,146.75.120.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
[x],assetsauth-privateauthdev-miembros.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,
[x],assetsbucket.testing.pinterest.com,199.232.16.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],assetsbundles.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","n0a.akamaiedge.net, hostmaster.akamai.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],assetscms-miembroscmswww-test.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assetsconfig-v2csmiembrostunnel-mx.testing.pinterest.com,146.75.120.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,"ns1.fastly.net, ns2.fastly.net, ns3.fastly.net, ns4.fastly.net",,,,
[x],assetselasticbeanstalkbackup-cloudstart-clients.testing.pinterest.com,23.206.208.183,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assetsexcelsior.testing.pinterest.com,104.111.216.191,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assetskonotaka.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,True,fastly,,,,,
[x],assetslogs-miembros.testing.pinterest.com,2.18.96.183,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assetspreferencesapps.testing.pinterest.com,104.111.216.191,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assetsprod-doc-corporate.testing.pinterest.com,151.101.244.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net, 2-01-37d2-0018.cdx.cedexis.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],assetsproddata-partner-qa-apiproduction.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],assetss3.testing.pinterest.com,23.33.220.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],astra.testing.pinterest.com,199.232.148.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","ns1.fastly.net, hostmaster.fastly.com, n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],astron.testing.pinterest.com,199.232.36.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],at4ga01mbc-noam.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, 2-01-37d2-0018.cdx.cedexis.net","n0a.akamaiedge.net, hostmaster.akamai.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],ate-0-1-2.testing.pinterest.com,146.75.116.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net, 2-01-37d2-0018.cdx.cedexis.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],athapp2.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],athena.testing.pinterest.com,146.75.120.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net",,NOERROR,,,,,,,
[x],atkvgoudini.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-dev-kwtest-01a.testing.pinterest.com,23.33.220.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-dmo-resil-01a.testing.pinterest.com,23.33.220.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-p-rdsh-01d.testing.pinterest.com,2.19.224.184,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com, flipm.cdxcn.net, admin.cedexis.com",NOERROR,,,,,,,
[x],atl-prd-ads-02a.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-agg-02c.testing.pinterest.com,151.101.244.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net, 2-01-37d2-0018.cdx.cedexis.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-agg-03a.testing.pinterest.com,2.18.96.183,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-bd-11-mgmt0.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","n0a.akamaiedge.net, hostmaster.akamai.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-bnajmp-01a.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-bnajmp-02a.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-cas-02b.testing.pinterest.com,"151.101.0.84, 151.101.64.84, 151.101.128.84, 151.101.192.84","www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-cd-02-vl10.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-cd-02-vl3.testing.pinterest.com,151.101.84.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net, 2-01-37d2-0018.cdx.cedexis.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-esxy-01b.testing.pinterest.com,199.232.36.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-esxy-01c.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, prod.pinterest.global.map.fastly.net, 2-01-37d2-0018.cdx.cedexis.net","n0a.akamaiedge.net, hostmaster.akamai.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-fpr-ve-11-mgmt.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-fw-07b-eth3.testing.pinterest.com,173.223.112.187,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com, n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-ips-05a.testing.pinterest.com,173.223.112.187,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com, n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-kfk-01a.testing.pinterest.com,,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-motio-01a-el7.testing.pinterest.com,2.18.96.183,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-ngw-03-eth2-01.testing.pinterest.com,"151.101.0.84, 151.101.64.84, 151.101.128.84, 151.101.192.84","www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, 2-01-37d2-0018.cdx.cedexis.net","n0a.akamaiedge.net, hostmaster.akamai.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-ngw-13a-int.testing.pinterest.com,199.232.148.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-rdius-1.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-res-06a.testing.pinterest.com,2.18.96.183,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-res-09a.testing.pinterest.com,104.111.216.191,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-res-11a.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-res-39a.testing.pinterest.com,199.232.16.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-res-45a.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-res-50a.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-res-60a.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-res-62a.testing.pinterest.com,199.232.36.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-rpsvcs-02b.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","n0a.akamaiedge.net, hostmaster.akamai.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-sa-a2.testing.pinterest.com,199.232.16.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-slrw-db-01.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net, www.gslb.pinterest.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-srx-vpn-01a.testing.pinterest.com,104.75.88.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-sums-01e-new.testing.pinterest.com,,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-sums-01n-new.testing.pinterest.com,151.101.176.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, www.gslb.pinterest.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
[x],atl-prd-uccx-pub-01.testing.pinterest.com,23.33.220.209,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, www.pinterest.com.edgekey.net, e6449.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,
[x],atl-prd-vctr-test.testing.pinterest.com,199.232.36.84,"www.pinterest.com, www-pinterest-com.gslb.pinterest.com, 2-01-37d2-0018.cdx.cedexis.net, prod.pinterest.global.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,,,,,
