new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,cdn,cdn-name,mx,txt,caa,aaaa
[x],pages.communications.gse.harvard.edu,13.111.44.162,"ns1.exacttarget.com, hostmaster.exacttarget.com",,,NOERROR,,,,,,,,
[x],palantir2.unix.fas.harvard.edu,140.247.35.190,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],paleo.harvard.edu,128.103.105.111,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,paleontology.harvard.edu,,,,,,,
[x],pallcare.hms.harvard.edu,134.174.150.25,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,goose.med.harvard.edu,,,,,,,
[x],pan.mgh.harvard.edu,132.183.138.100,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],panda.harvard.edu,128.103.92.27,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pandora.dfci.harvard.edu,155.52.47.97,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],pandora.gse.harvard.edu,128.103.181.99,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pandora.med.harvard.edu,134.174.160.66,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],pandora.tch.harvard.edu,,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,,,,,,,,
[x],papercut.dce.harvard.edu,140.247.196.235,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,wolfgang.dce.harvard.edu,,,,,,,
[x],papercut.hks.harvard.edu,128.103.69.224,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],papyrus.gse.harvard.edu,128.103.250.162,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],paradise.harvard.edu,128.103.4.7,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],paris.mgh.harvard.edu,132.183.57.232,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],park.harvard.edu,128.103.90.20,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],parker.harvard.edu,128.103.92.60,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],parking.med.harvard.edu,134.174.145.216,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,nlbsp.med.harvard.edu,,,,,,,
[x],partition.iq.harvard.edu,"75.101.184.39, 54.204.238.15, 54.209.91.188, 54.221.251.148","dns1.p05.nsone.net, hostmaster.nsone.net",,,NOERROR,partition.iq.harvard.edu.herokudns.com,,,,,,,
[x],partners.mgh.harvard.edu,132.183.96.92,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],pascal.dfci.harvard.edu,155.52.47.64,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],password.seas.harvard.edu,54.172.197.41,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,"web-static.seas.harvard.edu, web-static-aws.seas.harvard.edu",,,,,,,
[x],passwords.itsec.harvard.edu,52.4.163.15,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,passwords01.itsec.harvard.edu,,,,,,,
[x],passwords01.itsec.harvard.edu,52.4.163.15,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],path.fas.harvard.edu,54.86.55.123,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],path.mgh.harvard.edu,,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,"ocorexns2.partners.org, ecorexns1.partners.org, ecorexns2.partners.org, ocorexns1.partners.org",,,mgbmx.partners.org,v=spf1 ip4:155.52.251.0/24 ip4:132.183.181.128/26 ~all,,
[x],path2.dev.fas.harvard.edu,140.247.34.38,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,departments.dev.fas.harvard.edu,,,,,,,
[x],path2.fas.harvard.edu,54.173.163.188,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],patient.hsdm.harvard.edu,107.154.108.87,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",,,NOERROR,3xcs5.x.incapdns.net,,True,incapsula,,,,
[x],patient.uhs.harvard.edu,52.191.101.145,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,True,azure,,,,
[x],payroll.bsc.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pblcls.law.harvard.edu,"141.193.213.20, 141.193.213.21","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pc.dfci.harvard.edu,155.52.22.77,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],pcg.law.harvard.edu,"141.193.213.21, 141.193.213.20","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pcir.catalyst.harvard.edu,134.174.150.56,"ns-749.awsdns-29.net, awsdns-hostmaster.amazon.com",,,NOERROR,orchestraweb.catalyst.harvard.edu,,,,,,,
[x],pcmp.dfci.harvard.edu,155.52.48.251,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],pda.fas.harvard.edu,"23.2.13.25, 23.2.13.57","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],pds-dev.hz-dev.lib.harvard.edu,,"ns-808.awsdns-37.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],pds-dev.lib.harvard.edu,10.138.23.8,"ns-808.awsdns-37.net, awsdns-hostmaster.amazon.com",True,10.138.23.8,NOERROR,pds-docker-dev.hz-dev.lib.harvard.edu,,,,,,,
[x],pds-prod.hz.lib.harvard.edu,,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],pds-qa.hz.lib.harvard.edu,100.24.80.215,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],pds-qa.lib.harvard.edu,100.24.80.215,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,pds-qa.hz.lib.harvard.edu,,,,,,,
[x],pds.lib.harvard.edu,"18.210.143.27, 54.210.210.172, 54.243.166.1","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,pds-prod.hz.lib.harvard.edu,,,,,,,
[x],peabody.harvard.edu,"23.2.13.57, 23.2.13.25","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],peabody.mgh.harvard.edu,132.183.110.29,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],peace.harvard.edu,128.103.4.11,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pennywhite.gsd.harvard.edu,"141.193.213.20, 141.193.213.21","darwin.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,alnetiyzte93.wpeproxy.com,,,,,,,
[x],people.fas.harvard.edu,"34.227.127.190, 52.71.183.60, 3.224.4.226","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,fas-redirect-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],people.hcs.harvard.edu,3.211.240.151,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],people.med.harvard.edu,134.174.150.51,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,orchestraweb.med.harvard.edu,,,,,,,
[x],people.mgh.harvard.edu,170.223.191.141,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,erishaproxy.partners.org,,,,,,,
[x],people.seas.harvard.edu,54.172.197.41,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,"people-aws.seas.harvard.edu, web-static.seas.harvard.edu, web-static-aws.seas.harvard.edu",,,,,,,
[x],peoplesoft-db1.trn.hrapps.harvard.edu,10.137.140.62,"ns-161.awsdns-20.com, awsdns-hostmaster.amazon.com",True,10.137.140.62,NOERROR,psdb1.trn.hrapps.harvard.edu,"ns-1415.awsdns-48.org, ns-161.awsdns-20.com, ns-1961.awsdns-53.co.uk, ns-970.awsdns-57.net",,,,,,
[x],peoplesoft-gateway.hrapps.harvard.edu,"10.137.132.211, 10.137.132.24","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.137.132.211, 10.137.132.24",NOERROR,"psoft-gateway.prod.hrapps.harvard.edu, internal-peopl-albwe-1j5blqzwawy7-411302411.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft-gateway.stg.hrapps.harvard.edu,10.138.96.183,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,10.138.96.183,NOERROR,"psoft-ib.stg.hrapps.harvard.edu, internal-peopl-albwe-1sk88z1r34mok-1219913045.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft-gateway.trn.hrapps.harvard.edu,"10.137.132.68, 10.137.132.245","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.137.132.68, 10.137.132.245",NOERROR,"psoft-gateway.trn.hrapps.harvard.edu, internal-peopl-albwe-8j09qqy6g6pt-64179701.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft-ib.hrapps.harvard.edu,"34.206.97.198, 54.209.21.57","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"peoplesoft-gateway-webib-pub-prod.hrapps.harvard.edu, psoft-ib.prod.hrapps.harvard.edu, peopl-pubal-1x059ttflwz0y-1024295006.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],peoplesoft-ib.stg.hrapps.harvard.edu,10.138.96.183,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,10.138.96.183,NOERROR,"psoft-ib.stg.hrapps.harvard.edu, internal-peopl-albwe-1sk88z1r34mok-1219913045.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft-ib.trn.hrapps.harvard.edu,"18.214.244.180, 34.233.81.223","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"psoft-ib.trn.hrapps.harvard.edu, peopl-pubal-uvet6bczcoyz-641217478.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft-report.stg.hrapps.harvard.edu,"10.140.141.197, 10.140.141.61, 10.138.96.170","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.140.141.197, 10.140.141.61, 10.138.96.170",NOERROR,"psoft.stg.hrapps.harvard.edu, internal-peopl-albwe-yt2m2qn3gx8u-872293968.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft-report.trn.hrapps.harvard.edu,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"psoft.trn.hrapps.harvard.edu, internal-peopl-albwe-jcfyj6obl517-1630240425.us-east-1.elb.amazonaws.com","ns-1415.awsdns-48.org, ns-161.awsdns-20.com, ns-1961.awsdns-53.co.uk, ns-970.awsdns-57.net",,,,,,
[x],peoplesoft-report.tst.hrapps.harvard.edu,"10.140.141.11, 10.140.141.168, 10.138.96.168","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.140.141.11, 10.140.141.168, 10.138.96.168",NOERROR,"psoft.tst.hrapps.harvard.edu, internal-peopl-albwe-f0fu8kev3321-1070073086.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft-scheduler.dev.hrapps.harvard.edu,10.140.140.64,"ns-566.awsdns-06.net, awsdns-hostmaster.amazon.com",True,10.140.140.64,NOERROR,prcs1.dev.hrapps.harvard.edu,,,,,,,
[x],peoplesoft-scheduler.hrapps.harvard.edu,10.137.137.8,"ns-115.awsdns-14.com, awsdns-hostmaster.amazon.com",True,10.137.137.8,NOERROR,prcs1.prod.hrapps.harvard.edu,,,,,,,
[x],peoplesoft-scheduler01.hrapps.harvard.edu,10.137.137.8,"ns-115.awsdns-14.com, awsdns-hostmaster.amazon.com",True,10.137.137.8,NOERROR,prcs1.prod.hrapps.harvard.edu,,,,,,,
[x],peoplesoft-web01.hrapps.harvard.edu,10.137.137.76,"ns-115.awsdns-14.com, awsdns-hostmaster.amazon.com",True,10.137.137.76,NOERROR,peoplesoft-web01.prod.hrapps.harvard.edu,,,,,,,
[x],peoplesoft-web01.tst.hrapps.harvard.edu,10.140.140.56,"ns-1667.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,10.140.140.56,NOERROR,,,,,,,,
[x],peoplesoft-web02.hrapps.harvard.edu,10.137.138.154,"ns-115.awsdns-14.com, awsdns-hostmaster.amazon.com",True,10.137.138.154,NOERROR,peoplesoft-web02.prod.hrapps.harvard.edu,,,,,,,
[x],peoplesoft-web02.tst.hrapps.harvard.edu,10.140.140.172,"ns-1667.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,10.140.140.172,NOERROR,,,,,,,,
[x],peoplesoft-web03.hrapps.harvard.edu,10.137.136.180,"ns-115.awsdns-14.com, awsdns-hostmaster.amazon.com",True,10.137.136.180,NOERROR,peoplesoft-web03.prod.hrapps.harvard.edu,,,,,,,
[x],peoplesoft-web1.hrapps.harvard.edu,10.137.137.76,"ns-115.awsdns-14.com, awsdns-hostmaster.amazon.com",True,10.137.137.76,NOERROR,peoplesoft-web01.prod.hrapps.harvard.edu,,,,,,,
[x],peoplesoft-webib.hrapps.harvard.edu,10.137.138.179,"ns-115.awsdns-14.com, awsdns-hostmaster.amazon.com",True,10.137.138.179,NOERROR,"peoplesoft-webib.prod.hrapps.harvard.edu, peoplesoft-webib01.prod.hrapps.harvard.edu",,,,,,,
[x],peoplesoft-webib01.tst.hrapps.harvard.edu,10.140.140.254,"ns-1667.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,10.140.140.254,NOERROR,,,,,,,,
[x],peoplesoft-webib02.tst.hrapps.harvard.edu,10.140.140.172,"ns-1667.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",True,10.140.140.172,NOERROR,,"ns-1247.awsdns-27.org, ns-1667.awsdns-16.co.uk, ns-484.awsdns-60.com, ns-523.awsdns-01.net",,,,,,
[x],peoplesoft.dfci.harvard.edu,170.223.157.145,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],peoplesoft.harvard.edu,"18.204.112.131, 54.204.25.217, 44.213.200.111","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"peoplesoft-hrapps-web-pub.hrapps.harvard.edu, psoft-pub.prod.hrapps.harvard.edu, peopl-pubal-1t1wox2h72bi3-1589207865.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft.stg.hrapps.harvard.edu,"10.140.141.61, 10.138.96.170, 10.140.141.197","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.140.141.61, 10.138.96.170, 10.140.141.197",NOERROR,"psoft.stg.hrapps.harvard.edu, internal-peopl-albwe-yt2m2qn3gx8u-872293968.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],peoplesoft.trn.hrapps.harvard.edu,"107.21.224.190, 54.174.245.53, 44.214.46.137","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"psoft-pub.trn.hrapps.harvard.edu, peopl-pubal-ta3r1nelm0a4-1977987596.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesoft.tst.hrapps.harvard.edu,"10.138.96.168, 10.140.141.168, 10.140.141.11","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.138.96.168, 10.140.141.168, 10.140.141.11",NOERROR,"psoft.tst.hrapps.harvard.edu, internal-peopl-albwe-f0fu8kev3321-1070073086.us-east-1.elb.amazonaws.com",,,,,,,
[x],peoplesofttst.dfci.harvard.edu,170.223.157.47,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],percipio.bwh.harvard.edu,170.223.113.188,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,percipio01.partners.org,,,,,,,
[x],perforce.mgh.harvard.edu,132.183.161.119,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],perinidatabase.dfci.harvard.edu,170.223.191.172,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],perinidatabasestage.dfci.harvard.edu,170.223.191.213,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],perma.law.harvard.edu,213.188.197.94,,,,NOERROR,"custom.perma.cc, perma-redirector.fly.dev",,,,,,,2a09:8280:1::a:385
[x],peromyscus.rc.fas.harvard.edu,140.247.64.148,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
[x],petrieflom.law.harvard.edu,199.189.224.115,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pf.gse.harvard.edu,128.103.176.215,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pga.mgh.harvard.edu,155.52.206.8,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,pga2.mgh.harvard.edu,,,,,,,
[x],pgp.med.harvard.edu,104.198.98.246,"dns1.name-services.com, info.name-services.com",,,NOERROR,hmspgp.org,"dns1.name-services.com, dns2.name-services.com, dns3.name-services.com, dns4.name-services.com, dns5.name-services.com",True,google,,,,
[x],pgp.mgh.harvard.edu,132.183.1.42,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,www.nmr.mgh.harvard.edu,,,,mail.nmr.mgh.harvard.edu,,,
[x],ph.fas.harvard.edu,140.247.35.149,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],ph.harvard.edu,"52.202.246.166, 3.215.150.64","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"www.fas.harvard.edu, www.fas.harvard.edu.c14440.campuspress.com, cloudflare-resolve-to.c14440.campuspress.com, harvard.us-east-1.lb.campuspress.com, produ-loadb-uqhly5yu8f4z-a3663446a8cdb9c0.elb.us-east-1.amazonaws.com",,,,,,,
[x],ph.law.harvard.edu,"52.202.246.166, 3.215.150.64","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"www.fas.harvard.edu, www.fas.harvard.edu.c14440.campuspress.com, cloudflare-resolve-to.c14440.campuspress.com, harvard.us-east-1.lb.campuspress.com, produ-loadb-uqhly5yu8f4z-a3663446a8cdb9c0.elb.us-east-1.amazonaws.com",,,,,,,
[x],pharmacy.mgh.harvard.edu,132.183.162.56,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],phobos.cfa.harvard.edu,131.142.156.199,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],phone.harvard.edu,"92.122.101.59, 92.122.101.17","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],phonebook-alb-prod.iam.harvard.edu,,"ns-1243.awsdns-27.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],phonebook-alb-stage.stage.iam.harvard.edu,,"ns-296.awsdns-37.com, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],phonebook-green.iam.harvard.edu,"34.196.234.217, 54.156.48.183, 34.232.157.180","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"phonebookapp.iam.harvard.edu, phonebo-alb-lxju2bhjuvb0-1884523834.us-east-1.elb.amazonaws.com",,,,,,,
[x],phonebook-stage.stage.iam.harvard.edu,,"ns-296.awsdns-37.com, awsdns-hostmaster.amazon.com",,,NOERROR,phonebook-alb-stage.stage.iam.harvard.edu,,,,,,,
[x],photon.harvard.edu,128.103.93.106,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],php.med.harvard.edu,134.174.150.51,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,orchestraweb.med.harvard.edu,,,,,,,
[x],php.mgh.harvard.edu,132.183.156.21,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],physics.harvard.edu,"69.164.210.119, 23.211.133.66, 23.61.199.65, 193.108.91.171, 96.7.50.66, 84.53.139.67, 23.211.132.64","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,"a10-66.akam.net, a7-65.akam.net, a16-64.akam.net, a6-66.akam.net, a1-171.akam.net, a11-67.akam.net",,,rcsmtp.rc.fas.harvard.edu,"v=spf1 redirect=_spf.harvard.edu, MS=9CBE6E3B9864931456B4C4B54B31A989B1E126EA",,2600:1401:1::42
[x],physics.mgh.harvard.edu,132.183.160.121,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],picasso.tch.harvard.edu,"10.7.42.101, 134.174.21.180, 134.174.21.140","bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.7.42.101,NOERROR,,"bdcnetnse1.tch.harvard.edu, ns2.childrenshospital.org, ndcnetnse1.tch.harvard.edu, ns1.childrenshospital.org",,,,316500ba1b7803b8624a1078a9afb300cf,,
[x],pidash-db01.atsea.cloud.huit.harvard.edu,10.137.217.234,"ns-1517.awsdns-61.org, awsdns-hostmaster.amazon.com",True,10.137.217.234,NOERROR,,,,,,,,
[x],pidash-db01.stage.atsea.cloud.huit.harvard.edu,10.138.234.116,"ns-486.awsdns-60.com, awsdns-hostmaster.amazon.com",True,10.138.234.116,NOERROR,,,,,,,,
[x],pidash-db01.test.atsea.cloud.huit.harvard.edu,10.138.234.68,"ns-656.awsdns-18.net, awsdns-hostmaster.amazon.com",True,10.138.234.68,NOERROR,,,,,,,,
[x],pidash-db01.train.atsea.cloud.huit.harvard.edu,10.137.218.116,"ns-167.awsdns-20.com, awsdns-hostmaster.amazon.com",True,10.137.218.116,NOERROR,,,,,,,,
[x],pidashboard.harvard.edu,"10.137.210.249, 10.137.210.8, 10.137.209.180","ns-1517.awsdns-61.org, awsdns-hostmaster.amazon.com",True,"10.137.210.249, 10.137.210.8, 10.137.209.180",NOERROR,pidash-prod.atsea.cloud.huit.harvard.edu,,,,,,,
[x],pifs.law.harvard.edu,23.185.0.1,"ns-644.awsdns-16.net, awsdns-hostmaster.amazon.com",,,NOERROR,"live-pifs.pantheonsite.io, fe1.edge.pantheon.io","ns-1213.awsdns-23.org, ns-2013.awsdns-59.co.uk, ns-233.awsdns-29.com, ns-644.awsdns-16.net",,,,,,"2620:12a:8000::1, 2620:12a:8001::1"
[x],pigeon.hms.harvard.edu,134.174.149.33,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,,,,
[x],pikachu.harvard.edu,134.174.187.11,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,pikachu.harvard.edu,,,
[x],pil.law.harvard.edu,"141.193.213.21, 141.193.213.20","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pilot.med.harvard.edu,,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],pin-cas.huit.harvard.edu,"3.226.173.207, 34.194.205.52, 34.206.170.185","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"cas.iam.harvard.edu, key-auth.iam.harvard.edu, hk20-key-auth.iam.harvard.edu, internal-pin-cas.iam.harvard.edu, cas-ser-alb-5e25f3tcc3ru-14156518.us-east-1.elb.amazonaws.com",,,,,,,
[x],pin-cas.iam.harvard.edu,"34.206.170.185, 34.194.205.52, 3.226.173.207","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"key-auth.iam.harvard.edu, hk20-key-auth.iam.harvard.edu, internal-pin-cas.iam.harvard.edu, cas-ser-alb-5e25f3tcc3ru-14156518.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],pin-cas.qa.iam.harvard.edu,"34.233.40.209, 50.16.196.8","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"key-auth.qa.iam.harvard.edu, key-auth1.qa.iam.harvard.edu, cas-ser-alb-1df4yxcd1gejf-1484043525.us-east-1.elb.amazonaws.com",,,,,,,
[x],pin-cas.stage.iam.harvard.edu,"50.19.151.162, 54.210.163.121","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,cas-ser-alb-p4x7hy1xu2o1-1782570721.us-east-1.elb.amazonaws.com,,,,,,,
[x],pin3stg.medlab.harvard.edu,"134.174.141.34, 134.174.141.35","edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],pinpoint.cfa.harvard.edu,131.142.198.103,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],piper.cfa.harvard.edu,131.142.192.51,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pitf.harvard.edu,,"n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],pituitary.mgh.harvard.edu,185.166.146.203,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],pizza.mgh.harvard.edu,132.183.26.36,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],pjil.law.harvard.edu,"141.193.213.20, 141.193.213.21","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pl.hms.harvard.edu,,"ns-604.awsdns-11.net, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],pl.seas.harvard.edu,54.172.197.41,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,"web-static.seas.harvard.edu, web-static-aws.seas.harvard.edu",,,,,,,
[x],placement.fas.harvard.edu,"23.48.23.163, 23.48.23.194","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"placement-info.fas.harvard.edu, edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],planning.seas.harvard.edu,"108.157.214.8, 108.157.214.80, 108.157.214.3, 108.157.214.46","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,,NOERROR,d6u53qt4ss61y.cloudfront.net,"ns-16.awsdns-02.com, ns-1857.awsdns-40.co.uk, ns-731.awsdns-27.net, ns-1155.awsdns-16.org",True,cloudfront,,,,"2600:9000:2334:1600:16:d6a2:6980:93a1, 2600:9000:2334:6600:16:d6a2:6980:93a1, 2600:9000:2334:2800:16:d6a2:6980:93a1, 2600:9000:2334:dc00:16:d6a2:6980:93a1, 2600:9000:2334:d200:16:d6a2:6980:93a1, 2600:9000:2334:e800:16:d6a2:6980:93a1, 2600:9000:2334:c800:16:d6a2:6980:93a1, 2600:9000:2334:3000:16:d6a2:6980:93a1"
