new,host,a,soa,has_internal_ips,internal_ips,status_code,cname,ns,cdn,cdn-name,mx,txt,caa,aaaa
[x],noggin.cfa.harvard.edu,131.142.185.141,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,jeeves-new.cfa.harvard.edu,,,,,,,
[x],nora.cloud.huit.harvard.edu,,"ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,nora.ats.cloud.huit.harvard.edu,,,,,,,
[x],nora.stage.ats.cloud.huit.harvard.edu,"54.237.169.157, 3.221.120.126, 52.201.141.222, 54.146.96.14","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],nora.test.ats.cloud.huit.harvard.edu,"54.175.101.121, 18.235.65.165, 34.196.251.9","ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],north.dfci.harvard.edu,155.52.48.197,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],north.mgh.harvard.edu,132.183.175.204,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,north.neurosurgery.mgh.harvard.edu,,,,,,,
[x],notebook.alvarezlab.wjh.harvard.edu,140.247.95.116,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],nova.uc.fas.harvard.edu,140.247.195.236,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,uc3.unix.fas.harvard.edu,,,,,,,
[x],npli.sph.harvard.edu,23.185.0.3,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2620:12a:8001::3, 2620:12a:8000::3"
[x],nrs-dev-cloud.lib.harvard.edu,10.138.23.43,"ns-808.awsdns-37.net, awsdns-hostmaster.amazon.com",True,10.138.23.43,NOERROR,nrs-dev.hz-dev.lib.harvard.edu,,,,,,,
[x],nrs-dev.lib.harvard.edu,10.138.23.43,,True,10.138.23.43,NOERROR,nrs-dev.hz-dev.lib.harvard.edu,,,,,,,
[x],nrs-qa.hz.lib.harvard.edu,10.137.165.95,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",True,10.137.165.95,NOERROR,,,,,,,,
[x],nrs.harvard.edu,"3.219.254.21, 54.197.238.25, 44.205.43.100","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"nrs.lib.harvard.edu, nrs-prod.hz.lib.harvard.edu",,,,,,,
[x],nrs.lib.harvard.edu,"3.219.254.21, 54.197.238.25, 44.205.43.100","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,nrs-prod.hz.lib.harvard.edu,"ns-103.awsdns-12.com, ns-1275.awsdns-31.org, ns-1744.awsdns-26.co.uk, ns-953.awsdns-55.net",,,,,,
[x],nrsadmin.lib.harvard.edu,"10.137.166.89, 10.137.167.139, 10.137.165.126","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",True,"10.137.166.89, 10.137.167.139, 10.137.165.126",NOERROR,nrsadmin-prod.hz.lib.harvard.edu,,,,,,,
[x],ns.mgh.harvard.edu,132.183.100.12,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,ccorens1.partners.org,,,,,,,
[x],ns1.fas.harvard.edu,"140.247.21.22, 128.103.26.13","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,smtp.fas.harvard.edu,,,
[x],ns1.harvard.edu,128.103.200.35,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,2607:fb60:e:1::d
[x],ns1a.med.harvard.edu,134.174.141.63,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],ns2.fas.harvard.edu,140.247.22.22,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,smtp.fas.harvard.edu,,,
[x],ns2.harvard.edu,128.103.200.162,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,2607:fb60:23:367::162
[x],ns2.med.harvard.edu,134.174.17.6,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],ns2a.med.harvard.edu,134.174.17.63,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,,,,,,,,
[x],ns3.fas.harvard.edu,140.247.30.30,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,smtp.fas.harvard.edu,,,
[x],ns4.fas.harvard.edu,140.247.22.34,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],nsec.harvard.edu,"95.101.74.220, 95.101.74.198","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],nsf.visionlab.harvard.edu,140.247.95.156,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],nssgw.mgh.harvard.edu,185.166.146.203,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],nssnap01.neurosurgery.mgh.harvard.edu,132.183.175.132,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],nssnap02.mgh.harvard.edu,132.183.240.6,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],nssnap02.neurosurgery.mgh.harvard.edu,132.183.175.133,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],nssnap03.mgh.harvard.edu,132.183.240.7,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],ntp.harvard.edu,"128.103.203.241, 128.103.38.165, 128.103.1.35, 128.103.1.6","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,"2607:fb60:a:42::123, 2607:fb60:a:43::123, 2607:fb60:a:41::123, 2607:fb60:a:44::123"
[x],ntp.med.harvard.edu,134.174.17.6,"edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,ns2.med.harvard.edu,,,,,,,
[x],nucleus.dfci.harvard.edu,155.52.219.206,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],nucleus.dfhcc.harvard.edu,155.52.219.206,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,rcwp.dfci.harvard.edu,,,,,,,
[x],nuremberg.law.harvard.edu,78.46.217.101,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],o2.hms.harvard.edu,"134.174.159.26, 134.174.159.22, 134.174.159.21, 134.174.159.23, 134.174.159.25, 134.174.159.24","edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,login.rc.hms.harvard.edu,,,,,,,
[x],oap.harvard.edu,140.247.195.124,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,webproxy.huit.harvard.edu,,,,,,,
[x],oar.fas.harvard.edu,"23.2.13.57, 23.2.13.25","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],oars.dev.fas.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],oars.fas.harvard.edu,"35.168.194.206, 52.4.232.211, 52.202.119.229","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"oars-container.ats.cloud.huit.harvard.edu, student-services-prod-pub-alb-1874446104.us-east-1.elb.amazonaws.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,
[x],oars.stage.fas.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,maplestage.huit.harvard.edu,,,,,,,
[x],oars.test.fas.harvard.edu,"10.138.147.150, 10.138.148.234, 10.138.148.85","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",True,"10.138.147.150, 10.138.148.234, 10.138.148.85",NOERROR,"mapletest.huit.harvard.edu, internal-maple-dev-app-elb-1595301163.us-east-1.elb.amazonaws.com",,,,,,,
[x],oasis.harvard.edu,"44.209.170.244, 52.55.135.8","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"p.lib.harvard.edu, pages-prod.hz.lib.harvard.edu","ns-103.awsdns-12.com, ns-1275.awsdns-31.org, ns-1744.awsdns-26.co.uk, ns-953.awsdns-55.net",,,,,,
[x],oasis.lib.harvard.edu,"44.209.170.244, 52.55.135.8","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,"p.lib.harvard.edu, pages-prod.hz.lib.harvard.edu",,,,,,,
[x],oasis.med.harvard.edu,66.170.10.186,"ns17.domaincontrol.com, dns.jomax.net",,,NOERROR,harvard.oasisscheduling.com,"ns18.domaincontrol.com, ns17.domaincontrol.com",,,,,,
[x],oasis.sph.harvard.edu,134.174.190.189,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],oasproject-prod.cadm.harvard.edu,128.103.95.14,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],oc-prod.dcex.harvard.edu,52.71.100.6,"ns-1600.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],occ-cfa.cfa.harvard.edu,131.142.104.52,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],occaccountrequest.cfa.harvard.edu,131.142.104.51,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],occvpn.cfa.harvard.edu,128.103.252.36,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],occweb.cfa.harvard.edu,131.142.104.60,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],occwebmail.cfa.harvard.edu,131.142.104.50,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],ocm.knet.hks.harvard.edu,20.75.233.49,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],ocs.fas.harvard.edu,"44.196.168.43, 34.204.213.151","ns-728.awsdns-27.net, awsdns-hostmaster.amazon.com",,,NOERROR,"harvardfas.hosting.gouconnect.com, uctbalance.gouconnect.com, wp1532.host.pressdns.com, uconnectinc.pagelyhosting.com","ns-1149.awsdns-15.org, ns-1925.awsdns-48.co.uk, ns-353.awsdns-44.com, ns-728.awsdns-27.net",,,,,,
[x],oculus.harvardx.harvard.edu,"13.225.78.13, 13.225.78.12, 13.225.78.67, 13.225.78.84","ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",,,NOERROR,d1sye2dzrk7wq3.cloudfront.net,"ns-1363.awsdns-42.org, ns-1953.awsdns-52.co.uk, ns-264.awsdns-33.com, ns-879.awsdns-45.net",True,cloudfront,,,,"2600:9000:21f3:4400:1b:15fc:5ac0:93a1, 2600:9000:21f3:b800:1b:15fc:5ac0:93a1, 2600:9000:21f3:1e00:1b:15fc:5ac0:93a1, 2600:9000:21f3:800:1b:15fc:5ac0:93a1, 2600:9000:21f3:5e00:1b:15fc:5ac0:93a1, 2600:9000:21f3:2600:1b:15fc:5ac0:93a1, 2600:9000:21f3:4600:1b:15fc:5ac0:93a1, 2600:9000:21f3:e200:1b:15fc:5ac0:93a1"
[x],odin.cfa.harvard.edu,131.142.185.204,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],odin.fas.harvard.edu,140.247.164.234,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,indus.fas.harvard.edu,,,,,,,
[x],odin.tch.harvard.edu,10.64.48.30,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.64.48.30,NOERROR,,,,,,31e278a62e03dcaba6844141f886860efe,,
[x],odyssey.dfci.harvard.edu,155.52.47.51,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],odyssey.harvard.edu,134.174.81.123,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,odyssey.bwh.harvard.edu,,,,,,,
[x],office.dfci.harvard.edu,155.52.52.40,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],office.mgh.harvard.edu,132.183.120.214,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],ogc-128-103-38-10.harvard.edu,128.103.38.10,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],ogc.harvard.edu,"23.55.163.21, 23.55.163.29","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],ogc100.harvard.edu,128.103.85.100,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],oi.mgh.harvard.edu,170.223.156.68,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],oidnames.cadm.harvard.edu,"34.236.59.10, 35.169.60.149","ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",,,NOERROR,"oid12names.cadm.harvard.edu, oid12-lb-app-public-prod.cloudservices.huit.harvard.edu",,,,,,,
[x],oir.harvard.edu,"2.16.202.122, 95.101.54.209","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],oldmail.college.harvard.edu,74.202.142.185,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],olympus.seas.harvard.edu,54.160.74.83,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],ombudsman.harvard.edu,"23.48.23.17, 23.48.23.39","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],omero.hms.harvard.edu,134.174.159.17,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],omni.college.harvard.edu,,"ns1.cloudflare.net, dns.cloudflare.com",,,NOERROR,omni.college.harvard.edu.cdn.cloudflare.net,,,,,,,
[x],onboard.rc.fas.harvard.edu,"140.247.64.154, 140.247.232.232, 140.247.139.253","iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,"iliaddns2.rc.fas.harvard.edu, iliaddns.rc.fas.harvard.edu",,,,,,
[x],ondemand.tch.harvard.edu,10.36.173.33,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.36.173.33,NOERROR,ondemand-computing.tch.harvard.edu,,,,,,,
[x],online-learning.hms.harvard.edu,"192.230.64.122, 185.11.124.122","edns1.med.harvard.edu, netops.hms.harvard.edu, edns2.med.harvard.edu",,,NOERROR,hms.harvard.edu,"edns2.med.harvard.edu, cdns2.med.harvard.edu, *.galileo-dev.hms.harvard.edu, edns1.med.harvard.edu, cdns1.med.harvard.edu",True,incapsula,"mx0b-00171101.pphosted.com, mx0a-00171101.pphosted.com",,,
[x],onlinelearning.hks.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,v=spf1 include:aspmx.pardot.com ~all,,
[x],onlinelearning.hms.harvard.edu,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,oc-edxapp-prod-390771787.us-east-1.elb.amazonaws.com,,,,,,,
[x],onlineplacement.cloud.huit.harvard.edu,"34.198.132.4, 54.173.167.205, 54.156.74.39","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,onlineplacement-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],onlineplacement.fas.harvard.edu,"54.173.167.205, 34.198.132.4, 54.156.74.39","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,onlineplacement-lb-pub-prod.ats.cloud.huit.harvard.edu,,,,,,,
[x],onlineplacement.stage.ats.cloud.huit.harvard.edu,,"ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],onthemap.harvard.edu,50.19.115.99,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],oos.cloud.huit.harvard.edu,"18.232.222.34, 3.83.6.42, 34.224.208.31, 34.202.14.239","ns-1341.awsdns-39.org, awsdns-hostmaster.amazon.com",,,NOERROR,oos.ats.cloud.huit.harvard.edu,,,,,,,
[x],oos.stage.ats.cloud.huit.harvard.edu,"52.6.112.54, 75.101.134.123, 3.92.15.117, 54.164.32.39","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],op.production.devshop.hms.harvard.edu,134.174.153.11,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],open-proposals.hms.harvard.edu,134.174.153.11,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,production.servers.devshop.hms.harvard.edu,,,,,,,
[x],open.med.harvard.edu,134.174.149.59,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",,,NOERROR,,"ns-1724.awsdns-23.co.uk, ns-294.awsdns-36.com, ns-900.awsdns-48.net, ns-1058.awsdns-04.org",,,open.med.harvard.edu,,,
[x],openscholar.abcd.harvard.edu,"2.16.241.14, 2.16.241.17","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],openscholar.harvard.edu,"18.232.209.104, 18.208.82.203","a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,"ext2-10wa.noc.harvard.edu, ext1-60ox.noc.harvard.edu",,,
[x],oper.dev.ats.cloud.huit.harvard.edu,"10.138.147.80, 10.138.146.211","ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",True,"10.138.147.80, 10.138.146.211",NOERROR,oper-dev.dev.ats.cloud.huit.harvard.edu,,,,,,,
[x],oper.fas.harvard.edu,"52.4.232.211, 52.202.119.229, 35.168.194.206","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"oper-container.ats.cloud.huit.harvard.edu, student-services-prod-pub-alb-1874446104.us-east-1.elb.amazonaws.com",,,,,,,
[x],oper.stage.ats.cloud.huit.harvard.edu,"35.169.76.160, 18.233.35.216, 34.224.125.1","ns-1526.awsdns-62.org, awsdns-hostmaster.amazon.com",,,NOERROR,oper-stage.stage.ats.cloud.huit.harvard.edu,,,,,,,
[x],oper.test.ats.cloud.huit.harvard.edu,"10.138.147.106, 10.138.146.136","ns-2029.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",True,"10.138.147.106, 10.138.146.136",NOERROR,oper-test.test.ats.cloud.huit.harvard.edu,"ns-1186.awsdns-20.org, ns-2029.awsdns-61.co.uk, ns-265.awsdns-33.com, ns-557.awsdns-05.net",,,,,,
[x],operations.gse.harvard.edu,"23.55.163.21, 23.55.163.29","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],operations.med.harvard.edu,134.174.145.106,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],oprs.dfci.harvard.edu,170.223.157.35,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],ops.dce.harvard.edu,140.247.198.117,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],opsview.law.harvard.edu,140.247.200.239,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],opus.mgh.harvard.edu,132.183.161.32,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],oradev.dfci.harvard.edu,155.52.47.60,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],oralhistory.itatti.harvard.edu,18.203.212.168,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],orchard.med.harvard.edu,134.174.150.172,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],orchestra.med.harvard.edu,"134.174.159.25, 134.174.159.22, 134.174.159.21, 134.174.159.24, 134.174.159.26, 134.174.159.23",,,,NOERROR,login.rc.hms.harvard.edu,,,,,,,
[x],ordlvapexd01.med.harvard.edu,134.174.150.27,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,,,,,,,,
[x],orgs.law.harvard.edu,35.237.197.152,"jim.ns.cloudflare.com, dns.cloudflare.com",,,NOERROR,hlsorgs.wpengine.com,,True,google,,,,
[x],origami.harvard.edu,,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,paradox.harvard.edu,,,,paradox.harvard.edu,,,
[x],origin.sph.harvard.edu,134.174.190.195,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],orion.dfci.harvard.edu,155.52.47.82,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],orion.med.harvard.edu,134.174.145.107,"edns2.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,itwvcswebp01.med.harvard.edu,,,,,,,
[x],os.gse.harvard.edu,"88.221.132.168, 88.221.132.82","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"projects.iq.harvard.edu, edge.projects.iq.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],os.med.harvard.edu,,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],osaka.tch.harvard.edu,10.17.24.216,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.17.24.216,NOERROR,,,,,,,,
[x],osc-qa.lib.harvard.edu,54.205.222.195,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,osc-qa-1840962357.us-east-1.elb.amazonaws.com,,,,,,,
[x],osc.hul.harvard.edu,,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,osc-prod.hz.lib.harvard.edu,,,,,,,
[x],osc.lib.harvard.edu,"54.221.255.132, 52.4.231.102, 44.210.47.176","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,osc-prod.hz.lib.harvard.edu,,,,,,,
[x],osirix.mgh.harvard.edu,132.183.161.206,"ecorexns1.partners.org, domainadmin.partners.org",,,NOERROR,,,,,,,,
[x],osl.fas.harvard.edu,"104.97.85.47, 104.97.85.11","n0b.akamai.net, hostmaster.akamai.com",,,NOERROR,"edge.hwpi.harvard.edu, huit.edgesuite.net, a1351.b.akamai.net",,,,,,,
[x],oslgroups.dev.fas.harvard.edu,"10.138.147.81, 10.138.146.196","ns-529.awsdns-02.net, awsdns-hostmaster.amazon.com",True,"10.138.147.81, 10.138.146.196",NOERROR,capperl-dev.dev.ats.cloud.huit.harvard.edu,,,,,,,
[x],otd.harvard.edu,192.124.249.103,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,www.otd.harvard.edu,,,,,,,
[x],otto.harvard.edu,128.103.93.60,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,"ext2.aliasing.harvard.edu, ext1.aliasing.harvard.edu",,,
[x],outgoing.cyber.harvard.edu,128.103.64.103,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],outingsandinnings.harvard.edu,74.200.12.31,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],outpost.bidmc.harvard.edu,134.174.104.127,"ns1-external.caregroup.org, networkservices.caregroup.harvard.edu",,,NOERROR,,,,,,,,
[x],outsideactivities.hms.harvard.edu,72.10.188.144,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],outsmarting-human-minds.rc.fas.harvard.edu,140.247.64.139,"iliaddns.rc.fas.harvard.edu, rchelp.fas.harvard.edu",,,NOERROR,,,,,,,,
[x],owa.medlab.harvard.edu,134.174.150.152,"edns2.med.harvard.edu, netops.hms.harvard.edu, edns1.med.harvard.edu",,,NOERROR,,,,,,,,
[x],owa.university.harvard.edu,128.103.69.142,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],oxford.tch.harvard.edu,10.72.8.85,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",True,10.72.8.85,NOERROR,,,,,,002a2a24d6cc907138adf4bad71dac7232,,
[x],oximouse.hms.harvard.edu,134.174.149.252,"edns1.med.harvard.edu, netops.hms.harvard.edu",,,NOERROR,wren.hms.harvard.edu,,,,,,,
[x],oz.law.harvard.edu,128.103.64.104,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],p-kitefs-dc1.hks.harvard.edu,128.103.253.53,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],p.lib.harvard.edu,"44.209.170.244, 52.55.135.8","ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,pages-prod.hz.lib.harvard.edu,"ns-103.awsdns-12.com, ns-1275.awsdns-31.org, ns-1744.awsdns-26.co.uk, ns-953.awsdns-55.net",,,,,,
[x],p0-fasad-gw7-0.ad.fas.harvard.edu,10.37.4.89,"ns-1243.awsdns-27.org, awsdns-hostmaster.amazon.com",True,10.37.4.89,NOERROR,p0-fasad-gw7.iam.harvard.edu,,,,,,,
[x],p2m2.aws.dbmi-dev.hms.harvard.edu,"18.213.48.173, 52.72.202.118","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,ppm-cluster-alb-1166711343.us-east-1.elb.amazonaws.com,,,,,,,
[x],p2m2.dbmi.hms.harvard.edu,"3.209.0.11, 18.214.8.92","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"p2m2.aws.dbmi.hms.harvard.edu, ppm-cluster-alb-1574520649.us-east-1.elb.amazonaws.com",,,,,,,
[x],p2m2a.aws.dbmi-dev.hms.harvard.edu,"52.72.202.118, 18.213.48.173","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,ppm-cluster-alb-1166711343.us-east-1.elb.amazonaws.com,,,,,,,
[x],p2m2a.dbmi.hms.harvard.edu,"3.209.0.11, 18.214.8.92","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,,NOERROR,"p2m2a.aws.dbmi.hms.harvard.edu, ppm-cluster-alb-1574520649.us-east-1.elb.amazonaws.com",,,,,,,
[x],p3-univad-gw7.dev.iam.harvard.edu,,"ns-1882.awsdns-43.co.uk, awsdns-hostmaster.amazon.com",,,NOERROR,,,,,,,,
[x],pace.harvard.edu,128.103.177.34,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
[x],pacsweb.bidmc.harvard.edu,134.174.122.15,"ns1-external.caregroup.org, networkservices.caregroup.harvard.edu",,,NOERROR,pacsweb2.bidmc.harvard.edu,,,,,,,
[x],pacsweb.tch.harvard.edu,134.174.12.21,"bdcnetnsg1.tch.harvard.edu, isddnsadmins-dl.childrens.harvard.edu",,,NOERROR,pacsstor.tch.harvard.edu,,,,,,,
[x],pad.berkman.harvard.edu,128.103.64.94,"a1-171.akam.net, netmanager.harvard.edu",,,NOERROR,,,,,,,,
