new,host,a,soa,status_code,aaaa,cname,ns,mx,txt,caa,cdn,cdn-name,has_internal_ips,internal_ips
[x],futbol.es.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],futsal.pl.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],gam05.bingo.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],game.32red.com,185.9.103.138,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],games.32red.com,185.9.103.170,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],gateway.unibet.fr,,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],gf.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"wildcard01.unibet.com, www.unibet.com",,,,,,,,
[x],gp.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"wildcard01.unibet.com, www.unibet.com",,,,,,,,
[x],gr-1.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],gr.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"emea.excedodns.eu, global.excedodns.com, sto.excedodns.se, dns-ext2.northdev.net, dns-ext1.northdev.net, world.excedodns.org",,,,,,,
[x],gw.32red.com,"104.16.185.79, 104.17.116.43","cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,cloudflare,,
[x],h-135-207-29-58.aws.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],help.unibet.com,212.188.183.87,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],helpcenter.unibet.fr,,,NOERROR,,,,,,,,,,
[x],hockey-sur-glace.fr.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],holla8.32red.com,185.9.103.136,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],hr.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],html5-embedded.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],html5.pa.unibet.com,50.229.39.210,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],hu.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],hu.unibetblog.kes.kindredext.net,"35.159.6.38, 18.194.14.133, 3.67.217.127","ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hu1.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,,,,,,,,
[x],i-preview.unibet.fr,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],i-uat.unibet.fr,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],i.32red.com,212.188.185.233,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],i.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"mobile.unibet.com, m.unibet.com",,,,,,,,
[x],i.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ia.unibet.com,192.16.81.131,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"dns-ext1.northdev.net, dns-ext2.northdev.net, sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com","mx1-be.unibet.com, ia-unibet-com.mail.protection.outlook.com",v=spf1 mx include:spf.protection.outlook.com include:mail.zendesk.com include:sp.unibet.com -all,,,,,
[x],igame.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"dns-ext2.northdev.net, sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net",igame-com.mail.protection.outlook.com,"cf9a16ea-5384-4b2c-9b2b-bfb44fd15279, google-site-verification=GW5zq4ccw-9hGf_NVbdEcuizcKC4otJylG-uIS4fJZI, google-site-verification=hStz2ru9LRxDa4PGyj1wpZgvnCTZa0RCqcgWhF8InZ4, v=spf1 mx ip4:208.73.5.5 a:relay.unibet.com include:sp.unibet.com include:_spf.google.com include:spf.protection.outlook.com ~all, MS=ms51229068, 1520ca0c-00fa-466f-84fa-41030c97f2ef, 4997950d-74dd-42d5-b5ad-8aafbff29669","letsencrypt.org, trustwave.com",,,,
[x],il.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"emea.excedodns.eu, dns-ext2.northdev.net, global.excedodns.com, sto.excedodns.se, dns-ext1.northdev.net, world.excedodns.org",il-unibet-com.mail.protection.outlook.com,v=spf1 mx include:sp.unibet.com include:mail.zendesk.com include:spf.protection.outlook.com -all,,,,,
[x],imagebank.kolikkopelit.com,37.114.75.82,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],images.32red.com,"104.16.185.79, 104.17.116.43","cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,cloudflare,,
[x],images1.32red.com,"104.17.116.43, 104.16.185.79","cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,True,cloudflare,,
[x],img.communication.unibet.fr,213.229.104.143,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],img.nl1.unibet.fr,213.229.104.143,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],in.unibet.com,192.124.249.168,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"dns-ext2.northdev.net, emea.excedodns.eu, global.excedodns.com, sto.excedodns.se, world.excedodns.org, dns-ext1.northdev.net",in-unibet-com.mail.protection.outlook.com,"v=spf1 mx include:spf.protection.outlook.com include:mail.zendesk.com include:sp.unibet.com -all, facebook-domain-verification=grbooxgt8drzbx3w9hoqfntd58zdx2",,,,,
[x],inf5075.mlt.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],int.unibet.fr,178.22.240.100,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],int1.us1.kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ishockey.dk.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],ishockey.fi.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],ishockey.no.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],it-redirect.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],it.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"wildcard01.unibet.com, www.unibet.com","sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],jabber-ext.unibet.com,193.44.75.120,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],jalkapallo.fi.unibet.com,80.244.187.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],japanese.32red.com,212.188.185.233,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],jira.unibet.fr,54.144.128.85,,NOERROR,,,,,,,,,,
[x],jugandovoy.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],k8s.aws.unibet.com,,,NOERROR,,,,,,,,,,
[x],kes.kindredext.net,,"ns-1658.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1167.awsdns-17.org, ns-1658.awsdns-15.co.uk, ns-461.awsdns-57.com, ns-585.awsdns-09.net",,,,,,,
[x],kindred-cms-ufe.si1.mt1.kindredext.net,85.184.97.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],kindredext.net,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",mx1-be.unibet.com,b55127b9-e4d1-4891-946b-9574eff0d62a,"amazonaws.com, letsencrypt.org, securetrust.com",,,,
[x],kolikkopelit.com,"85.184.96.0, 185.42.137.101, 194.58.192.48, 162.219.54.130, 194.58.198.48, 85.184.98.1, 85.184.99.1","dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,"2a01:3f0:400::48, 2a01:3f1:48::53, 2620:10a:80eb::42, 2a01:3f1:3048::53",,"dns-ext2.northdev.net, emea.excedodns.eu, global.excedodns.com, sto.excedodns.se, world.excedodns.org, dns-ext1.northdev.net",kolikkopelit-com.mail.protection.outlook.com,"google-site-verification=L_MCCJy7QxPhJCXe2VCbiWMfWrFYa2uu5VPnKJvTESw, v=spf1 mx ip4:192.36.69.117 ip4:92.43.213.66 ip4:193.13.73.210 a a:relay.unibet.com include:sp.unibet.com include:_spf.google.com include:spf.protection.outlook.com ~all, facebook-domain-verification=gohksbkz1aeygw9cdry3zk7jwhr2j3, d2fedc38-7bde-446b-93df-e3a919f0a0d3, MS=ms14478975, 4997950d-74dd-42d5-b5ad-8aafbff29669, cf9a16ea-5384-4b2c-9b2b-bfb44fd15279, google-site-verification=CJBMvrcIULubpknUt6IzVdwPmtJhEogpTbndGNTaz8k","letsencrypt.org, trustwave.com",,,,
[x],kuvat.kolikkopelit.com,,,NOERROR,,,,,,,,,,
[x],kz.unibet.fr,,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],l-preview.unibet.fr,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com, dns-ext1.northdev.net, dns-ext2.northdev.net",,,,,,,
[x],l.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],lcgb.32red.com,195.244.203.60,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],lcsp.32red.com,195.244.203.60,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],leboncoin.fr.stly.eu,54.144.128.85,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],leijona.igame.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],link.casinohuone.com,,,NOERROR,,,,,,,,,,
[x],link.email.32red.com,"167.89.118.83, 167.89.123.124, 167.89.123.54, 167.89.118.52","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,sendgrid.net,,"mx.sendgrid.net, mx2.sendgrid.net","mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE","godaddy.com, amazonaws.com",,,,
[x],link.email.bingo.com,"167.89.118.52, 167.89.118.83, 167.89.123.54, 167.89.123.124","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,sendgrid.net,"ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com","mx.sendgrid.net, mx2.sendgrid.net","p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all","amazonaws.com, godaddy.com",,,,
[x],link.email.casinohuone.com,"167.89.123.124, 167.89.118.52, 167.89.118.83, 167.89.123.54","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,sendgrid.net,"ns15.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns14.dnsmadeeasy.com","mx.sendgrid.net, mx2.sendgrid.net","google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0","godaddy.com, amazonaws.com",,,,
[x],link.email.kolikkopelit.com,"167.89.118.52, 167.89.123.54, 167.89.118.83, 167.89.123.124","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,sendgrid.net,"ns13.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns12.dnsmadeeasy.com","mx.sendgrid.net, mx2.sendgrid.net","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei","amazonaws.com, godaddy.com",,,,
[x],link.email.ottokasino.com,"167.89.123.124, 167.89.118.52, 167.89.118.83, 167.89.123.54, 208.94.148.4, 208.80.124.4, 208.80.126.4, 208.80.125.4, 208.80.127.4, 208.94.149.4","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,"2600:1800:10::1, 2600:1801:11::1, 2600:1802:12::1, 2600:1801:13::1, 2600:1802:14::1, 2600:1800:15::1",sendgrid.net,"ns15.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com","mx2.sendgrid.net, mx.sendgrid.net","p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all","godaddy.com, amazonaws.com",,,,
[x],link.email.unibet.com,"167.89.118.52, 167.89.123.124, 167.89.118.83, 167.89.123.54","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,sendgrid.net,"ns13.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns11.dnsmadeeasy.com","mx.sendgrid.net, mx2.sendgrid.net","v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0","godaddy.com, amazonaws.com",,,,
[x],link.notifications.kolikkopelit.com,"167.89.118.52, 167.89.123.54, 167.89.118.83, 167.89.123.124","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,sendgrid.net,"ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com","mx2.sendgrid.net, mx.sendgrid.net","p8bnb2lp424dkl3c4io1aemiei, mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all","amazonaws.com, godaddy.com",,,,
[x],link.notifications.unibet.com,"167.89.118.52, 167.89.118.83, 167.89.123.54, 167.89.123.124","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,sendgrid.net,"ns12.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns14.dnsmadeeasy.com","mx2.sendgrid.net, mx.sendgrid.net","mailru-verification: 2e3995fa8a7d00e0, google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all, p8bnb2lp424dkl3c4io1aemiei","godaddy.com, amazonaws.com",,,,
[x],live.32red.com,"52.222.174.37, 52.222.174.25, 52.222.174.16, 52.222.174.95","ns-175.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,,"evolivecasino-unibet-com.evonetworks.net, d15e89s6zlksza.cloudfront.net","ns-175.awsdns-21.com, ns-1806.awsdns-33.co.uk, ns-1000.awsdns-61.net, ns-1184.awsdns-20.org",,,,True,cloudfront,,
[x],livecasino.32red.com,217.158.122.117,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],livescore.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],lo-9.ar0.deu2.unibet.com,,,NOERROR,,,,,,,,,,
[x],login.unibet.fr,,,NOERROR,,,,,,,,,,
[x],lt.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"wildcard01.unibet.com, www.unibet.com",,,,,,,,
[x],lv.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],lyncdiscover.32red.com,52.112.192.14,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:2::e,webdir.online.lync.com,,,,,,,,
[x],lyncdiscover.unibet.com,52.112.65.78,"admin.nsatc.net, dns.level3.net",NOERROR,"2603:1037:0:3::e, 2603:1037:0:7::e, 2603:1037:0:c::12, 2603:1037::e, 2603:1037:0:5::e, 2603:1037:0:2::e, 2603:1037:0:a::e, 2603:1037:0:15::d",webdir.online.lync.com,,,,,,,,
[x],lyncpool2013.unibet.com,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,trustwave.com,,,,
[x],m-embedded.unibet.fr,85.184.96.42,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],m.kolikkopelit.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],m.mariacasino.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.mariacasino.com,,,,,,,,
[x],m.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],m5.connect.unibet.com,,,NOERROR,,,,,,,,,,
[x],maas.ml-dev.kindredext.net,"18.159.142.186, 52.28.76.10, 3.125.218.201","ns-2027.awsdns-61.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/istio-system/istio-ingressgateway",,,,,
[x],maas.ml-prod.kindredext.net,"35.156.190.140, 18.159.7.118, 18.197.185.100","ns-94.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=ingress/istio-system/istio-ingressgateway",,,,,
[x],mail-sv.unibet.fr,,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mail.32red.com,85.115.139.57,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],mail.casinohuone.com,84.50.110.67,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mail.connect.unibet.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],mail.mariacasino.com,89.234.1.149,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mail9401.transact.nj.unibet.com,129.41.173.116,"ns1.silverpop.com, dnsadmin.silverpop.com",NOERROR,,,,mail9401.transact.nj.unibet.com,v=spf1 ip4:129.41.173.116 -all,,,,,
[x],mailer.32red.com,81.92.120.178,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"b.ns.emailvision.net, a.ns.emailvision.net, d.ns.emailvision.net, c.ns.emailvision.net","smtpe2.emv3.com, smtpe1.emv3.com","v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, test, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,,,
[x],mailgw1-be.unibet.com,192.36.69.116,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mailgw1-mt.unibet.com,78.110.22.68,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mailgw1-uk.unibet.com,212.188.183.86,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mailgw2-se.unibet.com,192.121.202.4,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mailgw2-uk.unibet.com,195.81.28.1,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],maintenance.unibet.fr,178.22.240.111,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"emea.excedodns.eu, dns-ext2.northdev.net, dns-ext1.northdev.net, sto.excedodns.se, global.excedodns.com, world.excedodns.org",,,,,,,
[x],manager.unibet.com,213.173.247.50,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],maria.casino,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"emea.excedodns.eu, global.excedodns.com, sto.excedodns.se, dns-ext2.northdev.net, dns-ext1.northdev.net, world.excedodns.org",mx1-be.unibet.com,,letsencrypt.org,,,,
[x],mariacasino.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,"dns-ext1.northdev.net, dns-ext2.northdev.net, sto.excedodns.se, emea.excedodns.eu, world.excedodns.org, global.excedodns.com",mariacasino-com.mail.protection.outlook.com,"google-site-verification=XZE-7N3znosd91HwUi_AkBCu5sf-2NOrkVHoGr6yYxc, vKyCJHIP5Ibv5SELdtwrGeWE/goj8SIQ1CkQKbC1Bkh3yV4uK53SNMSFYBRitfUhxttDWbk2+C5pnX79WBtP0Q==, v=spf1 mx include:spf.mandrillapp.com include:sp.unibet.com include:spf.protection.outlook.com include:custhelp.com -all, MS=ms14001500, 0d1cc225-fdd7-49de-8b9a-fff714f84ffd, 90565911-f0d3-4c5c-badc-56e86cd5ca28, cd52cbf1-a68e-4426-ab3d-8ca595eaa74e, d738c231-2e90-4d58-a56f-eda6e327f304, google-site-verification=QNKwi69xlXisAZtoedTUptpTgorXifElVMheItlkfww","trustwave.com, letsencrypt.org",,,,
[x],mauricio-stage.kes.kindredext.net,"18.197.251.217, 18.158.123.97, 35.156.246.20","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,mauricio-stage-lb-1180800054.eu-central-1.elb.amazonaws.com,,,,,,,,
[x],media.32red.com,212.188.185.233,"cloe.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],media.unibet.fr,"13.107.253.45, 13.107.226.45","ns1.fb-t-msedge.net, msnhst.microsoft.com",NOERROR,"2620:1ec:29:1::45, 2620:1ec:48:1::45","eurosportbet.media.netrefer.com, fd-core-fd-prod-01-westeurope-hxakeja9dkepbkhf.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0017.t-0009.fb-t-msedge.net, part-0017.t-0009.fb-t-msedge.net",,,,,,,,
[x],mf02.32red.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],mk.unibet.fr,54.144.128.85,,NOERROR,2602:fcbc:0:3::11,,,,,,,,,
[x],mmo.unibet.com,192.121.202.11,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mobenga-stage.unibet.com,188.95.225.174,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
[x],mobil.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,"mobile.unibet.com, m.unibet.com",,,,,,,,
[x],mobile-scratch.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,www.unibet.com,"world.excedodns.org, dns-ext1.northdev.net, global.excedodns.com, emea.excedodns.eu, dns-ext2.northdev.net, sto.excedodns.se",,,,,,,
[x],mobile.32red.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],mobile.unibet.com,85.184.96.0,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,m.unibet.com,,,,,,,,
[x],mobile2.unibet.com,188.95.225.208,"dns-ext1.northdev.net, domain\.names.unibet.com",NOERROR,,,,,,,,,,
