new,host,a,cname,soa,status_code,has_internal_ips,internal_ips,txt,aaaa,ns,mx,cdn,cdn-name
[x],sure.jd.com,172.23.2.117,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.23.2.117,,,,,,
[x],survadmin.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],survey.jd.com,202.77.129.223,survey.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],sv.jd.com,211.144.24.248,sv.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],svip.jd.com,202.77.129.86,svip.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],svpn.jd.com,211.151.12.5,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],sw.jd.com,,sw.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],swagger.jd.com,172.16.133.37,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.16.133.37,,,,,,
[x],swat.jd.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],swat.man.jd.com,"172.18.255.54, 172.26.9.252, 172.20.39.84",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.255.54, 172.26.9.252, 172.20.39.84",,,,,,
[x],switch.jd.com,10.14.128.100,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,10.14.128.100,,,,,,
[x],sy.jd.com,202.77.129.216,sy.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],syd05-prd-esmasdata-02a.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],sydprod1.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],system.jd.com,"172.16.132.228, 172.20.36.166",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.16.132.228, 172.20.36.166",,,,,,
[x],systems3status.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],sz.jd.com,,sz.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],szpursun.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ta.jd.com,172.28.60.186,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.60.186,,,,,,
[x],tableau.jd.com,"172.20.36.231, 172.18.230.58",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.231, 172.18.230.58",,,,,,
[x],tactaudio.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tag.jd.com,172.28.63.60,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.63.60,,,,,,
[x],taishan.jd.com,"172.16.135.179, 10.199.201.255, 172.20.41.36, 172.18.230.33",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.16.135.179, 10.199.201.255, 172.20.41.36, 172.18.230.33",,,,,,
[x],talos.man.jd.com,,talos.man.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],taoyuanjianmin.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],taurustech.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tax.jd.com,172.20.36.156,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.156,,,,,,
[x],tax.jr.jd.com,172.25.136.3,proxy-b.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.136.3,,,,,,
[x],tbrain.jd.com,172.20.33.131,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.131,,,,,,
[x],tbs.jd.com,"172.18.8.5, 172.18.8.7",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.8.5, 172.18.8.7",,,,,,
[x],tdt.jd.com,"172.20.36.196, 172.18.230.45",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.196, 172.18.230.45",,,,,,
[x],tea.jd.com,120.52.148.168,tea.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],team-jenkinsarchive-vpn.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],team.jd.com,211.144.27.21,team.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],teamapp.jd.com,116.198.3.85,"teamapp.jd.com.gslb.qianxun.com, teamapp.jd.com-d8427cc73cd5.jdcloudwaf.com","ns1.jdgslb.com, apollo.jdgslb.com, ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],teamcity.jd.com,192.168.195.153,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,192.168.195.153,,,,,,
[x],teammirror.jimi.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],teammirror.ua.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],teams.jd.com,172.16.135.116,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.16.135.116,,,,,,
[x],teamsu.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],teamsu.ua.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tech.jd.com,172.20.36.51,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.51,,,,,,
[x],tejiate.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,"ns3.jdcache.com, ns4.jdcache.com, ns2.jdcache.com, ns1.jdcache.com",,,
[x],temp-blogqaproxy-vpn.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],terra.jd.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],test-admin.jd.com,172.20.35.233,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.35.233,,,,,,
[x],test-api.jd.com,"192.168.70.74, 192.168.70.75",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"192.168.70.74, 192.168.70.75",,,,,,
[x],test-cdn.jd.com,,"test-cdn.jd.com.verycdn.net, static.verycdn.net","ns7.veryns.com, support.verycdn.net",NOERROR,,,,,,,,
[x],test-np.jd.com,11.3.201.132,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],test.aces.jd.com,"11.50.210.3, 11.50.216.194",,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],test.erp.jd.com,"11.50.80.190, 11.158.34.55",,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],test.jd.com,192.168.171.197,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,192.168.171.197,,,,,,
[x],test.ssa.jd.com,11.158.86.183,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],test01.x.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],test1.jd.com,11.158.110.176,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],testcamp.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],testdata.jd.com,192.168.153.92,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,192.168.153.92,,,,,,
[x],testing.jd.com,11.24.69.125,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tf.jd.com,"172.18.255.45, 172.20.33.139",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.255.45, 172.20.33.139",,,,mail.tf.jd.com,,
[x],themis.jd.com,172.20.33.135,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.33.135,,,,,,
[x],thinkhouse.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,"ns3.jdcache.com, ns4.jdcache.com, ns2.jdcache.com, ns1.jdcache.com",,,
[x],tiantianhong.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ticket.jd.com,211.144.27.21,ticket.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ticket.m.jd.com,"172.20.37.96, 172.18.227.99",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.37.96, 172.18.227.99",,,,,,
[x],tiger.jd.com,172.20.101.121,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.101.121,,,,,,
[x],timline.jd.com,172.28.60.24,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.60.24,,,,,,
[x],tingliang.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tip.jd.com,"11.80.11.78, 11.80.28.96",,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tj.man.jd.com,"172.20.33.200, 172.28.60.232, 172.16.135.179",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.33.200, 172.28.60.232, 172.16.135.179",,,,,,
[x],tjjrth.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tk.jd.com,172.20.34.30,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.34.30,,,,,,
[x],tls.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tls.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tm.jd.com,172.20.36.50,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.50,,,,,,
[x],tmb.jd.com,"172.28.59.23, 172.20.39.31, 172.18.254.30",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.59.23, 172.20.39.31, 172.18.254.30",,,,,,
[x],tms.jd.com,106.39.169.55,tms.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tms.jr.jd.com,124.250.16.40,tms.jr.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tmtest.jd.com,172.20.45.46,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.45.46,,,,,,
[x],to.jd.com,172.18.246.183,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.18.246.183,,,,,,
[x],to.jr.jd.com,172.25.136.3,proxy-b.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.136.3,,,,,,
[x],tog.jd.com,"172.20.36.68, 172.18.227.237",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.68, 172.18.227.237",,,,,,
[x],tom.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tongyishihua.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],topic.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],toprie.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor123-30-pda.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor127-159-gre.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor141-179-grc.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor163-109-pda.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor163-109-pda.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor18-49-pda.x.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor195-258-pda.car.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor23-29-pda.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor23-29-pda.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor251-302-pdb.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor251-302-pdb.man.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor27-gre.jimi.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor27-gre.man.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor272-320-grc.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor28-54-pda.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor28-pda.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor290-359-pdc.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor350-pdb.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor355-487-pdb.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor367-241-pdb.jimi.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor396-460-pda.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor43-135-pdb.jsf.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor43-71-vza.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor470-502-gre.man.jd.com,,ym.gslb.qianxun.com,,NOERROR,,,,,,,,
[x],tor68-80-pda.jsf.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor84-146-pdc.jimi.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor84-146-pdc.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tor95-153-pdb.jsf.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tougu.jr.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tower.jd.com,"172.28.60.245, 172.20.39.88",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.60.245, 172.20.39.88",,,,,,
[x],tpp.jd.com,11.16.108.215,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tq.jd.com,"11.50.211.198, 11.158.63.71, 11.50.218.103, 11.50.211.197",,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tr.m.jd.com,"172.18.255.148, 172.20.37.38",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.255.148, 172.20.37.38",,,,,,
[x],tracing.jd.com,11.19.72.49,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],track.jd.com,172.20.37.119,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.37.119,,,,,,
[x],trade.erp.jd.com,11.25.101.160,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],trade.jd.com,163.171.160.192,"trade.jd.com.gslb.qianxun.com, trade.jd.com.wscdns.com","dns1.wscdns.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],trade.jr.jd.com,"123.126.37.12, 211.151.8.187",trade.jr.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],trade.m.jd.com,163.171.132.119,"trade.m.jd.com.gslb.qianxun.com, www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com, ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],traffic.jd.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],trafficlight.jd.com,"10.190.52.235, 10.190.52.239",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"10.190.52.235, 10.190.52.239",,,,,,
[x],trail.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],train.m.jd.com,202.77.129.150,train.m.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],train.man.jd.com,"172.20.35.69, 172.18.230.63",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.35.69, 172.18.230.63",,,,,,
[x],training.jd.com,,training.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],trans.jd.com,"172.28.60.42, 172.20.35.182",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.60.42, 172.20.35.182",,,,,,
[x],transaction.erp.jd.com,172.16.115.139,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.16.115.139,,,,,,
[x],transformer.jd.com,,transformer.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],translate.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],translation.jd.com,211.144.24.246,translation.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],translator.jd.com,211.144.24.246,translator.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],travel.jd.com,111.13.28.70,travel.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],travelsky.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],trends.jd.com,"172.22.134.118, 172.20.36.49, 172.28.57.32, 10.199.200.49, 10.169.253.35",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.22.134.118, 172.20.36.49, 172.28.57.32, 10.199.200.49, 10.169.253.35",,,,,,
[x],triage.jd.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],troubleshooting.jd.com,,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],trust.jd.com,124.250.18.92,trust.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,2403:a200:a200:11c4::17e,,,,
[x],trustldap.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],trustmail.jd.com,172.28.39.200,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.39.200,,,,,,
[x],trustme.jd.com,172.28.39.200,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.39.200,,,,,,
[x],tsa.jd.com,172.28.63.53,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.63.53,,,,,,
[x],tsc.jd.com,172.20.46.135,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.46.135,,,,,,
[x],tsl.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tslog.jd.com,"172.20.36.102, 172.18.255.83",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.102, 172.18.255.83",,,,,,
[x],tt.jd.com,111.13.29.159,tt.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tts.jd.com,111.13.24.154,tts.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tuan.360buy.com,157.185.170.144,"www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],turtle.jd.com,11.49.146.63,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tv.jd.com,"172.18.230.17, 172.20.37.157",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.230.17, 172.20.37.157",,,,,,
[x],txjdb.m.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],tyy.jd.com,"172.20.36.84, 172.18.227.38",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.36.84, 172.18.227.38",,,,,,
[x],tz.jd.com,172.25.2.109,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.2.109,,,,,,
[x],u-x.jd.com,106.39.167.232,u-x.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],u.x.jd.com,202.77.129.232,u.x.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ua.jd.com,163.171.140.79,"www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],uad.jd.com,172.20.36.52,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.20.36.52,,,,,,
[x],uahzy.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],uas.jd.com,192.144.251.17,uas.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],uat.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],uba.jimi.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],uba.man.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],ubc-cpd.man.jd.com,,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],uccs.jd.com,"10.186.17.242, 10.186.17.23, 10.186.17.24, 10.186.17.25",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"10.186.17.242, 10.186.17.23, 10.186.17.24, 10.186.17.25",,,,,,
[x],ud.jd.com,163.171.132.119,"www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com, ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],uda.jd.com,"172.18.255.184, 172.20.37.110",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.255.184, 172.20.37.110",,,,,,
[x],uds.jd.com,11.20.9.54,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],uf.jr.jd.com,163.171.140.79,"uf.jr.jd.com.gslb.qianxun.com, www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],ug.jd.com,172.25.2.109,proxy-a.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.2.109,,,,,,
[x],ui.jd.com,163.171.140.79,"www.jdcdn.com, jd-abroad.cdn20.com","dns1.cdn20.org, webmaster.glb0.lxdns.com",NOERROR,,,,,,,,
[x],uitest.jd.com,"172.16.132.226, 172.20.41.21, 10.169.253.19",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.16.132.226, 172.20.41.21, 10.169.253.19",,,,,,
[x],umc.jd.com,"172.28.63.48, 172.20.36.62",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.63.48, 172.20.36.62",,,,,,
[x],umm.jd.com,"172.28.63.60, 172.20.36.57",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.28.63.60, 172.20.36.57",,,,,,
[x],ump2-hc.jd.com,172.28.60.30,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.28.60.30,,,,,,
[x],ums.360buy.com,10.66.66.225,,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,10.66.66.225,,,,,,
[x],ums.jd.com,11.93.96.134,,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],un.jd.com,"172.20.33.131, 172.28.60.162",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.20.33.131, 172.28.60.162",,,,,,
[x],union-click.jd.com,202.77.129.232,union-click.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],union.click.jd.com,106.39.169.242,union.click.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],union.jd.com,106.39.166.122,union.jd.com.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
[x],uop.jd.com,172.25.136.3,proxy-b.jd.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,172.25.136.3,,,,,,
[x],up.jd.com,"172.18.227.72, 172.20.33.173",,"ns1.jdcache.com, apollo.jd.com",NOERROR,True,"172.18.227.72, 172.20.33.173",,,,,,
[x],updatearchivetemp.x.jd.com,111.13.28.191,ym.gslb.qianxun.com,"ns1.jdcache.com, apollo.jd.com",NOERROR,,,,,,,,
