input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_wildcard_certificate,cdn_name,cdn,final_url,webserver
loanflight.beta.blendlabs.com,,200,119074,wss://faye.beta.blendlabs.com,loanflight.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,loanflight.beta.blendlabs.com,443,https://loanflight.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
loanflight.blendlabs.com,Not Found,404,12379,,loanflight.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,loanflight.blendlabs.com,443,https://loanflight.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
loanlock.beta.blendlabs.com,,200,109516,https://bl-uat-uploaded-assets-mirror.s3.amazonaws.com,loanlock.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,loanlock.beta.blendlabs.com,443,https://loanlock.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-168043295,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
loansimple.blendlabs.com,Not Found,404,12379,,loansimple.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,loansimple.blendlabs.com,443,https://loansimple.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
los-integrations-usbank.beta.blendlabs.com,,200,36,,los-integrations-usbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,los-integrations-usbank.beta.blendlabs.com,443,https://los-integrations-usbank.beta.blendlabs.com:443,https,application/json,GET,52.7.68.250,/,-1213223198,52.86.85.167,Node.js,1,False,True,True,,,,
los-integrations-usbank.blendlabs.com,,200,36,,los-integrations-usbank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,los-integrations-usbank.blendlabs.com,443,https://los-integrations-usbank.blendlabs.com:443,https,application/json,GET,34.192.156.53,/,-1213223198,34.206.136.143,Node.js,1,False,True,True,,,,
los-integrations.beta.blendlabs.com,,200,36,,los-integrations.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,los-integrations.beta.blendlabs.com,80,http://los-integrations.beta.blendlabs.com:80,http,application/json,GET,34.195.251.193,/,-1213223198,52.204.33.108,Node.js,1,False,True,True,,,https://los-integrations.beta.blendlabs.com/,
lundmortgage.blendlabs.com,,200,79257,https://payment-api-external.k8s.prod.blend.com,lundmortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T19:54:59Z,2023-07-07T19:54:58Z,CN=lundmortgage.blendlabs.com,lundmortgage.blendlabs.com,,lundmortgage.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,734bec02e8ebdfc7f4dbd8db9ffc123f,38c10e6ee2ea92f835f94fa13cc900d4318166537be963011ef88b404821a0e7,ctls,lundmortgage.blendlabs.com,443,https://lundmortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,477133321,172.65.242.70,Plaid,33,False,,,cloudflare,True,,
mace.blend.com,,400,28,,mace.blend.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mace.blend.com,443,https://mace.blend.com:443,https,text/html,GET,34.227.180.134,/,-2025574194,44.207.179.188,,1,False,,True,,,,
mace.blendlabs.com,,400,28,,mace.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mace.blendlabs.com,443,https://mace.blendlabs.com:443,https,text/html,GET,44.207.179.188,/,-2025574194,54.234.114.148,,1,False,True,True,,,,
mach1.blendlabs.com,Not Found,404,12379,,mach1.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mach1.blendlabs.com,80,http://mach1.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://mach1.blendlabs.com/,
macu.beta.blendlabs.com,,200,154580,https://docv-iframe.alloy.co,macu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,macu.beta.blendlabs.com,443,https://macu.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-621569585,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
macu.blendlabs.com,Not Found,404,12379,,macu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,macu.blendlabs.com,443,https://macu.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
mann.blendlabs.com,,400,28,,mann.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mann.blendlabs.com,443,https://mann.blendlabs.com:443,https,text/html,GET,34.200.90.168,/,-2025574194,52.45.26.193,,1,False,True,True,,,,
marketplacehome.beta.blendlabs.com,,200,115603,https://pixel.k8s.beta.blend.com,marketplacehome.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,marketplacehome.beta.blendlabs.com,80,http://marketplacehome.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,https://marketplacehome.beta.blendlabs.com/,
mcap.blendlabs.com,Not Found,404,12379,,mcap.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mcap.blendlabs.com,80,http://mcap.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://mcap.blendlabs.com/,
mcb.beta.blendlabs.com,,200,115411,www.google.com,mcb.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,mcb.beta.blendlabs.com,443,https://mcb.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
mcleanmortgage.beta.blendlabs.com,,200,118516,https://ssl.google-analytics.com,mcleanmortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,mcleanmortgage.beta.blendlabs.com,80,http://mcleanmortgage.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,-1961219278,172.65.228.100,Plaid,33,False,,True,cloudflare,True,https://mcleanmortgage.beta.blendlabs.com/,
mfa-registrar.beta.blendlabs.com,,404,9,,mfa-registrar.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,mfa-registrar.beta.blendlabs.com,443,https://mfa-registrar.beta.blendlabs.com:443,https,text/plain,GET,44.205.220.152,/,-738705486,54.84.30.39,HSTS,1,False,True,True,,,,
mfa-registrar.blendlabs.com,,404,9,,mfa-registrar.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mfa-registrar.blendlabs.com,443,https://mfa-registrar.blendlabs.com:443,https,text/plain,GET,54.163.157.106,/,-738705486,54.161.131.212,HSTS,1,False,True,True,,,,
mfa-registrar.k8s.prod.blend.com,,404,9,,mfa-registrar.k8s.prod.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mfa-registrar.k8s.prod.blend.com,443,https://mfa-registrar.k8s.prod.blend.com:443,https,text/plain,GET,35.170.109.236,/,-738705486,54.161.131.212,HSTS,1,False,,True,,,,
mfi.beta.blendlabs.com,,200,117094,https://cdn.plaid.com/link/v2/stable/link-initialize.js,mfi.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,mfi.beta.blendlabs.com,443,https://mfi.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
midamerica.beta.blendlabs.com,,200,124052,https://www.google.com/,midamerica.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,midamerica.beta.blendlabs.com,443,https://midamerica.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
midwestbankcentre.beta.blendlabs.com,,200,113140,https://*.fls.doubleclick.net,midwestbankcentre.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,midwestbankcentre.beta.blendlabs.com,443,https://midwestbankcentre.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
midwestbankcentre.blendlabs.com,Not Found,404,12379,,midwestbankcentre.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,midwestbankcentre.blendlabs.com,443,https://midwestbankcentre.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
mmcd.blendlabs.com,,400,28,,mmcd.blendlabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mmcd.blendlabs.com,443,https://mmcd.blendlabs.com:443,https,text/html,GET,34.227.180.134,/,-2025574194,52.45.26.193,,1,False,True,True,,,,
mobile-api-gateway.k8s.beta.blend.com,,200,42,https://fonts.gstatic.com,mobile-api-gateway.k8s.beta.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,mobile-api-gateway.k8s.beta.blend.com,80,http://mobile-api-gateway.k8s.beta.blend.com:80,http,text/html,GET,54.81.10.122,/,477133321,52.6.69.54,HSTS,1,False,True,True,,,https://mobile-api-gateway.k8s.beta.blend.com/,
mobile.beta.blend.com,,200,42,https://fonts.gstatic.com,mobile.beta.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,mobile.beta.blend.com,443,https://mobile.beta.blend.com:443,https,text/html,GET,18.213.158.245,/,477133321,52.6.69.54,HSTS,1,False,,True,,,,
mobile.blend.com,,200,42,https://fonts.gstatic.com,mobile.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mobile.blend.com,80,http://mobile.blend.com:80,http,text/html,GET,54.158.84.151,/,477133321,54.86.246.2,HSTS,1,False,,True,,,https://mobile.blend.com/,
momentumloans.beta.blendlabs.com,,200,115191,https://bl-prod-uploaded-assets.s3.amazonaws.com,momentumloans.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=*.beta.blendlabs.com, O=Blend Labs\, Inc., L=San Francisco, ST=California, C=US",*.beta.blendlabs.com,"Blend Labs, Inc.",*.beta.blendlabs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,e71f23d488ac51f9c07fa2b98029547d,690bb3a2e4cb2203f0a050a502a1b6643c85cb85ff96f9428ef97bdd9ef44711,ctls,momentumloans.beta.blendlabs.com,443,https://momentumloans.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,Plaid,33,False,,True,cloudflare,True,,
momentumloans.blendlabs.com,Not Found,404,12379,,momentumloans.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,momentumloans.blendlabs.com,443,https://momentumloans.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
mortgagecentral.blendlabs.com,Not Found,404,12379,,mortgagecentral.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mortgagecentral.blendlabs.com,443,https://mortgagecentral.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
mortgagegatecity.blendlabs.com,Not Found,404,12379,,mortgagegatecity.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,mortgagegatecity.blendlabs.com,80,http://mortgagegatecity.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://mortgagegatecity.blendlabs.com/,
movement.blendlabs.com,Not Found,404,12379,,movement.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,movement.blendlabs.com,80,http://movement.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,https://movement.blendlabs.com/,
movementbank.blendlabs.com,Not Found,404,12379,,movementbank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T05:22:53Z,2023-06-12T05:22:52Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f770d1da4586f3bb62c8ffdb459d395b,f5ba7c0d7a042b47d8ae5fc21da3d00efbe713a7106d9b0ccb48e42536c2934e,ctls,movementbank.blendlabs.com,443,https://movementbank.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,,161,False,True,True,cloudflare,True,,
mrcooper-uat.beta.blendlabs.com,Not Found,404,12379,,mrcooper-uat.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:07:48Z,2023-08-09T03:07:47Z,CN=*.k8s.beta.blend.com,*.k8s.beta.blend.com,,beta.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5542759e3386fe0efc39548ea25eb49a,cc5dd75217ffe8c3997af4c47c58bc7ca413836171aee866e510fde21f74ef27,ctls,mrcooper-uat.beta.blendlabs.com,443,https://mrcooper-uat.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,546987192,172.65.228.100,,161,False,True,True,cloudflare,True,,
