new,host,a,soa,status_code,aaaa,mx,cdn,cdn-name,txt,cname,ns,caa,has_internal_ips,internal_ips
[x],edulabs.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-aws-data-demo.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-aws-demo.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-data-dev.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-data-test.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-data.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-logstash-dev.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-logstash-test.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-logstash.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-master-dev.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-master.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack-test.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],elasticstack.ops.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],email.static.apps.fireeye.com,"13.32.27.92, 13.32.27.91, 13.32.27.25, 13.32.27.22","ns-195.awsdns-24.com, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,
[x],emerginged.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],eng.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],engage.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],engvpn.fireeye.com,199.16.196.2,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],enterpriseregistration.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],eric7.access.xfire.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],erp.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],ersandbox.fireeye.com,96.31.161.232,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],etp-detection-saupdate.etp-dev01.cloud.apps.fireeye.com,"52.39.240.114, 44.242.56.119, 52.40.251.49","ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-detection/etp-detection-saupdate",,,,,
[x],etp-drone.sre-prod01.apps.fireeye.com,52.26.125.108,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-prod01-external-dns,external-dns/resource=ingress/etp-drone/drone",,,,,
[x],etp-simple-api-app.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],etp-simple-api-app.k8s-etp-prd09.cloud.apps.fireeye.com,"34.194.171.37, 3.232.62.82, 34.204.163.199","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],etp-snyk-broker.etp-dev01.cloud.apps.fireeye.com,"52.39.240.114, 44.242.56.119, 52.40.251.49","ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-dev01-infra/snyk-broker-chart",,,,,
[x],etp-sonarqube.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-infra/std-dev01-sonarqube-sonarqube",,,,,
[x],etp-stage-simple-api-app.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-apps/dev01-simple-go-api-app",,,,,
[x],etp-stage-simple-api-app.k8s-etp-prd09.cloud.apps.fireeye.com,"34.204.163.199, 3.232.62.82, 34.194.171.37","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018105020YJ9LHDGJ9UR,external-dns/resource=ingress/etp-prd09-apps/simple-go-api-app",,,,,
[x],etp-stage-simple-api-app.k8s-etp-qa01.cloud.apps.fireeye.com,,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018832522NAE1OA2K3ZS,external-dns/resource=ingress/etp-qa01-apps/qa01-simple-go-api-app",,,,,
[x],etp.eu.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],etp.us.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],etpd-certstreamserver.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-detection-apps/dev-certstream-helm-chart",,,,,
[x],etpd-clamav.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],etpd-nedlookup.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],etpd-pdns-recursor.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-detection-apps/pdns-recursor",,,,,
[x],etpd-pdns-recursor.k8s-etp-prd09.cloud.apps.fireeye.com,"52.73.241.226, 54.237.162.219, 54.88.154.134","ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018105020YJ9LHDGJ9UR,external-dns/resource=ingress/etp-prd09-detection-apps/pdns-backend-pdns-recursor",,,,,
[x],etpd-pdns-recursor.k8s-etp-qa01.cloud.apps.fireeye.com,,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018832522NAE1OA2K3ZS,external-dns/resource=ingress/etp-qa01-detection-apps/pdns-recursor",,,,,
[x],etpd-pdns-recursors.k8s-etp-dev01.cloud.apps.fireeye.com,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eu.feconnect.fireeye.com,"3.65.85.243, 52.29.67.229, 18.157.242.210","ns-1446.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],event-registration.fireeye.com,96.31.161.230,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],ex-xfire-lab-mta.sfo.selabs.fireeye.com,199.16.198.88,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],ex01.access.tyo.selabs.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],ex02.p.sjc.training.fireeye.com,199.16.198.82,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],exchangedelegation.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,v2TkUuGfjAG0TqFxGHPLSZzoO8Umg7DG45SZSyq+J7T+dg+tlZpINBmMdnlqXtPQAt0pnniKbOXrzejx7fu0+g==,,,,,
[x],faas-integration-dev01-blue.etp-dev01.cloud.apps.fireeye.com,"34.213.235.89, 35.83.108.143, 34.218.177.149","ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-dev01-apps-blue/faas-integration-dev01-blue-ingress",,"ns-1495.awsdns-58.org, ns-1914.awsdns-47.co.uk, ns-410.awsdns-51.com, ns-562.awsdns-06.net",,,
[x],faas-integration-dev01.etp-dev01.cloud.apps.fireeye.com,"52.40.251.49, 44.242.56.119, 52.39.240.114","ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-dev01-apps/faas-integration-dev01-ingress",,,,,
[x],faas-integration-qa01-blue.etp-dev01.cloud.apps.fireeye.com,"52.39.240.114, 52.40.251.49, 44.242.56.119","ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-qa01-apps-blue/faas-integration-qa01-blue-ingress",,,,,
[x],faas-integration.etp-prd01.cloud.apps.fireeye.com,"35.79.252.149, 35.74.188.52, 52.192.72.145","ns-750.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd01-external-dns,external-dns/resource=ingress/etp-prd01-apps/faas-integration-prd01-ingress",,,,,
[x],faas-integration.etp-prd06.cloud.apps.fireeye.com,"3.126.81.131, 3.127.138.38, 3.67.246.187","ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd06-external-dns,external-dns/resource=ingress/etp-prd06-apps/faas-integration-prd06-ingress",,,,,
[x],faas-integration.etp-prd07.cloud.apps.fireeye.com,"34.253.111.45, 34.253.10.27, 34.252.219.220","ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd07-external-dns,external-dns/resource=ingress/etp-prd07-apps/faas-integration-prd07-ingress",,,,,
[x],faas-integration.etp-prd08.cloud.apps.fireeye.com,"35.80.200.126, 54.201.25.216, 34.215.215.132",,NOERROR,,,,,,,,,,
[x],faas-integration.etp-prd11.cloud.apps.fireeye.com,"15.222.209.62, 52.60.123.226, 3.97.253.64","ns-1572.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd11-external-dns,external-dns/resource=ingress/etp-prd11-apps/faas-integration-prd11-ingress",,,,,
[x],fabric.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],faude-dev.cloud.aws.apps.fireeye.com,,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],faude-dev.fireeye.com,,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,faude-dev.cloud.aws.apps.fireeye.com,,,,
[x],faude-dev1.cloud.aws.apps.fireeye.com,,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],faude-dev2.cloud.aws.apps.fireeye.com,,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],faude-qa.fireeye.com,162.159.246.125,,NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],faude-res.cloud.aws.apps.fireeye.com,"35.81.145.172, 54.186.212.142, 52.38.95.8","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],faude-res.fireeye.com,"52.38.95.8, 35.81.145.172, 54.186.212.142","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,faude-res.cloud.aws.apps.fireeye.com,,,,
[x],faude-res1.cloud.aws.apps.fireeye.com,"54.186.212.142, 35.81.145.172, 52.38.95.8","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],faude.fireeye.com,162.159.246.125,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],faude2-stage.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],faude3-qa.cloud.aws.apps.fireeye.com,"44.236.141.182, 44.233.20.59, 35.161.188.107","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],faude3.cloud.aws.apps.fireeye.com,"54.184.37.13, 34.218.134.37, 34.216.56.238","ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fe-ecs-lia.fireeye.com,199.16.198.102,,NOERROR,,,,,,,,,,
[x],fea-usva-emps1.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],febackup.fireeye.com,199.16.196.23,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],febes1.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],febuilds2.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],fec.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],feconnect.fireeye.com,"54.189.254.28, 54.71.12.36, 54.214.248.132","ns-1551.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=athena-prd01-external-dns,external-dns/resource=service/nginx-ingress/nginx-ingress-controller",,,,,
[x],fedeploycheck.fireeye.com,172.65.203.203,"brenda.ns.cloudflare.com, dns.cloudflare.com",NOERROR,2606:4700:90:0:ead:96ec:2a66:ceb2,,True,cloudflare,,abf8150f00cf4307967040da17b374b6.pacloudflare.com,,,,
[x],federation-admin.stage.us.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],federation.us.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],feedback.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],fefull.fireeye.com,,,NOERROR,2606:4700:300b::a29f:f67d,,True,cloudflare,,,,,,
[x],fevpn.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],firelog.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],firewallnx01.access.ork.selabs.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,
[x],ghe.eng.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],giprod-cloud.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,
[x],github1.eng.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],hexbzs526-hx-webui-1.helix.apps.fireeye.com,"34.209.23.252, 34.215.228.195",,NOERROR,,,,,,hexbzs526-helix-alb-579595524.us-west-2.elb.amazonaws.com,,,,
[x],hexbzs526-hxdmz-agent-1.helix.apps.fireeye.com,54.71.177.3,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexcrt688-hx-webui-1.helix.apps.fireeye.com,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexcrt688-helix-alb-1879741073.us-west-2.elb.amazonaws.com,,,,
[x],hexdnh973-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexdrj989-hxdmz.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexdrj989-hx-agent-1.helix.apps.fireeye.com,,,,
[x],hexght.access.ork.selabs.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,
[x],hexgqj372-hx-webui-1.hex03.helix.apps.fireeye.com,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexgqj372-appliance-alb-1072099281.eu-central-1.elb.amazonaws.com,,,,
[x],hexgqm847-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexgzj253-hx-webui-1.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexgzj253-helix-alb-1646794473.us-east-1.elb.amazonaws.com,,,,
[x],hexhgf452-hxdmz-ssh-1.helix.apps.fireeye.com,,,NOERROR,,,,,,,,,,
[x],hexhpr932-hxdmz-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexhvc536-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexhzj338-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexjbn672-cms-ssh-1.access.ork.selabs.fireeye.com,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,True,cloudflare,,,,,,
[x],hexjdf663-hx-webui-1.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexjdf663-hx-alb-1793102724.us-east-1.elb.amazonaws.com,,,,
[x],hexjkb678-hx-webui-1.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexjkb678-appliance-alb-153873241.us-east-1.elb.amazonaws.com,,,,
[x],hexjkc694-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexjmb868-hx-agent-1.hex03.helix.apps.fireeye.com,,"ns-1287.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexjqs956-hx-webui-1.hex04.helix.apps.fireeye.com,,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexjqs956-hx-alb-114362759.ap-southeast-1.elb.amazonaws.com,,,,
[x],hexjwg333-hx-webui-2.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexjwg333-hx-alb-483489375.us-east-1.elb.amazonaws.com,,,,
[x],hexjwp688-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexjyf233-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexjzm948-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexkbp627-hxdmz-ssh-1.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexkgy295-hx-webui-1.hex03.helix.apps.fireeye.com,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexkgy295-hx-alb-99864461.eu-central-1.elb.amazonaws.com,,,,
[x],hexkhg677-cms-webui.hex03.helix.apps.fireeye.com,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexkhg677-appliance-alb-475387501.eu-central-1.elb.amazonaws.com,,,,
[x],hexkkc633-hx-agent-1.hex03.helix.apps.fireeye.com,,"ns-1287.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexkpk297-hx-webui-1.hex03.helix.apps.fireeye.com,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexkpk297-hx-alb-263372361.eu-central-1.elb.amazonaws.com,,,,
[x],hexksj232-hxdmz-ssh-1.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexksr674-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexkvv499-hxdmz-ssh-1.helix.apps.fireeye.com,,,NOERROR,,,,,,,,,,
[x],hexkyk354-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexkzk574-hx-webui-1.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexkzk574-appliance-alb-210749458.us-east-1.elb.amazonaws.com,,,,
[x],hexmcp885-hx-webui-1.hex04.helix.apps.fireeye.com,,"ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexmcp885-hx-alb-791213077.ap-southeast-1.elb.amazonaws.com,,,,
[x],hexmdp722-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexmsb892-hxdmz-ssh-1.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexmsp556-hxdmz-ssh-1.int.helix.apps.fireeye.com,,,NOERROR,,,,,,,,,,
[x],hexmwk874-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,,,NOERROR,,,,,,,,,,
[x],hexngh828-hx-agent-1.hex03.helix.apps.fireeye.com,,"ns-1287.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexnqj687-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexnrs492-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexnrs492.ingest.apps.fireeye.com,,"ns-508.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,d-iumind6m28.execute-api.us-west-2.amazonaws.com,,,,
[x],hexnts576-hx-agent-2.hex03.helix.apps.fireeye.com,,"ns-1287.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexnwc548-hx-webui-1.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexnwc548-appliance-alb-1875162220.us-east-1.elb.amazonaws.com,,,,
[x],hexnyf883-hxdmz-agent-1.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexpmr563-hxdmz-agent.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexpmr563-hxdmz-ssh.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexpqh883-hx-webui-1.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexpqh883-hx-alb-520864697.us-east-1.elb.amazonaws.com,,,,
[x],hexqcs666-hxdmz-ssh-1.helix.apps.fireeye.com,,,NOERROR,,,,,,,,,,
[x],hexqdg827-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexqhr446-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexqqs569-hx-webui-1.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexqqs569-appliance-alb-494904420.us-east-1.elb.amazonaws.com,,,,
[x],hexrff523-hxdmz-agent-1.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexrqz885-hx-webui-1.hex03.helix.apps.fireeye.com,,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexrqz885-appliance-alb-2012479085.eu-central-1.elb.amazonaws.com,,,,
[x],hexsbq946-hxdmz.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexsff293-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexsjb573-hxdmz-ssh-1.helix.apps.fireeye.com,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hexsqv264-hx-webui-1.hex05.helix.apps.fireeye.com,,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hexsqv264-hx-alb-1896740751.ap-northeast-1.elb.amazonaws.com,,,,
[x],hextdd425-hx-agent-1.hex01.helix.apps.fireeye.com,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],hextdg424-cms-webui.hex01.helix.apps.fireeye.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,hextdg424-appliance-alb-986597647.us-east-1.elb.amazonaws.com,,,,
