input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,cdn,webserver,tech_,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,csp_domains_,final_url,tls_expired
preview.westerndigital.com,POST data,200,1989,preview.westerndigital.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,CN=aem.westerndigital.com,aem.westerndigital.com,www-stage.westerndigital.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,042132da7f720d27e9087031f9ddeb66,3550bcb054622b27e317a00bd44634c5b4f6bc4a420e809480abce08bb5abcfc,ctls,preview.westerndigital.com,,443,https://preview.westerndigital.com:443,https,text/html,GET,34.208.84.145,/,-1769250726,54.148.210.29,13,False,,Apache,Java,,,,,,
prod.accounts.westerndigital.com,,200,508,prod.accounts.westerndigital.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-01T23:59:59Z,CN=prod.accounts.westerndigital.com,prod.accounts.westerndigital.com,prod.accounts.westerndigital.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,86b1af658bf46afcf51cff4b4eda04d4,2698caee85f825045e8e3fd79f346f3c9de7b9e693e17d68f3d4a64ac6773774,ctls,prod.accounts.westerndigital.com,cloudfront,443,https://prod.accounts.westerndigital.com:443,https,text/html,GET,18.66.122.97,/,-1888585629,2600:9000:2250:200:15:859e:d340:93a1,16,False,True,AmazonS3,Stimulus,,,,,,
products.wd.com,"High-Performance SSDs, HDDs, USB Drives, & Memory Cards | Western Digital",200,1320326,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,,443,https://products.wd.com:443,https,text/html,GET,52.27.233.232,/,679159353,52.42.181.160,26206,False,,Apache,PayPal,Western Digital Corporation,,,*.worldpay.com,https://www.westerndigital.com,
promos.wd.com,"High-Performance SSDs, HDDs, USB Drives, & Memory Cards | Western Digital",200,1320327,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,,80,http://promos.wd.com:80,http,text/html,GET,35.167.237.18,/,-1504624210,35.167.237.18,26206,False,,Apache,PayPal,Western Digital Corporation,,,*.tt.omtrdc.net,https://www.westerndigital.com,
pwd.comcast.com,Sign in to your account,200,204257,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,azure,443,https://pwd.comcast.com:443,https,text/html,GET,23.101.120.195,/,,23.101.120.195,174,False,True,,HSTS,Microsoft Corporation,,,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAIAAAAJLnJlZGlyZWN0RGh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9DaGFuZ2VQYXNzd29yZC5hc3B4Hk9wZW5JZENvbm5lY3QuQ29kZS5SZWRpcmVjdFVyacABT3IxRUwxZVlhaW9Cc2hVTzZ6QmJPLXR4NHZZajBSWFlOM0JSNTZnSDF3MGJMMUpZV2I4N2oySG1XdnZyRWl5NklPSFkteUxRNWpCQ29PVkEwazhLX09odmpwcUxITG9VczVEdDczLURPcV9ranFJOGFPNWVyUDdxNW9NRWNOV1NHSGZsU2x3UFR3aU82MUowaE9iTG9wdlZndzFuTEE1THE4N1oxN3lpaXh6YTFudWMwNVBvZGJhOThFWUZoZjBk&nonce=1683911543.JYnJV2QS5lWoNKxognfnbA&nux=1,
qr.wd.com,WD TV Live,200,185,qr.wd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-03-09T23:59:59Z,CN=history.westerndigital.com,history.westerndigital.com,www.wdtvlive.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,da4a91f2a282e4fc8895999bf6936ea6,e89f01baa2a9c065245a5a0885d49f444b820aab9d0a4d3d0f7fe4f5223ad2ce,ctls,qr.wd.com,,443,https://qr.wd.com:443,https,text/html,GET,52.42.181.160,/,225052475,52.27.233.232,12,False,,Microsoft-IIS/8.5,Windows Server,,,True,,,
quizdarty.wd.com,"High-Performance SSDs, HDDs, USB Drives, & Memory Cards | Western Digital",200,1320327,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,,80,http://quizdarty.wd.com:80,http,text/html,GET,35.167.237.18,/,-513412538,35.167.237.18,26206,False,,Apache,PayPal,Western Digital Corporation,,,js.adsrvr.org,https://www.westerndigital.com,
rainbow-bridge.bugcrowd.com,Attention Required! | Cloudflare,403,4515,rainbow-bridge.bugcrowd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",766d0b610a965f5960221657e2559ca0,69c6e5be479df9440e6b08bb9355c178e6cc5d1255c1e0e86cd85f9ed05d3c04,ctls,rainbow-bridge.bugcrowd.com,cloudflare,443,https://rainbow-bridge.bugcrowd.com:443,https,text/html,GET,104.20.6.68,/,-2140942874,2606:4700:10::6814:744,94,False,True,cloudflare,HSTS,"Cloudflare, Inc.",True,,,,
readyview.wd.com,404-Error,200,554,,,,,,,,,,,,,,,,,,,80,http://readyview.wd.com:80,http,text/html,GET,52.207.12.71,/,-2017930255,52.207.12.71,29,False,,Microsoft-IIS/8.5,Windows Server,,,,,http://readyview.wd.com:80/404.html,
researcherdocs.bugcrowd.com,Redirecting…,200,473,docs.bugcrowd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T00:00:00Z,2024-03-18T23:59:59Z,"CN=bugcrowd.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",bugcrowd.com,docs.bugcrowd.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",22d37efb3b52cdc5379f4739e937901a,0307ab94526a9b6eb1531ccd8f30f71cec754905b9b8229ad60e50356e32eb1c,ctls,docs.bugcrowd.com,cloudflare,443,https://researcherdocs.bugcrowd.com:443,https,text/html,GET,104.20.6.68,/,1062197076,2606:4700:10::6814:744,12,False,True,cloudflare,HSTS,"Cloudflare, Inc.",,,,https://docs.bugcrowd.com/researchers/welcome/,
service.wd.com,"High-Performance SSDs, HDDs, USB Drives, & Memory Cards | Western Digital",200,1320327,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,,80,http://service.wd.com:80,http,text/html,GET,35.167.237.18,/,-2050494238,35.167.237.18,26206,False,,Apache,PayPal,Western Digital Corporation,,,d.adroll.com,https://www.westerndigital.com,
sessions.bugsnag.com,,405,128,sessions.bugsnag.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-04-12T23:59:59Z,"CN=*.bugsnag.com, O=SmartBear Software Inc., L=Somerville, ST=Massachusetts, C=US",*.bugsnag.com,bugsnag.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,70b26484579b30c9091e9d0e6c618ee8,17f2c61a4abad6b89491bbfd1a54ae663298418c6d5c694cb865524e7f045764,ctls,sessions.bugsnag.com,google,443,https://sessions.bugsnag.com:443,https,application/json,GET,35.190.88.7,/,-138391155,2600:1901:0:7a0b::,1,False,True,,HTTP/3,SmartBear Software Inc.,True,,,,
shop-dev.westerndigital.com,,403,93,shop-dev.westerndigital.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,CN=shop.westerndigital.com,shop.westerndigital.com,webhelp.westerndigital.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,736e70f6152eea68da998ffc5d9eac8f,603dee6ffc56078b3dffd01079c93385cba86fb075375eb4f9f86eebb73ab365,ctls,shop-dev.westerndigital.com,,443,https://shop-dev.westerndigital.com:443,https,text/html,GET,54.148.210.29,/,-1060002298,34.208.84.145,4,False,,,,,,,,,
shop-qa.westerndigital.com,,403,93,shop-qa.westerndigital.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,CN=shop.westerndigital.com,shop.westerndigital.com,webhelp.westerndigital.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,736e70f6152eea68da998ffc5d9eac8f,603dee6ffc56078b3dffd01079c93385cba86fb075375eb4f9f86eebb73ab365,ctls,shop-qa.westerndigital.com,,443,https://shop-qa.westerndigital.com:443,https,text/html,GET,54.148.210.29,/,-1060002298,34.208.84.145,4,False,,,,,,,,,
shop-uat.westerndigital.com,,403,93,shop-uat.westerndigital.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,CN=shop.westerndigital.com,shop.westerndigital.com,webhelp.westerndigital.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,736e70f6152eea68da998ffc5d9eac8f,603dee6ffc56078b3dffd01079c93385cba86fb075375eb4f9f86eebb73ab365,ctls,shop-uat.westerndigital.com,,443,https://shop-uat.westerndigital.com:443,https,text/html,GET,54.148.210.29,/,-1060002298,34.208.84.145,4,False,,,,,,,,,
shop.westerndigital.com,"High-Performance SSDs, HDDs, USB Drives, & Memory Cards | Western Digital",200,1320326,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,,443,https://shop.westerndigital.com:443,https,text/html,GET,23.212.200.84,/,-1769930852,23.212.200.84,26206,False,,Apache,PayPal,Western Digital Corporation,,,cdn-0.d41.co,https://www.westerndigital.com/,
sl.westerndigital.com,,204,,sl.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T15:38:27Z,2023-07-25T15:38:26Z,CN=sl.westerndigital.com,sl.westerndigital.com,sl.westerndigital.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3903263c4ab562132a4a63d022e7a94e,ea220656d381fa7f7f52fcaac587bf4400777f0c6e81f6783db7e1ad7dc7a6eb,ctls,sl.westerndigital.com,,443,https://sl.westerndigital.com:443,https,,GET,54.85.128.104,/,-1840324437,18.235.9.115,1,False,,,HSTS,,,,,,
solr-qa.westerndigital.com,,403,93,solr-qa.westerndigital.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,CN=shop.westerndigital.com,shop.westerndigital.com,webhelp.westerndigital.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,736e70f6152eea68da998ffc5d9eac8f,603dee6ffc56078b3dffd01079c93385cba86fb075375eb4f9f86eebb73ab365,ctls,solr-qa.westerndigital.com,,443,https://solr-qa.westerndigital.com:443,https,text/html,GET,54.148.210.29,/,-1060002298,34.208.84.145,4,False,,,,,,,,,
solr-uat.westerndigital.com,SAP Commerce Cloud - Forbidden,403,25708,solr-uat.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2021-12-01T00:00:00Z,2022-12-01T23:59:59Z,CN=shop.westerndigital.com,shop.westerndigital.com,webhelp.westerndigital.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,4b4927646fd79dce490de979c51ddbac,f6170525ff02c2432340b37672d6adb113fdf07e0e498b85486a09bcdc9167d7,ctls,solr-uat.westerndigital.com,azure,443,https://solr-uat.westerndigital.com:443,https,text/html,GET,40.76.80.206,/,-110664978,40.76.80.206,113,False,True,*,HSTS,,,,,,True
solr.westerndigital.com,SAP Commerce Cloud - Forbidden,403,25708,solr.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-11-28T23:59:59Z,CN=shop.westerndigital.com,shop.westerndigital.com,webhelp.westerndigital.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,736e70f6152eea68da998ffc5d9eac8f,603dee6ffc56078b3dffd01079c93385cba86fb075375eb4f9f86eebb73ab365,ctls,solr.westerndigital.com,azure,443,https://solr.westerndigital.com:443,https,text/html,GET,40.117.253.158,/,-110664978,40.117.253.158,113,False,True,*,HSTS,,,,,,
students.westerndigital.com,Students & Grads | Western Digital | Western Digital Careers,200,71632,jobs.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,jobs.westerndigital.com,,443,https://students.westerndigital.com:443,https,text/html,GET,23.215.17.210,/,1790845071,23.215.17.210,1678,False,,Apache,YouTube,Western Digital Corporation,,,cdn-0.d41.co,https://jobs.westerndigital.com/university,
studio.westerndigital.com,Home | Marketing Studio,200,96346,studio.westerndigital.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=studio.sandisk.com, O=Western Digital Technologies\, Inc., L=Milpitas, ST=California, C=US",studio.sandisk.com,www.sandisk.com.tr,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,9a91ef7541e902617cff7d51e6a88118,fdb9bb4759575cc7cbe391c3920e987b51af5570fb28082c6a28cd64a0688583,ctls,studio.westerndigital.com,,443,https://studio.westerndigital.com:443,https,text/html,GET,184.25.218.133,/,-2117821935,184.25.218.133,1868,False,,Apache,Java,"Western Digital Technologies, Inc.",,,,,
support-cn.wd.com,支持 | Western Digital,200,178708,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,oracle,443,https://support-cn.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,5276,False,True,Apache,PayPal,Western Digital Corporation,,,s.adroll.com,https://www.westerndigital.com/zh-cn/support,
support-cz.wd.com,Podpora | Western Digital,200,345272,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,oracle,443,https://support-cz.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,8993,False,True,Apache,PayPal,Western Digital Corporation,,,centinelapi.cardinalcommerce.com,https://www.westerndigital.com/cs-cz/support,
support-en.westerndigital.com,English (US),200,76272,support-en.westerndigital.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,CN=support-en.wd.com,support-en.wd.com,support-zh.wd.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,57ba01e42979ae7198e0ac9606236d1c,6ec23b49ee3b83924a4da74112daa266ffe7611d23949d8b037cdacbd693e9f0,ctls,support-en.westerndigital.com,oracle,443,https://support-en.westerndigital.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,642,False,True,,Java,,,,,,
support-eu.wd.com,Support | Western Digital,200,393144,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,oracle,443,https://support-eu.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,9413,False,True,Apache,PayPal,Western Digital Corporation,,,*.sc.omtrdc.net,https://www.westerndigital.com/en-ie/support,
support-gk.wd.com,Υποστήριξη | Western Digital,200,342050,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,oracle,443,https://support-gk.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,8815,False,True,Apache,PayPal,Western Digital Corporation,,,*.signifyd.com,https://www.westerndigital.com/el-gr/support,
support-it.wd.com,Supporto | Western Digital,200,361582,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,oracle,443,https://support-it.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,8822,False,True,Apache,PayPal,Western Digital Corporation,,,*.paypal.com,https://www.westerndigital.com/it-it/support,
support-jp.wd.com,サポート | Western Digital,200,338879,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,oracle,443,https://support-jp.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,7885,False,True,Apache,PayPal,Western Digital Corporation,,,cdn-0.d41.co,https://www.westerndigital.com/ja-jp/support,
support-pl.wd.com,WD Support,200,62354,support-pl.wd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,CN=support-en.wd.com,support-en.wd.com,support-zh.wd.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,57ba01e42979ae7198e0ac9606236d1c,6ec23b49ee3b83924a4da74112daa266ffe7611d23949d8b037cdacbd693e9f0,ctls,support-pl.wd.com,oracle,443,https://support-pl.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,659,False,True,,HSTS,,,,,,
support-pt.wd.com,Suporte | Western Digital,200,191746,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,oracle,443,https://support-pt.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,5405,False,True,Apache,PayPal,Western Digital Corporation,,,cdn1.affirm.com,https://www.westerndigital.com/pt-br/support,
support-tr.wd.com,WD Support,200,57200,support-tr.wd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-14T23:59:59Z,CN=support-en.wd.com,support-en.wd.com,support-zh.wd.com,"CN=Trusted Secure Certificate Authority DV, O=Corporation Service Company, L=Wilmington, ST=DE, C=US",Trusted Secure Certificate Authority DV,Corporation Service Company,57ba01e42979ae7198e0ac9606236d1c,6ec23b49ee3b83924a4da74112daa266ffe7611d23949d8b037cdacbd693e9f0,ctls,support-tr.wd.com,oracle,443,https://support-tr.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,606,False,True,,HSTS,,,,,,
support-zh.wd.com,支援 | Western Digital,200,182779,www.westerndigital.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-06T00:00:00Z,2024-01-08T23:59:59Z,"CN=www.sandisk.com, O=Western Digital Corporation, L=Milpitas, ST=California, C=US",www.sandisk.com,www.westerndigital.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,0c729c31120e78225f38fd3659ae34ff,0af4f1735760de252521ae6a556fb22e01e959b3ba3170c476acafa2e8263603,ctls,www.westerndigital.com,oracle,443,https://support-zh.wd.com:443,https,text/html,GET,147.154.36.62,/,225515476,147.154.36.62,5305,False,True,Apache,PayPal,Western Digital Corporation,,,ext.chtbl.com,https://www.westerndigital.com/zh-tw/support,
syndication.twitter.com,,404,,syndication.twitter.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-01T00:00:00Z,2023-10-01T23:59:59Z,"CN=syndication.twitter.com, O=Twitter\, Inc., L=San Francisco, ST=California, C=US",syndication.twitter.com,syndication-o.twimg.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,efe068fadc40ecd00ce5620b4d3c2490,debeae36a05368fb45b9aedf935e019f9833e6f84e71fa20d161d746b3dc7934,ctls,syndication.twitter.com,,443,https://syndication.twitter.com:443,https,,GET,104.244.42.8,/,-1831547740,104.244.42.72,1,False,,tsa_f,,"Twitter, Inc.",,,,,
