input,title,status_code,content_length,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,tls_subject_org_,cdn_name,cdn,csp_domains_,final_url,tls_mismatched
ipv4-c071-lax009-ix.stripocdn-test1.stripo.email,404 Not Found,404,548,80,http://ipv4-c071-lax009-ix.stripocdn-test1.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
ipv4-c086-phl001-ix.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://ipv4-c086-phl001-ix.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ipv4-c086-phl001-ix.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,ipv4-c086-phl001-ix.stripocdn-test1.stripo.email,,,,,,
ipv4-c088-mil001-ix.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://ipv4-c088-mil001-ix.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c088-mil001-ix.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,ipv4-c088-mil001-ix.stripocdn-test1.stripo.email,,,,,,
ipv4-c094-mia006-ix.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://ipv4-c094-mia006-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c094-mia006-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv4-c094-mia006-ix.stripocdn-test10.stripo.email,,,,,,
ipv4-c100-gru001-ix.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://ipv4-c100-gru001-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c100-gru001-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv4-c100-gru001-ix.stripocdn-test10.stripo.email,,,,,,
ipv4-c101-arn001-ix.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://ipv4-c101-arn001-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c101-arn001-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv4-c101-arn001-ix.stripocdn-test10.stripo.email,,,,,,
ipv4-c109-iah001-ix.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://ipv4-c109-iah001-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ipv4-c109-iah001-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv4-c109-iah001-ix.stripocdn-test10.stripo.email,,,,,,
ipv4-c114-ewr002-ix.stripocdn-test10.stripo.email,404 Not Found,404,548,80,http://ipv4-c114-ewr002-ix.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
ipv4-c134-bos001-ix.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://ipv4-c134-bos001-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ipv4-c134-bos001-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv4-c134-bos001-ix.stripocdn-test10.stripo.email,,,,,,
ipv4-c160-ams001-ix.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://ipv4-c160-ams001-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c160-ams001-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv4-c160-ams001-ix.stripocdn-test10.stripo.email,,,,,,
ipv4-c246-lax001-ix.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://ipv4-c246-lax001-ix.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ipv4-c246-lax001-ix.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,ipv4-c246-lax001-ix.stripocdn-test1.stripo.email,,,,,,
ipv4-c246-lax001-ix.stripocdn-test2.stripo.email,404 Not Found,404,146,443,https://ipv4-c246-lax001-ix.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c246-lax001-ix.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,ipv4-c246-lax001-ix.stripocdn-test2.stripo.email,,,,,,
ipv4-c256-lax001-ix.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://ipv4-c256-lax001-ix.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ipv4-c256-lax001-ix.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,ipv4-c256-lax001-ix.stripocdn-test1.stripo.email,,,,,,
ipv4-c256-lax001-ix.stripocdn-test2.stripo.email,404 Not Found,404,548,443,https://ipv4-c256-lax001-ix.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ipv4-c256-lax001-ix.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,ipv4-c256-lax001-ix.stripocdn-test2.stripo.email,,,,,,
ipv4-c344-dfw001-ix.stripocdn-test1.stripo.email,404 Not Found,404,146,443,https://ipv4-c344-dfw001-ix.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c344-dfw001-ix.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,ipv4-c344-dfw001-ix.stripocdn-test1.stripo.email,,,,,,
ipv4-c352-dfw001-ix.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://ipv4-c352-dfw001-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c352-dfw001-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv4-c352-dfw001-ix.stripocdn-test10.stripo.email,,,,,,
ipv4-c353-nyc001-ix.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://ipv4-c353-nyc001-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ipv4-c353-nyc001-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv4-c353-nyc001-ix.stripocdn-test10.stripo.email,,,,,,
ipv4-static-clients-stats-corp.stripocdn-test1.stripo.email,404 Not Found,404,548,80,http://ipv4-static-clients-stats-corp.stripocdn-test1.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
ipv6-c002-mad001-telefonicaes-isp.stripocdn-test10.stripo.email,404 Not Found,404,146,80,http://ipv6-c002-mad001-telefonicaes-isp.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
ipv6-c049-ber001-ix.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://ipv6-c049-ber001-ix.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ipv6-c049-ber001-ix.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ipv6-c049-ber001-ix.stripocdn-test10.stripo.email,,,,,,
ipv6-c049-bru001-ix.stripocdn-test10.stripo.email,404 Not Found,404,146,80,http://ipv6-c049-bru001-ix.stripocdn-test10.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
ipv6-c135-bos001-ix.stripocdn-test1.stripo.email,404 Not Found,404,146,80,http://ipv6-c135-bos001-ix.stripocdn-test1.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,,,,,,,,,,,,,,,,,,,,,,,,
ipv6-c612-ord001-ix.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://ipv6-c612-ord001-ix.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ipv6-c612-ord001-ix.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,ipv6-c612-ord001-ix.stripocdn-test1.stripo.email,,,,,,
iql.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://iql.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,iql.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,iql.stripocdn-test10.stripo.email,,,,,,
ismito.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://ismito.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,ismito.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ismito.stripocdn-test10.stripo.email,,,,,,
istrs.stripocdn-test1.stripo.email,404 Not Found,404,548,80,http://istrs.stripocdn-test1.stripo.email:80,http,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,,,,,,,,,,,,,,,,,,,,,,,,
it-data.stripocdn-test2.stripo.email,404 Not Found,404,146,443,https://it-data.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,it-data.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,it-data.stripocdn-test2.stripo.email,,,,,,
italy.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://italy.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,italy.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,italy.stripocdn-test10.stripo.email,,,,,,
itpsjss.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://itpsjss.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,itpsjss.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,itpsjss.stripocdn-test1.stripo.email,,,,,,
ix1-9-9-7.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://ix1-9-9-7.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ix1-9-9-7.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,ix1-9-9-7.stripocdn-test10.stripo.email,,,,,,
ixia-con.stripocdn-test2.stripo.email,404 Not Found,404,548,443,https://ixia-con.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,ixia-con.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,ixia-con.stripocdn-test2.stripo.email,,,,,,
jenkins-auth-video-tunnel.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jenkins-auth-video-tunnel.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jenkins-auth-video-tunnel.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jenkins-auth-video-tunnel.stripocdn-test10.stripo.email,,,,,,
jenkins-prod-db-postgresgit.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jenkins-prod-db-postgresgit.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jenkins-prod-db-postgresgit.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jenkins-prod-db-postgresgit.stripocdn-test10.stripo.email,,,,,,
jenkins-prodww1exchangedns.stripocdn-test2.stripo.email,404 Not Found,404,548,443,https://jenkins-prodww1exchangedns.stripocdn-test2.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jenkins-prodww1exchangedns.stripocdn-test2.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:26:16Z,2023-05-16T10:26:15Z,CN=*.stripocdn-test2.stripo.email,*.stripocdn-test2.stripo.email,stripocdn-test2.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3762165568aec3e3a12ff8c167095325,07d7eb83750b4995de419594b55a1b900697a735852339bc7f84b74ade0859b9,True,ctls,jenkins-prodww1exchangedns.stripocdn-test2.stripo.email,,,,,,
jenkins-ww01-assets-defaultproduction.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://jenkins-ww01-assets-defaultproduction.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jenkins-ww01-assets-defaultproduction.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,jenkins-ww01-assets-defaultproduction.stripocdn-test1.stripo.email,,,,,,
jenkinsdoc-corporatemysqlbackups-www-test.stripocdn-test10.stripo.email,404 Not Found,404,146,443,https://jenkinsdoc-corporatemysqlbackups-www-test.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,1494302000,52.16.207.172,Nginx,8,False,jenkinsdoc-corporatemysqlbackups-www-test.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jenkinsdoc-corporatemysqlbackups-www-test.stripocdn-test10.stripo.email,,,,,,
jenkinselasticbeanstalk-ssh.stripocdn-test10.stripo.email,404 Not Found,404,548,443,https://jenkinselasticbeanstalk-ssh.stripocdn-test10.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jenkinselasticbeanstalk-ssh.stripocdn-test10.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-16T12:34:13Z,2023-05-17T12:34:12Z,CN=*.stripocdn-test10.stripo.email,*.stripocdn-test10.stripo.email,stripocdn-test10.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a832af0666c9981b773bee7c4d17b61,c05718f6df03f5b4c9bc189dc0e15603bfc0287b3725674b6c6def5cd95fb7c5,True,ctls,jenkinselasticbeanstalk-ssh.stripocdn-test10.stripo.email,,,,,,
jenkinselasticbeanstalk.stripocdn-test1.stripo.email,404 Not Found,404,548,443,https://jenkinselasticbeanstalk.stripocdn-test1.stripo.email:443,https,nginx,text/html,GET,52.16.207.172,/,566218143,52.16.207.172,Nginx,14,False,jenkinselasticbeanstalk.stripocdn-test1.stripo.email,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T10:10:18Z,2023-05-16T10:10:17Z,CN=*.stripocdn-test1.stripo.email,*.stripocdn-test1.stripo.email,stripocdn-test1.stripo.email,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3f6f4a4f560d8f95b421d3a8c80d48e1,39b730b66052b840e59201408ce0d082724875a3e7e1eeda05c92f132d25c48d,True,ctls,jenkinselasticbeanstalk.stripocdn-test1.stripo.email,,,,,,
