new,host,a,cname,soa,status_code,cdn,cdn-name,ns,txt,has_internal_ips,internal_ips,aaaa,caa,mx
[x],wildcard-configurablehttpredirector.trustpilot.com,"34.241.49.29, 3.251.3.114, 54.247.43.212",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www-mailchimpfeed.preview.trustpilot.com,"18.66.122.83, 18.66.122.107, 18.66.122.119, 18.66.122.17",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],www.business.trustpilot.com,"54.229.19.80, 34.253.40.207, 34.250.78.131",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www.dk.trustpilot.com,"3.251.3.114, 54.247.43.212, 34.241.49.29",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],www.press.trustpilot.com,"34.250.78.131, 54.229.19.80, 34.253.40.207",business-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1198.awsdns-21.org, ns-1859.awsdns-40.co.uk, ns-507.awsdns-63.com, ns-627.awsdns-14.net",,,,,,
[x],www.trustpilot.com,"52.222.236.63, 52.222.236.28, 52.222.236.32, 52.222.236.98",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
[x],za.business.trustpilot.com,"34.253.40.207, 34.250.78.131, 54.229.19.80",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],za.legal.trustpilot.com,"52.18.141.61, 54.220.147.148, 52.214.36.27",httpredirect-legalredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],za.trustpilot.com,"34.241.49.29, 3.251.3.114, 54.247.43.212",wildcard-configurablehttpredirector.trustpilot.com,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],zendeskchannel.trustpilot.com,"52.48.243.26, 34.243.59.197, 52.30.102.7",,"ns-1198.awsdns-21.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
