input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_mismatched,tls_expired
treider.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,80,http://treider.itslearning.com:80,http,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://eu1realtime.itslearning.com,https://eu1.itslearning.com/welcome.aspx,,
tricounty.itslearning.com,itslearning sign-in page,200,16708,tricounty.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,tricounty.itslearning.com,cloudflare,443,https://tricounty.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,211,False,True,https://wchat.eu.freshchat.com,,,
trinitas.itslearning.com,Aanmeldingspagina van itslearning,200,16920,trinitas.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,trinitas.itslearning.com,cloudflare,443,https://trinitas.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,217,False,True,https://ssonot.entree.kennisnet.nl,,,
trinitasgymnasium.itslearning.com,Aanmeldingspagina van itslearning,200,18683,trinitasgymnasium.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,trinitasgymnasium.itslearning.com,cloudflare,443,https://trinitasgymnasium.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,217,False,True,*.cloudflare.com,,,
trollhattan.itslearning.com,itslearnings inloggningssida,200,20512,trollhattan.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,trollhattan.itslearning.com,cloudflare,443,https://trollhattan.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,259,False,True,https://aselect.entree.kennisnet.nl,,,
tromsvgs.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,80,http://tromsvgs.itslearning.com:80,http,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,fonts.gstatic.com,https://eu1.itslearning.com/welcome.aspx,,
trondheim.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,80,http://trondheim.itslearning.com:80,http,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,178,False,True,https://players.brightcove.net,https://eu1.itslearning.com/welcome.aspx,,
tsc.itslearning.com,itslearning login page,200,14891,tsc.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,tsc.itslearning.com,cloudflare,443,https://tsc.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,199,False,True,https://vjs.zencdn.net/vttjs/0.12.5/vtt.global.min.js,,,
tshoemaker.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://tshoemaker.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://aselect.entree.kennisnet.nl,https://eu1.itslearning.com/welcome.aspx,,
tsi.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,80,http://tsi.itslearning.com:80,http,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://vjs.zencdn.net/vttjs/0.12.5/vtt.global.min.js,https://eu1.itslearning.com/welcome.aspx,,
turkuamk.itslearning.com,itslearning-sisäänkirjautumissivu,200,21467,turkuamk.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,turkuamk.itslearning.com,cloudflare,443,https://turkuamk.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,265,False,True,https://ssonot.aselect.entree.kennisnet.nl,,,
tveitvgs.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://tveitvgs.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,178,False,True,https://www.dropbox.com,https://eu1.itslearning.com/welcome.aspx,,
twgsb.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://twgsb.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,178,False,True,fonts.gstatic.com,https://eu1.itslearning.com/welcome.aspx,,
tyko.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://tyko.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,178,False,True,fonts.gstatic.com,https://eu1.itslearning.com/welcome.aspx,,
tyrrells.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://tyrrells.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,178,False,True,https://aselect.entree.kennisnet.nl,https://eu1.itslearning.com/welcome.aspx,,
tysfjord.itslearning.com,Login: Select your site to access itslearning for your school,200,76625,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://tysfjord.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,173,False,True,https://*.readspeaker.com,https://eu1.itslearning.com/welcome.aspx,,
tysnes.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://tysnes.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://ircdname.azureedge.net/immersivereadersdk/immersive-reader-sdk.1.2.0.js,https://eu1.itslearning.com/welcome.aspx,,
ubboemmius.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://ubboemmius.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://wchat.eu.freshchat.com,https://eu1.itslearning.com/welcome.aspx,,
uc.itslearning.com,itslearnings inloggningssida,200,16061,uc.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,uc.itslearning.com,cloudflare,443,https://uc.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,217,False,True,https://aselect-s.entree.kennisnet.nl,,,
uc2.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://uc2.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,178,False,True,https://players.brightcove.net,https://eu1.itslearning.com/welcome.aspx,,
ucl.itslearning.com,Loginside for itslearning,200,19462,ucl.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,ucl.itslearning.com,cloudflare,443,https://ucl.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8344,Microsoft ASP.NET,253,False,True,*.googleapis.com,,,
uco.itslearning.com,itslearning login page,200,17646,uco.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,uco.itslearning.com,cloudflare,443,https://uco.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,207,False,True,fonts.gstatic.com,,,
ucrksk.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://ucrksk.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,*.google-analytics.com,https://eu1.itslearning.com/welcome.aspx,,
uew.itslearning.com,itslearning login page,200,16027,uew.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,uew.itslearning.com,cloudflare,443,https://uew.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,217,False,True,https://ssonot.aselect.entree.kennisnet.nl,,,
uewg.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://uewg.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://ssonot.aselect.entree.kennisnet.nl,https://eu1.itslearning.com/welcome.aspx,,
uibpf.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://uibpf.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,*.google-analytics.com,https://eu1.itslearning.com/welcome.aspx,,
uio.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://uio.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://apis.google.com,https://eu1.itslearning.com/welcome.aspx,,
uis.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://uis.itslearning.com:443,https,cloudflare,text/html,GET,104.18.132.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://vjs.zencdn.net/vttjs/0.12.5/vtt.global.min.js,https://eu1.itslearning.com/welcome.aspx,,
ulenhof.itslearning.com,Login: Select your site to access itslearning for your school,200,76769,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://ulenhof.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,178,False,True,https://vjs.zencdn.net/vttjs/0.12.4/vtt.global.min.js,https://eu1.itslearning.com/welcome.aspx,,
ullensvang.itslearning.com,Login: Select your site to access itslearning for your school,200,76625,eu1.itslearning.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.itslearning.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ab7b2285c7665186531b5e20673c4eab,69a2be8f95922198d0e43d3fbf469e65d0c60ef4016ab514c88e1c009b88049d,True,ctls,eu1.itslearning.com,cloudflare,443,https://ullensvang.itslearning.com:443,https,cloudflare,text/html,GET,104.18.131.68,/,1631801191,2606:4700::6812:8444,Microsoft ASP.NET,173,False,True,https://vjs.zencdn.net/vttjs/0.12.5/vtt.global.min.js,https://eu1.itslearning.com/welcome.aspx,,
