input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,final_url,tls_expired,csp_domains_
got-4.cdn.zynga.com,,403,243,got-4.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-19T23:59:59Z,CN=got.cdn.zynga.com,got.cdn.zynga.com,got-2.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,581c96a49a90d57928bb66eff15607e3,479083b8c6eb9d601b917cf700778f088135a5015219d96e2971fdeedea428c9,ctls,got-4.cdn.zynga.com,cloudfront,443,https://got-4.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,108.138.17.91,/,1334141079,2600:9000:2491:3e00:1b:6702:f240:93a1,Amazon Web Services,2,False,True,,,,,,
got.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://got.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,108.138.17.76,/,1638319744,2600:9000:2491:fa00:1b:6702:f240:93a1,Amazon Web Services,2,False,True,,,,,,
gpx-support.cdn.zynga.com,,200,,gpx-support.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-09-15T23:59:59Z,CN=gpx-support.cdn.zynga.com,gpx-support.cdn.zynga.com,gpx-support.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,49eed0fb4b8e199f4d5de21923f52110,301d5da59be577dec61af9a858a13c68192e49d84863e86d8c7121a34a961512,ctls,gpx-support.cdn.zynga.com,cloudfront,443,https://gpx-support.cdn.zynga.com:443,https,AmazonS3,application/x-directory,GET,13.225.78.5,/,-1988671906,2600:9000:21f3:fe00:14:49cb:cbc0:93a1,Amazon Web Services,1,False,True,,,,,,
green.api.dev01.development.metadata.csr2.zynga.com,503 Service Temporarily Unavailable,503,564,green.api.dev01.development.metadata.csr2.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-08-20T23:59:59Z,CN=api.dev01.development.metadata.csr2.zynga.com,api.dev01.development.metadata.csr2.zynga.com,blue.api.dev01.development.metadata.csr2.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1828306f24314cd9c9c95b7ef75ee967,2453c6b852917dd4b8652331031f3db7b6c2bcc5a13ebd8f792dd848c844059e,ctls,green.api.dev01.development.metadata.csr2.zynga.com,,80,http://green.api.dev01.development.metadata.csr2.zynga.com:80,http,awselb/2.0,text/html,GET,34.215.28.147,/,2051366281,52.36.70.167,,13,False,,,,,https://green.api.dev01.development.metadata.csr2.zynga.com:443/,,
h-135-207-35-94.api.zynga.com,,200,,h-135-207-35-94.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,h-135-207-35-94.api.zynga.com,,443,https://h-135-207-35-94.api.zynga.com:443,https,,,GET,54.149.61.178,/,-845834622,52.25.126.167,HSTS,1,False,,True,,,,,
http2.api.zynga.com,,200,,,,,,,,,,,,,,,,,,,,80,http://http2.api.zynga.com:80,http,,,GET,52.37.210.237,/,-845834622,44.242.37.104,HSTS,1,False,,,,,,,
https://oinmanager.okta.com,OIN Manager - Landing Page,200,1111,oinmanager.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-22T23:59:59Z,"CN=oinmanager.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",oinmanager.okta.com,oanmanager.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c5ed6ef95b0582df3921359102788ad7,f97c36fa2d8a127a09340ceedf19856921fe6b3627f400ad24c548854b842b1e,ctls,oinmanager.okta.com,,443,https://oinmanager.okta.com:443,https,envoy,text/html,GET,100.26.83.76,/,-2069203784,3.210.18.56,HSTS,6,False,,,"Okta, Inc.",,,,
imagehosting.cdn.zynga.com,,403,146,imagehosting.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-04-05T23:59:59Z,CN=imagehosting.cdn.zynga.com,imagehosting.cdn.zynga.com,*.imagehosting.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,863dcf5cbc47b03e4fd6b4eac1cb5513,215d2801634cce9726c5e0459d3fccca8e9bdd6ed46c4e5a4a297d1f6f525ce6,ctls,imagehosting.cdn.zynga.com,cloudfront,443,https://imagehosting.cdn.zynga.com:443,https,CloudFront,text/xml,GET,18.66.122.10,/,-13968365,18.66.122.112,Amazon Web Services,1,False,True,True,,,,,
investor.zynga.com,"Corporate Profile | Take-Two Interactive Software, Inc.",200,246155,www.take2games.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-13T00:00:00Z,2023-12-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,www.take2games.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f9a353d17032bdae85667883362014f5,3357e203976d2813a8a5dacd76c9901b512e7df377c28b71dc9c4452de5d16ea,ctls,www.take2games.com,cloudfront,443,https://investor.zynga.com:443,https,cloudflare,text/html,GET,18.66.97.106,/,-1910312607,2600:9000:223c:6200:9:ad4d:3bc0:93a1,webpack,292,False,True,,"Cloudflare, Inc.",,https://www.take2games.com/ir,,
jobs.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,107859,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,80,http://jobs.zynga.com:80,http,CloudFront,text/html,GET,18.66.97.72,/,2017193705,2600:9000:223c:4a00:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1255,False,True,True,,,https://www.zynga.com/,,
link.store-develop.gotslotscasino.zynga.com,,403,16,link.store-develop.gotslotscasino.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-22T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,link.store-develop.gotslotscasino.zynga.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",599ff466c5b0183fd544aa84e194b2b6,3a27938efcad8fcc71b9478c17dbd2cb3c61f2a177f67928f97ca16397e0ba5e,ctls,link.store-develop.gotslotscasino.zynga.com,cloudflare,443,https://link.store-develop.gotslotscasino.zynga.com:443,https,cloudflare,text/plain,GET,104.18.15.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,"Cloudflare, Inc.",,,,
link.store-integration.gotslotscasino.zynga.com,,403,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://link.store-integration.gotslotscasino.zynga.com:80,http,cloudflare,text/plain,GET,104.18.14.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,,,,,
link.store-staging.gotslotscasino.zynga.com,,403,16,,,,,,,,,,,,,,,,,,cloudflare,80,http://link.store-staging.gotslotscasino.zynga.com:80,http,cloudflare,text/plain,GET,104.18.15.12,/,1253481126,2606:4700::6812:f0c,Cloudflare,1,False,True,,,,,,
log-collector.svctr.zynga.com,,200,41,,,,,,,,,,,,,,,,,,,80,http://log-collector.svctr.zynga.com:80,http,,application/json,GET,44.194.127.210,/,1037087226,34.235.206.49,,1,False,,,,,,,
login.okta.com,Okta Account Chooser,200,4019,login.okta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,2023-07-25T23:59:59Z,"CN=accounts.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",accounts.okta.com,login.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3160cc4e89f7e4b968094ddcc41a321c,f24fc33dd2ba85fbf1dd5e62e20cce39a2e5c786791d04fed4252bf59e00a51d,ctls,login.okta.com,cloudfront,443,https://login.okta.com:443,https,AmazonS3,text/html,GET,108.138.7.107,/,1780699392,108.138.7.41,Amazon Web Services,1,False,True,,"Okta, Inc.",,,,
lotto.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,107859,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://lotto.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.72,/,2017193705,2600:9000:223c:5000:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1255,False,True,True,,,https://www.zynga.com/,,
meta.farm2.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,107859,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,80,http://meta.farm2.zynga.com:80,http,CloudFront,text/html,GET,52.222.236.23,/,2017193705,52.222.236.118,Yoast SEO:19.6.1,1255,False,True,True,,,https://www.zynga.com/,,
mkyle.ep.zynga.com,MKyle Prototypes,200,909,mkyle.ep.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-12-03T23:59:59Z,CN=mkyle.ep.zynga.com,mkyle.ep.zynga.com,mkyle.ep.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95e9247bdc11353fef256c5bc231048,30b68603d49eaded3e62c7770d9991e68edc6fa1761a1a11d6c10d7f3031ac83,ctls,mkyle.ep.zynga.com,cloudfront,443,https://mkyle.ep.zynga.com:443,https,AmazonS3,text/html,GET,13.224.189.25,/,754928029,13.224.189.52,Amazon Web Services,26,False,True,,,,,,
msexeznausesase-cominternazynga-okta-network-gateway-iad.api.zynga.com,,200,,msexeznausesase-cominternazynga-okta-network-gateway-iad.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,msexeznausesase-cominternazynga-okta-network-gateway-iad.api.zynga.com,,443,https://msexeznausesase-cominternazynga-okta-network-gateway-iad.api.zynga.com:443,https,,,GET,54.244.200.153,/,-845834622,54.244.33.15,HSTS,1,False,,True,,,,,
msexeznausesasexv-okta-airtable-sync-okta.api.zynga.com,,200,,,,,,,,,,,,,,,,,,,,80,http://msexeznausesasexv-okta-airtable-sync-okta.api.zynga.com:80,http,,,GET,35.160.61.176,/,-845834622,44.226.103.52,HSTS,1,False,,,,,,,
mysql.api.zynga.com,,200,,,,,,,,,,,,,,,,,,,,80,http://mysql.api.zynga.com:80,http,,,GET,35.160.61.176,/,-845834622,52.25.126.167,HSTS,1,False,,,,,,,
nk.staging.gotslots.zynga.com,Nakama Console,200,4814,nk.staging.gotslots.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-11-28T23:59:59Z,CN=nk.gotslots.zynga.com,nk.gotslots.zynga.com,nk.development.gotslots.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,69299e96b48eb4574100b005605782f1,34b7c7eda7d26dba460bb804d6ea56947f20f67e7720ee153af26dd449f8519f,ctls,nk.staging.gotslots.zynga.com,,443,https://nk.staging.gotslots.zynga.com:443,https,,text/html,GET,54.187.148.108,/,573780865,2600:1f14:45:7904:c31b:700f:76a7:b79d,,15,False,,,,,,,
np.api.zynga.com,,200,,np.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,np.api.zynga.com,,443,https://np.api.zynga.com:443,https,,,GET,54.244.200.153,/,-845834622,52.33.233.50,HSTS,1,False,,True,,,,,
okeyplus-1.cdn.zynga.com,,403,243,okeyplus-1.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=okeyplus.cdn.zynga.com,okeyplus.cdn.zynga.com,okeyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9a8056c583b86c1c9d5d68925417fe66,048f90fbc69d3e29c67fe4078d308cfd00ad1f997259e80a14b104b1ed718515,ctls,okeyplus-1.cdn.zynga.com,cloudfront,443,https://okeyplus-1.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.103,/,867577443,2600:9000:2251:2800:1c:9ee7:e600:93a1,Amazon Web Services,2,False,True,,,,,,
okeyplus.cdn.zynga.com,,403,243,okeyplus.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=okeyplus.cdn.zynga.com,okeyplus.cdn.zynga.com,okeyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9a8056c583b86c1c9d5d68925417fe66,048f90fbc69d3e29c67fe4078d308cfd00ad1f997259e80a14b104b1ed718515,ctls,okeyplus.cdn.zynga.com,cloudfront,443,https://okeyplus.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.71,/,5628887,2600:9000:2251:6c00:1c:9ee7:e600:93a1,Amazon Web Services,2,False,True,,,,,,
okeyplus.zynga.com,Log into Facebook,200,66700,www.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-05-18T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,3c2c8a6c470a5231301a213ff74a84da,a459617ac949780aa701c3c8e16828989488edf86e810833536aed009d1a1b9e,ctls,www.facebook.com,,80,http://okeyplus.zynga.com:80,http,,text/html,GET,18.159.20.232,/,-1979049302,52.28.128.152,HTTP/3,28,False,,True,"Meta Platforms, Inc.",,https://www.facebook.com/login/?next=https%3A%2F%2Fapps.facebook.com%3A443%2Fokeyplus,,connect.facebook.net
origin.zyngagames.com,Zynga | Farmville 2,200,6513,origin.zyngagames.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-01-05T23:59:59Z,CN=*.zyngagames.com,*.zyngagames.com,zyngagames.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fdeea0715fbc35a586d257ca0335bb1b,43ed13be6585d19f64a3451940b8088de6eee68fc7553532d874ebbfb880c32d,ctls,origin.zyngagames.com,,443,https://origin.zyngagames.com:443,https,nginx,text/html,GET,34.213.139.29,/,-845834622,54.188.183.71,Nginx,5,False,,True,,,,,
pendo-static-5391521872216064.storage.googleapis.com,,403,300,pendo-static-5391521872216064.storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:24:28Z,2023-07-10T08:24:27Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e371ff4e7f9da6bf09b0fc933e443605,49fa95533f8bfb981523f6649d9d85ab34a3daec3e57f0b1b85e0a65dbe1b659,ctls,pendo-static-5391521872216064.storage.googleapis.com,,443,https://pendo-static-5391521872216064.storage.googleapis.com:443,https,UploadServer,application/xml,GET,142.250.185.208,/,501560377,2a00:1450:4001:812::2010,HTTP/3,1,False,,True,,,,,
pendo-static-5634101834153984.storage.googleapis.com,,403,300,pendo-static-5634101834153984.storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T08:24:28Z,2023-07-10T08:24:27Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e371ff4e7f9da6bf09b0fc933e443605,49fa95533f8bfb981523f6649d9d85ab34a3daec3e57f0b1b85e0a65dbe1b659,ctls,pendo-static-5634101834153984.storage.googleapis.com,,443,https://pendo-static-5634101834153984.storage.googleapis.com:443,https,UploadServer,application/xml,GET,142.250.185.208,/,501560377,2a00:1450:4001:811::2010,HTTP/3,1,False,,True,,,,,
poker.api.zynga.com,,200,,poker.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,poker.api.zynga.com,,443,https://poker.api.zynga.com:443,https,,,GET,52.42.78.225,/,-845834622,54.218.212.249,HSTS,1,False,,True,,,,,
poker.static.zynga.com,Service Unavailable,503,267,,,,,,,,,,,,,,,,,,,80,http://poker.static.zynga.com:80,http,AkamaiGHost,text/html,GET,23.2.13.194,/,1744374620,23.2.13.144,,9,False,,,,,,,
pottermatch.cdn.zynga.com,,403,243,pottermatch.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-01T23:59:59Z,CN=pottermatch.cdn.zynga.com,pottermatch.cdn.zynga.com,pottermatch.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9695f017dafdb0994ee1ac8d75d03b43,1f0638c43e43502f660478d9e64f81933dbe5b53fb1b532c6c1b0c2fb524fe70,ctls,pottermatch.cdn.zynga.com,cloudfront,443,https://pottermatch.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.122.3,/,1599544869,2600:9000:2250:7800:3:f234:1a40:93a1,Amazon Web Services,2,False,True,,,,,,
previdenzafacilecominternazynga-okta-network-gateway-iad.api.zynga.com,,200,,previdenzafacilecominternazynga-okta-network-gateway-iad.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,previdenzafacilecominternazynga-okta-network-gateway-iad.api.zynga.com,,443,https://previdenzafacilecominternazynga-okta-network-gateway-iad.api.zynga.com:443,https,,,GET,34.223.120.124,/,-845834622,52.25.126.167,HSTS,1,False,,True,,,,,
privacy.zynga.com,Zynga Personal Data Request,200,1010,privacy.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-12-25T23:59:59Z,CN=*.privacy.zynga.com,*.privacy.zynga.com,privacy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c4adf5e2d523d52021085dc890b13dd5,56049c0dba6db0d810bf68fa3249e20bba98917f4d4e193574ee61ecbbd08748,ctls,privacy.zynga.com,cloudfront,443,https://privacy.zynga.com:443,https,nginx/1.23.4,text/html,GET,52.222.236.63,/,2014767746,52.222.236.70,Nginx:1.23.4,29,False,True,True,,,https://privacy.zynga.com/portal/,,
prodwww-a.corpweb.zynga.com,,503,,,,,,,,,,,,,,,,,,,,80,http://prodwww-a.corpweb.zynga.com:80,http,,,GET,35.83.56.218,/,-1840324437,35.83.56.218,,1,False,,,,,,,
profile.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,107859,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://profile.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.72,/,2017193705,2600:9000:223c:600:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1255,False,True,True,,,https://www.zynga.com/,,
qa.payments.zynga.com,,404,122,qa.payments.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-12-19T23:59:59Z,CN=*.payments.zynga.com,*.payments.zynga.com,*.smoke.economy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8bbe766cd76d5cd0378034ac9121b45b,4e95329184a9a8716e0a356c827ab73b06ec159f1662a642dffd4459137001af,ctls,qa.payments.zynga.com,,443,https://qa.payments.zynga.com:443,https,,application/json,GET,34.214.237.169,/,116323821,54.184.65.135,,1,False,,True,,,,,
rewards.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,107859,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://rewards.zynga.com:443,https,CloudFront,text/html,GET,18.65.39.74,/,2017193705,2600:9000:238d:f600:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1255,False,True,True,,,https://www.zynga.com/,,
sandbox.payments.zynga.com,,200,3678,sandbox.payments.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-06T23:59:59Z,CN=*.payments.zynga.com,*.payments.zynga.com,*.smoke.economy.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,987781a3abd4ea69686afd10bf9663ed,3cc64af20b0806989fa53972f99c42b081198fa25a8131140111077836a49a74,ctls,sandbox.payments.zynga.com,cloudfront,80,http://sandbox.payments.zynga.com:80,http,AmazonS3,text/html,GET,143.204.89.47,/,-1890249834,143.204.89.60,Font Awesome,71,False,True,True,,,https://sandbox.payments.zynga.com/,,
securemail.zynga.com,,403,10,securemail.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2018-04-05T00:00:00Z,2020-04-09T12:00:00Z,"CN=securemail.zynga.com, OU=IT, O=Zynga\, Inc., L=San Francisco, ST=California, C=US",securemail.zynga.com,securemail.zynga.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,3b4b9d14118b7facebc1f0735e189df3,18051e00d1be4773346fefe2b52a8d301dd833e02eb631a3f414ce84d4339a6c,ctls,securemail.zynga.com,,443,https://securemail.zynga.com:443,https,,text/html,GET,148.163.157.20,/,942678640,148.163.157.20,HSTS,1,False,,,"Zynga, Inc.",,,True,
shopping.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,107859,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://shopping.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.102,/,2017193705,2600:9000:223c:4a00:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1255,False,True,True,,,https://www.zynga.com/,,
smokebaml-cominternazynga-okta-network-gateway-iad.api.zynga.com,,200,,smokebaml-cominternazynga-okta-network-gateway-iad.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,smokebaml-cominternazynga-okta-network-gateway-iad.api.zynga.com,,443,https://smokebaml-cominternazynga-okta-network-gateway-iad.api.zynga.com:443,https,,,GET,52.37.210.237,/,-845834622,52.26.181.104,HSTS,1,False,,True,,,,,
