new,host,a,soa,status_code,cdn,cdn-name,cname,mx,txt,has_internal_ips,internal_ips,aaaa,ns,caa
[x],origin-variant.tokopedia.com,34.120.161.240,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],origin-ws-tkpd.tokopedia.com,47.74.175.15,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],origin-www-tkpd.tokopedia.com,47.88.140.64,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],origin-www.tokopedia.com,34.117.72.47,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,origin-www-gcp.tokopedia.com,,,,,,,
[x],oscarshop.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],palugadanet.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],papayamango.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],partners-api.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],partners-staging.tokopedia.com,"13.250.197.183, 54.179.171.99, 13.250.74.134","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,wildcard-staging-t-tech-stg-57q2-2048332319.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],partners.tokopedia.com,"52.74.252.48, 54.254.114.122, 54.255.157.129","ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pay-akm.tokopedia.com,23.201.239.88,"n0a.akamaiedge-staging.net, hostmaster.akamai.com",NOERROR,,,"wildcard.tokopedia.com.edgekey-staging.net, e10893.a.akamaiedge-staging.net",,,,,,,
[x],pay.tokopedia.com,72.246.169.82,"n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"pay.tokopedia.com.edgekey.net, e10893.dsca.akamaiedge.net",,,,,"2a02:26f0:ab00:486::2a8d, 2a02:26f0:ab00:4a8::2a8d",,
[x],pay.tokopedia.id,23.2.219.200,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.tokopedia.id.edgekey.net, e17364.a.akamaiedge.net",,,,,,,
[x],payment.tokopedia.com,104.103.65.127,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],pelangi-acc.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],peleterz.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],pgg3he.miracleshop.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],phab.tokopedia.com,10.255.13.147,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,10.255.13.147,,,
[x],pieces-shop4.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],plswww.laxshop.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],poerstore.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],points.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],port.tokopedia.net,172.21.245.150,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.21.245.150,,,
[x],pulsa-api-staging.tokopedia.com,"13.250.197.183, 13.250.74.134, 54.179.171.99","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,wildcard-staging-t-tech-stg-57q2-2048332319.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],pulsa-api.tokopedia.com,104.75.89.108,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],pulsa.tokopedia.com,173.223.113.60,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"pulsa.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],purplepink.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pusatgrosir.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],putrastore.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],redirector.ep.tokopedia.com,34.95.112.73,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],rey-collections.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rjanimeshop-eng.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],rokokelektrik.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],roronoa-z.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],rrclassicbikes.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sablonpasuruan.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],saferlines.comwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],safira.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],salmaa.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sansanbebe.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],santaishoping.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],saudarajaya.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],se.tokopedia.net,34.96.123.217,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp.tokopedia.net,,,,,,,
[x],seller-akm.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],seller-beta.tokopedia.com,34.120.120.199,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],seller-staging.tokopedia.com,34.117.219.67,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],seller.tokopedia.com,104.91.49.96,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"seller.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],selviquarium.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],senseofperfume.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sg.tokopedia.com,,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,u14130309.wl060.sendgrid.net,mx.sendgrid.net,v=spf1 include:sendgrid.net ~all,,,,,
[x],shopinindonesia.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sinarraya.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sirius.tokopedia.net,47.74.175.252,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],situsdigital.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],slicer.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],societensd.comwww.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],softid.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],softwareking.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],spygadget.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sse-staging.tokopedia.com,34.117.151.176,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],sslvpn.tokopedia.net,"117.54.146.30, 182.253.224.181","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],sslvpn.wip.tokopedia.net,117.54.146.30,,NOERROR,,,,,,,,,,
[x],stackstorm.tokopedia.net,47.74.175.252,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],staging.tokopedia.com,34.102.133.125,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,"google-site-verification=-PXjvT4RQBwUzOiSJtdGr3lrsm8z2ccb5v0TxuQF7_A, google-site-verification=1VqJCRbamo6En_RQfMCYxWUipYoPAF5mTGeK5pMJzhY, google-site-verification=vtXKES6j845OGk8QbX-PgOXZ9xS0oyEpKAyra8TVIcA",,,,,
[x],starcomp.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],static-staging.tokopedia.net,117.54.146.10,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,staging-dci-temp.tokopedia.com,,,,,,,
[x],static.tokopedia.net,34.96.123.217,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],status-beta.tokopedia.com,34.120.41.164,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],subscribe.tokopedia.com,202.162.242.176,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,envmx.etransmail.com,v=spf1 a mx include:spf.falconide.com ~all,,,,,
[x],suyammi.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],swissarmy.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],swnordicski.orgwww.tokopedia.com,47.74.244.18,,NOERROR,,,,,,,,,,
[x],syifapasutri.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],ta-staging.tokopedia.com,34.120.104.85,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],taraka-cd.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tasmatas.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],team.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tech-miracleshop.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tech.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],technodaniar.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],teleport.tokopedia.net,172.21.245.192,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,True,172.21.245.192,,,
[x],testapp.tokopedia.com,"184.25.50.155, 184.25.50.185","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"testapp.tokopedia.com.edgesuite.net, a1876.r.akamai.net",,,,,,,
[x],testing.ep.tokopedia.com,35.190.62.36,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],tiket-staging.tokopedia.com,35.244.198.66,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,wildcard-gcp-staging.tokopedia.com,,,,,,,
[x],tiket.tokopedia.com,"2.16.238.134, 2.16.238.161","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"tiket.tokopedia.com.edgesuite.net, a367.r.akamai.net",,,,,,,
[x],tokocosway.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","include:spf.falconide.com -all, onetrust-domain-verification=4ed1917d99c146c3b195aa9b02f4b34f, v=spf1 include:_spf.google.com include:amazonses.com include:servers.mcsv.net include:_spf.salesforce.com include:83025279.ppspf.net ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.0.0/16 ip4:185.132.182.154/32 ip4:185.183.28.138/32 -all, 7UO7dv0v=d0d5740263085d78bd63440f747b941d, 9b612aec551149c1b68a2cdc5c98c308, E2AHWE4DM85FDU, MS=ms79836748, atlassian-domain-verification=pDiwdl/KVLSz+vZtSibPvzBRc8PG4BwQUlI3aEJO87q68Y1sVuow5zmnWv5hGXbk, ca3-80de64f20a3d419086d1f259ecf20965, f66yqm95phj1n5fhltqsshtt9z2sfqdl, google-site-verification=XJ5iwmb7OsLUyuTtr-YGkwbCETb4DzictsCMsWvssv4, google-site-verification=_Tn2fFov9FMfsJtK3Dk2Cwx73YnHJ75o8yST0PoZgBw, google-site-verification=aSqX0LlIlu8841SQyH4CQAyh6AQmKhXTLZkxACvLrKY",,,,"ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net, ns-1184.awsdns-20.org","digicert.com, digicert.com; cansignhttpexchanges=yes"
[x],tokopedia.net,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, alt3.aspmx.l.google.com, aspmx.l.google.com, alt4.aspmx.l.google.com",,,,,"ns-317.awsdns-39.com, ns-1091.awsdns-08.org, ns-1889.awsdns-44.co.uk, ns-558.awsdns-05.net","digicert.com, digicert.com; cansignhttpexchanges=yes"
[x],tome-staging.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],tome.tokopedia.com,104.75.89.108,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],tools.tokopedia.net,"18.139.169.37, 13.215.99.6","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,lb-tools-1666467421.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],toped-uat.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],toysfreak.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],toysfreaktwo.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],toysworld.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],trk.newsletter.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],trk.notifications.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],tshirtku.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],twww.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],u12.tokopedia.net,"18.138.210.29, 18.136.250.90, 3.0.220.250","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com",NOERROR,,,defense-node-waf-n-tech-prd-d344-53c9034f1cf88886.elb.ap-southeast-1.amazonaws.com,,,,,,,
[x],ucca.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uccacomputer.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],upgrade-customersstatushelpdeskstart-clients.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],uploads-slave-mysqlbackups-www-test.accounts.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],url.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],v2-aneka-dvd.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vanessa-comp.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],video-gcdn.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],video-livestream-gcdn.tokopedia.com,34.120.214.175,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],video-staging.tokopedia.com,,"slns1.gds.kunlunsl.com, root.taobao.com",NOERROR,,,video-staging.tokopedia.com.w.kunlunsl.com,,,,,,,
[x],video.tokopedia.com,"79.133.177.229, 79.133.177.226, 79.133.177.232, 79.133.177.231, 79.133.177.228, 79.133.177.230, 79.133.177.227, 79.133.177.225","ns3.alikunlun.com, root.taobao.com",NOERROR,,,video.tokopedia.com.w.alikunlun.com,,,,,,,
[x],video2.tokopedia.com,"163.181.92.241, 163.181.92.242","slns1.gds.kunlunsl.com, root.taobao.com",NOERROR,,,video2.tokopedia.com.w.kunlunsl.com,,,,,,,
[x],vidyacoffee.comwww.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],viettelkhanhhoa.netwww.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vinz-collection.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vitals.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vod.tokopedia.net,"2.19.126.222, 2.19.126.220","n0dscv.akamai.net, hostmaster.akamai.com",NOERROR,,,"vod.tokopedia.net.akamaized.net, a1806.dscv.akamai.net",,,,,"2a02:26f0:3100::1735:28d0, 2a02:26f0:3100::1735:28eb",,
[x],vps.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],vs.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,wildcard.tokopedia.com,,,,,,,
[x],walking-counter.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wallet-staging.tokopedia.com,"13.213.250.155, 52.77.37.16, 54.179.20.19","ns-1125.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,wallet-staging-tok-pymn-stg-mbku-1775822365.ap-southeast-1.elb.amazonaws.com,,,,,,,
[x],wallet-staging.tokopedia.id,161.117.82.27,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,accounts-staging.tokopedia.id,,,,,,,
[x],wallet.tokopedia.com,104.101.201.77,,NOERROR,,,"wallet.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],wallet1.tokopedia.id,103.58.102.209,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wallet2.tokopedia.id,117.54.238.98,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wap-beta.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wap.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],web.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wibowostore.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],wildcard-gcp.tokopedia.com,34.149.107.28,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,True,google,,,,,,,,
[x],wildcard-new.tokopedia.com,47.241.73.103,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wildcard-staging.tokopedia.com,161.117.204.224,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wildcard.tokopedia.com,161.117.157.140,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wonderlandshop.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ws.tokopedia.com,23.59.69.69,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"ws.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],ww.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wwe.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wws.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www-staging.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.accounts.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.aneka-dvd.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.inbox.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.m.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"ns-1184.awsdns-20.org, ns-1959.awsdns-52.co.uk, ns-491.awsdns-61.com, ns-869.awsdns-44.net",
[x],www.seller.tokopedia.com,,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www.tokopedia.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"www.tokopedia.com.edgekey.net, e10893.a.akamaiedge.net",,,,,,,
[x],www.tokopedia.id,47.74.234.244,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],www2.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],wwww.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],y9sn25f5i0sse.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],yellowshop.tokopedia.com,47.74.244.18,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],yurionline.tokopedia.com,47.74.234.244,"ns-869.awsdns-44.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,http-m--internet--org-tokopedia-com-25.tianma-prd-in.vivo.com,129.227.254.190,"ns3.dnsv5.com, enterprise3dnsadmin.dnspod.com",NOERROR,,,,,,,,,,
