new,host,a,cname,soa,status_code,mx,ns,txt,aaaa,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],origin.trade-payment.prod.westernunion.com,"52.85.242.62, 52.85.242.26, 52.85.242.91, 52.85.242.126",d1xpqen2adhuxv.cloudfront.net,"ns-210.awsdns-26.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1966.awsdns-53.co.uk, ns-210.awsdns-26.com, ns-695.awsdns-22.net, ns-1106.awsdns-10.org",,,True,cloudfront,,,
[x],origin.uat-mnt.globalpay.westernunion.com,"18.66.112.37, 18.66.112.73, 18.66.112.75, 18.66.112.60",dbicwqxp1deyg.cloudfront.net,"ns-567.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-2022.awsdns-60.co.uk, ns-473.awsdns-59.com, ns-567.awsdns-06.net, ns-1027.awsdns-00.org",,,True,cloudfront,,,
[x],origin.webapi.ecdn.westernunion.com,66.218.161.103,,,NOERROR,,,,,,,,,
[x],outsystem.prod.westernunion.com,3.218.50.206,,,NOERROR,,,,,,,,,
[x],p53b.westernunion.com,206.201.224.10,gauntlet.westernunion.com,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.at,72.32.27.55,,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,,,,,,,
[x],pages.westernunion.be,72.32.27.55,,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,,,,,,,
[x],pages.westernunion.ca,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.ch,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.co.nz,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.co.uk,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.com,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.com.au,72.32.27.55,,"ns1.edgecastdns.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],pages.westernunion.es,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.fi,72.32.27.55,,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.ie,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.nl,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.pl,72.32.27.55,,"ns1.edgecastdns.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],pages.westernunion.pt,,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],pages.westernunion.se,72.32.27.55,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],partner-nonprod.eu.westernunion.com,"2.16.181.75, 2.20.132.139","partner-nonprod.eu.westernunion.com.edgekey.net, e119267.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partner-nonprod.lt.westernunion.com,"2.16.181.75, 2.20.132.139","partner-nonprod.lt.westernunion.com.edgekey.net, e119267.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:7100::687e:24c3, 2a02:26f0:7100::687e:24d2",,,,,
[x],partner-nonprod.us.westernunion.com,"2.16.241.93, 2.16.241.88","partner-nonprod.us.westernunion.com.edgekey.net, e119267.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partner-stl-api.westernunion.com,,d1wn165lycmgfx.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
[x],partner-stp-api-ohio.westernunion.com,"3.139.119.125, 3.16.3.113, 3.13.242.238",d-rq1b774al0.execute-api.us-east-2.amazonaws.com,"ns-1337.awsdns-39.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],partner.lt.westernunion.com,"95.101.111.165, 95.101.111.161","partner.lt.westernunion.com.edgekey.net, e64387.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:480:d::210:f15a, 2a02:26f0:480:d::210:f151",,,,,
[x],partner.us.westernunion.com,"95.101.111.161, 95.101.111.165","partner.us.westernunion.com.edgekey.net, e64387.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partnergateway.dev.westernunion.com,"96.16.54.114, 96.16.54.123","partnergateway.dev.westernunion.com.edgekey.net, e68118.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partnergateway.qa.westernunion.com,"2.16.241.77, 2.16.241.68","partnergateway.qa.westernunion.com.edgekey.net, e68118.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partnernet.westernunion.com,184.31.75.202,"partnernet.westernunion.com.edgekey.net, e6755.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partners-dev.westernunion.com,"88.221.24.10, 88.221.24.16","partners-dev.westernunion.com.edgekey.net, e68118.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partners-qa.westernunion.com,"2.16.187.59, 2.16.187.120","partners-qa.westernunion.com.edgekey.net, e68118.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partners-rom.westernunion.com,"92.123.12.178, 92.123.12.138","partners-rom.westernunion.com.edgekey.net, e68118.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partners-sandbox.westernunion.com,"95.101.74.143, 95.101.74.145","partners-sandbox.westernunion.com.edgekey.net, e68118.x.akamaiedge.net","n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],partners-uat.westernunion.com,"23.213.161.208, 23.213.161.213","partners-uat.westernunion.com.edgekey.net, e68118.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],payee-test.globalpay.westernunion.com,206.201.228.22,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],payee.globalpay.westernunion.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],payment-tracking.qa.westernunion.com,104.102.56.96,"payment-tracking.qa.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],payment-tracking.uat.westernunion.com,104.102.56.96,"payment-tracking.uat.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],payments.westernunion.com,104.207.244.40,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],paymentstatus.westernunion.com,66.218.160.86,,,NOERROR,,,,,,,,,
[x],payoutgateway.westernunion.com,,,,NOERROR,,,,,,,,,
[x],payoutrouter.westernunion.com,,,,NOERROR,,,,,,,,,
[x],perf-api.globalpay.westernunion.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],perf-auth.globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],perf-payee.globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],perf.gpfi.globalpay.westernunion.com,23.52.153.165,"perf.gpfi.globalpay.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],phone.westernunion.com,,m.westernunion.com,,NOERROR,,,google-site-verification=JJChp48MDSRbBEWmW3_kpsSZ6bMXrUIvPOgVA_bhKHo,,,,,,
[x],pnc.demo.globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],pnc.prod.globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],portalwu.westernunion.com,66.218.161.47,,,NOERROR,,,,,,,,,
[x],pos-device-nonprod.westernunion.com,"95.101.111.163, 95.101.111.158","pos-device-nonprod.westernunion.com.edgekey.net, e119267.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:480:d::210:f15d, 2a02:26f0:480:d::210:f158",,,,,
[x],pos-device-stage.westernunion.com,"96.16.54.171, 96.16.54.170","pos-device-stage.westernunion.com.edgekey.net, e119267.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:d8::685e:64ab, 2a02:26f0:d8::685e:64a8",,,,,
[x],pos-eol.westernunion.com,"66.218.161.4, 66.218.171.4",,,NOERROR,,,,,,,,,
[x],pos-nocert.westernunion.com,"95.101.111.158, 95.101.111.163","pos-nocert.westernunion.com.edgekey.net, e119267.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:3500:18::1724:a295, 2a02:26f0:3500:18::1724:a289",,,,,
[x],pos-nonprod.westernunion.com,"95.101.111.145, 95.101.111.142","pos-nonprod.westernunion.com.edgekey.net, e94499.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:480:d::210:f158, 2a02:26f0:480:d::210:f155",,,,,
[x],pos.westernunion.com,"96.16.54.147, 96.16.54.194","pos.westernunion.com.edgekey.net, e87851.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:d8::685e:64b0, 2a02:26f0:d8::685e:64aa",,,,,
[x],posfilteruat-eol.westernunion.com,,,,NOERROR,,,,,,,,,
[x],posuat.westernunion.com,66.218.160.83,,,NOERROR,,,,,,,,,
[x],premierviewforeignitems.alloyacorp.fi.westernunion.com,206.201.227.99,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],prod-payee.globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],prod-webservices.globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],psd2.business.westernunion.com,"34.199.48.253, 52.23.134.92, 18.204.126.181",d-mzbzsznqt3.execute-api.us-east-1.amazonaws.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],psd2login.business.westernunion.com,54.160.42.172,psd2tpp-prod-albname-1341712409.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,
[x],psd2login.qa.westernunion.com,18.211.45.146,psd2tpp-qa-albname-325564894.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,,,
[x],qa-api.globalpay.westernunion.com,206.201.227.25,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],qa.masspay.api.westernunion.com,,,,NOERROR,,,,,,,,,
[x],qa.psd2api.business.westernunion.com,"54.145.131.239, 52.0.192.169, 3.234.27.111",d-eqpt3a52ed.execute-api.us-east-1.amazonaws.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],qa1.gpfi.globalpay.westernunion.com,,"qa1.gpfi.globalpay.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],rdp.globalpay.westernunion.com,206.201.227.177,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],receive.westernunion.com,64.69.76.85,,,NOERROR,,,,,,,,,
[x],recoveryportal.westernunion.com,66.218.160.112,,,NOERROR,,,,,,,,,
[x],refer.westernunion.com,54.244.247.47,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,v=spf1 include:messaging-master.com include:sendgrid.net ~all,,,,,,
[x],refund-api-perf.business.westernunion.com,66.218.161.110,,,NOERROR,,,,,,,,,
[x],refund-api-qa2.business.westernunion.com,206.201.227.205,,,NOERROR,,,,,,,,,
[x],refund-api-uat.business.westernunion.com,66.218.161.97,,,NOERROR,,,,,,,,,
[x],refund-buyer-demo.business.westernunion.com,23.67.130.191,"refund-buyer-demo.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refund-buyer-perf.business.westernunion.com,104.73.232.98,"refund-buyer-perf.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refund-buyer-qa2.business.westernunion.com,104.64.36.106,"refund-buyer-qa2.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refund-buyer-uat.business.westernunion.com,23.67.130.191,"refund-buyer-uat.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refund-buyer.business.westernunion.com,95.100.72.102,"refund-buyer.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refund-seller-demo.business.westernunion.com,23.67.130.191,"refund-seller-demo.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refund-seller-perf.business.westernunion.com,104.102.56.96,"refund-seller-perf.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refund-seller-qa2.business.westernunion.com,23.53.53.137,"refund-seller-qa2.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refund-seller-uat.business.westernunion.com,,"refund-seller-uat.business.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],refundsapi.qa.business.westernunion.com,"3.228.139.231, 3.212.163.122, 3.212.89.242",d-mklflizon9.execute-api.us-east-1.amazonaws.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],refundsapi.uat.business.westernunion.com,"3.222.155.47, 52.23.82.132, 18.208.65.219",d-4b9mcsftfi.execute-api.us-east-1.amazonaws.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],remoteaccess.westernunion.com,193.47.143.241,,,NOERROR,,,,,,,,,
[x],remoteaccessus.westernunion.com,206.201.224.6,,,NOERROR,,,,,,,,,
[x],reports-stage.globalpay.westernunion.com,198.168.94.77,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],reports.globalpay.westernunion.com,206.201.227.34,reports.wuedge.com,,NOERROR,,,,,,,,,
[x],reports.wuedge.com,206.201.227.34,,,NOERROR,,,,,,,,,
[x],response.westernunion.com,,,,NOERROR,"mxa-00002a01.gslb.pphosted.com, mxb-00002a01.gslb.pphosted.com",,"pardot984151=5e6c945c640cbef642aae74b17b7746b9a123198e8dd50dae0ef5d2cca29c26c, v=spf1 include:aspmx.pardot.com include:_netblocks.eloqua.com ~all",,,,,,
[x],retailauthuat.westernunion.com,66.218.161.75,,,NOERROR,,,,,,,,,
[x],rewardcircle.westernunion.com,176.123.52.178,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,"mx2.grassroots.uk.com, mx.grassroots.uk.com",,v=spf1 include:spf1.grassroots.uk.com ~all,,,,,,
[x],rmtsrakutenbankcojp.fi.westernunion.com,198.168.95.111,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],sbcemea01.westernunion.com,193.47.143.230,,,NOERROR,,,,,,,,,
[x],sbmtsrakutenbankcojp.fi.westernunion.com,198.168.95.40,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],scg1033ker.westernunion.gr,75.2.27.152,,"auth111.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],secure.westernunion.com,,,,NOERROR,,,,,,,,,
[x],secureauth.westernunion.com,193.47.143.248,,,NOERROR,,,,,,,,,
[x],secureftp.business.westernunion.com,173.203.25.160,,,NOERROR,,,,,,,,,
[x],securelogin.westernunion.com,10.46.8.149,,,NOERROR,,,,,,,True,10.46.8.149,
[x],securemail.westernunion.com,208.84.65.123,pe-00002a01.gslb.pphosted.com,"ns-sc4.proofpoint.com, ops.proofpoint.com",NOERROR,,,,,,,,,
[x],securemail2.westernunion.com,206.201.224.248,,"auth00.ns.uu.net, hostmaster.UU.NET",NOERROR,,,,,,,,,
[x],senegal.westernunion.com,"95.101.111.132, 95.101.111.140","senegal.westernunion.com.edgekey.net, e78559.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],service.westernunion.com,"12.130.131.126, 12.130.135.8, 199.7.200.32",,"ns1.responsys.net, hostmaster.responsys.com",NOERROR,imh.rsys2.net,"ns1.responsys.net, ns2.responsys.net","v=spf1 ip4:12.130.136.0/22 ip4:12.130.153.0/24 ip4:12.130.154.0/24 ip4:199.7.200.0/21 ip4:12.130.135.0/24 ip4:162.223.236.0/22 ip4:129.145.68.0/22 ip4:129.145.66.0/23 -all, google-site-verification=WIdnKMqtD9_QMhOfez3RQi2MblaGwPQEPe6XkLA7Bbk",,,,,,
[x],services.westernunion.com,13.111.67.8,,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,,"ns3.exacttarget.com, ns4.exacttarget.com, ns1.exacttarget.com, ns2.exacttarget.com",v=spf1 include:cust-spf.exacttarget.com -all,,,,,,
[x],sft.westernunion.com.au,203.213.71.184,,"ns1.edgecastdns.net, noc.edgecast.com",NOERROR,,,,,,,,,
[x],sg.westernunion.com,"66.218.170.191, 66.218.160.191",,,NOERROR,,,,,,,,,
[x],sit2-qa-psp.fi.westernunion.com,198.168.95.89,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],smallbusiness.westernunion.com,209.167.231.15,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,smallbusiness-westernunion-com.mail.protection.outlook.com,,"v=spf1 include:spf.protection.outlook.com include:mktomail.com -all, MS=ms76534651",,,,,,
[x],smtp01e.globalpay.westernunion.com,64.210.231.24,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],smtp02e.globalpay.westernunion.com,64.210.231.26,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],smtp02e.westernunion.com,64.210.231.5,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],smtp2.westernunionbank.com,80.122.145.217,,"auth00.ns.uu.net, hostmaster.uu.net",NOERROR,,,,,,,,,
[x],soap.gateway.westernunion.com,66.218.160.48,,,NOERROR,,,,,,,,,
[x],soap.gatewayuat.westernunion.com,66.218.160.207,,,NOERROR,,,,,,,,,
[x],soapqa.westernunion.com,66.218.160.152,,,NOERROR,,,,,,,,,
[x],ssoauthentication.fi.westernunion.com,198.168.95.41,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],stppartnerdev.westernunion.com,"66.218.171.215, 66.218.161.215",,,NOERROR,,,,,,,,,
[x],stream.globalpay.westernunion.com,198.168.94.33,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],support-center-qa2.qa.westernunion.com,"96.16.54.186, 96.16.54.179","support-center-qa2.qa.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],support-center.qa.westernunion.com,"104.126.37.146, 104.126.37.144","support-center.qa.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],support-center.uat.westernunion.com,"95.101.111.145, 95.101.111.162","support-center.uat.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],support.westernunion.com,66.218.160.51,,,NOERROR,,,,,,,,,
[x],tmsdls.westernunion.com,66.218.170.54,,,NOERROR,,,,,,,,,
[x],token-ci.westernunion.com,66.218.170.229,,,NOERROR,,,,,,,,,
[x],token-rs.westernunion.com,66.218.160.230,,,NOERROR,,,,,,,,,
[x],token.westernunion.com,"66.218.170.229, 66.218.160.230",,,NOERROR,,,,,,,,,
[x],trackpayments.westernunion.com,66.218.160.50,,,NOERROR,,,,,,,,,
[x],trade-payment-qa2.qa.westernunion.com,"104.126.37.146, 104.126.37.144","trade-payment-qa2.qa.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],trade-payment.qa.westernunion.com,"104.126.36.130, 104.126.36.56","trade-payment.qa.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],trade-payment.uat.westernunion.com,"95.101.111.145, 95.101.111.162","trade-payment.uat.westernunion.com.edgekey.net, e119822.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],trans.westernunion.com,52.24.242.60,trans-wu.ems-infics.com,"ns-1675.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],transvision.westernunion.com,66.218.160.231,,,NOERROR,,,,,,,,,
[x],tricorpfxorg.fi.westernunion.com,206.201.227.115,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.at,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,"ns1.p201.dns.oraclecloud.net, ns3.p201.dns.oraclecloud.net, ns2.p201.dns.oraclecloud.net, ns4.p201.dns.oraclecloud.net",,,,,,,
[x],trk.business.westernunion.ca,,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.ch,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.co.nz,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.co.uk,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.com,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.de,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.fr,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.it,,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.business.westernunion.pl,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.en.business.westernunion.at,,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.en.business.westernunion.ch,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.en.business.westernunion.de,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.en.business.westernunion.it,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],trk.fr.business.westernunion.ch,142.0.173.16,"s930.hs.eloqua.com, p01g.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,,,,,,,,,
[x],tunisia.westernunion.com,"66.218.160.141, 66.218.170.141",,,NOERROR,,,,,,,,,
[x],uat-api.globalpay.westernunion.com,66.218.161.198,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,,,,,,,,
[x],uat-auth.globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],uat-payee.globalpay.westernunion.com,,,,NOERROR,,,,,,,,,
[x],uat.gpfi.globalpay.westernunion.com,23.53.53.137,"uat.gpfi.globalpay.westernunion.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],uat.psd2api.business.westernunion.com,"34.229.26.139, 52.6.50.161, 52.206.12.33",d-mtwrwkc1n4.execute-api.us-east-1.amazonaws.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],uat.wuedge.com,23.221.253.131,"uat.wuedge.com.00d00000000hduyeai.live.siteforce.com, wubsnonprod.com.edgekey.net, e17182.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],uatcslsvcsc.westernunion.com,66.218.160.16,,,NOERROR,,,,,,,,,
[x],uatcslsvcsp.westernunion.com,,,,NOERROR,,,,,,,,,
[x],uatcustsupport.westernunion.com,96.16.197.68,"www.westernunion.com, www.westernunion.com.edgekey.net, e6755.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],uatgateway.westernunion.com,66.218.160.155,,,NOERROR,,,,,,,,,
[x],uatmobile.westernunion.com,66.218.160.98,,,NOERROR,,,,,,,,,
[x],uatprepaid.westernunion.com,66.218.160.107,,,NOERROR,,,,,,,,,
