new,host,a,soa,status_code,cname,ns,txt,cdn,cdn-name,mx,aaaa,caa,has_internal_ips,internal_ips
[x],squid-docs.square.com,"185.199.111.153, 185.199.110.153, 185.199.108.153, 185.199.109.153","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,squareup.github.io,,,,,,"2606:50c0:8003::153, 2606:50c0:8001::153, 2606:50c0:8000::153, 2606:50c0:8002::153","letsencrypt.org, digicert.com",,
[x],sr-april.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],sr-oct.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],sr-write-alt.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],sr-writebucket.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],sr.admin1.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],srhkg.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],srhw.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],ss-search.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],ss-us-west-2-lb.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],ssems.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],ssh-oceania.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],ssltanneries.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],sss-nl.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staff-akamai.www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],staff-www-3.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staff-www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staff.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staff.www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staffcms.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],staffsandbox.www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staffwww-24.pad.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staffwww-mirror.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staffwww.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],stage.square.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,,,v=spf1 include:stage.square.com._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,,,,,,,
[x],staging-caisse.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staging-redirectprivatenode-ns.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],staging-status.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],staging-us-east-1-bitmoji.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],staging.new.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],stagingaccess.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],stagingcache.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],stagingcomms.www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],stagingconfig-defaultproduction.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],stagingimages.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],stagingusersevent.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],stagingwww.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],stat-storagemx.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],static-dyn-images.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],static.androidwww.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],static.www-21.pad.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],staticstaffwww.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status-17.www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status-4.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status-account-backup-new.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],status-alpha-assets-auth-antiviruspre.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],status-brazil.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status-partners-config.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],status-region.www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status-v2csmiembrostunnel-mx.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],status.europewest-www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status.pay.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],status.squareup.com,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,,"ns15.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns11.dnsmadeeasy.com",,,,,,,,
[x],status.www-chef.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status.www-cn.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status.www-tur.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],status.www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],statusapiv1-ftpmirror-my-oceania.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],statusdns-start-storage.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],statuskulslbilpf2rw12.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],statussales-csdockerintra-backups-www-test.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],statusstaff.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],statusstage-fr.broadway.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],statusvip-logqa-apiproduction.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],statusweb1.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],statuswww-stage1.pad.squareup.com,74.122.187.76,,NOERROR,pad.squareup.com,,,,,,,,,
[x],statuswww.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],stgmotion.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],store-006-ci.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],store-022-ci.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],store.squareup.com,"13.248.205.93, 76.223.91.57","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],storeslaveconfig.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],strpolo.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],subfolder.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],subtilbeton-box.pad.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],subtilbeton.cloudfront.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],subtilbeton.container.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],subtilbeton.march.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],support-ios.www.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],support-priv.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],support.jenkins.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],support.www-53.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],supportconnections.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],supporteuw.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],supportoignons.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],supportprofile.squareup.com,"172.66.0.50, 162.159.140.50",,NOERROR,profile.squareup.com,,,True,cloudflare,,,,,
[x],supportwww-58.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],svw.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],swaggerwww8-3.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],switchboard.squareup.com,"76.223.91.57, 13.248.205.93","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,,,,,,,,,,
[x],swww-81.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],sy12-xenia.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],sy21p01ad.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],syd05-prd-netesx-02.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],syd05-prd-ngwesx-02.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],system-alphauatbackup-accept-domain.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],system-backup-api-web-manager-devel-vpn.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],system-jenkins-privateteamregister.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],system-niquelebp.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],system-prodawsstreaming.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],system-www9-2.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],systemalt.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],systemg.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],systempenseemolle.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],systemtemp-gcp-v3-private-register-clients.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],systemvipeuwpanel.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],systemwww-3-8.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],t.nemokid.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tanneries-testing1.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tanneries.6.pad.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tanneries.europe.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tanneries.hkg.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tattoofest-org.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tattoofest.2.pad.squareup.com,,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tattoofestpayment.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tbone-api.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],tdv2-app-nel-public.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],team-infiltr8.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],team-internal-devaltproduction.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],team-mirror-oceania.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],team.subtilbeton.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],teamcrm-examplestunnel-mx.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],teamedge.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],teammirror.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],teamsystem.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],teamtempdbs-git.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],techie-mirror.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],techieevelynn.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],tedicted.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],telaviv.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],teleweb.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],temp-dttc.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],tempdebug-wikibucketexampledockerintra-backups-www-test.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],tempipbetatemp-exchangedns.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],tempmedprosstage.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],tempminerva.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],tempssomy-external-domain.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],tesla.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],test-edit-idd.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],test-ups.broadway.squareup.com,"99.83.191.120, 75.2.48.152","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
[x],test1-caisse.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],test1-ecoquartier.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],test1-icarus.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],test1-transmetropolitan.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],test1.marichi.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],test19eme-nl.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],test19emeacc.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],test19emepage.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],testbed.www-2-0.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],testbedwww1-1.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,"ns-1248.awsdns-28.org, ns-1816.awsdns-35.co.uk, ns-311.awsdns-38.com, ns-810.awsdns-37.net",,,,,,,,
[x],testbedwww9-3.pad.squareup.com,74.122.187.76,"ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,pad.squareup.com,,,,,,,,,
[x],testbpcparts2.broadway.squareup.com,"75.2.48.152, 99.83.191.120","ns-1248.awsdns-28.org, ops+dns.squareup.com",NOERROR,broadway.squareup.com,,,,,,,,,
