new,host,a,soa,status_code,ns,txt,aaaa,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,caa
,tool-live.cnt.traveloka.com,"65.9.66.74, 65.9.66.82, 65.9.66.106, 65.9.66.117","ns-1561.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool-ugc.ugc.traveloka.com,"143.204.231.64, 143.204.231.35, 143.204.231.112, 143.204.231.45","ns-41.awsdns-05.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.bus.traveloka.com,"13.32.27.101, 13.32.27.116, 13.32.27.62, 13.32.27.97","ns-1628.awsdns-11.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.cnm.traveloka.com,"13.32.145.19, 13.32.145.91, 13.32.145.102, 13.32.145.48","ns-1740.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.coi.traveloka.com,"13.32.121.124, 13.32.121.31, 13.32.121.64, 13.32.121.58","ns-1233.awsdns-26.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.con.traveloka.com,,"ns-1744.awsdns-26.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.cxp.traveloka.com,"13.32.99.51, 13.32.99.122, 13.32.99.100, 13.32.99.84","ns-154.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.ebi.traveloka.com,"18.66.97.47, 18.66.97.56, 18.66.97.94, 18.66.97.98","ns-1447.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.ewl.traveloka.com,"13.225.34.38, 13.225.34.90, 13.225.34.18, 13.225.34.79","ns-1769.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.fpr.traveloka.com,"108.138.17.114, 108.138.17.46, 108.138.17.75, 108.138.17.92","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.gmf.traveloka.com,"18.173.233.32, 18.173.233.26, 18.173.233.11, 18.173.233.13","ns-1300.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.hcn.traveloka.com,"18.66.112.64, 18.66.112.18, 18.66.112.74, 18.66.112.15","ns-831.awsdns-39.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.ipi.traveloka.com,"65.8.158.61, 65.8.158.54, 65.8.158.17, 65.8.158.53",,NOERROR,,,,,True,cloudfront,,,,
,tool.ppr.traveloka.com,"18.160.10.57, 18.160.10.129, 18.160.10.47, 18.160.10.51","ns-1871.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.trn.traveloka.com,"108.138.17.117, 108.138.17.25, 108.138.17.3, 108.138.17.61","ns-1697.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.usr.traveloka.com,"18.66.97.81, 18.66.97.84, 18.66.97.124, 18.66.97.9","ns-1570.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tool.xpe.traveloka.com,"108.138.17.111, 108.138.17.54, 108.138.17.16, 108.138.17.28","ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,tools.ctv.traveloka.com,"52.85.132.115, 52.85.132.5, 52.85.132.91, 52.85.132.120, 205.251.192.204, 205.251.195.41, 205.251.197.38, 205.251.198.240","ns-1776.awsdns-30.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-204.awsdns-25.com, ns-1776.awsdns-30.co.uk, ns-1318.awsdns-36.org, ns-809.awsdns-37.net",,"2600:9000:2073:3600:9:84f1:b040:93a1, 2600:9000:2073:f400:9:84f1:b040:93a1, 2600:9000:2073:f200:9:84f1:b040:93a1, 2600:9000:2073:3200:9:84f1:b040:93a1, 2600:9000:2073:2000:9:84f1:b040:93a1, 2600:9000:2073:7e00:9:84f1:b040:93a1, 2600:9000:2073:c600:9:84f1:b040:93a1, 2600:9000:2073:3800:9:84f1:b040:93a1",d1amkqksi6j9vl.cloudfront.net,True,cloudfront,,,,
,traveloka.com,,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,trip.txt.traveloka.com,"18.66.147.30, 18.66.147.63, 18.66.147.29, 18.66.147.92","ns-1102.awsdns-09.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,trptool.trp.traveloka.com,"18.66.112.69, 18.66.112.117, 18.66.112.110, 18.66.112.11","ns-1847.awsdns-38.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,ugc-api.ugc.traveloka.com,"15.197.217.39, 3.33.248.159","ns-41.awsdns-05.com, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-api.ugc.traveloka.com,,,,,,
,ugc.traveloka.com,,"ns-41.awsdns-05.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1608.awsdns-09.co.uk, ns-41.awsdns-05.com, ns-725.awsdns-26.net, ns-1397.awsdns-46.org",,,,,,,,,
,universal.srs.traveloka.com,"13.228.254.234, 18.140.106.201, 52.221.97.37","ns-1127.awsdns-12.org, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-universal.srs.traveloka.com,,,,,,
,url-shared-ti-ar07nokia.cfp.eci.traveloka.com,"18.66.122.11, 18.66.122.93, 18.66.122.31, 18.66.122.48","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,user-api.afc.traveloka.com,"13.32.27.6, 13.32.27.79, 13.32.27.85, 13.32.27.16","ns-521.awsdns-01.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,user-gateway.pay.traveloka.com,"122.248.221.32, 52.220.8.120","ns-1509.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1509.awsdns-60.org, ns-1565.awsdns-03.co.uk, ns-507.awsdns-63.com, ns-612.awsdns-12.net",,,origin-user-gateway.pay.traveloka.com,,,,,,
,usr.traveloka.com,,"ns-1570.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1266.awsdns-30.org, ns-1570.awsdns-04.co.uk, ns-581.awsdns-08.net, ns-278.awsdns-34.com",,,,,,,,,
,vcp.traveloka.com,,"ns-799.awsdns-35.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1259.awsdns-29.org, ns-126.awsdns-15.com, ns-1629.awsdns-11.co.uk, ns-799.awsdns-35.net",,,,,,,,,
,vnexpressmstdcoinbe.cfp.eci.traveloka.com,"18.66.122.11, 18.66.122.48, 18.66.122.31, 18.66.122.93","ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,weather.loc.traveloka.com,"3.1.95.38, 3.1.158.187","ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,origin-weather.loc.traveloka.com,,,,,,
,ws-pmt-websocket.fpr.traveloka.com,"65.9.55.38, 65.9.55.59, 65.9.55.105, 65.9.55.28","ns-1825.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,www-astid.ast.traveloka.com,"18.66.122.128, 18.66.122.120, 18.66.122.108, 18.66.122.40","ns-1688.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,www-staging12.traveloka.com,,,NOERROR,,,,,,,,,,
,www.traveloka.com,,"ns-578.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,,,,www.web.traveloka.com,True,cloudfront,,,,
,www.web.traveloka.com,"143.204.89.85, 143.204.89.12, 143.204.89.4, 143.204.89.98","ns-578.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,wwworigin.univsal-hnet-staging16.axes.traveloka.com,"13.224.222.63, 13.224.222.99, 13.224.222.58, 13.224.222.124","ns-955.awsdns-55.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1353.awsdns-41.org, ns-1983.awsdns-55.co.uk, ns-228.awsdns-28.com, ns-955.awsdns-55.net",,,,True,cloudfront,,,,
,xpebi.xpe.traveloka.com,"52.74.208.206, 54.255.88.224","ns-1616.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1343.awsdns-39.org, ns-1616.awsdns-10.co.uk, ns-4.awsdns-00.com, ns-824.awsdns-39.net",,,,,,,,,
,xps.traveloka.com,"18.66.192.62, 18.66.192.26, 18.66.192.87, 18.66.192.128","ns-1741.awsdns-25.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1.awsdns-00.com, ns-1099.awsdns-09.org, ns-1741.awsdns-25.co.uk, ns-688.awsdns-22.net",,,,True,cloudfront,,,,
,y6fnside-11nokiatapa-axes.media-svc.mstd.eci.traveloka.com,,"ns-882.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,True,cloudfront,,,,
,your.traveloka.com,,"ns-1752.awsdns-27.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-125.awsdns-15.com, ns-1260.awsdns-29.org, ns-1752.awsdns-27.co.uk, ns-922.awsdns-51.net",v=spf1 include:ncapp02.com ~all,,,,,,,,
