input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_self_signed,tls_mismatched,tls_wildcard_certificate,cdn_name,cdn,final_url,csp_domains_,tls_expired
orchestrator.rpa.schiphol.nl,UiPath,200,1079,identityserver.rpa.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,2023-07-19T23:59:59Z,"CN=orchestrator.rpa.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",orchestrator.rpa.schiphol.nl,Royal Schiphol Group N.V.,identityserver.rpa.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ac8d1b270038060cb210f7e421022e6b,8148ad087496a92e2444d5143e1dfe1c3f485f834140aa1b4e46e6bcced0f44a,ctls,identityserver.rpa.schiphol.nl,443,https://orchestrator.rpa.schiphol.nl:443,https,,text/html,GET,20.93.212.50,/,-1206121730,20.93.212.50,Microsoft ASP.NET,30,False,,,,,,https://identityserver.rpa.schiphol.nl/identity/?returnUrl=%2Fidentity%2Fconnect%2Fauthorize%2Fcallback%3Fclient_id%3Daaa0e45b-449b-4d56-82ea-c86839b0f351%26redirect_uri%3Dhttps%253A%252F%252Forchestrator.rpa.schiphol.nl%252Fsigninsystemopenidconnect%26response_type%3Dcode%2520id_token%26scope%3Dopenid%2520profile%2520email%26response_mode%3Dform_post%26nonce%3D638195080678039839.ZjQyOWJkZjgtMzc0Mi00ZDczLWEyOTMtZTNjMTQyNWYzYTMyZWNhNGJhNTAtMmMwYy00ZDI4LWFlMmUtZjYyNzAzODBiMDNk%26state%3DCfDJ8I2c61OEgzZKhVHFknJlIUuCkBiGLNJ2HuOUnIsyx-8GyHxH_xXQs_7k5EMvfgyvEcRJZPvlSoBeIJuzmkpgign_UoG6KDvavpXJ1jVw6SER_XrpoN-VdrTUe4hlibGzpkYB22KhhXK4OPtC7r_gZAusn8I_1Oe9oF8bHbZd3q6rLf20sf7kETcMVHFbpGLkJ_7v9HyklRIC03ilT2uzzvnzAMTHu_PP-0N6mMMTcAK27DaXzky_MJ6Qq3tTBsMuwCJnBRzMtpkbzH5OA_zZ0NkMgOXiYKolO0Bl2DMpFy2Jkd30eWwYzmxPatR116du6Vb7pHV1T-MKPEWMZX8le6qb4yZtO79ROi9KULcsLSmxuHWD5q6WTFeuR7bB4BPWDG3s3s_QLIxYAhWK0Wu6zVdNoCvEHZnVhjs9s88T8narVM4y2Ppoj66RqPvEj4LcpA%26x-client-SKU%3DID_NETSTANDARD2_0%26x-client-ver%3D5.5.0.0,,
orville.schiphol.nl,Orville,200,6578,orville.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-02T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.orville.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",*.orville.schiphol.nl,Royal Schiphol Group N.V.,orville.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,44e35081bbe50e06c2c87889a8133343,acba5b14e6af3422e0afa79b5778cb1c635de4308cf45e49cf12345293e30954,ctls,orville.schiphol.nl,443,https://orville.schiphol.nl:443,https,nginx/1.23.3,text/html,GET,51.105.98.13,/,-1852978988,51.105.98.13,Nginx:1.23.3,15,False,,,True,azure,True,,,
parking-api.schiphol.nl,,403,41,parking-api.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",parking-api.schiphol.nl,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d11b6fa005ff3750917b437991cc4267,0e72613b626fbe90ffbd146106b520211e795bafc13d164271fd56d303f2309c,ctls,parking-api.schiphol.nl,443,https://parking-api.schiphol.nl:443,https,cloudflare,application/json,GET,104.18.10.211,/,-374985942,2606:4700::6812:ad3,HTTP/3,3,False,,,,cloudflare,True,,ge0ip.org,
parking.schiphol.nl,Book your parking,200,33504,parking.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-10T00:00:00Z,2023-06-13T23:59:59Z,"CN=parking.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",parking.schiphol.nl,Royal Schiphol Group N.V.,altitude-admin.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0d9faeca8843d9dc7b22c2adf305ab32,dd5af6c667a613e476782c52e7e5567a5f7877ec82bc0271e148c03d3fb6c918,ctls,parking.schiphol.nl,443,https://parking.schiphol.nl:443,https,,text/html,GET,18.66.97.128,/,1261916024,18.66.97.61,HSTS,714,False,,,,cloudfront,True,https://parking.schiphol.nl/en/,,
passwordreset.schiphol.nl,Change Password,200,9620,passwordreset.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-05-17T23:59:59Z,"CN=*.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",*.schiphol.nl,Royal Schiphol Group N.V.,schiphol.nl,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,925667be9517e713521af7a47c8aa3c7,b552e31ecb5dd8e333ef62bd9e736e0a0bb6345c877a570ef07ee648d6cbb3cf,ctls,passwordreset.schiphol.nl,443,https://passwordreset.schiphol.nl:443,https,,text/html,GET,145.35.195.64,/,-262405959,145.35.195.64,HSTS,148,False,,,True,,,,/WebResource.axd?cspReport=true,
payroll.schiphol.nl,Logon Error Message,404,1819,payroll.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-21T00:00:00Z,2024-01-21T23:59:59Z,"CN=payroll.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",payroll.schiphol.nl,Royal Schiphol Group N.V.,www.payroll.schiphol.nl,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,e4a5bee7d077f8401837be53a18a6d79,379148a85c9686bac0ece4c31bd36d52258c5a5b0df8678c68e2306b554f0fc2,ctls,payroll.schiphol.nl,443,https://payroll.schiphol.nl:443,https,,text/html,GET,185.70.232.46,/,-1381421141,185.70.232.46,,1,False,,,,,,,,
pcss-gateway.test.schiphol.nl,,503,2503,pcss-gateway.test.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T13:23:43Z,2025-04-12T13:23:44Z,CN=*.ext.snbvaz047a.intra.schiphol.nl,*.ext.snbvaz047a.intra.schiphol.nl,,*.ext.snbvaz047a.intra.schiphol.nl,CN=ingress-operator@1610549753,ingress-operator@1610549753,,4c87d8e83b05bede056a5ea1dc9e612b,a9068a052c295074861fb5e4c0be6b92ee214774453ed9720f03d0889d661651,ctls,pcss-gateway.test.schiphol.nl,443,https://pcss-gateway.test.schiphol.nl:443,https,,text/html,GET,20.73.222.199,/,1539244717,20.73.222.199,,94,False,,True,True,,,,,
pro.schiphol.nl,Sign in to your account,200,200088,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://pro.schiphol.nl:443,https,,text/html,GET,20.52.181.225,/,-170560367,20.52.181.225,HSTS,173,False,,,,azure,True,https://login.microsoftonline.com/27776982-d882-41b2-95ac-322f28d5a2ce/oauth2/authorize?response_type=code&client_id=6917251c-6f56-4405-841b-0bc7316612f7&scope=openid&nonce=7f6aeba3-5f88-44c5-b7fb-cdb72c7a6667&redirect_uri=https%3a%2f%2fpro.schiphol.nl%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fpro.schiphol.nl%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%2202ef2ff6-454c-49a8-9a13-eb57ce757f77%22%7d%23EndOfStateParam%23&client-request-id=02ef2ff6-454c-49a8-9a13-eb57ce757f77,,
proxy.iot.schiphol.nl,404 Not Found,404,146,proxy.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:54:57Z,2023-10-25T14:54:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5664460476b7f38addcec7982e85d56b,d20e5214f11c36965c1f9c49e1975d3382b0909243835f3b1ceb1126c5ffb60e,ctls,proxy.iot.schiphol.nl,443,https://proxy.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,1494302000,20.67.126.43,HSTS,8,False,True,True,,,,,,
qlikview.schiphol.nl,Sign in to your account,200,202259,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://qlikview.schiphol.nl:443,https,,text/html,GET,20.52.181.225,/,-948366143,20.52.181.225,HSTS,174,False,,,,azure,True,https://login.microsoftonline.com/27776982-d882-41b2-95ac-322f28d5a2ce/oauth2/authorize?response_type=code&client_id=3d23a875-4e7c-4d3f-ad85-c9774b12e987&scope=openid&nonce=8c6c47ad-5dd5-43c2-869a-5d3a2b5dff11&redirect_uri=https%3a%2f%2fqlikview.schiphol.nl%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fqlikview.schiphol.nl%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%228002ea88-02f8-4526-8bc4-c8322e40efcd%22%7d%23EndOfStateParam%23&client-request-id=8002ea88-02f8-4526-8bc4-c8322e40efcd,,
randomizer-a.schiphol.nl,Sign in to your account,200,203907,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://randomizer-a.schiphol.nl:443,https,,text/html,GET,20.52.181.225,/,-1872633172,20.52.181.225,HSTS,173,False,,,,azure,True,https://login.microsoftonline.com/27776982-d882-41b2-95ac-322f28d5a2ce/oauth2/authorize?response_type=code&client_id=a658488b-e759-41ec-bb80-22582e0300c5&scope=openid&nonce=6a1f13df-08bc-4815-b596-267b422f0246&redirect_uri=https%3a%2f%2frandomizer-a.schiphol.nl%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2frandomizer-a.schiphol.nl%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%2256acbeb7-350a-4977-ac91-590edb7fb5e6%22%7d%23EndOfStateParam%23&client-request-id=56acbeb7-350a-4977-ac91-590edb7fb5e6,,
review.iot.schiphol.nl,404 Not Found,404,146,review.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:54:57Z,2023-10-25T14:54:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5664460476b7f38addcec7982e85d56b,d20e5214f11c36965c1f9c49e1975d3382b0909243835f3b1ceb1126c5ffb60e,ctls,review.iot.schiphol.nl,443,https://review.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,1494302000,20.67.126.43,HSTS,8,False,True,True,,,,,,
ru.schiphol.nl,404 Not Found,404,548,ru.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T08:24:34Z,2024-04-11T08:24:34Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,3e37a4363ef58c13a3ef247cc09ed264,6ba56195f6bd9dad5d3c409447fe75f391c4f9e6d268a8f45948d9411afa324d,ctls,ru.schiphol.nl,443,https://ru.schiphol.nl:443,https,,text/html,GET,20.105.183.25,/,566218143,20.105.183.25,HSTS,14,False,True,True,,,,,,
s.iot.schiphol.nl,404 Not Found,404,146,s.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:54:57Z,2023-10-25T14:54:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5664460476b7f38addcec7982e85d56b,d20e5214f11c36965c1f9c49e1975d3382b0909243835f3b1ceb1126c5ffb60e,ctls,s.iot.schiphol.nl,443,https://s.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,1494302000,20.67.126.43,HSTS,8,False,True,True,,,,,,
s3.iot.schiphol.nl,404 Not Found,404,548,s3.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:54:57Z,2023-10-25T14:54:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5664460476b7f38addcec7982e85d56b,d20e5214f11c36965c1f9c49e1975d3382b0909243835f3b1ceb1126c5ffb60e,ctls,s3.iot.schiphol.nl,443,https://s3.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,566218143,20.67.126.43,HSTS,14,False,True,True,,,,,,
schiphol.nl,Schiphol | Start your journey well at our airport,200,204171,www.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-10-30T23:59:59Z,"CN=schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL, serialNumber=34029174, businessCategory=Private Organization, jurisdictionCountry=NL, businessCategory=Private Organization, jurisdictionCountry=NL",schiphol.nl,Royal Schiphol Group N.V.,www.schiphol.nl,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ec2fbba696e7cf4bccec29fbb7918fdd,6a936b20fbb304fdcf0c8603627b8e184aaf6339e88b348658488354d7524f63,ctls,www.schiphol.nl,443,https://schiphol.nl:443,https,cloudflare,text/html,GET,20.105.183.25,/,346331862,20.105.183.25,Varnish,1706,False,,,,,,https://www.schiphol.nl/en/,opt.objectiveportal.com,
seebuyfly-a.cdn.schiphol.nl,Situs Bandar Togel Online Hadiah 4d 10 Juta,200,37505,web-flnncyhjj7rcu.azurewebsites.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,web-flnncyhjj7rcu.azurewebsites.net,80,http://seebuyfly-a.cdn.schiphol.nl:80,http,Microsoft-IIS/10.0,text/html,GET,13.107.237.45,/,-20275242,2620:1ec:48:1::45,Windows Server,435,False,,,True,,,https://web-flnncyhjj7rcu.azurewebsites.net/,,
selfservice.schiphol.nl,Sign in to your account,200,200235,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://selfservice.schiphol.nl:443,https,,text/html,GET,20.52.134.77,/,-1141269180,20.52.134.77,HSTS,174,False,,,,azure,True,https://login.microsoftonline.com/27776982-d882-41b2-95ac-322f28d5a2ce/oauth2/authorize?response_type=code&client_id=49e8ab51-939c-4f0c-8352-202a0ee8873c&scope=openid&nonce=f2024c98-d669-4b87-a618-aac3a7fc2899&redirect_uri=https%3a%2f%2fselfservice.schiphol.nl%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fselfservice.schiphol.nl%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%227fe538a4-fe3c-406a-b3b5-f5df7245e790%22%7d%23EndOfStateParam%23&client-request-id=7fe538a4-fe3c-406a-b3b5-f5df7245e790,,
ssu-d.schiphol.nl,Microsoft,403,886,ssu-d.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-28T00:00:00Z,2023-06-27T23:59:59Z,CN=ssu-d.schiphol.nl,ssu-d.schiphol.nl,,ssu-d.schiphol.nl,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",9b179d02697e12753f26c845f158bd43,95fe1951e9747752625b5c4a9bd57b97938286832694fa117d23e66cb58aa7e5,ctls,ssu-d.schiphol.nl,443,https://ssu-d.schiphol.nl:443,https,,,GET,13.107.237.45,/,-201418118,2620:1ec:4f:1::45,Azure Front Door,1,False,,,,,,,,
stripe.iot.schiphol.nl,404 Not Found,404,548,stripe.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:54:57Z,2023-10-25T14:54:57Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,5664460476b7f38addcec7982e85d56b,d20e5214f11c36965c1f9c49e1975d3382b0909243835f3b1ceb1126c5ffb60e,ctls,stripe.iot.schiphol.nl,443,https://stripe.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,566218143,20.67.126.43,HSTS,14,False,True,True,,,,,,
t.c.schiphol.nl,,404,315,t.c.schiphol.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-03-03T00:00:00Z,2019-03-08T12:00:00Z,"CN=t.c.schiphol.nl, O=Schiphol Telematics B.V., L=Schiphol, ST=Noord-Holland, C=NL",t.c.schiphol.nl,Schiphol Telematics B.V.,t.c.schiphol.nl,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,c9b739faff0b6bdb580bfadf018941bf,6d71871edbe68edc20346d958642cd6c80951c406439287a42d33407c3969546,ctls,t.c.schiphol.nl,443,https://t.c.schiphol.nl:443,https,AmazonS3,application/xml,GET,18.66.122.22,/,1232513572,2600:9000:2250:ca00:17:ef55:a740:93a1,Amazon Web Services,2,False,,,,cloudfront,True,,,True
tm420001.az061vm40001.schiphol.nl,,200,6158,tm420001.az061vm40001.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-12-16T23:59:59Z,"CN=mft.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",mft.schiphol.nl,Royal Schiphol Group N.V.,www.mft.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a7885497c4526d9649a36d1d060f98dc,0968325ac0fd612a14f0fc756c03aa4c79398ef018be36eb6dd15a6b99594835,ctls,tm420001.az061vm40001.schiphol.nl,443,https://tm420001.az061vm40001.schiphol.nl:443,https,SecureTransport 5.5-20220127 (build: 3073) - Linux,text/html,GET,20.31.208.152,/,346331862,20.31.208.152,HSTS,61,False,,True,,,,,,
tor306-431-pda.iot.schiphol.nl,404 Not Found,404,548,tor306-431-pda.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:55:16Z,2023-10-25T14:55:16Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,f1a7ad627ac8e39eec6bccac71f02ec2,240cfbba0e5435d66834f68fe386ba2fa92a53253abba3a506a657cfb8aea41d,ctls,tor306-431-pda.iot.schiphol.nl,443,https://tor306-431-pda.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,566218143,20.67.126.43,HSTS,14,False,True,True,,,,,,
us-west-2.iot.schiphol.nl,404 Not Found,404,146,us-west-2.iot.schiphol.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-25T14:55:16Z,2023-10-25T14:55:16Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,f1a7ad627ac8e39eec6bccac71f02ec2,240cfbba0e5435d66834f68fe386ba2fa92a53253abba3a506a657cfb8aea41d,ctls,us-west-2.iot.schiphol.nl,443,https://us-west-2.iot.schiphol.nl:443,https,,text/html,GET,20.67.126.43,/,1494302000,20.67.126.43,HSTS,8,False,True,True,,,,,,
vpn-sdi.schiphol.nl,,200,170,vpn-sdi.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-03-05T23:59:59Z,"CN=vpn-sdi.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",vpn-sdi.schiphol.nl,Royal Schiphol Group N.V.,www.vpn-sdi.schiphol.nl,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,3e56a627354c90452cebc32cb0f83ccd,747c597684ca7f0274eeafff16aaa2a5bb305e9a39f184959a9814ea747a5a07,ctls,vpn-sdi.schiphol.nl,443,https://vpn-sdi.schiphol.nl:443,https,,text/html,GET,77.241.232.152,/,-721644640,77.241.232.152,HSTS,4,False,,,,,,,,
vpn-sw.schiphol.nl,,200,170,vpn-sw.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-06T00:00:00Z,2023-11-01T23:59:59Z,"CN=vpn-sw.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",vpn-sw.schiphol.nl,Royal Schiphol Group N.V.,www.vpn-sw.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5fe621cda403237ed8f11eaf6a0caff6,55b556761ea7a65a822919496c4935e6dd21ddbd528afb7b6755529cebd0d558,ctls,vpn-sw.schiphol.nl,443,https://vpn-sw.schiphol.nl:443,https,,text/html,GET,77.241.232.146,/,593259606,77.241.232.146,HSTS,4,False,,,,,,,,
webhookservice-acc.rpa.schiphol.nl,404 Not Found,404,179,webhookservice-acc.rpa.schiphol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-27T00:00:00Z,2023-07-19T23:59:59Z,"CN=orchestrator-acc.rpa.schiphol.nl, O=Royal Schiphol Group N.V., L=Schiphol, C=NL",orchestrator-acc.rpa.schiphol.nl,Royal Schiphol Group N.V.,webhookservice-acc.rpa.schiphol.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,852c993e3da7270c16d188d4aa20e8d2,22f957348c3a9a407edbb583ccb18a5cd39c14d932de9917fd82637a0405fe0b,ctls,webhookservice-acc.rpa.schiphol.nl,443,https://webhookservice-acc.rpa.schiphol.nl:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.82.63.68,/,-1646985303,20.82.63.68,,8,False,,,,,,,,
