new,host,soa,txt,status_code,a,cname,has_internal_ips,internal_ips,cdn,cdn-name,aaaa,ns,mx,caa
[x],qb24fgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:3500:590::16a4, 2a02:26f0:3500:596::16a4",,,
[x],qb24fgpatch.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"52.26.101.238, 44.239.147.189, 44.236.138.3","patchlive-ssz-prd-fg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qb24fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:3500:596::16a4, 2a02:26f0:3500:590::16a4",,,
[x],qb25bgocd.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"44.239.147.189, 52.26.101.238, 44.236.138.3","patchlive-ssz-prd-bg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qb25bgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.65.118.244,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:d200:39f::16a4, 2a02:26f0:d200:3ab::16a4",,,
[x],qb25fgocd.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"44.236.138.3, 52.26.101.238, 44.239.147.189","patchlive-ssz-prd-fg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qb25fgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.66.98.146,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:fe00:2b4::16a4, 2a02:26f0:fe00:2ab::16a4",,,
[x],qb25fgpatch.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"44.236.138.3, 52.26.101.238, 44.239.147.189","patchlive-ssz-prd-fg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qb25fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.65.118.244,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:d200:3ab::16a4, 2a02:26f0:d200:39f::16a4",,,
[x],qb26bgocd.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"44.236.138.3, 52.26.101.238, 44.239.147.189","patchlive-ssz-prd-bg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,"ns-1066.awsdns-05.org, ns-1558.awsdns-02.co.uk, ns-250.awsdns-31.com, ns-797.awsdns-35.net",,
[x],qb26bgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.201.243.11,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:480:796::16a4, 2a02:26f0:480:7ad::16a4",,,
[x],qb26bgpatch.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"52.26.101.238, 44.239.147.189, 44.236.138.3","patchlive-ssz-prd-bg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qb26bgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.201.243.11,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:1700:58b::16a4, 2a02:26f0:1700:58e::16a4",,,
[x],qb26fgocd.quickbooks.com,,"heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"44.239.147.189, 52.26.101.238, 44.236.138.3","patchlive-ssz-prd-fg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qb26fgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:11a:386::16a4, 2a02:26f0:11a:384::16a4",,,
[x],qb27bgocd.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"44.239.147.189, 44.236.138.3, 52.26.101.238","patchlive-ssz-prd-bg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qb27bgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:3500:590::16a4, 2a02:26f0:3500:596::16a4",,,
[x],qb27bgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:6c00:1bf::16a4, 2a02:26f0:6c00:1b2::16a4",,,
[x],qb27fgpatch.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com",,NOERROR,"44.236.138.3, 52.26.101.238, 44.239.147.189","patchlive-ssz-prd-fg.platform.intuit.com, qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qb27fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.65.118.244,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:d200:39f::16a4, 2a02:26f0:d200:3ab::16a4",,,
[x],qb28bgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:6c00:1b2::16a4, 2a02:26f0:6c00:1ac::16a4",,,
[x],qb28bgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.78.205.222,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2600:1400:c000:390::16a4, 2600:1400:c000:3b6::16a4",,,
[x],qb28fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:ab00:4a5::16a4, 2a02:26f0:ab00:48b::16a4",,,
[x],qb29bgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:ab00:4a5::16a4, 2a02:26f0:ab00:48b::16a4",,,
[x],qb29fgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.36.237.169,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:ab00:4a5::16a4, 2a02:26f0:ab00:48b::16a4",,,
[x],qb29fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:6c00:1ac::16a4, 2a02:26f0:6c00:1b2::16a4",,,
[x],qb30bgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.78.205.222,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2600:1400:c000:390::16a4, 2600:1400:c000:3b6::16a4",,,
[x],qb30bgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.37.51.116,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:fd00:3b2::16a4, 2a02:26f0:fd00:39e::16a4",,,
[x],qb30fgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:3500:596::16a4, 2a02:26f0:3500:590::16a4",,,
[x],qb30fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:ab00:48b::16a4, 2a02:26f0:ab00:4a5::16a4",,,
[x],qb31bgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:ab00:48b::16a4, 2a02:26f0:ab00:4a5::16a4",,,
[x],qb31bgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:3500:590::16a4, 2a02:26f0:3500:596::16a4",,,
[x],qb31fgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.66.98.146,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:fe00:2ab::16a4, 2a02:26f0:fe00:2b4::16a4",,,
[x],qb31fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.53.52.248,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2001:2030:21:1b4::16a4, 2001:2030:21:180::16a4",,,
[x],qb32bgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.78.205.222,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2600:1400:c000:3b6::16a4, 2600:1400:c000:390::16a4",,,
[x],qb32fgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:7100:481::16a4, 2a02:26f0:7100:488::16a4",,,
[x],qb32fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:11a:384::16a4, 2a02:26f0:11a:386::16a4",,,
[x],qb33bgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:7100:481::16a4, 2a02:26f0:7100:488::16a4",,,
[x],qb33bgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.201.243.11,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:480:796::16a4, 2a02:26f0:480:7ad::16a4",,,
[x],qb33fgocdsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:ab00:4a5::16a4, 2a02:26f0:ab00:48b::16a4",,,
[x],qb33fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:6c00:1b2::16a4, 2a02:26f0:6c00:1ac::16a4",,,
[x],qb34bgpatch.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"44.236.138.3, 44.239.147.189, 52.26.101.238",qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com,,,,,,,,
[x],qb34bgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.37.51.116,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:fd00:39e::16a4, 2a02:26f0:fd00:3b2::16a4",,,
[x],qb34fgocd.quickbooks.com,"ns-250.awsdns-31.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=desktop-prd-usw2-k8s,external-dns/resource=ingress/qbshared-autopatchlive-usw2-prd/autopatchlive-rollout-ingress",NOERROR,"52.26.101.238, 44.239.147.189, 44.236.138.3",qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com,,,,,,,,
[x],qb34fgpatch.quickbooks.com,,,NOERROR,,qbshared-prd-autopatchlive-root.desktopprdusw2.iks2.a.intuit.com,,,,,,,,
[x],qb34fgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,2.20.23.34,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:7100:481::16a4, 2a02:26f0:7100:488::16a4",,,
[x],qba-lab.ppd-accountant.a.intuit.com,"ns-127.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,"52.222.214.116, 52.222.214.21, 52.222.214.63, 52.222.214.74",d2z2wesa4ric91.cloudfront.net,,,True,cloudfront,"2600:9000:238d:5400:1e:f7ce:6140:93a1, 2600:9000:238d:4000:1e:f7ce:6140:93a1, 2600:9000:238d:2200:1e:f7ce:6140:93a1, 2600:9000:238d:ea00:1e:f7ce:6140:93a1, 2600:9000:238d:7a00:1e:f7ce:6140:93a1, 2600:9000:238d:5e00:1e:f7ce:6140:93a1, 2600:9000:238d:4800:1e:f7ce:6140:93a1, 2600:9000:238d:a600:1e:f7ce:6140:93a1","ns-1265.awsdns-30.org, ns-127.awsdns-15.com, ns-1863.awsdns-40.co.uk, ns-987.awsdns-59.net",,
[x],qbar.intuit.com,"n0g.akamaiedge.net, hostmaster.akamai.com",,NOERROR,104.102.50.204,"qbar.intuit.com.edgekey.net, e14380.g.akamaiedge.net",,,,,,,,
[x],qbbgpatchsp.quickbooks.com,"n0dscd.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.37.51.116,"qborgpatch.quickbooks.com.edgekey.net, e5796.dscd.akamaiedge.net",,,,,"2a02:26f0:fd00:39e::16a4, 2a02:26f0:fd00:3b2::16a4",,,
[x],qbc.intuit.com,"dns1.p08.nsone.net, nadmin.intuit.com, a1-182.akam.net",,NOERROR,,,,,,,,,,
[x],qbccore.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"35.82.140.22, 52.24.77.207, 52.12.81.133, 54.201.189.87, 35.165.32.209, 52.33.84.162, 52.42.153.201, 34.216.243.133","qbccore.prd.api.a.intuit.com, qbccore-us-west-2.prd.api.a.intuit.com, sw1_us-west-2_web.prd.api.a.intuit.com, sw1prdwebbluealb-144153673.us-west-2.elb.amazonaws.com",,,,,,,,
[x],qbdlegacy-prd-lvdc.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,34.210.215.181,"qbdlegacy-prd-lvdc-com.prd.api.a.intuit.com, qbdlegacy-prd-lvdc-com-us-west-2.prd.api.a.intuit.com, sw22_us-west-2_web.prd.api.a.intuit.com, sw22prdwebbluealb-1905306235.us-west-2.elb.amazonaws.com",,,,,,,,
[x],qbdlegacy-prd-qydc.api.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,34.210.215.181,"qbdlegacy-prd-qydc-com.prd.api.a.intuit.com, qbdlegacy-prd-qydc-com-us-west-2.prd.api.a.intuit.com, sw22_us-west-2_web.prd.api.a.intuit.com, sw22prdwebbluealb-1905306235.us-west-2.elb.amazonaws.com",,,,,,,,
[x],qbdt.payroll.intuit.com,"ns-56.awsdns-07.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=payroll-prd-usw2-k8s,external-dns/resource=ingress/payroll-dtpayrollsvc-usw2-prd/psp-ingress-external",NOERROR,"54.188.149.79, 34.210.178.212, 34.217.230.45","qbdt.psp.intuit.com, payroll-prd-external-dt-payroll-svc.payrollprdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdt.psp.intuit.com,"ns-56.awsdns-07.com, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=payroll-prd-usw2-k8s,external-dns/resource=ingress/payroll-dtpayrollsvc-usw2-prd/psp-ingress-external",NOERROR,"34.217.230.45, 34.210.178.212, 54.188.149.79",payroll-prd-external-dt-payroll-svc.payrollprdusw2.iks2.a.intuit.com,,,,,,,,
[x],qbdtcardprocessing-prf.payments.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-prf-sb04/usw2-prf-sb04-intuit-gateway-ingress",NOERROR,"44.227.227.153, 34.211.135.94, 34.212.237.3","pccp-prf.api.intuit.com, pccp.prf.api.a.intuit.com, pccp-us-west-2.prf.api.a.intuit.com, sw4_us-west-2_web.prf.api.a.intuit.com, dial_sw4_us-west-2_web.prf.api.a.intuit.com, prf-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdtcardprocessing-qa.payments.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-qa-sb04/usw2-qal-sb04-intuit-gateway-ingress",NOERROR,"35.82.152.114, 44.235.246.220, 54.203.59.161","pccp-qal.api.intuit.com, pccp.qa.api.a.intuit.com, pccp-us-west-2.qa.api.a.intuit.com, sw4_us-west-2_web.qa.api.a.intuit.com, dial_sw4_us-west-2_web.qa.api.a.intuit.com, qa-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdtcardprocessing-stg.payments.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-e2e-sb04/usw2-e2e-sb04-intuit-gateway-ingress",NOERROR,"52.34.101.175, 52.11.6.182, 52.26.116.225","pccp-stg.api.intuit.com, pccp.e2e.api.a.intuit.com, pccp-us-west-2.e2e.api.a.intuit.com, sw4_us-west-2_web.e2e.api.a.intuit.com, dial_sw4_us-west-2_web.e2e.api.a.intuit.com, e2e-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdtcardprocessing.payments.intuit.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",,NOERROR,"34.216.169.11, 35.80.153.222, 35.165.162.104, 44.236.99.28, 52.37.238.171, 54.70.49.234, 34.211.91.41, 44.239.82.116","pccp.api.intuit.com, pccp.prd.api.a.intuit.com, pccp-us-west-2.prd.api.a.intuit.com, sw4_us-west-2_web.prd.api.a.intuit.com, sw4prdwebbluealb-1913782926.us-west-2.elb.amazonaws.com",,,,,,,,
[x],qbdtipd-dev-green.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-qa-sb04/usw2-qal-sb04-intuit-gateway-ingress",NOERROR,"44.235.246.220, 54.203.59.161, 35.82.152.114","qbdtipdshowroom-qal-green.api.intuit.com, qbdtipdshowroom-qal.api.intuit.com, qbdtipdshowroom.qa.api.a.intuit.com, qbdtipdshowroom-us-west-2.qa.api.a.intuit.com, sw4_us-west-2_web.qa.api.a.intuit.com, dial_sw4_us-west-2_web.qa.api.a.intuit.com, qa-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdtipd-dev.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-qa-sb04/usw2-qal-sb04-intuit-gateway-ingress",NOERROR,"35.82.152.114, 44.235.246.220, 54.203.59.161","qbdtipdshowroom-qal.api.intuit.com, qbdtipdshowroom.qa.api.a.intuit.com, qbdtipdshowroom-us-west-2.qa.api.a.intuit.com, sw4_us-west-2_web.qa.api.a.intuit.com, dial_sw4_us-west-2_web.qa.api.a.intuit.com, qa-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdtipd-prf.qbinproduct.intuit.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.221.240.42,"qbdtipd-prf.qbinproduct.intuit.com.edgekey.net, e4668.dsca.akamaiedge.net",,,,,"2a02:26f0:c900:29b::123c, 2a02:26f0:c900:29a::123c",,,
[x],qbdtipd-qal.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-e2e-sb04/usw2-e2e-sb04-intuit-gateway-ingress",NOERROR,"52.26.116.225, 52.34.101.175, 52.11.6.182","qbdtipdshowroom-e2e.api.intuit.com, qbdtipdshowroom.e2e.api.a.intuit.com, qbdtipdshowroom-us-west-2.e2e.api.a.intuit.com, sw4_us-west-2_web.e2e.api.a.intuit.com, dial_sw4_us-west-2_web.e2e.api.a.intuit.com, e2e-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdtipd-qal.qbinproduct.intuit.com,"n0dsca.akamaiedge.net, hostmaster.akamai.com",,NOERROR,23.221.240.42,"qbdtipd-qal.qbinproduct.intuit.com.edgekey.net, e4668.dsca.akamaiedge.net",,,,,"2a02:26f0:c900:29b::123c, 2a02:26f0:c900:29a::123c",,,
[x],qbdtonboard-e2e.payments.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-e2e-sb04/usw2-e2e-sb04-intuit-gateway-ingress",NOERROR,"52.11.6.182, 52.34.101.175, 52.26.116.225","paaf-e2e.api.intuit.com, paaf.e2e.api.a.intuit.com, paaf-us-west-2.e2e.api.a.intuit.com, sw4_us-west-2_web.e2e.api.a.intuit.com, dial_sw4_us-west-2_web.e2e.api.a.intuit.com, e2e-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdtonboard-prf.payments.intuit.com,"ns-1235.awsdns-26.org, awsdns-hostmaster.amazon.com",,NOERROR,44.231.17.249,"paaf-perf.paaf-preprod.a.intuit.com, paaf-prf-active.us-west-2.paaf-preprod.a.intuit.com",,,,,,,,
[x],qbdtonboard-qa.payments.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-qa-sb04/usw2-qal-sb04-intuit-gateway-ingress",NOERROR,"35.82.152.114, 54.203.59.161, 44.235.246.220","paaf-qal.api.intuit.com, paaf.qa.api.a.intuit.com, paaf-us-west-2.qa.api.a.intuit.com, sw4_us-west-2_web.qa.api.a.intuit.com, dial_sw4_us-west-2_web.qa.api.a.intuit.com, qa-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,"ns-1015.awsdns-62.net, ns-1458.awsdns-54.org, ns-1880.awsdns-43.co.uk, ns-468.awsdns-58.com",,
[x],qbdtonboard-stg.payments.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-e2e-sb04/usw2-e2e-sb04-intuit-gateway-ingress",NOERROR,"52.26.116.225, 52.34.101.175, 52.11.6.182","paaf-stg.api.intuit.com, paaf.e2e.api.a.intuit.com, paaf-us-west-2.e2e.api.a.intuit.com, sw4_us-west-2_web.e2e.api.a.intuit.com, dial_sw4_us-west-2_web.e2e.api.a.intuit.com, e2e-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
[x],qbdtpaaf-prdq.payments.intuit.com,"a1-182.akam.net, nadmin.intuit.com, dns1.p08.nsone.net",,NOERROR,206.108.41.191,merchant.prdq.intuit.com,,,,,,,,
[x],qbdtpaymentslogin-qa.payments.intuit.com,"ns-1458.awsdns-54.org, awsdns-hostmaster.amazon.com","heritage=external-dns,external-dns/owner=apigw-sbg-ppd-usw2-k8s,external-dns/resource=ingress/services-gateway-apigwsbg-usw2-qa-sb04/usw2-qal-sb04-intuit-gateway-ingress",NOERROR,"44.235.246.220, 54.203.59.161, 35.82.152.114","paymentslogin-qal.api.intuit.com, paymentslogin.qa.api.a.intuit.com, paymentslogin-us-west-2.qa.api.a.intuit.com, sw4_us-west-2_web.qa.api.a.intuit.com, dial_sw4_us-west-2_web.qa.api.a.intuit.com, qa-sb04.apigwsbgppdusw2.iks2.a.intuit.com",,,,,,,,
